Wavelength [nm],#41-46833.csv
400.08,0.031697684247344
400.29,0.08183845778182794
400.5,0.042176383017919164
400.71,0.0721075222004544
400.92,0.07807666408453205
401.13,0.045651740435553555
401.34,0.054709351893862015
401.54,0.03784462055098153
401.75,0.05819251995179507
401.96,0.07636703263560882
402.17,0.09033625661438598
402.38,0.026913610938471152
402.59,0.0535000166429703
402.8,0.0811985041972474
403.01,0.06267434470647026
403.22,0.04302455384585127
403.43,0.10403062261690496
403.63,0.038346567703614755
403.84,0.060472300887026986
404.05,0.05800252456168142
404.26,0.030702559252410378
404.47,0.07007929161585445
404.68,0.07989759885501553
404.89,0.10098186979616329
405.1,0.054687699741773885
405.31,0.020500078347100086
405.52,0.05266459147611585
405.72,0.051679389655157004
405.93,0.05809653150126179
406.14,0.07134968572324561
406.35,0.03246928921557393
406.56,0.07375326384842801
406.77,0.04327993532623673
406.98,0.03537114439494094
407.19,0.10203401283928375
407.39,0.050455967202441936
407.6,0.0656875231616567
407.81,0.10093135372472094
408.02,0.017136431209347346
408.23,0.047932729059735765
408.44,0.031088805241879316
408.65,0.036780062088878324
408.86,0.03673572051189763
409.06,0.012326754265243342
409.27,0.059452641063182834
409.48,0.08295892916880163
409.69,0.041608232203721035
409.9,0.03748934109772772
410.11,0.040890374320463475
410.32,0.03789562136431172
410.52,0.053944022481199595
410.73,0.057453473373871425
410.94,0.012896676952194581
411.15,0.06793052867725916
411.36,0.06133000322140608
411.57,0.04440208533124962
411.78,0.06446783871136957
411.98,0.05574793246536185
412.19,0.08768958286679836
412.4,0.034795162323071276
412.61,0.06310136752071513
412.82,0.07015524073827216
413.03,0.050461607840026096
413.23,0.07393517839559201
413.44,0.05639656305324091
413.65,0.036588216523878295
413.86,0.09507856964874051
414.07,0.086134414318292
414.28,0.08123753405457859
414.48,0.01825124458421525
414.69,0.0602378202496384
414.9,0.05802809863800854
415.11,0.06192832066720945
415.32,0.07425803630492553
415.53,0.08421048717824786
415.73,0.0593610821339349
415.94,0.037084179148150216
416.15,0.051158517371116645
416.36,0.05602182835047471
416.57,0.0715828166163043
416.78,0.03349374612727405
416.98,0.02381725866090433
417.19,0.04065534199847515
417.4,0.05126673540277206
417.61,0.010924921656564938
