Wavelength [nm],#32-OG515 Jaune.csv
599.43,0.8660764746063423
599.63,0.8645834545566385
599.82,0.8662179158940299
600.02,0.8696359199248896
600.22,0.8899574174735794
600.41,0.893126617359322
600.61,0.8766409466940036
600.81,0.8601747559943127
601.0,0.874427517352016
601.2,0.8644573391736174
601.39,0.8696869963609621
601.59,0.8865258300250252
601.79,0.8772742864813001
601.98,0.8804978367544034
602.18,0.8812231136067392
602.38,0.8884650374474836
602.57,0.8839081088336622
602.77,0.8984686996479083
602.96,0.8924718144780119
603.16,0.8754113284210294
603.36,0.8776366040274283
603.55,0.8691541793916192
603.75,0.8726530247420492
603.95,0.8770560307860514
604.14,0.869148352734163
604.34,0.8824676710383894
604.53,0.8742927382891023
604.73,0.874522810051534
604.93,0.8837735546387412
605.12,0.8746061046354168
605.32,0.8908308263125013
605.51,0.8945608536912841
605.71,0.8852128888575864
605.91,0.8846485574725391
606.1,0.8712286749192663
606.3,0.8830304663194708
606.49,0.871299058739229
606.69,0.8719123324106395
606.89,0.8851853893785361
607.08,0.8708397038579466
607.28,0.8687833927106305
607.47,0.8771869860854655
607.67,0.8770307837527586
607.87,0.8798732343532925
608.06,0.8591708681500078
608.26,0.8688342973366009
608.45,0.8913090458337773
608.65,0.877029947183047
608.84,0.8745166073168554
609.04,0.8826354018050421
609.24,0.8757164442809974
609.43,0.8690882942827318
609.63,0.8758734186378209
609.82,0.8802263870121223
610.02,0.8642478567865752
610.21,0.8599252325735558
610.41,0.8783012035695015
610.61,0.8815885941441688
610.8,0.8727404785659707
611.0,0.8813042960621825
611.19,0.8799769193655788
611.39,0.8663105256416188
611.58,0.881046078423111
611.78,0.8819321952230602
611.98,0.8800223366336137
612.17,0.8742608801373023
612.37,0.8761939045704894
612.56,0.8745524326419849
612.76,0.8911713417032888
612.95,0.8980139812613808
613.15,0.8845272676154657
613.34,0.8854042846200861
613.54,0.8814484810365163
613.73,0.8693570453518225
613.93,0.8796210820373085
614.13,0.8625711540108507
614.32,0.8610283709369013
614.52,0.8722846972851733
614.71,0.8712501633807369
614.91,0.8729224653060076
615.1,0.8891828991481633
615.3,0.8814931478342499
615.49,0.8770942133917784
615.69,0.878739134975277
615.88,0.8677436249480961
616.08,0.8845679074356335
616.27,0.8670657017644581
616.47,0.8768073727766973
616.66,0.8834201668563377
616.86,0.8903647663575917
617.06,0.8835503123467703
617.25,0.8914332994537097
617.45,0.8719003564951859
617.64,0.8635109143560975
617.84,0.8839965820639254
