Wavelength [nm],#45-inconnu.csv
400.08,0.06545996861807818
400.29,0.06924172930627374
400.5,0.03940810666825997
400.71,0.10934735408538598
400.92,0.08229921371467923
401.13,0.08610292255209995
401.34,0.10460739196984584
401.54,0.12362370341419268
401.75,0.07688488215122509
401.96,0.07095776196290374
402.17,0.11091023465541763
402.38,0.0849670602858919
402.59,0.05217808929191299
402.8,0.10708023647338127
403.01,0.07346370476740298
403.22,0.07720224835135658
403.43,0.042001973413459924
403.63,0.04642768898341631
403.84,0.07088258010157517
404.05,0.016640029181245342
404.26,0.01108115356926079
404.47,0.09050214758329543
404.68,0.0656875231616567
404.89,0.0643702717335636
405.1,0.09022575614245908
405.31,0.07028406419985231
405.52,0.07608771970884926
405.72,0.046694787235473205
405.93,0.05417737698601045
406.14,0.06882274609256057
406.35,0.01844710500130689
406.56,0.025761204980470902
406.77,0.07341285074903242
406.98,0.06206965664393776
407.19,0.06320982092577998
407.39,0.06881731590294721
407.6,0.034899025826045885
407.81,0.08163803513512267
408.02,0.045556582596065015
408.23,0.06614830184558265
408.44,0.045182058983815616
408.65,0.03315893450274628
408.86,0.053613943181276144
409.06,0.06765529127303066
409.27,0.014366482712017167
409.48,0.0511744504622004
409.69,0.04885048737598511
409.9,0.03868056716072558
410.11,0.033973718366043744
410.32,0.05234524907848977
410.52,0.04465758343807027
410.73,0.08022029768851222
410.94,0.030884892406368714
411.15,0.06907277067642918
411.36,0.05027381951376658
411.57,0.05976186811582196
411.78,0.06671132111254136
411.98,0.06264867839131537
412.19,0.05260072066936752
412.4,0.06022438485064213
412.61,0.0853832149522723
412.82,0.056679229734478996
413.03,0.053944022481199595
413.23,0.1100458821311098
413.44,0.05872357522820209
413.65,0.04999758824249669
413.86,0.05659466920852899
414.07,0.056890715576477346
414.28,0.047807030274883214
414.48,0.004954421711766696
414.69,0.08477190666763876
414.9,0.0840734046664507
415.11,0.058856033507822585
415.32,0.06698509158453775
415.53,0.052168190454236214
415.73,0.032607984356174236
415.94,0.05945392366635581
416.15,0.055380281476250716
416.36,0.02773391421669315
416.57,0.015715261817504232
416.78,0.07991080207633773
416.98,0.034979431378918936
417.19,0.03965079261836884
417.4,0.08405461857168406
417.61,0.06517798502561412
417.82,0.053982985305491143
418.02,0.06966776236373433
418.23,0.08368709414843722
418.44,0.03882101136028614
418.65,0.020815274044000697
418.86,0.040323254176891025
419.07,0.04974105122497725
419.27,0.06271682060166832
419.48,0.052253964482983944
419.69,0.06250414125245428
419.9,0.027895907034072336
420.11,0.060170746200510994
420.31,0.0628817640349766
420.52,0.032940440466246654
420.73,0.04318501856220629
420.94,0.06027299324284464
421.15,0.072413035854171
421.35,0.07427672549106401
421.56,0.047935995046775114
421.77,0.032982028958361935
421.98,0.047379310568831094
422.19,0.06657009675562245
422.39,0.05923745001997526
422.6,0.0785490321380042
422.81,0.042151869410448115
423.02,0.03837638641199629
423.22,0.07385726909234955
423.43,0.019731846597114633
423.64,0.04213399858905808
423.85,0.06765860155239747
424.06,0.04332774641563244
424.26,0.03923454086732997
424.47,0.04213399858905808
424.68,0.04086057432150241
424.89,0.03476929378834135
425.09,0.061659610444720174
425.3,0.04281202673639076
425.51,0.04930626270801342
425.72,0.0449954687177944
425.93,0.044934540464324664
426.13,0.07150002716687817
426.34,0.03720744085791091
426.55,0.07542380592308588
426.76,0.042688200316161995
426.96,0.04677198453245997
427.17,0.05804119851346211
427.38,0.07034804789407326
427.59,0.032728340999017724
427.79,0.07368840524178101
428.0,0.04423936063318342
428.21,0.05821800773228813
428.42,0.0546611242082021
428.62,0.03236477759463342
428.83,0.052344138523441414
429.04,0.061254224887518756
429.25,0.042763523270021135
429.45,0.05542494532759594
429.66,0.01811790382100347
429.87,0.0489201893101165
430.08,0.052441115032773926
430.28,0.04528714782311194
430.49,0.014759606678757982
430.7,0.025473052253385423
430.91,0.0527401252372484
431.11,0.04052273934577749
431.32,0.024844629412920646
431.53,0.03497095873207693
431.74,0.03895974076819915
431.94,0.04510619722536732
432.15,0.03364133949915522
432.36,0.05235300818755133
432.56,0.05007469523518685
432.77,0.023796882330302218
432.98,0.0285937015352268
433.19,0.03736505177085489
433.39,0.02640787610292973
433.6,0.01726496495410565
433.81,0.020663270137692032
434.02,0.06946032875952299
