Wavelength [nm],#17-Inconnu.csv
400.08,0.9000636382626268
400.29,0.8852298072227285
400.5,0.8920372223632914
400.71,1.0372398318849316
400.92,0.9676271195022049
401.13,0.9955054242092726
401.34,0.8794130698163725
401.54,0.9185098712799494
401.75,0.9712425196931845
401.96,0.929679481254834
402.17,0.9911825808395579
402.38,0.9212131758856432
402.59,0.8730949742984988
402.8,1.011502992122726
403.01,0.9730265998476683
403.22,0.9671894132747149
403.43,1.0234330452546347
403.63,0.9299636155750531
403.84,0.9219229058908887
404.05,0.9906600816882887
404.26,0.9241305646918216
404.47,1.0163382847739528
404.68,0.8922402593253622
404.89,0.9972880297731408
405.1,1.0156367448163015
405.31,0.8767846350144383
405.52,0.9037049172654293
405.72,0.8616772828537745
405.93,0.930761603563893
406.14,0.8787068977271177
406.35,0.8546791817794143
406.56,0.8620228307546234
406.77,0.9573117031510394
406.98,0.8351657069844544
407.19,0.8860322108345534
407.39,0.9396698542697685
407.6,0.8271107457308009
407.81,0.92539916812022
408.02,0.8223740538330145
408.23,0.8943496778420881
408.44,0.8625907760161211
408.65,0.8406703862101904
408.86,0.9240479979877967
409.06,0.8893429259844253
409.27,0.9699425610992228
409.48,0.9552662892277464
409.69,0.9239563206912272
409.9,0.9273352101571304
410.11,0.9077779206077369
410.32,0.985550372285822
410.52,0.979105512152959
410.73,0.9556046925864504
410.94,0.8572185398324929
411.15,1.00228448399834
411.36,0.8629033220252701
411.57,0.9659890524055899
411.78,0.9786869171888681
411.98,1.004600497283969
412.19,0.976230125608192
412.4,0.9248179507880514
412.61,0.9076894892121203
412.82,1.0202140165056897
413.03,1.0232160976078233
413.23,1.0885294672225598
413.44,0.986037926950233
413.65,0.9360476118035123
413.86,0.9780091997484506
414.07,0.8986914722158563
414.28,1.048416591680938
414.48,0.9401642970739815
414.69,0.8975968566900855
414.9,0.9457389457740788
415.11,0.8689157478661603
415.32,0.8628530424155445
415.53,0.8832006603286027
415.73,0.9411431848889266
415.94,0.8484958212176076
416.15,0.914509276871035
416.36,0.8732282366597197
416.57,0.827318466985527
416.78,0.8720952236070245
416.98,0.8914225017429488
417.19,0.8744313274867114
417.4,0.885771245734113
417.61,0.8956671858287516
417.82,0.9549016279025899
418.02,0.8833212620944528
418.23,0.9370859355893723
418.44,0.9212322866452505
418.65,0.9420420255664673
418.86,0.9170786221927038
419.07,0.9651092826583685
419.27,0.9954775238629755
419.48,0.9801864940310031
419.69,0.9214713913562035
419.9,0.9422606137576226
420.11,0.9057370857658904
420.31,0.9315531256223184
420.52,0.857616724930307
420.73,0.9664453832226916
420.94,0.9536890181474913
421.15,0.9097926233296296
421.35,0.9167038362405048
421.56,0.9318673593442136
421.77,0.9135262775895459
421.98,0.9250544860447516
422.19,0.952502460675618
422.39,0.9776008916671423
422.6,1.013665586387784
422.81,0.9727884053809787
423.02,0.9600986052453111
423.22,0.9811759607539096
423.43,0.9508420100063449
423.64,0.9516803500771929
423.85,0.9363497699136732
424.06,0.9656970108276521
424.26,0.9038352295266657
424.47,0.9308365795222564
424.68,1.030288613442479
424.89,0.9466773299002923
425.09,0.8910372484297612
425.3,0.9180079599418083
425.51,0.9299197633034035
425.72,0.9190519968722702
425.93,0.8725415383069391
426.13,0.9324727292485002
426.34,0.8869879525665791
426.55,0.9075423805923086
426.76,0.9339481278966993
426.96,0.9463866035151717
427.17,0.9234389649933317
427.38,0.9973105536583242
427.59,0.9030176173033316
427.79,0.8679132500574757
428.0,0.9320997387500193
428.21,0.9686072669244096
428.42,0.924542457448009
428.62,0.8912409997957604
428.83,0.9036424190364242
429.04,0.9565395474484962
429.25,0.96206343917107
429.45,0.961461966961742
429.66,0.9660355249749404
429.87,0.9883247993022016
430.08,0.9166981200028812
430.28,0.9874379887871462
430.49,0.938472416637684
430.7,0.9651954661519067
430.91,0.985043265135325
431.11,1.002560882368294
431.32,0.9200959646174467
431.53,1.0041170180941463
431.74,0.9405621687061456
431.94,0.9431159370864992
432.15,0.9231665655175558
432.36,1.0129925894335896
432.56,0.9074549421283877
432.77,0.9390849254574108
432.98,0.9732920499243778
433.19,1.0236132857292513
433.39,0.9479278118499136
433.6,0.9764614362863259
433.81,0.9842042462925434
434.02,0.9177865654025223
434.22,0.9446717067804861
434.43,0.9775191855152392
434.64,0.9274750751041507
434.84,0.9252457668003259
435.05,0.9437993556131151
435.26,0.9741022972566534
435.47,0.9365421230862603
435.67,0.9482428913765636
435.88,0.9248642846662909
436.09,0.9956880171858883
436.29,0.9366160358257188
436.5,0.9144599771051883
436.71,0.9985190354552501
436.92,0.9175097002295868
437.12,0.95282597466118
437.33,0.9736367946894263
437.54,0.9186148918158686
437.74,0.9405522987870073
437.95,0.9687379864585322
438.16,0.9109913242107326
438.36,0.9387951300297707
438.57,0.9426414130373376
438.78,0.9826566083313162
438.99,0.9437064898368638
439.19,0.9124941875022355
439.4,0.9622761296200716
439.61,0.924411184734283
439.81,0.9565632090894038
440.02,0.958695586565851
440.23,0.9758559903480296
440.43,0.9467270417397106
440.64,0.8902612382175836
440.85,0.9411949934978932
441.05,0.9468539997434898
441.26,0.948981938556246
441.47,0.9420568315489125
441.67,0.908318594465414
441.88,0.9827857855447384
442.09,0.8963415052602443
442.29,0.8936624896069777
442.5,0.9235740707558401
442.71,0.9230001854342565
442.91,0.9405023130672424
443.12,0.9394314676574128
443.33,0.946860492066109
443.53,0.9038733756480659
443.74,0.9215549059223225
443.95,0.876493013800274
444.15,0.8994119749340165
444.36,0.8517803005797884
444.57,0.9278305134485366
444.77,0.8889225062763149
444.98,0.9141478724548036
445.19,0.8821644656632066
445.39,0.9425764094763946
445.6,0.8907463568110312
445.81,0.8988378987565581
446.01,0.9906917357345828
446.22,0.9386416078654316
446.43,0.9030610825993852
446.63,0.9235617215391577
446.84,0.928505823138249
447.05,0.9106730626801728
447.25,0.9788962271312533
447.46,0.9338882282996432
447.67,0.9844405525096372
447.87,0.9190703190052465
448.08,0.9417409399826899
448.28,0.9593361462728551
448.49,0.9706865077534451
448.7,0.9727845278626827
448.9,0.9896686130014581
449.11,0.9544774992609983
449.32,0.9582443560658007
449.52,0.9641222058653041
449.73,0.9365435096128905
449.93,0.9603339687210871
450.14,0.8973185021928088
450.35,0.9963690744405044
450.55,0.9156717495130886
450.76,0.9458463289449205
450.97,0.9228764204986574
451.17,0.9492897921602436
451.38,0.9622095118831601
451.58,0.9381797003229735
451.79,0.9079721930367449
452.0,0.9751842161753173
452.2,0.9044975168242356
452.41,0.8756457166400172
452.62,0.9025755856243162
452.82,0.9097990195364741
453.03,0.937109575914342
453.23,0.8718416030347959
453.44,0.8971866182002448
453.65,0.8581340292217083
453.85,0.8916486355627613
454.06,0.890483517726513
454.26,0.9043100118671915
454.47,0.8367641734373622
454.68,0.8496621067005042
454.88,0.8398344253602221
455.09,0.8343715632441218
455.29,0.8861595489699475
455.5,0.8263588545816921
455.71,0.818865301882114
455.91,0.8149588554454015
456.12,0.8458208773519824
456.32,0.9135890146857756
456.53,0.8845612186336401
456.73,0.8562238061902818
456.94,0.8748365131487149
457.15,0.8737767983510168
457.35,0.8787221249613538
457.56,0.8719731021455757
457.76,0.8582656445585535
457.97,0.8744559261142615
458.18,0.8665965556105085
