Wavelength [nm],#3-591-Oriel-53915.csv
417.61,0.02344485935711475
417.82,0.020421406070209234
418.02,-0.004676212230950616
418.23,-0.0015513156982197797
418.44,-0.004820559552480497
418.65,0.022848887182019387
418.86,0.0005209928293888114
419.07,-0.015935593182799707
419.27,-0.011904035659236258
419.48,-0.009388054087228481
419.69,0.014029691472332984
419.9,0.020323528510481855
420.11,0.017239121895867012
420.31,0.02966489852816051
420.52,0.018606553714264146
420.73,0.011664014922916592
420.94,0.007208326536845102
421.15,-0.008682484586869058
421.35,0.011804602671442567
421.56,0.007594299921638469
421.77,-0.0004916700392332258
421.98,0.013066906589319796
422.19,-0.008806433041766445
422.39,-0.0032933940759192434
422.6,-0.0005161462484594232
422.81,0.03580249733267646
423.02,-0.010502822162497674
423.22,0.01738515135407818
423.43,-0.018823439672418715
423.64,0.008026010408253025
423.85,0.018352085288341573
424.06,0.007119035622598605
424.26,0.01100268164580064
424.47,0.05539821621492671
424.68,0.014610442671354057
424.89,-0.0004778949216349503
425.09,-0.013983952628834052
425.3,-0.017991059149459303
425.51,0.03363042028903789
425.72,-0.005028578158892565
425.93,0.012633423459918827
426.13,0.019966057382838878
426.34,0.029322879409067595
426.55,-0.00831139655935162
426.76,0.018909526358973743
426.96,-0.0041153070463600915
427.17,0.022771508229491286
427.38,0.0022154072382869158
427.59,-0.001300565210339613
427.79,0.0012537359184612183
428.0,0.021892439209139143
428.21,0.006172160791177735
428.42,0.00972573369971305
428.62,0.017170505507276425
428.83,0.016314782163147853
429.04,-0.021320634960338394
429.25,0.006591453642436683
429.45,0.007449026647315637
429.66,-0.015846571204056158
429.87,0.0031174788802920766
430.08,0.027610746956709675
430.28,0.015676692821385146
430.49,-0.010011238571005604
430.7,0.010094304739111605
430.91,-0.0012703062185225266
431.11,0.009792150926247235
431.32,0.02892136591203051
431.53,0.03250074787558908
431.74,0.01117062483860491
431.94,0.028420205437407097
432.15,0.0003732544655195814
432.36,0.02880393983917
432.56,0.017186782107258537
432.77,0.010520519929994327
432.98,-0.008034344282769362
433.19,0.01453887556591196
433.39,0.01141739769608667
433.6,-0.006273598759568466
433.81,-0.03349359971644482
434.02,0.012711232311706558
434.22,-0.014601268903788663
434.43,0.014590965084653504
434.64,0.01979199444888214
434.84,-0.0018533018034761642
435.05,0.015083707119843352
435.26,-0.0011311946213691689
435.47,0.009310556887851726
435.67,0.013657387090511137
435.88,0.0060618228712191104
436.09,0.019742573591948923
436.29,-0.0010532602742441657
436.5,-0.0105321348759951
436.71,0.012196648651816208
436.92,-0.020642692074604355
437.12,-0.005916716783661749
437.33,0.0003357553855420422
437.54,0.018631237146349285
437.74,0.01057159360444398
437.95,-0.008381692605019572
438.16,0.0009772508428490109
438.36,-0.0289218696106323
438.57,0.02968390388162794
438.78,0.0024081112173064863
438.99,0.010010683337949616
439.19,-0.028193296848731956
439.4,0.018505729579362393
439.61,-0.002403027667887342
439.81,0.030127773100718996
440.02,-0.011312747676742795
440.23,0.021841338694495914
440.43,0.004256064122491397
440.64,0.016157112574984225
440.85,0.0049925604359416535
441.05,0.017135362344793233
441.26,0.003533306231488497
441.47,0.018962216914345426
441.67,0.014110913086985321
441.88,0.018152212551744724
442.09,0.017470095871640456
442.29,-0.007977718276373056
442.5,0.00032155051165807375
442.71,0.02249387949590052
442.91,0.0003080953825674715
443.12,0.0009379980964831055
443.33,-0.006329431498061003
443.53,0.018306848805873084
443.74,0.009081571610776914
443.95,-0.005514992359025745
444.15,-0.002794728418547738
444.36,0.004013233184686829
444.57,-0.009117690215244284
444.77,0.0009446229245433612
444.98,-0.014326988404358233
445.19,0.0091678725658877
445.39,0.023146420297305126
445.6,0.010401971808589204
445.81,0.02110790267375332
446.01,0.01518564071885696
446.22,0.03376026931523038
446.43,-0.001503907378131067
446.63,-0.017772668325073748
446.84,0.014702100392675554
447.05,0.0091678725658877
447.25,0.01957900901194003
447.46,-0.004033916010090322
447.67,-0.023033672491353893
447.87,-0.008645656515494303
448.08,0.01716965750797921
448.28,0.02093952180028132
448.49,0.005173356882541756
448.7,-0.008786833889898054
448.9,0.014871863256682306
449.11,0.02806504915690017
449.32,0.005731550958124655
449.52,0.002110844490914643
449.73,-0.011842583081727703
449.93,0.001531618901113625
450.14,0.0019584086762578176
450.35,0.010572785037452107
450.55,0.007252940819601163
450.76,-0.0027556168401238583
450.97,-0.0037576317189663903
451.17,0.016584183679009098
451.38,-0.0048834340159705164
451.58,-0.006198972838460293
451.79,0.011701377394608465
452.0,-0.0003124289330445436
452.2,-0.002500054608023585
452.41,-0.00028840211494882156
452.62,-0.0042644574888804
452.82,0.006054580661532117
453.03,0.010365779482287282
453.23,0.016004172453601986
453.44,-0.005412628649539935
453.65,0.006938204551958508
453.85,0.00640681786676473
454.06,0.016520302751953653
454.26,-0.0014068525526468821
454.47,-0.0034048891581950694
454.68,0.008843746318324673
454.88,-0.0012898822225606255
455.09,0.006772423519667788
455.29,0.009965745781297023
455.5,0.012350212272230876
455.71,0.004262312290843559
455.91,-0.0071525153614577916
456.12,-0.016400348606443786
456.32,-0.010133480223876905
456.53,-0.005733156526729572
456.73,-0.0023254654163210897
456.94,0.012656626449986531
457.15,0.00024886727395349585
457.35,-0.012933904127127416
457.56,0.004408717091407421
457.76,0.005827478140104363
457.97,0.022695522393539606
458.18,-0.004870389539234286
458.38,0.020515366505981666
458.59,0.002725430361760135
458.79,0.004703927681354922
459.0,0.0027879252227499297
459.2,0.008995121438518758
459.41,0.004554630483330556
459.62,0.006067330392127715
459.82,0.0022053200907676588
460.03,0.016433493596420348
460.23,-0.002991460739344036
460.44,0.024294547362333514
460.64,0.0043981191484386275
460.85,0.0071018716511315125
461.06,0.0020996869895421244
461.26,0.008490676790441517
461.47,-0.010494310978785166
461.67,0.0016978585868538433
461.88,0.011676167328167762
462.08,0.010900575652298353
462.29,0.01850938449157604
462.49,0.012413402223582953
462.7,0.011678147975850645
462.91,0.008768799127047708
463.11,-0.0002313645313451551
463.32,0.008523295380288893
463.52,0.0011089319871189736
463.73,0.011174180557462384
463.93,0.016665274476599833
464.14,0.014343962201617084
464.34,0.003947212590303935
464.55,0.009154332319593417
464.75,0.0025684845940895026
464.96,0.001443653385554207
465.16,0.0013546388308273837
465.37,0.011914924559171076
465.58,0.0009855439212597904
465.78,-0.000200790870162052
465.99,-0.002512545423083563
466.19,0.008664535323203687
466.4,0.005283928251450097
466.6,-0.002652388099180301
466.81,0.01044859826353641
467.01,0.0017233658180164668
467.22,0.011276658706618325
467.42,0.007671517251140767
467.63,-0.0013023858487347063
467.83,0.008606108907822426
468.04,0.0031323028877039633
468.24,0.007945032990055745
468.45,0.0015159405478119001
468.65,0.009833018817528254
468.86,0.006962783261021419
469.06,-0.004318077284037234
469.27,-0.005169516364162272
469.47,0.006220901563230477
469.68,0.004941562309993073
469.88,0.012059321340707616
470.09,-0.013836140310087725
470.29,0.011207616120177457
470.5,0.003147138590038895
470.7,0.0014619143668664234
470.91,-0.010312043737654064
471.11,0.0024710746259778245
471.32,0.011774253526794154
471.52,-0.003634005218000616
471.73,0.0026328822961864135
471.93,0.0020251232353341916
472.14,0.00292008850097319
472.34,0.004461646805702668
472.55,0.007582166138935433
472.75,0.0025550585276570286
472.96,0.006932414781901383
473.16,0.0004505392701704569
473.37,0.007648521057324008
473.57,0.00043469804428394486
473.78,0.003909834722046781
473.98,-0.007718771653257395
474.19,-0.006493435584344664
474.39,0.00647124816257782
474.6,0.005780429017327078
474.8,0.0004127464999803324
475.01,0.008039377204734457
475.21,0.0009556092281153216
475.42,0.0020217240429419355
475.62,0.007979275116017483
475.83,-0.0038502418912799877
476.03,-0.00039858908841267673
476.24,0.0077568304698885145
476.44,0.0016676384515342097
476.64,0.008280873916619589
476.85,0.007060490068481857
477.05,0.010648496791562021
477.26,0.004634639666919693
477.46,0.0033868813289236145
477.67,-0.0003831068796079772
477.87,0.004545675853918719
478.08,0.0025138147549095473
478.28,-0.0011009623582806003
478.49,0.007727795065481789
478.69,0.006416533188709213
478.9,0.005489739445607839
479.1,0.004356963887684522
479.3,0.005762719617388633
479.51,0.005798220560798652
479.71,0.0034983207897534506
479.92,-0.0017494660910340816
480.12,0.007676056396122466
480.33,0.006872994430042889
480.53,0.006775190214804971
480.74,-0.00012090555795446638
480.94,0.005897603372348832
481.14,-0.005694738833485828
481.35,-0.006333435283726872
481.55,-0.0031844095596936764
481.76,0.005660936976607172
481.96,0.003134693648563683
482.17,-0.00160820746721538
482.37,0.0013335932814771462
482.57,-0.0028424958035208774
482.78,0.0011590417064507878
482.98,0.0021429007853867644
483.19,0.001527397930180935
483.39,0.008612282440849375
483.6,-0.0033220525730182737
483.8,0.005237251718692803
484.0,0.0016783103156577522
484.21,0.006267331151336463
484.41,-0.00010634088257144486
484.62,-0.002707666345816716
484.82,-0.007280819962831731
485.02,-0.0014933690276833294
485.23,0.006581653922996786
485.43,0.0016550299205515438
485.64,0.0014322369859169186
485.84,0.004336842192955121
486.05,-0.0016504740153018564
486.25,0.008872835962766926
486.45,0.006623386227807724
486.66,0.006595038171767947
486.86,-0.004168544164404233
487.07,0.0017456959280134211
487.27,-0.0016057277956154279
487.47,0.0032381273663430834
487.68,0.00210540214897586
487.88,0.0017376888408434166
488.09,0.0008454660776291655
488.29,-0.0004693810646470522
488.49,0.0013730152591772955
488.7,0.0026227999089876116
488.9,0.0011368038182453606
489.1,0.0011468774524147928
489.31,-0.0015077911019339212
489.51,0.004975337037439811
489.72,0.003972657534281427
489.92,0.0016496160398063132
490.12,0.004674027990815818
490.33,0.0002542082655600077
490.53,-0.0009676738995621159
490.74,0.005631038769767435
490.94,-0.0009417944094054373
491.14,0.01042342893671849
491.35,-0.004201232829871319
491.55,0.006006501713750394
491.75,-0.0022762416895390257
491.96,-0.003138092519813353
492.16,7.969984187795393e-05
492.36,0.004475670271003393
492.57,0.004475670271003393
492.77,-8.82107793572309e-05
492.98,0.006046820364884673
493.18,0.0015576462208592144
493.38,0.00040502084353992397
493.59,-0.002053402617248222
493.79,0.005748543626496822
493.99,-0.001411939013286274
494.2,0.002339928912226789
494.4,-0.0005743946460095317
494.6,-0.006436369323077151
494.81,0.0003970173422029498
495.01,0.005580151129335716
495.22,0.0028318833802787402
495.42,0.005521163114274774
495.62,0.003460047150315839
495.83,0.0003933520638386987
496.03,0.0005505096921082074
496.23,0.002426679139530389
496.44,0.00501895661462227
496.64,0.004912411517356276
496.84,0.005458218683021774
497.05,-0.0005568115190170087
497.25,0.003669401800340684
497.45,0.0027072597704096623
497.66,0.0008541484039330197
497.86,0.0033245054874669715
498.06,0.0036814883481599107
498.27,0.0032544625502358986
498.47,7.273676232569462e-05
498.67,0.0015859551170888221
498.88,0.005564327278374974
499.08,0.00616143721232069
499.28,-0.00149062493141943
499.49,0.008225745670900455
499.69,-0.0005360869586600935
499.89,0.0036718926682510074
500.1,0.002976126658848361
500.3,-0.0012845566600009801
500.5,0.00595031193993835
500.7,0.00781115709759315
500.91,0.0034636350172704065
501.11,0.004072543209112861
501.31,0.0037963085576976233
501.52,0.004664842105038664
501.72,0.0028981627479273083
501.92,-0.0011278270442471332
502.13,0.006185305616542489
502.33,0.0003609484274575155
502.53,0.005068200965829976
502.74,0.0027141725262312807
502.94,6.97749358842966e-05
503.14,-7.665132771049215e-05
503.34,0.0014853912712469433
503.55,0.003544770772705844
503.75,0.0044299411938511155
503.95,-0.0002194793330513613
504.16,0.0015323431795989434
504.36,0.002679135560085425
504.56,-0.00036529974584906163
504.76,-0.00301208475638108
504.97,0.0003566250500287381
505.17,0.0010808324230993252
505.37,0.0015174649213300577
505.58,0.003488676800222362
505.78,0.0037603993514473684
505.98,-0.0002205559150761069
506.18,0.0006391596618778597
506.39,0.005050383477804387
506.59,-0.001910177472298358
506.79,0.0021697336035284838
507.0,0.003990656368437166
507.2,-0.002266242845552709
507.4,-0.0012131159786970434
507.6,0.0017368251517530366
507.81,0.0032470521493992385
508.01,0.0021426888278779765
508.21,0.0013129910314684061
508.41,0.005490250425883576
508.62,0.0010014411688269787
508.82,-0.00048569141217376816
509.02,0.004078795986022674
509.23,0.0019457181866854504
509.43,-0.0004728064024059576
509.63,0.004977327363224139
509.83,0.004792455709515273
510.04,0.0015546883188744284
510.24,-0.0003423061697400319
510.44,-0.005763119835163946
510.64,0.00033451541765492076
510.85,0.0015247247821565655
511.05,0.007994012106337338
511.25,0.0012520667661155502
511.45,0.0032561129296353234
511.66,-0.00033049552232630725
511.86,0.0015047243815837642
512.06,-0.0016466878313882382
512.26,0.0022600463176879735
512.46,-0.001256684885197632
512.67,-0.001643016754242332
512.87,0.003061941313026137
513.07,0.0005931206592562424
513.27,-0.000329076250665286
513.48,-0.00032105455689675384
513.68,-0.0033502397408845036
513.88,-0.005054526236482277
514.08,0.0013207114873770248
514.29,0.000437596673721123
514.49,-0.0005714205314710149
514.69,0.0029169585487896573
514.89,0.0025590720249944626
515.09,0.003286933334524418
515.3,0.0005603407665263385
515.5,0.0034776027718821045
515.7,0.004683041652861507
515.9,0.0004307545346400347
516.11,0.0017779070193961175
516.31,0.0022760505846147893
516.51,0.0011592015641516634
516.71,0.0017694288610868643
516.91,0.0052359378134359804
517.12,0.002682339625331218
517.32,-0.002104428541630584
517.52,0.002124814127979699
517.72,-0.003500963628617228
517.92,0.001614002212626803
518.13,0.004235131621500094
518.33,0.001620603868591317
518.53,-0.0028072371010223343
518.73,0.0005251322019262216
518.93,-0.0008861063353004312
519.14,0.0008923557719779712
519.34,-6.106342579110953e-05
519.54,0.005951464452184053
519.74,0.005657588074686045
519.94,0.0028562947437543004
520.15,-0.00041303784917170924
520.35,0.0019016657329303847
520.55,0.002270042360424691
520.75,0.0014509062619139036
520.95,0.0008568435895352091
521.16,0.0012075486099501886
521.36,-0.0010992453840200631
521.56,0.0031028759601261996
521.76,0.0008400795183598068
521.96,0.0001659872283176691
522.16,-5.923032012174413e-05
522.37,0.0016033758973903237
522.57,0.0005051960408562609
522.77,-0.0030912206989398196
522.97,-0.0026043336015572605
523.17,0.0010415409901561958
523.37,0.0009302421118036509
523.58,0.004276732376523602
523.78,-0.003705872740783322
523.98,0.0024749484270191356
524.18,-0.0023774330952192695
524.38,0.0027903054519518586
524.58,-0.0012557935969023976
524.79,0.005755019318195721
524.99,-0.0007217730085527076
525.19,0.002025915143548027
525.39,0.0019894749607044836
525.59,0.0025403210264999324
525.79,0.005610877471595648
526.0,0.001136512262112293
526.2,-0.0032902809357935768
526.4,0.00048173645256717896
526.6,0.0006950478516685247
526.8,0.0034544012325133074
527.0,0.002716504153400967
527.2,0.0016478958771951712
527.41,-0.0038780071740268564
527.61,-0.0008102018072184177
527.81,0.0006860580720128391
528.01,-0.001165787579722222
528.21,-0.002883728459525938
528.41,0.0017270010715025252
528.61,-0.0018810786188953204
528.82,0.0001586828008406739
529.02,-0.0010064754097426321
529.22,0.0009158602494484464
529.42,0.0023541240130070386
529.62,0.0014056726115295223
529.82,0.0027220199148374155
530.02,0.0002608296509021065
530.22,-0.0009018031117722349
530.43,0.0022826012552968514
530.63,0.0012239272598037997
530.83,0.0017827019126962756
531.03,-0.0004769407301701148
531.23,-0.002642768197952984
531.43,-0.0002692058045826215
531.63,0.0022058387477998827
531.83,0.0015422035915748115
532.03,-0.0010322056742866964
532.24,0.004150762525542038
532.44,0.0021874537553980104
532.64,-0.00016567669965776615
532.84,0.005342299736102353
533.04,-0.002918821075467139
533.24,0.0026190719099436614
533.44,0.004851572433734648
533.64,0.0026193522503212144
533.84,-0.0002719854590305901
534.04,0.0006887598150187968
534.25,0.001023421305587076
534.45,0.001843058817368699
534.65,0.0004773137717887251
534.85,0.00313541286763032
535.05,-0.0012430656908827198
535.25,0.0019807281133400827
535.45,0.0023299104844410503
535.65,0.00047797709939809146
535.85,0.00026459988607184363
536.05,-0.00016409399458450785
536.25,0.0003676570038278279
536.46,-0.00177243343345621
536.66,0.00026066457704991097
536.86,0.00037367283220386465
537.06,-0.000592868375891661
537.26,0.0011163980114232371
537.46,0.001777507599728118
537.66,0.0036352573301665705
537.86,-0.0009131969867195465
538.06,0.0029348119733565077
538.26,4.9899344261674795e-05
538.46,0.0005921575910048151
538.66,-0.0016723736044667867
538.86,5.0116933134451076e-05
539.07,-0.002510949174104628
539.27,0.0028508217176907882
539.47,0.0011122475998415157
539.67,0.000592799185281124
539.87,0.004731750724804092
540.07,-0.0027214812957119276
540.27,0.0017848268281417223
540.47,-0.0006964421590397575
540.67,0.0020951507304772287
540.87,0.00037411583634274084
541.07,0.0028784109012723485
541.27,0.0007986793527351829
541.47,0.0013396274313349215
541.67,0.0006942276456961594
541.87,0.0012273319788678799
542.07,0.0016567190337795847
542.27,0.0011103605296011632
542.47,0.0043107362274640414
542.67,-0.002715113545459306
542.87,0.00015498840997428515
543.08,0.0025957356371266167
543.28,-0.0014445377767177033
543.48,0.0018442261141962165
543.68,0.0011272141083372453
543.88,0.0024640484939848937
544.08,0.0029360666395242974
544.28,-0.001976725221379022
544.48,0.0015345174890365766
544.68,0.0014295393600473373
544.88,0.0018686856833745496
545.08,-0.0005938873267844688
545.28,0.001448289490832467
545.48,-0.0015402938037019636
545.68,0.0031948954087569065
545.88,0.0012189849742614174
546.08,0.0018611213399767142
546.28,-0.00206076465794305
546.48,0.0005759502706133249
546.68,0.0002607470878497592
546.88,0.0008984725965858083
547.08,0.0015464886481275151
547.28,0.003316435898475899
547.48,-0.0008982887807103146
547.68,0.0026227210219783525
547.88,0.0006942276456961594
548.08,-0.00037084626664413205
548.28,-0.00026732751956186774
548.48,0.0014313620795684476
548.68,0.000364797805618344
548.88,0.0022467731572150293
549.08,0.0011163980114232371
549.28,-0.0007963192018697671
549.48,-0.002148379341979298
549.68,0.0016168960182854778
549.88,-0.00026362101273217834
550.08,-0.0016134680668245585
550.28,-0.0005775704987360672
550.48,0.0031845445642632564
550.68,0.00035640774967101937
550.88,0.000987360066179003
551.08,0.0001536449734239316
551.28,0.0034780821021745062
551.48,-5.548277373105389e-05
551.68,0.0030583003196414742
551.88,-0.003670149537134574
552.08,0.0006763775788540122
552.28,-0.00036516660493700375
552.48,-0.0006598409183531349
552.68,0.0014849177315713186
552.88,-0.0007653940938490872
553.08,0.0021430290176898785
553.28,0.0030016101643686602
553.48,-0.0022856838384306515
553.68,0.002014513578521188
553.88,0.0010946897207093449
554.08,-0.0013843762411442763
554.28,0.0014058193036070475
554.47,0.002024567848456257
554.67,0.0015071880845598869
554.87,0.001398957711133354
555.07,0.0010942321448641611
555.27,0.002910135101597361
555.47,-0.00025531670711904665
555.67,0.003961012819311525
555.87,0.00015017887442219172
556.07,0.0010668079793278967
556.27,0.0005539092848816309
556.47,0.001580878609767783
556.67,-0.0003603193288731074
556.87,-0.0009778649616107673
557.07,0.0013668776171874041
557.27,0.003907901414919747
557.47,0.0007635796407683188
557.67,0.002686759740006072
557.87,0.0014847653771758054
558.07,-0.0005624122031372828
558.26,-0.0018754826609789245
558.46,-0.0013688284888111607
558.66,-0.00045591081674666137
558.86,0.0009582891281679903
559.06,-0.0012617768556868493
559.26,0.00276942413601909
559.46,0.0006467684407200272
559.66,0.0021628088905250604
559.86,0.00014902277133530995
560.06,0.0035813343512104702
560.26,-0.0008644201949849006
560.46,-0.0003562812086540339
560.66,-0.0013311177531326885
560.86,-0.00035145531519737534
561.05,4.666280778307526e-05
561.25,0.0011400005791160084
561.45,0.0013471935386511484
561.65,0.0046772114505735
561.85,0.0020066932086604842
562.05,-0.0007338367460423441
562.25,-0.0003478522340729912
562.45,0.004313275501772962
562.65,0.0007364822529761616
562.85,-0.0012341833713722572
563.05,0.004012028597337609
563.24,0.0036473151637874414
563.44,0.00034000027481887883
563.64,0.002323085056955641
563.84,0.0009345552237661727
564.04,0.002731152917026527
564.24,0.0009093417684884277
564.44,0.004672147775392792
564.64,0.000824974121034742
564.84,-0.0005461345082746268
565.03,0.002315522089016125
565.23,4.6051731914240746e-05
565.43,0.0014220276070594537
565.63,-0.0012251319839645908
565.83,-0.0010058567875745206
566.03,-0.0003426505645351388
566.23,-0.0001492731801052882
566.43,0.001705263002674286
566.63,-0.0002485169406892895
566.82,0.0028937411060639333
567.02,0.002841840297108111
567.22,0.0004409285252377523
567.42,0.004307834492732982
567.62,0.0019564466308792704
567.82,0.001109781353237249
568.02,0.0038138395837830005
568.22,4.532528503895757e-05
568.41,0.002676862368194238
568.61,-5.146011963252192e-05
568.81,0.002660529716099849
569.01,0.0014096988542648947
569.21,-5.199650668366956e-05
569.41,0.002476186679507452
569.61,0.0018890397654561565
569.8,0.0010185547718993687
570.0,0.0028260348416672024
570.2,-0.00034010763487902227
570.4,-5.13252565302622e-05
570.6,0.0009233487294924916
570.8,0.0017949832054589899
571.0,0.0009210141999891602
571.19,0.0018233330528205599
571.39,0.0008023153013963049
571.59,0.005719777602260099
571.79,-0.0003389967562053474
571.99,0.004710301595629962
572.19,0.004369094283056897
572.38,0.002651030090250274
572.58,4.49491405621425e-05
572.78,0.001869631458440338
572.98,0.002370904543821311
573.18,0.0024649241742538863
573.38,4.532092577851176e-05
573.57,0.005672856037510233
573.77,0.0009065565072543495
573.97,0.0006226238455588338
574.17,0.0018622999008126655
574.37,4.537329231033909e-05
574.57,0.005785351782494729
574.76,0.005334785937424076
574.96,-0.0016669511624016785
575.16,-0.0013812631769736996
575.36,-0.000722706769928903
575.56,0.0015836996870991287
575.75,0.0018425621996645777
575.95,0.0036641105256071515
576.15,0.001743806769230355
576.35,0.0020674288687052822
576.55,0.00270961703508672
576.74,0.005154612855998645
576.94,0.004123437674333387
577.14,0.0009990222554428904
577.34,0.006082494274011908
577.54,0.0009039607764106443
577.74,0.0038399671259769326
577.93,0.0030152153092568765
578.13,0.0034246980209440636
578.33,0.002106518269586459
578.53,0.004928508415832723
578.72,0.004494955475756432
578.92,0.0032891017360093134
579.12,0.004159340067437413
579.32,0.002128264835593504
579.52,0.003090298543995934
579.71,0.003944954724895101
579.91,0.0023327096086856523
580.11,0.0028042536485588746
580.31,0.006852117449517206
580.51,0.006734010157445493
580.7,0.00683054614460379
580.9,0.007860945447647056
581.1,0.00854514166237937
581.3,0.0119422801774446
581.49,0.010368531737443972
581.69,0.012476261100761457
581.89,0.016131664148354655
582.09,0.014355000340358495
582.29,0.014488708044637382
582.48,0.022652591864421315
582.68,0.025807763477661054
582.88,0.024551443396692012
583.08,0.03017078557810674
583.27,0.029183988014345134
583.47,0.036423259216438714
583.67,0.04385009452846039
583.87,0.05022059367803835
584.06,0.05335647204735342
584.26,0.06019696904649466
584.46,0.07061274120640199
584.66,0.08433150958534916
584.85,0.09146523810592241
585.05,0.10413012772705771
585.25,0.11913119707979464
585.45,0.12988437290445706
585.64,0.14440663000696152
585.84,0.15929933711470365
586.04,0.16714915137045694
586.24,0.18267164408892925
586.43,0.20011138803034847
586.63,0.2159447323249716
586.83,0.22137194712099725
587.03,0.23216492606128214
587.22,0.2417720650152259
587.42,0.2470127212644656
587.62,0.2607800259876153
587.82,0.2678677226571602
588.01,0.27920048760194655
588.21,0.28549095370202376
588.41,0.2943245101836713
588.6,0.301276826580316
588.8,0.307039301904284
589.0,0.3095363804616115
589.2,0.3198957811175771
589.39,0.3233196735072177
589.59,0.3315078774528715
589.79,0.3391579177418948
589.98,0.33906605397766354
590.18,0.3493969608686993
590.38,0.34368936918990045
590.58,0.3752305733095433
590.77,0.3617802235838939
590.97,0.3664868017108404
591.17,0.3653321351226938
591.36,0.3632419930359553
591.56,0.36964307908225574
591.76,0.3834724264638009
591.96,0.3916200168733413
592.15,0.38641587346282097
592.35,0.40604987133875736
592.55,0.39768609065567445
592.74,0.41110171499524595
592.94,0.4027637978295477
593.14,0.4149448591066324
593.33,0.41553822424534437
593.53,0.4196584367089738
593.73,0.41287564124924675
593.92,0.4212813322489652
594.12,0.4099747125521861
594.32,0.40698104644734345
594.51,0.40266532649037906
594.71,0.39617439518300873
594.91,0.377369957098733
595.11,0.3637061556395554
595.3,0.341537842257537
595.5,0.31778034241009956
595.7,0.2994800803802112
595.89,0.28281166344541314
596.09,0.254584843625262
596.29,0.22948885158309798
596.48,0.20562226926624785
596.68,0.17666056539359257
596.88,0.16130613269793123
597.07,0.1427880203946835
597.27,0.12537677485757331
597.47,0.1108550352493974
597.66,0.09323885499828356
597.86,0.08100352499266113
598.06,0.068394714152369
598.25,0.05860125233607812
598.45,0.05294656333599639
598.64,0.045254954586104325
598.84,0.037994382967105236
599.04,0.03373649223454359
599.23,0.027679568430053352
599.43,0.022302385547553
599.63,0.0225051412535515
599.82,0.016720109105431577
600.02,0.01610605467667466
600.22,0.016494418670115977
600.41,0.014588003079543284
600.61,0.01256685058245603
600.81,0.01150429139323595
601.0,0.00864316165755784
601.2,0.007325240892074264
601.39,0.010450018302853427
601.59,0.009638036844426498
601.79,0.007137921263130687
601.98,0.004148639620028507
602.18,0.005986503478723922
602.38,0.0046563468414678654
602.57,0.0029917822929043394
602.77,0.003647089915515055
602.96,0.006635413960618342
603.16,0.004867699160374456
603.36,0.0030376828136877815
603.55,0.00534841346915097
603.75,0.002966364443848568
603.95,0.003914228437514404
604.14,0.0045830969270614415
604.34,0.005445530125959086
604.53,0.001606627362680005
604.73,0.004731475771398532
604.93,0.0019019164540336807
605.12,0.0056099826109907635
605.32,0.0006032946797725961
605.51,0.00143471640083328
605.71,0.0029203644096734895
605.91,0.000684524505944359
606.1,0.0017719683317538528
606.3,0.0040670666294271695
606.49,-0.00023213693107051748
