Wavelength [nm],#22-BP520-∆28.csv
591.76,0.005269572590300888
591.96,0.004108017296005528
592.15,0.0035765654203810423
592.35,0.005126475981936988
592.55,0.0032011250536555093
592.74,0.0054786957771743175
592.94,-0.0002370549613445262
593.14,0.0033837102003560957
593.33,0.004718896063915009
593.53,0.0026667259646792774
593.73,0.0015270260941713928
593.92,0.0030824986624837917
594.12,0.001066547693143296
594.32,0.004722792946670961
594.51,0.002535070915264503
594.71,0.0055721154913826315
594.91,0.00394037541528794
595.11,0.0020788457231584513
595.3,0.0021887710176527356
595.5,0.0036877606400465735
595.7,0.002844197028886852
595.89,0.0047335389672714155
596.09,0.004874482167722691
596.29,0.001420489730430619
596.48,0.002642470561408983
596.68,0.0013508762563098852
596.88,0.00405686526675442
597.07,0.002476151188226189
597.27,0.003963542259376868
597.47,0.003754347368655155
597.66,0.0057345387419450895
597.86,0.0019889102178138286
598.06,0.004059138132621804
598.25,0.005834358245788848
598.45,0.0028280945199867964
598.64,0.0042387643906235525
598.84,0.004394071316673135
599.04,0.0030056286864899905
599.23,0.003991308624099977
599.43,0.0022790489970408914
599.63,0.0011527712894446817
599.82,-4.871961859498224e-05
600.02,0.0011646128342551402
600.22,0.005806161076755869
600.41,0.005111083284364638
600.61,0.0026607447866714706
600.81,0.004627640048693951
601.0,0.002170353273641138
601.2,0.002045540201724911
601.39,0.0005038667883544198
601.59,0.003272412675098639
601.79,0.0017940088126167277
601.98,0.0018164350289747095
602.18,0.00397488569531227
602.38,0.005503447822879382
602.57,0.002438963763540826
602.77,0.006585904398161966
602.96,0.0037165227599339034
603.16,0.001713555576096721
603.36,0.005469982733631867
603.55,0.0052553510078363315
603.75,0.0022355353175475593
603.95,0.0003199144949776776
604.14,0.0017681065972620352
604.34,0.0028378397844970433
604.53,0.003997548214533217
604.73,0.0014221872452851436
604.93,0.0050607487020614995
605.12,0.001959505307800568
605.32,0.0017220223349818059
605.51,0.0031966722318496404
605.71,0.0029203644096734895
605.91,0.0034331688870593924
606.1,0.003410048792144812
606.3,0.004432882215605526
606.49,0.005734739803558666
606.69,0.0038636646992202353
606.89,0.0005868806883630958
607.08,4.338083037532727e-05
607.28,0.002450496725344467
607.47,0.0039218187247495795
607.67,0.004183404006599413
607.87,0.002150665223001739
608.06,0.004581951740446799
608.26,0.007470577290839643
608.45,0.003345225341624419
608.65,0.0025762382624924807
608.84,0.001315868232625097
609.04,0.001312526487880748
609.24,0.001731010608955657
609.43,0.005053140211685346
609.63,0.005295523388161259
609.82,0.006825063093067615
610.02,0.0009242464026304385
610.21,0.0031929363015663656
610.41,0.0056855581493687486
610.61,0.004579098331408445
610.8,0.0020542892773026096
611.0,0.003465284468811654
611.19,0.00485972779095576
611.39,0.004940843011865391
611.58,0.0014291149318634614
611.78,0.002247631828955253
611.98,-0.0008296374431131445
612.17,0.0023178748498767394
612.37,0.0004773578291234759
612.56,0.0011614654002713738
612.76,0.0028941847949976516
612.95,0.0027837161672215147
613.15,0.002711991129690463
613.34,0.0021913611289486544
613.54,0.0030972198335706405
613.73,0.006301256872929374
613.93,0.002247233557466306
614.13,0.005123606902224785
