Wavelength [nm],#11-Edmund-43129-589.csv
507.0,0.004130820925660859
507.2,0.0021212427592431442
507.4,0.0057565448655927925
507.6,0.002293891655574603
507.81,0.0035237358268039856
508.01,0.007543998354000497
508.21,0.002976545182998442
508.41,0.004269327257670911
508.62,0.0068991919522124094
508.82,0.004056340203812163
509.02,0.0031100010404837854
509.23,0.0011389923762476371
509.43,0.00193894001720611
509.63,0.005386745552486288
509.83,0.00046899095017567037
510.04,0.0014191588887561815
510.24,0.002364980179839779
510.44,0.0034516325427383916
510.64,-0.00020694185226104137
510.85,0.007506006382902433
511.05,0.003289376662397203
511.25,6.229424472508548e-05
511.45,0.005251995763176302
511.66,0.001368524132989899
511.86,0.0036035058332252066
512.06,0.005056367027475533
512.26,0.005494001826835879
512.46,0.008370783238698498
512.67,0.0026845846535725405
512.87,0.0042360374302968466
513.07,0.003909442929433916
513.27,0.0016229123201373652
513.48,0.0022181536029126044
513.68,0.00043837035253607964
513.88,0.0003159941327203005
514.08,0.0030864995701222536
514.29,0.0013200455100540718
514.49,0.0035923697431240096
514.69,0.006893857131170154
514.89,0.001308989398130187
515.09,0.0014243824437829037
515.3,0.00720238489685538
515.5,0.0044903287853253135
515.7,0.0035582485055581105
515.9,0.0008030335832304854
516.11,0.0021464813306504944
516.31,0.007081686502510309
516.51,0.003117472949395331
516.71,0.0009135231778467378
516.91,0.006560844543554906
517.12,0.004114752782063238
517.32,0.003057963985899081
517.52,0.0013951064966290442
517.72,0.0039683842811893515
517.92,0.001973435549163719
518.13,0.001847206277666761
518.33,0.005831144760819212
518.53,0.003396924270691308
518.73,-0.002528492541052617
518.93,0.004174818238125947
519.14,0.0017284291144281988
519.34,0.005020078235956559
519.54,0.004182694815977975
519.74,0.0026228536328433217
519.94,0.0032064564101207684
520.15,0.0018108825578874066
520.35,0.008251626216989242
520.55,0.0028529647474541224
520.75,0.0044757549671673395
520.95,0.0022330738325248302
521.16,0.004321207100601539
521.36,0.0014386877109843666
521.56,0.0034417261042593993
521.76,-0.00017189879407939664
521.96,0.0034378430588727117
522.16,0.0007248662986328316
522.37,0.00758644300443071
522.57,0.0012961143799602635
522.77,0.00959760813112625
522.97,0.0033727732668998043
523.17,-0.0008279321277618297
523.37,0.0027970464516694827
523.58,-5.8782576844219005e-05
523.78,0.0021521177068834015
523.98,0.005008135595637724
524.18,0.0014876335742015385
524.38,0.00246166334675092
524.58,0.0014673781654912664
524.79,0.002574312816290335
524.99,-5.845764862657894e-05
525.19,0.0002710425907726414
525.39,0.0016663547820817892
525.59,0.004813178367910903
525.79,0.004956817535707638
526.0,0.0068889587306669
526.2,0.0020985378467598317
526.4,-0.00048793740449080264
526.6,0.0006950478516685247
526.8,0.0038934564583168038
527.0,-0.0005896436779801228
527.2,0.00516284513955008
527.41,0.0013239833453817006
527.61,0.0011268501962794243
527.81,-0.00026809273186493356
528.01,0.005034752577816425
528.21,0.0016817513361926928
528.41,0.0029851962177205663
528.61,0.002840725950431093
528.82,0.0025315532407955287
529.02,0.000577896979319955
529.22,0.0009158602494484464
529.42,0.002773170899906962
529.62,0.005162140300765148
529.82,0.001439622169335706
530.02,0.002477312186515605
530.22,-0.0010075396217143194
530.43,0.00036902499771510847
530.63,0.0019707953838483862
530.83,0.0011333141008645698
531.03,0.0026824601352935804
531.23,0.0056533303568764145
531.43,0.001859932564520364
531.63,0.004684161178555887
531.83,0.004206462841250405
532.03,0.003950748709548082
532.24,0.003287621257958543
532.44,0.005179395423297866
532.64,0.002435252571204926
532.84,0.004813057584211378
533.04,0.0027006627512587054
533.24,0.004438524187820146
533.44,0.004104704309690062
533.64,0.0017630477663120464
533.84,0.002954698365030799
534.04,0.00047589130076062624
534.25,0.003400650589662477
534.45,0.0020540410497049137
534.65,0.004747409622384523
534.85,0.0012204115262874542
535.05,-0.0019978257016339774
535.25,0.0033747595450072773
535.45,0.003740581700854175
535.65,0.004005701886106098
535.85,0.0030484834035787657
536.05,0.0028413357791704143
536.25,0.0013208982717834911
536.46,0.0005866966816728882
536.66,0.0018428644115449787
536.86,0.0009119166008705651
537.06,0.005626656473085053
537.26,0.004634720016506281
537.46,0.0012379278741063496
537.66,0.002264306689321118
537.86,0.005832366921085688
538.06,0.005926114369664877
538.26,0.00036757913902681457
538.46,0.003514402744247491
538.66,0.0027431265909727506
538.86,0.004623382724654896
539.07,0.002504807118335538
539.27,0.003496992477999013
539.47,0.0028117588757243885
539.67,0.0027597705660589184
539.87,0.004944551291251643
540.07,0.000903070093194537
540.27,0.0034102314739925554
540.47,0.0041038285900442196
540.67,0.0016647410478076048
540.87,0.002314090598061968
541.07,-0.00038370989185325974
541.27,0.001440083859409366
541.47,0.0032731421894543118
541.67,0.005307233358120751
541.87,0.005293037536961401
542.07,0.004655068477848465
542.27,0.002382831407907404
542.47,0.004736790683507061
542.67,0.0023899273380983996
542.87,0.00331538777228603
543.08,0.0033382465220080496
543.28,0.0006909660888899685
543.48,0.0003664151122502296
543.68,0.0016654578770039458
543.88,0.0019391400791743194
544.08,0.003256700340894372
544.28,0.001863901067800029
544.48,0.003337184566637084
544.68,0.0018540113943257444
544.88,0.0039008861733033843
545.08,0.00015803507915084967
545.28,0.0026308981057765715
545.48,0.003018426703714061
545.68,0.0020415498580570353
545.88,0.0028129540375007064
546.08,0.006228644715116624
546.28,0.0035320344708344334
546.48,0.004155096856962508
546.68,0.002476528017786979
546.88,0.0056712505937358765
547.08,-0.0027281705035448493
547.28,0.0018411166029143283
547.48,-0.000371666509437711
547.68,0.0012294366219445805
547.88,0.004448999737204548
548.08,0.0007851658469111873
548.28,0.0018469555654509453
548.48,0.004406454850559306
548.68,0.00236154600175935
548.88,0.0028746199701208193
549.08,0.0020759403764458854
549.28,0.0008960017775457811
549.48,0.003188877064290642
549.68,0.00025826727843806976
549.88,0.0033850738007587676
550.08,0.0003606663619378551
550.28,0.004436808639282239
550.48,0.002557485145872145
550.68,4.8382813685913887e-05
550.88,4.9124256995617034e-05
551.08,-0.0002640890374499251
551.28,0.004205470363413795
551.48,0.002777535591067051
551.68,-5.487247003384142e-05
551.88,0.0006684822331988606
552.08,0.0028713149359133223
552.28,0.0023253779623256796
552.48,0.005707351282218146
552.68,0.0025110353785432935
552.88,0.0027927924962854837
553.08,0.005388262557393153
553.28,-0.0009704949744187157
553.48,0.0025842131981362758
553.68,0.0038768128482274517
553.88,0.003394628687338795
554.08,0.001480815107185178
554.28,0.0022406770155488534
554.47,0.007743326836613676
554.67,0.003069448664379601
554.87,0.006902894404281225
555.07,0.005169692438446157
555.27,0.005056612514500124
555.47,0.0008552928097658135
555.67,0.003240289963174992
555.87,0.0029062733277545653
556.07,0.005243887109654012
556.27,0.00642585754880757
556.47,0.0014786967326425927
556.67,0.0020902928650528858
556.87,0.0018955592970446664
557.07,0.0037006067184681083
557.27,0.0027905229645387676
557.47,0.003012040441413005
557.67,0.003092749253647429
557.87,0.0013821641405725557
558.07,0.002794497069199392
558.26,0.0036916169092730297
558.46,0.004297197013398946
558.66,0.003570878922906173
558.86,0.004297197013398946
559.06,0.001658821769219097
559.26,0.00276942413601909
559.46,0.0006467684407200272
559.66,0.0007525806777719158
559.86,0.00014902277133530995
560.06,0.0039851923573504195
560.26,0.0019734738572135375
560.46,0.0037832633542804446
560.66,0.002014195993905389
560.86,0.0009433046329405743
561.05,0.004799857518144178
561.25,0.00024558808336554015
561.45,-0.00015288578208991235
561.65,0.00024348293298052912
561.85,0.0013205176711357442
562.05,-5.154037346785339e-05
562.25,-0.0006435798214500329
562.45,0.002626511743280699
562.65,0.0027079995021564397
562.85,0.002706132186956638
563.05,0.0031198327435878366
563.24,0.002347246419145189
563.44,0.0033763965114914844
563.64,0.004005675092077839
563.84,-5.217607971652739e-05
564.04,0.003625921098040061
564.24,0.0028295621379512597
564.44,0.0022116319733938624
564.64,0.0021883708425070145
564.84,0.00399776145256856
565.03,0.0018222537819306986
565.23,0.0032710791256639307
565.43,0.0004393687088180243
565.63,0.00395749639723964
565.83,0.005585993195088453
566.03,0.00033706197224915027
566.23,-0.00044219984412367303
566.43,0.002095679403533623
566.63,0.001127340716725689
566.82,0.005250269930628627
567.02,0.0025525573961209073
567.22,0.00556889534811538
567.42,0.002507820111701767
567.62,0.002816581839183597
567.82,0.0003358228303148177
568.02,0.0029442299384148185
568.22,0.0009110036298287468
568.41,0.0035538441208748683
568.61,0.002965433152429429
568.81,0.004306943679473932
569.01,0.0017019406749104128
569.21,0.002308008204836528
569.41,0.0008235305225589702
569.61,0.0021800907841870694
569.8,0.0024776318584058448
570.0,4.518620337586157e-05
570.2,0.00033456051749058497
570.4,0.005675456087751528
570.6,0.002873147034079743
570.8,0.0028639332818550132
571.0,0.001407231343166117
571.19,0.0036988627869974197
571.39,0.0023176861976216753
571.59,0.0016803338664596473
571.79,0.0016783967837812378
571.99,0.0031554651208721106
572.19,0.0020630586010257613
572.38,-0.0008230446960826714
572.58,0.0008080551604873074
572.78,0.004942279057606275
572.98,0.004502383625110612
573.18,0.0026584699786438254
573.38,0.0031229923435312375
573.57,0.0007126669079966617
573.77,0.00444808337152256
573.97,0.0032204084952334186
574.17,0.0028187369457524773
574.37,0.002356293951047417
574.57,0.001767163250437837
574.76,0.0051458477259961
574.96,0.0014712819514651455
575.16,0.002611712523532604
575.36,-0.0004347290125850386
575.56,0.0027374935626533286
575.75,0.0041136826497222235
575.95,0.001854495584395655
576.15,0.004387193700425887
576.35,0.001200833621678878
576.55,-0.0006213461678689021
576.74,0.0023157122934265874
576.94,0.0034594567298358476
577.14,0.0034795900542547026
577.34,0.005044706655313677
577.54,0.0010948465309432369
577.74,0.004219492807612906
577.93,0.004069110430494449
578.13,0.00473931728295356
578.33,0.0037001480666195292
578.53,0.0024863846871949705
578.72,0.0024547960924743307
578.92,0.0026400203063090683
579.12,0.006455667492339556
579.32,0.005727270714128759
579.52,0.005659898729133128
579.71,0.006608457854271754
579.91,0.005859719903399834
580.11,0.005944278422375436
580.31,0.0103504487189734
580.51,0.010785465058150277
580.7,0.00941095176951677
580.9,0.011345439516791532
581.1,0.014617370607253141
581.3,0.01870002009724052
581.49,0.021443694223690333
581.69,0.023263874615861452
581.89,0.022866003931729356
582.09,0.03346723025065625
582.29,0.03894003715819605
582.48,0.045071420332107356
582.68,0.050438604680056724
582.88,0.060318205875695835
583.08,0.06942012076245185
583.27,0.07855537873955003
583.47,0.10018040466090905
583.67,0.11882572588261636
583.87,0.1286798145208201
584.06,0.1470993800100857
584.26,0.16188245395612416
584.46,0.17801193436738447
584.66,0.20123132400607863
584.85,0.21686705430341421
585.05,0.2347992680147003
585.25,0.2560343748808911
585.45,0.27773105390533354
585.64,0.28819662837197935
585.84,0.30227115831071405
586.04,0.3150514969534885
586.24,0.3162238654168984
586.43,0.3286311153203138
586.63,0.3370437435891739
586.83,0.35278240762734164
587.03,0.35609947076255577
587.22,0.35030309523769665
587.42,0.35518440123207035
587.62,0.36623570706425856
587.82,0.37351600390752904
588.01,0.36841936703155637
588.21,0.3812973461331971
588.41,0.38248725004426076
588.6,0.39140116891092086
588.8,0.390833921600313
589.0,0.3709502723870803
589.2,0.39092226879993247
589.39,0.37858528880941433
589.59,0.3899903264410498
589.79,0.38065917439289887
589.98,0.3762780656507276
590.18,0.3718445577537747
590.38,0.3727402389666187
590.58,0.3748493839094881
590.77,0.36721986311837357
590.97,0.3606304067743449
591.17,0.3427216870236921
591.36,0.33063775372970006
591.56,0.33740733940857826
591.76,0.32832367575093674
591.96,0.3167964841778366
592.15,0.3085092828509791
592.35,0.29490185962129145
592.55,0.2814207476863412
592.74,0.2707405963099442
592.94,0.25643108529021696
593.14,0.23477088454035908
593.33,0.21585857756398905
593.53,0.20292015758446852
593.73,0.19000386508679437
593.92,0.16074741896639397
594.12,0.1455511516474299
594.32,0.13409873670487082
594.51,0.11714802696330238
594.71,0.10794511212676754
594.91,0.08558460693862499
595.11,0.08348893339940028
595.3,0.06961096901337582
595.5,0.06291612679918045
595.7,0.055768220269982155
595.89,0.04759414702343019
596.09,0.04184796574662918
596.29,0.03741195424180164
596.48,0.032713551851014745
596.68,0.026648493804874104
596.88,0.02608109500785693
597.07,0.020342529200515085
597.27,0.01926851546929556
597.47,0.013741534071566287
597.66,0.014596916187949519
597.86,0.008009953547667373
598.06,0.010688783847283707
598.25,0.009570067561915523
598.45,0.009603369008076982
598.64,0.007781071725687801
598.84,0.010225530363442342
599.04,0.005042011210758602
599.23,0.007755722004115824
599.43,0.008332615861149204
599.63,0.007623186430083111
599.82,0.007322194106251858
600.02,0.005927197421526362
600.22,0.00645675066939518
600.41,0.003422127281263494
600.61,0.0026607447866714706
600.81,0.004811017417881738
601.0,0.0028176341120328082
601.2,0.0009531883347560794
601.39,0.008239762410742537
601.59,0.0046562440162568695
601.79,0.0023468273419802407
601.98,0.003029181416322684
602.18,0.004797820243071582
602.38,0.0020209215659653685
602.57,0.0013333267048138001
602.77,0.003741890382697213
602.96,0.0032457338565977036
603.16,0.0025484759366408275
603.36,0.0033183328044505606
603.55,0.005813725775724158
603.75,0.0034231326477866986
603.95,0.004651523605214245
604.14,0.002676167993971521
604.34,0.0017202582095847397
604.53,0.0024342538113984245
604.73,-0.002162875324671027
604.93,0.0012515686382632474
605.12,0.004332315554874195
605.32,0.0001371581567687587
605.51,0.0013419818834113663
605.71,0.0014356483399252137
605.91,0.0020588466965018757
606.1,0.004138084552318571
606.3,0.0042499744225163475
606.49,0.005275749285510267
606.69,0.005046292311906092
606.89,-0.0008641728423979015
607.08,-0.0007851599146556635
607.28,0.0023612944090362622
607.47,0.004937565456373549
607.67,0.00247299763127175
607.87,0.0012343664766500417
608.06,0.0028905778433862095
608.26,0.003213126997207213
608.45,0.0007770002642790743
608.65,4.263894028888725e-05
608.84,0.004407488052354747
609.04,0.001493924630376819
609.24,0.0013754067299313292
609.43,0.0020107629086182806
609.63,0.0011104808314737272
609.82,0.0035228099779025814
610.02,0.0018069001296358007
