Wavelength [nm],#30-Rouge-BP.csv
539.07,0.002398088899347449
539.27,0.005220114505487613
539.47,0.007272975974916929
539.67,0.005576833361070051
539.87,0.0021781439274334803
540.07,0.005487061555635065
540.27,0.0033018711642691665
540.47,0.0023970656570365834
540.67,0.005108018509164596
540.87,0.007595133004964308
541.07,0.003313360340355763
541.27,0.003471198130544279
541.47,0.00273605475664337
541.67,0.004234441331975497
541.87,0.00636296005224917
542.07,0.004547984569131719
542.27,0.0027009491274839637
542.47,0.006334494893668383
542.67,0.007601323240063557
542.87,0.003736774353927596
543.08,4.998403181884677e-05
543.28,0.004534873046983778
543.48,0.0027942474725900653
543.68,0.009631465653271113
543.88,0.002674011859909123
544.08,0.006142403653225045
544.28,0.004531002657507703
544.48,0.005139851644237591
544.68,0.0013234213514777356
544.88,0.0034730544912131033
545.08,0.004562152028200572
545.28,0.007146312817381335
545.48,0.00577486235936096
545.68,0.007284029633965541
545.88,0.0033442770585804696
546.08,0.00633516967548589
546.28,0.003109936423379529
546.48,0.006681553270856049
546.68,0.007224630010509592
546.88,0.0032318307285258414
547.08,0.003683818223963697
547.28,0.008374673483258427
547.48,0.008264938739432987
547.68,0.003051423914296436
547.88,0.006594583789495055
548.08,0.0047786622391931995
548.28,0.005018380192970165
548.48,0.001112602139819427
548.68,0.0028870060533754045
548.88,0.006537059712071263
549.08,0.0070868838382308254
549.28,0.002799862879388273
549.48,0.003502833323482991
549.68,0.004752193110241035
549.88,0.00526154541912554
550.08,0.005659658775984334
550.28,0.004018943711114047
550.48,0.007364940686870666
550.68,0.006106206554726322
550.88,0.0035935706472439645
551.08,0.006941822650124103
551.28,0.0018154803621989893
551.48,0.0046662145009324545
551.68,0.005237521272414195
551.88,0.0038708056827306816
552.08,0.0023487108032801533
552.28,0.003670650245957022
552.48,0.004898818939288459
552.68,0.003434541260818071
552.88,0.004419392080347002
553.08,0.006330427133436039
553.28,0.005649680256893577
553.48,0.0032944065159689526
553.68,0.00491142355361982
553.88,0.005380939613064229
554.08,0.0006621890076624769
554.28,0.0038060352254397404
554.47,0.005767755549795658
554.67,0.004319257128235373
554.87,0.005137480747988512
555.07,0.003602207710145389
555.27,0.005261038934776578
555.47,0.0053986953788402415
555.67,0.0024166066990189542
555.87,0.003927049051211
556.07,0.0037156874278273843
556.27,0.005818414624953162
556.47,0.006894336220277667
556.67,0.004745122741806045
556.87,0.005692584210267918
557.07,0.0016712770651805394
557.27,0.007869515920815947
557.47,0.004340676369066683
557.67,0.0071526443900610005
557.87,0.004357600002066792
558.07,0.0052358856308987916
558.26,0.003489176924900231
558.46,0.007939641979105443
558.66,0.006691640971137119
558.86,0.008546716140056526
559.06,0.003270186527787895
559.26,0.0035759187384161633
559.46,0.004644581148227898
559.66,0.006494224115409718
559.86,0.0059226531737295845
560.06,0.004590979366560343
560.26,0.002277533934234799
560.46,0.0053986953788402415
560.66,0.006441817129691079
560.86,0.0031344368528663353
561.05,0.0032154592813571437
561.25,0.00501578806070137
561.45,0.0036473151637874414
561.65,0.0042831022490096805
561.85,0.003869169667656207
562.05,0.004334650593082444
562.25,0.0019193926024843283
562.45,0.005007825284681541
562.65,-0.00015070050915496342
562.85,0.0038882268544553067
563.05,0.0023267697624769277
563.24,0.0030472834354910174
563.44,0.00376818957428795
563.64,0.003312843901145169
563.84,0.005572192350134863
564.04,0.00541545746006713
564.24,0.00465377148894095
564.44,0.0055579334641124075
564.64,0.0062785610069238315
564.84,0.002219715207021226
565.03,0.004485902640192003
565.23,0.00688701893077722
565.43,0.005254397310201028
565.63,0.006891059631883545
565.83,0.0047261866756106745
566.03,0.005386355102646726
566.23,0.0041469845588310225
566.43,0.005804635211697329
566.63,0.004370433766346709
566.82,0.007508610054169792
567.02,0.006120379841629756
567.22,0.006456428067459585
567.42,0.005255210482749411
567.62,0.003772287626188405
567.82,0.004205615444926974
568.02,0.007775394634904717
568.22,0.003796598112461378
568.41,0.004138498622661955
568.61,0.00569036901106603
568.81,0.0020794424349089963
569.01,0.005695912223732493
569.21,0.009879689987630495
569.41,0.005100993517013865
569.61,0.0033442948591107208
569.8,0.0061739604775555845
570.0,0.005990448809378038
570.2,0.007081242041186657
570.4,0.004413622910197913
570.6,0.0077476427955478705
570.8,0.002086515044476087
571.0,0.006074915917664903
571.19,0.007153785981533742
571.39,0.005821981395142845
571.59,0.00177651109826442
571.79,0.0035997239647208427
571.99,0.0060707835110430835
572.19,0.004273009462972267
572.38,0.006414611108777632
572.58,0.005768244290000879
572.78,0.007438805231928598
572.98,0.004889925276254121
573.18,0.007013250577417455
573.38,0.007066258847526917
573.57,0.005672856037510233
573.77,0.008276761062623329
573.97,0.00995540573513049
574.17,0.005783691785065893
574.37,0.009481632648820073
574.57,0.006837734493271534
574.76,0.008074390003129718
574.96,0.0067967684477239975
575.16,0.007840609274195621
575.36,0.010796403523825675
575.56,0.009948705284867077
575.75,0.011589454131161974
575.95,0.00918819824088435
576.15,0.008729900801675688
576.35,0.006785558546960149
576.55,0.007753647028133805
576.74,0.009318333681104329
576.94,0.011332373643163815
577.14,0.007868286929075602
577.34,0.012497908644146431
577.54,0.008443948080448049
577.74,0.00915332666888057
577.93,0.010775715747460815
578.13,0.012720934230868359
578.33,0.01298069806110623
578.53,0.0100006115445419
578.72,0.010986371695290391
578.92,0.007369042151267997
579.12,0.015258255954464436
579.32,0.012546439747142927
579.52,0.011655632494453248
579.71,0.011935464113025061
579.91,0.01196049446722977
580.11,0.014507982350966056
580.31,0.012714186063200558
580.51,0.014365820551796367
580.7,0.01418948070454081
580.9,0.01275807224752578
581.1,0.01854096469471004
581.3,0.014131407193716517
581.49,0.013841252178046643
581.69,0.011013533844476711
581.89,0.0188441065611028
582.09,0.017556063478043834
582.29,0.019775481907028446
582.48,0.01792288121723017
582.68,0.014200125669635511
582.88,0.017454863539746807
583.08,0.01610564851446733
583.27,0.014428252816398559
583.47,0.018233720663163356
583.67,0.019326230090521736
583.87,0.015078379791570834
584.06,0.01960150318213688
584.26,0.016944833211694505
584.46,0.0222549893119282
584.66,0.020508509386022028
584.85,0.02406292561372935
585.05,0.0236319467475644
585.25,0.02217374102066197
585.45,0.01947322972111019
585.64,0.022151780502443395
585.84,0.024139669413932748
586.04,0.021831865510474578
586.24,0.02476908787647764
586.43,0.023136505826935275
586.63,0.02568639391683928
586.83,0.024490416127172676
587.03,0.027253599897296633
587.22,0.02135913228211211
587.42,0.029545499719203047
587.62,0.02476908787647764
587.82,0.02901073896067417
588.01,0.027495665593671052
588.21,0.028410467345041882
588.41,0.027968435943839392
588.6,0.03137565478394973
588.8,0.03134932852513672
589.0,0.0264174067596782
589.2,0.032531734622909744
589.39,0.032851732211558765
589.59,0.030511918225005423
589.79,0.0354696680592097
589.98,0.028841293346440925
590.18,0.037960133496772
590.38,0.03589724256821488
590.58,0.03568611521038262
590.77,0.0386843926135066
590.97,0.03890051986623318
591.17,0.03636864843639845
591.36,0.03738537911474903
591.56,0.03913411599121801
591.76,0.0425019778939097
591.96,0.03662392286244705
592.15,0.04336656635339811
592.35,0.04267775174423073
592.55,0.04415401343183121
592.74,0.04455118342188115
592.94,0.043915864709395236
593.14,0.041979165102297246
593.33,0.046708463639700465
593.53,0.04874936785286277
593.73,0.04964285464172247
593.92,0.049866248378830975
594.12,0.05211033634880825
594.32,0.05280293091071119
594.51,0.05190538612114234
594.71,0.05385604909799081
594.91,0.049958033182987006
595.11,0.05305266198407805
595.3,0.05310511971151831
595.5,0.054897517226866935
595.7,0.058101730994898175
595.89,0.0573479834300834
596.09,0.06154238413539345
596.29,0.058070320351644694
596.48,0.06297025709919832
596.68,0.06585513354803636
596.88,0.06620998818020471
597.07,0.06533586859271906
597.27,0.07031620050481704
597.47,0.07005024386321763
597.66,0.07010338545502989
597.86,0.06701617818023212
598.06,0.07446410811649609
598.25,0.07083570034639297
598.45,0.07976922535049043
598.64,0.08021193486634362
598.84,0.08159148155485597
599.04,0.07668565092820886
599.23,0.08129950535515712
599.43,0.08162734081581445
599.63,0.0862849476398446
599.82,0.08573028885431011
600.02,0.08651759935907664
600.22,0.09400752156457103
600.41,0.09481341322684765
600.61,0.0983574649270808
600.81,0.1030095986179415
601.0,0.10101938416516905
601.2,0.10072132551790937
601.39,0.1018072618434369
601.59,0.1030005246612351
601.79,0.10471039169579073
601.98,0.10919113440109154
602.18,0.11104781407599613
602.38,0.11581482006891244
602.57,0.12055785620421143
602.77,0.12319047903221682
602.96,0.12791063546002343
603.16,0.12045778463125853
603.36,0.12792692870312447
603.55,0.13079661132128276
603.75,0.13506372902275593
603.95,0.1362587110396359
604.14,0.1377048976846721
604.34,0.14551575418163448
604.53,0.15324618446675486
604.73,0.14721473175683608
604.93,0.16049387667119505
605.12,0.15902129127755874
605.32,0.1717686259267817
605.51,0.1720662284571545
605.71,0.18006555048151465
605.91,0.17916316631968052
606.1,0.18787610952617115
606.3,0.18999283830457636
606.49,0.1950224294467183
606.69,0.1979965358893448
606.89,0.20382506584057528
607.08,0.2183178371046508
607.28,0.2153764257530296
607.47,0.22969461498116817
607.67,0.23238762303057975
607.87,0.2401134496505375
608.06,0.24822881259596433
608.26,0.2496923237838847
608.45,0.2586084535649135
608.65,0.27050436658552246
608.84,0.27083237251729225
609.04,0.2855634157792241
609.24,0.28808103419329567
609.43,0.2873678575992321
609.63,0.29682380701784167
609.82,0.3097398488463142
610.02,0.31029437771800994
610.21,0.31984945741497184
610.41,0.3351541838481677
610.61,0.33828396937966004
610.8,0.3499611652747348
611.0,0.360430323086538
611.19,0.36221311896453545
611.39,0.3592879445507685
611.58,0.37173935365554117
611.78,0.3868062964163271
611.98,0.38644223966406105
612.17,0.394595908961914
612.37,0.40452670802930935
612.56,0.41371583640240356
612.76,0.4130739435840761
612.95,0.4308065649757025
613.15,0.4284961483774395
613.34,0.42693539028107663
613.54,0.42074504953443953
613.73,0.42336027465846504
613.93,0.4209417493487176
614.13,0.41334319998220104
614.32,0.41829133499204463
