Wavelength [nm],#42-Inocnnu.csv
552.88,0.006350979086420055
553.08,0.0024570838763708406
553.28,0.0012701797192562142
553.48,0.004410424586848873
553.68,0.002842202142835083
553.88,0.007680878579693679
554.08,0.0031180673062305804
554.28,0.005475750649323353
554.47,0.0021285452846045738
554.67,0.002236243021809087
554.87,0.002229740608212278
555.07,0.006214682257313336
555.27,0.004034480413117856
555.47,0.004893872871165305
555.67,0.0047846960834675625
555.87,0.004131204195902287
556.07,0.005243887109654012
556.27,0.005109731213789687
556.47,0.005974699326150956
556.67,0.006685190728664123
556.87,0.005384717325411979
557.07,0.002483008926495567
557.27,0.0054315993018029
557.47,0.004340676369066683
557.67,0.0021792728479543754
557.87,0.0027159802164147995
558.07,0.0038117423032408082
558.26,0.007537976612356198
558.46,0.00733256781815436
558.66,0.003470209179414852
558.86,0.00520780825482557
559.06,0.0021623732562718466
559.26,0.004382413340813236
559.46,-0.000952356642283121
559.66,0.006897146461910616
559.86,0.002073566238800068
560.06,0.006509304895725101
560.26,0.003595127601326931
560.46,0.006711233898795076
560.66,0.004178810771400615
560.86,0.003931212205566612
561.05,0.004403757958947419
561.25,0.004021996398756406
561.45,0.005247399772577906
561.65,0.0029037200435363115
561.85,0.004653370281970195
562.05,0.0033599414894046
562.25,0.004383789163959676
562.45,0.0035195043213060145
562.65,0.004088061576582634
562.85,0.0037897189654970843
563.05,0.0051024901963651085
563.24,0.002447251707194593
563.44,0.005923051419668509
563.64,0.004698506283010508
563.84,0.006361577392921023
564.04,0.005514876146846411
564.24,0.0052298375997798
564.44,0.0012274256525942903
564.64,0.0032596111236637996
564.84,0.006566050473914708
565.03,0.006754936852784965
565.23,0.005127913079641025
565.43,0.0056474608694976
565.63,0.003859710956084844
565.83,0.003006573636655116
566.03,0.002958810328417122
566.23,0.004049342337491561
566.43,0.005023802409978653
566.63,0.0013238918106421144
566.82,0.005348458631652156
567.02,0.003998971901056927
567.22,0.007048116547022388
567.42,0.005349948081751054
567.62,0.003867858204888886
567.82,0.0046893395217534935
568.02,0.00574630546237896
568.22,0.0022576143883906415
568.41,0.0031640744530168105
568.61,0.002868114014620979
568.81,0.0018857466745120456
569.01,0.006670051625884219
569.21,0.0051596805645901
569.41,0.005100993517013865
569.61,0.004314464921547097
569.8,0.0017967292180361561
570.0,0.0037849481652159405
570.2,0.004864475254829376
570.4,0.0031517897326442984
570.6,0.006870233558483608
570.8,0.006459492629732546
571.0,0.003935560487686293
571.19,0.005673104612446746
571.39,0.003833057093847046
571.59,0.0027382834163121464
571.79,0.0035036576056738625
571.99,0.006556669909404912
572.19,0.006771214785172664
572.38,0.004388067483416747
572.58,0.007771397592304437
572.78,0.0072467647569807265
572.98,0.002080248305463679
573.18,0.005368111240102973
573.38,0.0006223843166071479
573.57,0.0033835379777347385
573.77,0.0027251784105272146
573.97,0.005048479174634052
574.17,0.0033925991727163643
574.37,0.00254887067260884
574.57,0.0030108882722649703
574.76,0.0032564656117163478
574.96,0.0039438292532996124
575.16,0.007745538424183566
575.36,0.006188759406323844
575.56,0.0057181277411683445
575.75,0.004208312668474626
575.95,0.004807025225319676
576.15,0.006841767279393166
576.35,0.005244944774468764
576.55,0.004042002316268969
576.74,0.005059982837246243
576.94,0.0024160581027682856
577.14,0.0009990222554428904
577.34,0.007214626221682706
577.54,0.004626232989796199
577.74,0.004693899909657875
577.93,0.005506240141272956
578.13,0.004363711779522275
578.33,0.005481263722127078
578.53,0.00304995170149599
578.72,0.0022693270576305035
578.92,0.004216360921295378
579.12,0.0032982172830991097
579.32,0.004969585266016074
579.52,0.006040580238042342
579.71,0.0024229529366798703
579.91,0.006812965928998262
580.11,0.004897603497769915
580.31,0.0025973902299083213
580.51,0.0057918113433281
580.7,0.002912152417884078
580.9,0.002492941070856916
581.1,0.004995223202299319
581.3,0.003566489854317264
581.49,0.00295380431021124
581.69,0.007173874796729256
581.89,0.0066848819522318135
582.09,0.0025863858635741606
582.29,0.0065585472510507874
582.48,0.0033553724238814357
582.68,0.003253085135237437
582.88,0.0043971566029676334
583.08,0.004226309778285393
583.27,0.0018069950370228716
583.47,0.004732207510216695
583.67,0.00341379896666841
583.87,0.005776029056917668
584.06,0.003805306053010477
584.26,0.007014983042115661
584.46,0.001168760288175096
584.66,0.005463849016927347
584.85,0.004978016689834904
585.05,0.0072515029435977416
585.25,0.005482805644911855
585.45,0.004593788107560441
585.64,0.0035705679900653446
585.84,0.0037151235287884023
586.04,0.002905535395292631
586.24,0.003696682687983208
586.43,0.00212665350118248
586.63,0.0007927795456817789
586.83,0.006787937840858288
587.03,0.007684987576042901
587.22,0.0016262176962083417
587.42,0.005288819968891676
587.62,0.00622537131060254
587.82,0.003981376854331247
588.01,0.004495372351942121
588.21,0.002862096030062317
588.41,0.002565612594178008
588.6,0.0030643430570581596
588.8,0.00401677198771869
589.0,0.001348610207400364
589.2,0.003208872735698788
589.39,0.00484925489288722
589.59,0.005987020262220972
589.79,0.002100414400632112
589.98,0.002287998584757016
590.18,0.0033455618294499726
590.38,0.004731910750786147
590.58,0.005286260555981198
590.77,0.0022950798656081153
590.97,0.0015311426524045396
591.17,0.002916305142383627
591.36,0.005802925085897796
591.56,0.0019889102178138286
591.76,0.0013503720320262767
591.96,0.003553768905668456
592.15,0.005807780425970784
592.35,0.005691156820467721
592.55,0.004594080440668288
592.74,0.004073210610098532
592.94,0.0028564617034843743
593.14,0.004960928309329653
593.33,0.00371041299986776
593.53,0.005195651434152761
593.73,0.005420792566227549
593.92,0.00695044647367785
594.12,0.005436416667307691
594.32,0.00435576899274699
594.51,0.0014276993592448133
594.71,0.006309274783086573
594.91,0.0054248159884395224
595.11,0.0019863342598899947
595.3,0.0032145582624009427
595.5,0.005510171906481461
595.7,0.005271048182799511
595.89,0.0009820634262509538
596.09,0.004688685767828688
596.29,0.0016959346118951932
596.48,0.001992786706386636
596.68,0.0039646522391873695
596.88,0.000977206023295172
597.07,0.0039728111264284004
597.27,0.00620329443643814
597.47,0.003088534921794413
597.66,0.0027493168653962285
597.86,0.004489958985599147
598.06,0.003965762840866002
598.25,0.003312754457403343
598.45,0.005983701815809623
598.64,0.004798076075107381
598.84,0.004579197000697554
599.04,0.0014320603722824269
599.23,0.006562127517769336
599.43,0.00376915776359063
599.63,0.004295544357754776
599.82,0.004097419351631365
600.02,0.005460277363950752
600.22,0.0027390958543134026
600.41,0.00454809794999759
600.61,0.004529821351913841
600.81,0.004994394787069524
601.0,0.002540228038436378
601.2,0.003957155968920366
601.39,0.006121600514136266
601.59,0.0052097765527201615
601.79,0.004373828616313122
601.98,0.0034023341508912916
602.18,0.0030605139755797003
602.38,0.005126958497807596
602.57,0.00400528293007078
602.77,0.004215892718608005
602.96,0.005317205031276983
603.16,0.0036617030840329695
603.36,0.003973182782897045
603.55,0.004696976239948505
603.75,0.0025095962399104377
603.95,0.004928009293101686
604.14,0.0027669741336424697
604.34,0.006563111700871389
604.53,0.0017905443512840982
604.73,0.003536454914746475
604.93,0.004689121378764109
605.12,0.0013206717797422838
605.32,0.0020949315533848756
605.51,0.003289406749271554
605.71,0.0009716745681288776
605.91,0.003891276283911898
606.1,0.004047080082296851
606.3,0.004890151698328469
606.49,0.005275749285510267
606.69,0.0028629797961783558
606.89,0.0016751708364338438
607.08,0.004646384969436387
607.28,0.003699329153659336
607.47,0.004752884232441918
607.67,0.004453468171124833
607.87,0.003983262715705134
608.06,0.004314892704068811
608.26,0.0043907196316161825
608.45,0.0025197244239062726
608.65,0.004747894824381275
608.84,0.006044227956917503
609.04,0.004940489337802169
609.24,0.003953534852857706
609.43,0.0029950614478458605
609.63,0.004137958425673219
609.82,0.004861561240807325
610.02,0.003042615347443308
610.21,0.0022299222755095614
610.41,0.0040981825437535506
610.61,0.0024439565278472513
610.8,0.005467715230484963
611.0,0.003465284468811654
611.19,0.0038084307343038957
611.39,0.004765856788883217
611.58,0.002036465370257497
611.78,0.0033947779142319474
611.98,0.0016082250926334556
612.17,0.004506926379519804
612.37,0.0023968321768678266
612.56,0.0036617949214964173
612.76,0.003874623158031086
612.95,0.0012800194468776055
613.15,0.004952506832673963
613.34,0.002277393948302944
613.54,0.0031821421250917605
613.73,0.003932084120242216
613.93,0.0017378728326594313
614.13,0.003259590495466902
