Wavelength [nm],#2-IF@532∆10.csv
514.08,-0.0001928211549760285
514.29,-0.00031878804313569036
514.49,0.0008165095600606599
514.69,0.0031655147101884384
514.89,0.007434394269765138
515.09,-0.0004381684469586103
515.3,0.00030969759179694066
515.5,-0.0005733012818907327
515.7,0.0025584323746217583
515.9,0.0026644288261827385
516.11,0.00018075167062715124
516.31,0.007204907936302502
516.51,-0.0028797331679134017
516.71,0.0062935017582132465
516.91,0.003790585016942607
517.12,0.00017561660105018336
517.32,0.0049788542287008165
517.52,0.0033409935135641235
517.72,0.004324067514989665
517.92,0.001733813324805775
518.13,0.0038769428199250944
518.33,0.003786024898879949
518.53,0.005067275409229596
518.73,-0.00017955043106889502
518.93,0.005234081520936119
519.14,0.0028033805547213486
519.34,0.0022485464204578306
519.54,-0.0002981882624107563
519.74,0.0015723686337439171
519.94,0.00028844252373353405
520.15,0.00251317321274818
520.35,0.0025943886948277145
520.55,0.002036873405612918
520.75,0.004824775971619659
520.95,0.002462445539689767
521.16,0.0042058864157625995
521.36,0.007322078067585545
521.56,0.006943177593635798
521.76,0.007361717531856896
521.96,0.0032121978291792604
522.16,0.007893749670103239
522.37,0.005924479919141714
522.57,0.0038948460655877
522.77,0.009148446048646034
522.97,0.0076895726718965735
523.17,0.011378627642173515
523.37,0.016303924910698736
523.58,0.012614261133000184
523.78,0.01099436743921053
523.98,0.011396172803458515
524.18,0.012972403106194796
524.38,0.0184555791331966
524.58,0.020529580502246916
524.79,0.024510219725982652
524.99,0.030011838668024586
525.19,0.03405233923169881
525.39,0.040333069490597555
525.59,0.03890603848907546
525.79,0.05215814290895902
526.0,0.06517318049696547
526.2,0.07452426228427764
526.4,0.08074918350903343
526.6,0.0957493129689593
526.8,0.11266938865113311
527.0,0.13624221656917918
527.2,0.14437613865160662
527.41,0.16470895088354026
527.61,0.1938635245443147
527.81,0.21643015650437586
528.01,0.262135721252901
528.21,0.2708276554837958
528.41,0.2938379741851244
528.61,0.33336704580328
528.82,0.3587856924758358
529.02,0.38515788821777863
529.22,0.42375084245531436
529.42,0.4260105266688297
529.62,0.4440427819931274
529.82,0.478812182932347
530.02,0.4955919029668139
530.22,0.5018753016628398
530.43,0.5170346145447857
530.63,0.5309668180999997
530.83,0.5377441092777975
531.03,0.5442037684757709
531.23,0.5652628874190049
531.43,0.5558617362051173
531.63,0.5756680985949066
531.83,0.5762762089315937
532.03,0.5943225180986685
532.24,0.5851527282676825
532.44,0.5882874554850662
532.64,0.6061759595702073
532.84,0.5856033950693669
533.04,0.5834160008451728
533.24,0.5903021576640481
533.44,0.5932769587345766
533.64,0.5963594738501783
533.84,0.5992458690515755
534.04,0.5961884284522506
534.25,0.5970596363492195
534.45,0.5898505403383988
534.65,0.5946611513821939
534.85,0.5840191530749663
535.05,0.587577565553777
535.25,0.5797531399458665
535.45,0.5777752536105025
535.65,0.5547583716170046
535.85,0.5598251869049632
536.05,0.551654279822346
536.25,0.5224261247542127
536.46,0.5025452452689142
536.66,0.4922193331160496
536.86,0.4660621814826331
537.06,0.43841979941222325
537.26,0.4212893380730073
537.46,0.392864892730386
537.66,0.36546076877176253
537.86,0.33679328817546633
538.06,0.31563274461602076
538.26,0.2951744286810765
538.46,0.2683563986696115
538.66,0.23827236872332078
538.86,0.21403641396892828
539.07,0.1888348174715383
539.27,0.16622432894895367
539.47,0.1522625316986745
539.67,0.14025410467640997
539.87,0.11432404244529284
540.07,0.10324334460349471
540.27,0.0895566777040867
540.47,0.08229490545845655
540.67,0.07042268785428
540.87,0.06019000432268557
541.07,0.053223808475177575
541.27,0.048690215851074185
541.47,0.0393654176743496
541.67,0.03277070922743924
541.87,0.03503688346196137
542.07,0.02564351458633063
542.27,0.023166522420242665
542.47,0.0178379652068299
542.67,0.017705049988771517
542.87,0.01385005231332518
543.08,0.015006274713001996
543.28,0.010621059063965642
543.48,0.013455598272343256
543.68,0.012968577019004656
543.88,0.0072932059102421756
544.08,0.008066205861445493
544.28,0.008691681137451675
544.48,0.009487460478450581
544.68,0.0060987317371098155
544.88,0.007537455471070772
545.08,0.005743744380384644
545.28,0.007253822691467162
545.48,0.008637314770994277
545.68,0.005711285701192989
545.88,0.005150775330251664
546.08,0.0018611213399767142
546.28,0.004270706053880516
546.48,0.0008917573223500175
546.68,0.003742688549179676
546.88,0.003762139394875849
547.08,0.003149485830004652
547.28,0.0042648554456226236
547.48,-0.001108937689219356
547.68,0.0008007337296264968
547.88,0.004341720534590022
548.08,0.004253202187577146
548.28,0.0031155254164586333
548.48,0.006850281055301796
548.68,0.0029920980636986153
548.88,0.0051767249507753835
549.08,5.0239828064739165e-05
549.28,0.003011403001815216
549.48,-0.002253031428376748
549.68,-0.0007868317522137826
549.88,-0.0016188505148859583
550.08,0.00368552434722192
550.28,0.0017206866061889895
550.48,0.005274742625566961
550.68,-0.003134541524826843
550.88,-0.003182576863524935
551.08,-0.0002640890374499251
551.28,0.004205470363413795
551.48,0.0009937832873052814
551.68,0.0017092587774488373
551.88,0.001908091310436985
552.08,0.0015125441910670827
552.28,-0.0028487462054871734
552.48,-5.344166115587009e-05
552.68,0.001997976555057306
552.88,0.0021828176522624147
553.08,0.0029805086408391103
553.28,0.001473877418681208
553.48,0.0003521770563764342
553.68,0.0023248967901388987
553.88,-0.0004734504838107345
554.08,-0.001998345815786302
554.28,0.0007796760196506927
554.47,0.00025695143393487306
554.67,-0.001304880959115599
554.87,0.0010874141247287576
555.07,0.002243720945618057
555.27,0.002399069050906227
555.47,-0.00025531670711904665
555.67,-0.0008781263576051961
555.87,0.0014771873149155568
556.07,0.0004555281065972457
556.27,0.0022749975691357853
556.47,0.0025005155038944934
556.67,0.00055866024384914
556.87,0.0005614694626689294
557.07,-0.0005609855534357862
557.27,0.0009620855002789832
557.47,0.0014789989864279916
557.67,-5.36694770730891e-05
557.87,-0.00036205688168268577
558.07,0.0020824254053704
558.26,0.0008574571280538531
558.46,-0.0008629333546852582
558.66,0.0004501168746752263
558.86,0.0021724374500701558
559.06,0.0003495879028819487
559.26,0.00276942413601909
559.46,0.001146495029158511
559.66,0.000450388917896242
559.86,0.0017696909544635275
560.06,-0.0003562812086540339
560.26,0.001162646985156841
560.46,0.0006533638066958389
560.66,-0.0016262924955184012
560.86,0.0003457231184153668
561.05,-0.0007455363106104418
561.25,0.00014620891717104367
561.45,0.0031472887235404214
561.65,0.0027066654427544017
561.85,-0.0020123349396987066
562.05,0.002287761475358972
562.25,0.003792333989205592
562.45,0.0012374121774635408
562.65,0.0027079995021564397
562.85,0.0006374665188339681
563.05,0.00034411230969965626
563.24,0.0014471988267005524
563.44,-0.00014974105367670276
563.64,0.001135374443928207
563.84,0.0011319014844627126
564.04,0.0026317342302472455
564.24,-0.0009148675825012628
564.44,0.0023100526054738195
564.64,0.003649153044084449
564.84,0.0018245938191218181
565.03,-0.001137356060581861
565.23,0.00033923604043693985
565.43,0.0012254958274111678
565.63,0.0011217186037505327
565.83,4.5017847342765173e-05
566.03,0.00023996018127996608
566.23,-0.0007351265081420578
