Wavelength [nm],#37-06804-3-00.csv
477.05,0.09890286301796095
477.26,0.1022391582375192
477.46,0.110992939550725
477.67,0.10887717232868588
477.87,0.1123352911755463
478.08,0.10790405189632825
478.28,0.10780948716491262
478.49,0.1125781369380478
478.69,0.11791894712703412
478.9,0.1006839247808942
479.1,0.10130301644446293
479.3,0.11832676983597892
479.51,0.09820496364499516
479.71,0.109999861726451
479.92,0.10699995402740803
480.12,0.12303056151115607
480.33,0.11852365710483934
480.53,0.11861581688190886
480.74,0.11992104126827463
480.94,0.11328383268084903
481.14,0.12482018138225791
481.35,0.11843148654055165
481.55,0.11539168079901164
481.76,0.11500711914189758
481.96,0.12032377029700503
482.17,0.13296487223087497
482.37,0.1202420779444131
482.57,0.12616343179408268
482.78,0.11364781134672113
482.98,0.1228844283769827
483.19,0.1156035060290669
483.39,0.1321048412450062
483.6,0.12390207789146902
483.8,0.12819469766169025
484.0,0.12490833432511615
484.21,0.13411830778477174
484.41,0.14046762498851592
484.62,0.13498951418231142
484.82,0.13123969341418326
485.02,0.12704053929672524
485.23,0.12667777917428164
485.43,0.1278645897388145
485.64,0.13983997837508336
485.84,0.13576669496802735
486.05,0.13613452163749856
486.25,0.1394702122296649
486.45,0.143044545952809
486.66,0.13544206017194851
486.86,0.13960130267837118
487.07,0.13297853649286837
487.27,0.14618759858024136
487.47,0.14576506675929254
487.68,0.15958076815158367
487.88,0.15933874108964244
488.09,0.15457609364744132
488.29,0.15303491914694164
488.49,0.1515162332446856
488.7,0.1512416085723767
488.9,0.1564296398057007
489.1,0.15852472926615782
489.31,0.15813237401104865
489.51,0.16050254989951895
489.72,0.15813237401104865
489.92,0.15248203622639525
490.12,0.15493523114494315
490.33,0.16647533713671991
490.53,0.1621555770314384
490.74,0.16413352055637934
490.94,0.16446230402005893
491.14,0.16796967278828429
491.35,0.17461269981116326
491.55,0.17330898490060126
491.75,0.17085490699243774
491.96,0.17486260564637335
492.16,0.17276552975754822
492.36,0.17963925817848309
492.57,0.17591956808778372
492.77,0.18274693167505068
492.98,0.1743308032388867
493.18,0.177366388798672
493.38,0.17872266919937344
493.59,0.18855636304252602
493.79,0.18709611977677393
493.99,0.18714950891796403
494.2,0.18230681045528863
494.4,0.19491769059392172
494.6,0.18749110452642695
494.81,0.19446972757213205
495.01,0.18591284063640393
495.22,0.1851813845501725
495.42,0.18907290205307992
495.62,0.18974726990164748
495.83,0.1984046052537407
496.03,0.19403327360445793
496.23,0.19676525532602754
496.44,0.2072366137732469
496.64,0.20439820572611214
496.84,0.20686836767763989
497.05,0.21230411558067608
497.25,0.20018400433242475
497.45,0.20523392407744426
497.66,0.2064596306776862
497.86,0.20073964538236827
498.06,0.20115708755623085
498.27,0.21576012610020082
498.47,0.20644858593626372
498.67,0.20681214304432557
498.88,0.2136665453809059
499.08,0.2049900467406156
499.28,0.21970708572978442
499.49,0.2231332426924224
499.69,0.21488452818063233
499.89,0.21254067661490683
500.1,0.2126828190126825
500.3,0.21590141366246013
500.5,0.2103681731788591
500.7,0.22128434550300222
500.91,0.21773444827877245
501.11,0.22066230420516617
501.31,0.21931254701155298
501.52,0.21870266310285313
501.72,0.2269074574283825
501.92,0.22717066291766108
502.13,0.21444366038916035
502.33,0.2121488830826572
502.53,0.22781412612273372
502.74,0.22635776018131837
502.94,0.23195052903782495
503.14,0.2249007313162389
503.34,0.22575753168894244
503.55,0.2264760976778964
503.75,0.23762129258477735
503.95,0.2260394412107823
504.16,0.22586927970395404
504.36,0.23721488858500425
504.56,0.22412100722960934
504.76,0.23981778655312896
504.97,0.2342850083030825
505.17,0.24209449399922048
505.37,0.23483486426482186
505.58,0.22802448996755423
505.78,0.23730066791928148
505.98,0.23739133729019293
506.18,0.23979388514974487
506.39,0.23570556074826188
506.59,0.22950622344048308
506.79,0.23497342189841852
507.0,0.2310572390708199
507.2,0.23424665303797376
507.4,0.23376402105736027
507.6,0.22832362558117517
507.81,0.248388790330005
508.01,0.23772288123645252
508.21,0.23920123470026355
508.41,0.22824089955979426
508.62,0.22980736360607537
508.82,0.23212138225498452
509.02,0.23423679519047574
509.23,0.23320711717885856
509.43,0.23360058221216526
509.63,0.2397104225401895
509.83,0.23704357825028954
510.04,0.24130625019805335
510.24,0.24236591507009
510.44,0.2369371964710579
510.64,0.2408769075778211
510.85,0.23851639354059836
511.05,0.245914147414167
511.25,0.23999975272513543
511.45,0.24063311126544237
511.66,0.23936196969689846
511.86,0.23879820225779436
512.06,0.23388025936633486
512.26,0.2374332909429237
512.46,0.24088073258703932
512.67,0.23873557053438377
512.87,0.2380116198913093
513.07,0.2494499438133889
513.27,0.2436694950996661
513.48,0.23531746267341172
513.68,0.2421516943127693
513.88,0.23994349822523528
514.08,0.2368011650934729
514.29,0.24071580839523551
514.49,0.2336102385487825
514.69,0.2387967557162329
514.89,0.2358244901978683
515.09,0.2375958353898069
515.3,0.242932290729854
515.5,0.24286071419952068
515.7,0.24438895904485192
515.9,0.2465072056529279
516.11,0.24110549312723814
516.31,0.24662415379453315
516.51,0.23382632052341495
516.71,0.24166756464924802
516.91,0.23034963586727883
517.12,0.23604631640958945
517.32,0.2394475194906877
517.52,0.24402289392072174
517.72,0.23184277606925674
517.92,0.24015792656095994
518.13,0.23359536089669175
518.33,0.24571167444945988
518.53,0.23963229957824922
518.73,0.2501002313876967
518.93,0.245098367117284
519.14,0.25087828516459604
519.34,0.24198604846109784
519.54,0.23978281035862758
519.74,0.24166655120568556
519.94,0.2409662278729526
520.15,0.2514752103608924
520.35,0.23962109549069746
520.55,0.2427838192487682
520.75,0.24204271866437949
520.95,0.24616988440243515
521.16,0.24003668691139265
521.36,0.24358057709345246
521.56,0.24278287791034286
521.76,0.24607615723279344
521.96,0.23765759148067508
522.16,0.23192135502855346
522.37,0.24347440357644892
522.57,0.2462548228338856
522.77,0.2467551876806797
522.97,0.24389598114018132
523.17,0.23824468895187273
523.37,0.24152837791451173
523.58,0.24528689696373995
523.78,0.24277183854783543
523.98,0.2464318866222441
524.18,0.24653286041548075
524.38,0.24006990540702955
524.58,0.23958151706919326
524.79,0.24518544323748737
524.99,0.23729788864493978
525.19,0.2479274316011989
525.39,0.23732867172423358
525.59,0.23999979755296033
525.79,0.23747512474389515
526.0,0.24729780642592075
526.2,0.24351761930515253
526.4,0.24408535765346678
526.6,0.24106956235166485
526.8,0.2437273735534769
527.0,0.24086579794288399
527.2,0.241090500173372
527.41,0.2359443720778901
527.61,0.23916901862612536
527.81,0.2337108877301622
528.01,0.2364477691716695
528.21,0.2359343456165177
528.41,0.22977487132352248
528.61,0.23657005213208854
528.82,0.24391719163256667
529.02,0.237600006383083
529.22,0.2416863806719653
529.42,0.23785847445076408
529.62,0.227315465589172
529.82,0.23761454029923385
530.02,0.24312398748169542
530.22,0.24197496022519596
530.43,0.23924712781916935
530.63,0.24075520418553187
530.83,0.2405409540628201
531.03,0.23194964960577572
531.23,0.23040218211498192
531.43,0.23840720537186205
531.63,0.23581466613384414
531.83,0.23354589905332543
532.03,0.23327497546124865
532.24,0.23719890477308583
532.44,0.23812342528121522
532.64,0.23240074893664797
532.84,0.22741230666955528
533.04,0.2349019755914398
533.24,0.22812412776204674
533.44,0.24139537686328438
533.64,0.23200191590427718
533.84,0.24345019938507298
534.04,0.2449553799262694
534.25,0.23323550000913423
534.45,0.23413449661954097
534.65,0.23191650887408094
534.85,0.2339994634628536
535.05,0.23391858908747343
535.25,0.2383226723744552
535.45,0.2376949772844462
535.65,0.22390054692423852
535.85,0.2304703522952981
536.05,0.23501078580173818
536.25,0.2269213316879571
536.46,0.22513299036714252
536.66,0.2290467606450367
536.86,0.22977316703795161
537.06,0.22566915630239914
537.26,0.21989205723658703
537.46,0.2281851604706222
537.66,0.22678383856316484
537.86,0.2296137727514498
538.06,0.2207657257616696
538.26,0.22475540750813722
538.46,0.23448000115239084
538.66,0.22276427047592337
538.86,0.2271180812330449
539.07,0.21978310097808398
539.27,0.22254888022248728
539.47,0.23086492820825738
539.67,0.23007506840964959
539.87,0.22593793954703334
540.07,0.21901578014327178
540.27,0.224790344238876
540.47,0.22651637329760183
540.67,0.21342630492126252
540.87,0.21775906552454724
541.07,0.22839969506602276
541.27,0.22304534091533962
541.47,0.22176030985694542
541.67,0.22394224828652345
541.87,0.21649574205476696
542.07,0.21443244565395334
542.27,0.2121284478487194
542.47,0.21946823652918876
542.67,0.21361099389529847
542.87,0.2155888782742249
543.08,0.2109230753381458
543.28,0.21616330612870405
543.48,0.22077137025962315
543.68,0.220084779201951
543.88,0.2099078540271238
544.08,0.2174400128561043
544.28,0.22099296767818255
544.48,0.2100076630515423
544.68,0.21716745078204774
544.88,0.2194210960262824
545.08,0.22122322242413447
545.28,0.2155004487957154
545.48,0.214945921920566
545.68,0.2030382244663891
545.88,0.21523589786518998
546.08,0.21736111616700202
546.28,0.21204846991355722
546.48,0.20848225933060266
546.68,0.21213160934089437
546.88,0.21365830953620882
547.08,0.20843999158906995
547.28,0.2112310766229744
547.48,0.20964529527407658
547.68,0.2145091255501912
547.88,0.20903043912310443
548.08,0.20834188623525263
548.28,0.20460670341817971
548.48,0.2120254289404213
548.68,0.2109691864933329
548.88,0.21184296753226467
549.08,0.20923047540300205
549.28,0.2041860594298385
549.48,0.2105046602176387
549.68,0.2011263009697241
549.88,0.203750543273033
550.08,0.20026775272714226
550.28,0.2031315819832576
550.48,0.20572473670459224
550.68,0.19944319137471087
550.88,0.20322930115682
551.08,0.19857730013850589
551.28,0.20350985394297888
551.48,0.20717456428094513
551.68,0.20209381400621665
551.88,0.19941913761704477
552.08,0.20386486434663018
552.28,0.19790727150565152
552.48,0.1973295165565538
552.68,0.20393792947914194
552.88,0.19412156857152157
553.08,0.20031164484537695
553.28,0.19783845966437508
553.48,0.19555388327210074
553.68,0.20531551718812163
553.88,0.20056212373566346
554.08,0.19488123111942335
554.28,0.20719824529726227
554.47,0.19719021549884672
554.67,0.2072048310941556
554.87,0.20379844101198621
555.07,0.1952533404903859
555.27,0.20018163066837513
555.47,0.19369749074159154
555.67,0.19999762968844847
555.87,0.19573080748867508
556.07,0.1984083268925397
556.27,0.19523936638021921
556.47,0.19215007944824727
556.67,0.18966423454180495
556.87,0.20231690133826116
557.07,0.19323999633552702
557.27,0.1905101026285433
557.47,0.19873033286116637
557.67,0.20121563191062974
557.87,0.2006337656240831
558.07,0.2055314722136537
558.26,0.19226446235253467
558.46,0.19441258841791306
558.66,0.19282999668658937
558.86,0.19643616895441668
559.06,0.19864816350425465
559.26,0.19602569323541774
559.46,0.18614527806908523
559.66,0.19486042110457974
559.86,0.19341370360937524
560.06,0.18794251415409727
560.26,0.19849763697195538
560.46,0.19854378681527093
560.66,0.18787589211610914
560.86,0.1942609245818452
561.05,0.18967932677323124
561.25,0.1894635205176868
561.45,0.19475742062619858
561.65,0.1930614097980793
561.85,0.19433189386916613
562.05,0.19479280945173313
562.25,0.19571953819690563
562.45,0.19471913741628194
562.65,0.19364944508526635
562.85,0.18553677409341737
563.05,0.18968789904992908
563.24,0.19455741005009977
563.44,0.19574679034455592
563.64,0.19156497606599343
563.84,0.19482725635811673
564.04,0.19828770981187338
564.24,0.1928353676962985
564.44,0.19245871378395113
564.64,0.19851749873451421
564.84,0.19434749007310811
565.03,0.1920265129940712
565.23,0.20068184686428134
565.43,0.19657808479780733
565.63,0.19121661620867555
565.83,0.19455235936476037
566.03,0.1980363083855081
566.23,0.19513516949881793
566.43,0.19788950443449133
566.63,0.20033187440102293
566.82,0.1974055578336747
567.02,0.19020073250315384
567.22,0.20151639682999706
567.42,0.19283565650600237
567.62,0.1911861924578312
567.82,0.19788873580626537
568.02,0.19889627002804508
568.22,0.19453439341447828
568.41,0.19873100530079738
568.61,0.20023132549015765
568.81,0.2024577065655547
569.01,0.20597897330612752
569.21,0.20084340456147315
569.41,0.20507238850778017
569.61,0.19776637537136052
569.8,0.19964758214831432
570.0,0.20026628816035238
570.2,0.20649387164871771
570.4,0.2040744572354122
570.6,0.20760196901574113
570.8,0.20100840653380878
571.0,0.20367356290478014
571.19,0.20645349826064324
571.39,0.20679804650703262
571.59,0.20836520501491612
571.79,0.2028413526281579
571.99,0.20586727051742706
572.19,0.20278424775781925
572.38,0.2049193843167462
572.58,0.20179110315827758
572.78,0.2086012027398235
572.98,0.20931814625445525
573.18,0.21323630515489755
573.38,0.21394348445959294
573.57,0.204366585975525
573.77,0.20803801959580595
573.97,0.21162046594690567
574.17,0.21141765644712537
574.37,0.22208633325263122
574.57,0.21750561895968287
574.76,0.212222127451057
574.96,0.20640741408428348
575.16,0.21176758255005326
575.36,0.21574057416687586
575.56,0.21417022125796042
575.75,0.22138420570523704
575.95,0.2197702316629169
576.15,0.21812390842280743
576.35,0.22170117980950838
576.55,0.21722364730542879
576.74,0.22261439594901825
576.94,0.2232371493585214
577.14,0.22281902734149917
577.34,0.22505568181933877
577.54,0.22796256579292948
577.74,0.23212466463001535
577.93,0.2282613453119416
578.13,0.22672216981084278
578.33,0.2343077539902285
578.53,0.22471964399323044
578.72,0.22130825720819067
578.92,0.2318584909090242
579.12,0.23312232039205524
579.32,0.2345482760441597
579.52,0.23797078954098094
579.71,0.24099673323941725
579.91,0.23768915332893742
580.11,0.23811580715305447
580.31,0.24124031250308223
580.51,0.23625364127644216
580.7,0.23954490528027447
580.9,0.24207545220338525
581.1,0.24050428735655746
581.3,0.24836799793481168
581.49,0.2417267989289463
581.69,0.23718773584750544
581.89,0.2423867743703463
582.09,0.2628139891742293
582.29,0.2588131858279958
582.48,0.2591381242239787
582.68,0.2515432889800765
582.88,0.2640373583024028
583.08,0.25521297859633735
583.27,0.2555313977488841
583.47,0.25610412947584166
583.67,0.2596975425967296
583.87,0.2610738769968434
584.06,0.2719645573165135
584.26,0.2683419052934358
584.46,0.26441861507805275
584.66,0.26682978101914984
584.85,0.2757975291757322
585.05,0.27317630778399365
585.25,0.2782576989486033
585.45,0.28000561822842396
585.64,0.2800018372126742
585.84,0.27798759684358393
586.04,0.2848616923307349
586.24,0.27464098584493607
586.43,0.28651677169436784
586.63,0.2860399096332309
586.83,0.291619876828594
587.03,0.2947844854892941
587.22,0.29035971319372483
587.42,0.29131159972738946
587.62,0.29693090777765463
587.82,0.29730300243765334
588.01,0.29709990935861463
588.21,0.30549758270970995
588.41,0.29553861571141243
588.6,0.30939273594202493
588.8,0.31290303375660206
589.0,0.30907041770041677
589.2,0.30462927524614025
589.39,0.3044665204609834
589.59,0.3116993060213918
589.79,0.31223818369800027
589.98,0.3117647790818477
590.18,0.3226107528209624
590.38,0.3152820313386159
590.58,0.3274866009526307
590.77,0.32717286171798016
590.97,0.3238187814592301
591.17,0.33299178107944954
591.36,0.32487860034796834
591.56,0.3325905047446954
591.76,0.33868156294066254
591.96,0.32972894661903496
592.15,0.34504542856751114
592.35,0.35005235485112635
592.55,0.3439180127169812
592.74,0.3514154449000943
592.94,0.35008027159821914
593.14,0.3474955905640574
593.33,0.3515453898176189
593.53,0.35222042418968086
593.73,0.35038996024529795
593.92,0.3535922455530692
594.12,0.3544680789867362
594.32,0.35679052074824036
594.51,0.35541747343353897
594.71,0.36622729895753614
594.91,0.3687416462672894
595.11,0.36953437782546816
595.3,0.3697003647951696
595.5,0.3582378725249541
595.7,0.3770459768764196
595.89,0.37913079796111354
596.09,0.3800903117536607
596.29,0.38116716630959013
596.48,0.3789022345986366
596.68,0.39052345027831814
596.88,0.3914406688909769
597.07,0.39759437487361
597.27,0.3886409786696503
597.47,0.4044783243149847
597.66,0.3931603654078019
597.86,0.3907630464546651
598.06,0.40015712576073154
598.25,0.402193116686829
598.45,0.39115341586477226
598.64,0.38857911024509456
598.84,0.39139931376972165
599.04,0.40352504607332107
599.23,0.39255222141012586
599.43,0.40432902057174214
599.63,0.39917573694071723
599.82,0.3895962071611211
600.02,0.4043033905450368
600.22,0.409915239476145
600.41,0.41665336270667686
600.61,0.4069420058485961
600.81,0.40814954094641853
601.0,0.4116217179019719
601.2,0.40403102724625495
601.39,0.4064541989727213
601.59,0.4154696414947635
601.79,0.4205540448054778
601.98,0.41825488680754075
602.18,0.41736234018640683
602.38,0.43394829975457094
602.57,0.4079313550516776
602.77,0.4320504011116889
602.96,0.43335847594454985
603.16,0.4370781391353736
603.36,0.4276611188377725
603.55,0.4389264207340486
603.75,0.4308668178930893
603.95,0.42979434968013525
604.14,0.4247431051845406
604.34,0.43916031298984226
604.53,0.4325241316620704
604.73,0.4376967246045668
604.93,0.4350335617571422
605.12,0.43636630438743385
605.32,0.44138199083220125
605.51,0.4405326563935946
605.71,0.4311681557776918
605.91,0.4389100603350512
606.1,0.43149507577431545
606.3,0.43664399728533254
606.49,0.43232052727774045
606.69,0.4425275376508513
606.89,0.43399843215753847
607.08,0.4307004480809281
607.28,0.42518027370992756
607.47,0.4322899176341671
607.67,0.42872427064056046
607.87,0.43052032914242017
608.06,0.4318764099452273
608.26,0.4300451649460585
608.45,0.44232826891929655
608.65,0.4303020952645063
608.84,0.43141474315383815
609.04,0.4313168232748172
609.24,0.4220547956157112
609.43,0.42633291500108955
609.63,0.4239778659742203
609.82,0.4370997189906522
610.02,0.42442150461980327
610.21,0.4182519815320489
610.41,0.4360407223383781
610.61,0.43561084992532445
610.8,0.42750720103164674
611.0,0.4267137968092098
611.19,0.427919185005277
611.39,0.43488199287906787
611.58,0.41859210176022393
611.78,0.4240444231845398
611.98,0.4190051178201049
612.17,0.4234038270920167
612.37,0.41935900980733387
612.56,0.41018088776894746
612.76,0.4178870046389675
612.95,0.42673773855594843
613.15,0.4266003273979919
613.34,0.4186762396230648
613.54,0.4106392968434262
613.73,0.4041530526991799
613.93,0.41007538721950426
614.13,0.41139445555695414
614.32,0.40542204402649007
614.52,0.4104090268750402
614.71,0.41352024191674763
614.91,0.4117882675033932
615.1,0.4057243787399229
615.3,0.4091647621413679
615.49,0.4002729817195575
615.69,0.39588358777759447
615.88,0.4014487487469286
616.08,0.40591401040919894
616.27,0.39071779975376636
616.47,0.39595604229548376
616.66,0.3976987386652395
