Wavelength [nm],#14-Blue-interference.csv
539.07,0.0019712160233950945
539.27,0.003066211971126863
539.47,0.003130417239952427
539.67,0.002543073427981139
539.87,0.002816545626776133
540.07,0.006126688271324442
540.27,0.001243025279524778
540.47,0.006237282256303765
540.67,0.0009115241031357632
540.87,0.002314090598061968
541.07,0.0005949263460844228
541.27,0.0031504958772071876
541.47,0.0023063848103946167
541.67,0.004770837345048124
541.87,0.004544091776259963
542.07,0.0019779707599298217
542.27,0.004821733924661032
542.47,0.004204222613453287
542.67,0.003453477522172921
542.87,0.004895587453441903
543.08,0.004929341275325406
543.28,0.0007977412821703521
543.48,0.0019497840429066441
543.68,0.004571974227804128
543.88,0.006558334129507372
544.08,0.005501136250484895
544.28,0.0030374257672714055
544.48,0.004291537725366765
544.68,0.0036580175400089746
544.88,0.003793928252780814
545.08,0.003917647108827442
545.28,0.0044585659652356426
545.48,0.004608678043510349
545.68,0.0022512490490933755
545.88,0.0005813973489657017
546.08,0.006015594794378092
546.28,0.0014215442335599115
546.48,0.004470903908699201
546.68,-0.001532980331623228
546.88,0.004080324594685853
547.08,0.0025082869572537973
547.28,0.0011034569551335428
547.48,0.0012082003043800997
547.68,0.0026227210219783525
547.88,0.0012306236587687862
548.08,0.0017309939398200852
548.28,0.003432667879210555
548.48,0.003237668404812897
548.68,0.004988846259839622
548.88,0.003083902241089416
549.08,0.005061183289849679
549.28,0.0069248952667136715
549.48,0.0043400500146625895
549.68,0.007992000105261778
549.88,0.004636054879669949
550.08,0.003893327971302174
550.28,0.003183213854777662
550.48,0.004438663401045479
550.68,0.002307232344243354
550.88,0.004636054879669949
551.08,0.005793054120220997
551.28,0.004932858624653084
551.48,0.002567682378859784
551.68,0.002020576056416369
551.88,-0.0005711268440392636
552.08,0.0018261066706469842
552.28,0.0013940356121193663
552.48,0.0037870869677601405
552.68,0.0011770824374797261
552.88,0.0031994423923008635
553.08,0.0016196042532216081
553.28,0.005751529106606074
553.48,0.0025842131981362758
553.68,0.005221806765237531
553.88,0.006217281055474938
554.08,0.005778602129679359
554.28,0.005893179505294255
554.47,0.006391620166685558
554.67,0.000882283852632001
554.87,0.0021258927460774124
555.07,0.0027662158550516465
555.27,0.006896450296988208
555.47,0.005196766375770267
555.67,0.0017988442509019262
555.87,0.0033145836171371394
556.07,0.0064664468551153135
556.27,0.005109731213789687
556.47,0.003522334275146394
556.67,0.0038261431690837975
556.87,0.0023060484768525854
557.07,0.003193274305146216
557.27,0.003603161837543116
557.47,0.003523054259741343
557.67,0.004818204686623197
557.87,0.004254998765463542
558.07,0.0007600066011165587
558.26,0.0011611171046130506
558.46,0.0021724374500701558
558.66,0.004275567127345419
558.86,0.0021724374500701558
559.06,0.001759532066629647
559.26,0.0026686123107194557
559.46,0.0023458388414108722
559.66,0.00347230651665298
559.86,-0.0008638948431198259
560.06,0.002369760332790623
560.26,0.0029870074472844086
560.46,0.005903517886515178
560.66,0.002604545478676814
560.86,0.001242095390203178
561.05,0.0019281357139676783
561.25,0.003823238066367413
561.45,0.0018472199788981687
561.65,0.003987520347836815
561.85,0.0010264424407679985
562.05,0.005309359696760288
562.25,0.0053695477885498145
562.45,0.006496146248057067
562.65,0.0015250891526482728
562.85,0.0033956874096641946
563.05,0.002822434125671246
563.24,0.004647368044281482
563.44,0.002788706917296787
563.64,0.0007394709062523959
563.84,0.0019212865272488727
564.04,0.005813132207184255
564.24,-5.076841624298838e-05
564.44,0.001129005020514333
564.64,0.0018962144021915275
564.84,0.0017258134721469664
565.03,-0.0008413950763306051
565.23,0.0031733510228230313
565.43,0.002896015954421598
565.63,0.005619848896871186
565.83,0.0024333692903365962
566.03,0.0026675049555095697
566.23,-0.0003445576227842114
566.43,0.0019004712031039546
566.63,0.0013238918106421144
566.82,0.004857515126534511
567.02,0.005445386405992947
567.22,0.004089674149208372
567.42,0.0009920185276754805
567.62,0.0010007408438744625
567.82,0.003528401737369846
568.02,0.007002408283466333
568.22,0.0026423603194083256
568.41,0.003456401703910354
568.61,0.0006297738450266283
568.81,0.0027573775962983246
569.01,0.004039875240074557
569.21,0.005848015272116824
569.41,0.002476186679507452
569.61,0.002471141802917982
569.8,0.000824011160365172
570.0,0.004264404826990309
570.2,0.00399704477321131
570.4,0.0017928924645096364
570.6,0.004140515932061456
570.8,0.002280869603820819
571.0,0.0013099879145307255
571.19,0.0032053023306350885
571.39,0.006106113438185102
571.59,0.003892410197969419
571.79,0.0018705295018751984
571.99,0.005779251672025986
572.19,0.0022552282411950225
572.38,0.0006244864648893892
572.58,0.003955867492678612
572.78,0.00225371240833608
572.98,0.0016927066543201696
573.18,0.004206836413763338
573.38,0.0027382834163121464
573.57,0.005482079532528942
573.77,0.0014808581609194649
573.97,0.0012961235695485409
574.17,0.0030100243547404393
574.37,0.0041857728058809366
574.57,0.0013844786283371806
574.76,0.0008947379688666564
574.96,0.0009957920857277477
575.16,0.0017560748734241104
575.36,0.004748870619604521
575.56,0.0013914007078400955
575.75,0.0005177419371309509
575.95,0.0010925524512539722
576.15,0.0027822802064857424
576.35,0.004667214609784495
576.55,-5.0323904505081205e-05
576.74,0.0022210822746741854
576.94,0.0027006213646958025
577.14,0.0026209319700506136
577.34,0.004478640681478277
577.54,0.004244461480731014
577.74,0.0024167458198420294
577.93,0.003302641251412578
578.13,0.004363711779522275
578.33,0.005012549075940881
578.53,0.0035195908800801736
578.72,0.005607769684819397
578.92,0.002547294387780462
579.12,0.0010018898581969668
579.32,0.003075371645734361
579.52,0.001948254017268292
579.71,0.0015668269308088032
579.91,0.004811149275241564
580.11,0.0028994059144321037
580.31,0.00013910339191207675
580.51,0.004001633596505056
580.7,0.002529870103082155
580.9,0.0034346962246797476
581.1,0.0017255614627519028
581.3,0.005565257999609015
581.49,0.0052063797311427025
581.69,0.0030599543884284102
581.89,0.0036918420485097247
582.09,0.001927343452874238
582.29,0.0035375336153987513
582.48,0.0020310534426679146
582.68,0.003630569291595991
582.88,0.002504735307782246
583.08,0.00042492138270717344
583.27,0.0015285849389484079
583.47,0.005201010050249565
583.67,-4.9494866170255296e-05
583.87,0.0027692086174338163
584.06,0.0035232311042760773
584.26,0.0029093719143090235
584.46,0.0025745088897586362
584.66,0.000417813862075715
584.85,0.003022977239094497
585.05,0.0024777736064417436
585.25,0.003794958247364091
585.45,0.003835599999863639
585.64,0.004047009336536577
585.84,0.0023032885597692077
586.04,0.001151387726080646
586.24,0.0045395788955229855
586.43,0.0038301550411083828
586.63,0.002477309841474392
586.83,0.005101987527875966
587.03,0.003212161902613476
587.22,-0.0003284578052255223
587.42,0.0022918556754169123
587.62,0.0038839929563253806
587.82,0.0033251763496705716
588.01,-0.0011619578405799144
588.21,0.0032378073729296634
588.41,0.0036863253890160102
588.6,0.0045742796824923765
588.8,0.0028818561453345503
589.0,0.004703542088002602
589.2,0.0016263690782937527
589.39,0.004479585225313999
589.59,0.002308285567803305
589.79,0.004624139467247224
589.98,0.003316471269188435
590.18,0.0032512441954790678
590.38,0.005651242072834193
590.58,0.004905071155926008
590.77,-0.0007998874557337657
590.97,0.004970612694473344
591.17,0.002916305142383627
591.36,0.0002295508455122846
591.56,0.003007856012096736
591.76,0.004149801002222428
591.96,0.0029995205153313846
592.15,0.004692172923175914
592.35,0.004091227777963977
592.55,0.0034797161310580653
592.74,0.005759792810589475
592.94,0.004262605642042966
593.14,0.004404263094397809
593.33,0.00380209327841751
593.53,0.0017300869019113202
593.73,0.0015270260941713928
593.92,0.0036350626355115146
594.12,-4.9163534302932685e-05
594.32,0.002795917188570112
594.51,0.0037347234342858335
594.71,0.0007805800953070102
594.91,0.0038475978794659652
595.11,0.0018013113333530816
595.3,0.0052661327518973575
595.5,0.004507845709942273
595.7,0.002097473596913726
595.89,0.00023176831804686137
596.09,0.00701114076650372
596.29,0.004634013347517317
596.48,0.005055582022920556
596.68,0.0013508762563098852
596.88,0.0043368342888870795
597.07,0.005656553556905888
597.27,0.002097082111825808
597.47,0.0032787670494689104
597.66,0.0009768413761953424
597.86,0.003656276063004041
598.06,0.002004881713994172
598.25,0.007702212903852185
598.45,0.0018999747270977297
598.64,0.0013489873541237705
598.84,0.0025428144764289423
599.04,0.003375880054538829
599.23,0.001420489730430619
599.43,0.0018133900074940982
599.63,0.003556068341681813
599.82,0.0012411902832532148
600.02,0.004713205271829776
600.22,0.0027390958543134026
600.41,0.0028591419468964457
600.61,0.004249459867127485
600.81,0.003985819256536698
601.0,0.001708009817647088
601.2,0.0003159830790242609
601.39,0.0012406187523913831
601.59,0.002257603024915937
601.79,0.0034524644007072666
601.98,0.002282875947185469
602.18,-0.000231224215457549
602.38,0.0035268788662525096
602.57,0.0011490538616926293
602.77,0.004405493652972322
602.96,-0.0015563129574315347
603.16,0.005331543805121183
603.36,0.0017279828567948125
603.55,0.007302725156758364
603.75,0.0010479379873084198
603.95,0.003361257061739523
604.14,0.0044014846477195444
604.34,0.007308166084146258
604.53,0.0018825028455861448
604.73,0.0029849068270609105
604.93,0.0014373822999119426
605.12,0.002598338835858852
605.32,0.006476614869620948
605.51,0.0025475306098962443
605.71,0.00356992769018836
605.91,0.006181813268174426
606.1,0.0011349370416018133
606.3,0.004158520525971759
606.49,0.0011448346230746786
606.69,0.0009525813449165865
606.89,0.004395896206610714
607.08,0.0015163421548748666
607.28,0.0012016642970295985
607.47,0.005029906068339364
607.67,-0.0004076867903327356
607.87,0.001417626225920381
608.06,0.002089400734252246
608.26,0.0003144374355851325
608.45,0.0024280020997153673
608.65,0.0038430379235942775
608.84,0.0016795882114168206
609.04,-0.002406135433288709
609.24,0.0020866144879799846
609.43,0.0004000925717004227
609.63,0.003247523839143956
609.82,0.001380807957254992
610.02,0.0028660846020422356
610.21,0.0024925624644341446
610.41,0.002775369539074218
610.61,0.0013763856260666544
610.8,0.003804764125088432
611.0,0.0012704674581271581
611.19,0.002581917501543387
611.39,0.002053570332659514
611.58,0.0016894079768894766
611.78,0.0039242299535904215
611.98,0.002914222879640563
612.17,0.002405436911062462
