Wavelength [nm],#27-BP650-Semrock-confocal.csv
523.17,0.0039007351705014114
523.37,0.0012596781717799741
523.58,0.003720897126091831
523.78,0.00491532074823563
523.98,0.006219659893672702
524.18,0.005573561196160678
524.38,0.0068435580827634354
524.58,0.002556646870448732
524.79,0.007948610009164952
524.99,-0.00027956276860195516
525.19,0.0038904672308718736
525.39,0.002958835496572567
525.59,0.0047049470659389515
525.79,0.0052838475036516425
526.0,0.003741393681835134
526.2,0.006625145624104695
526.4,0.003713982642760451
526.6,0.005635721518781943
526.8,0.004112984071218552
527.0,0.0015433549229109027
527.2,0.0067605493497114024
527.41,-0.0009054411629362526
527.61,0.00596948020502403
527.81,-0.00016207597587851436
528.01,0.010238777352893504
528.21,0.005160212132930698
528.41,0.0029851962177205663
528.61,0.00466505953403448
528.82,0.004688708186209033
529.02,0.005542263798382728
529.22,0.004699860345895725
529.42,0.006544592882006274
529.62,0.0015100189362305119
529.82,0.004325017096714552
530.02,0.007226917619973101
530.22,0.005442387484752838
530.43,0.004940346057493716
530.63,0.005064963326318815
530.83,0.0064366478974901675
531.03,0.003103713584022073
531.23,0.00608429651556885
531.43,0.004947183199719693
531.63,0.002098085598636578
531.83,0.003140759141380167
532.03,0.0051423247578563985
532.24,0.004150762525542038
532.44,0.007316496614654906
532.64,0.0028687407830153746
532.84,0.0021668468247565053
533.04,0.0073658946074084625
533.24,0.0031542049328485097
533.44,0.006772090466992156
533.64,0.008185331396380809
533.84,0.00263202998262466
534.04,0.004946130100182206
534.25,0.0008073095524893123
534.45,0.006273685696429205
534.65,0.004106895244795153
534.85,0.003560968721262068
535.05,0.006088888699272355
535.25,0.006377288782444312
535.45,0.0009192392680279257
535.65,0.006678220663915194
535.85,0.0014423967588632338
536.05,0.0037000300002432494
536.25,0.002803718021936745
536.46,0.005090490537828439
536.66,0.0037415042129390597
536.86,0.005756110518870869
537.06,0.004661557789623149
537.26,0.0047413358348421305
537.46,0.004367490282712608
537.66,0.006588074095064468
537.86,0.0050828598202184395
538.06,0.005605617684346123
538.26,0.002909017497147933
538.46,0.005462566179742608
538.66,0.0017738704505104134
538.86,0.006963193129618844
539.07,0.0034652710892283355
539.27,0.0027431265909727506
539.47,0.006741878701203532
539.67,0.004710044808758934
539.87,0.007923759221517357
540.07,0.007405941702703194
540.27,0.003843672712886111
540.47,0.0003702846740900152
540.67,0.00682965723984309
540.87,0.003715183481525854
541.07,0.0034220977001266167
541.27,0.004860907895005009
541.47,0.002628637270081182
541.67,0.005521791763349801
541.87,0.0049720607823750705
542.07,0.004655068477848465
542.27,0.003867380765931351
542.47,0.004204222613453287
542.67,0.004410672687839991
542.87,0.0054223206804938605
543.08,0.005141487242434387
543.28,0.00400099708058186
543.48,0.007016564621007171
543.68,0.005217866750204169
543.88,0.0049836088850756495
544.08,0.005608014150941587
544.28,0.004531002657507703
544.48,0.0027009491274839637
544.68,0.008751681951349859
544.88,0.007323539630025632
545.08,0.007677259138504034
545.28,0.0037059968466348486
545.48,0.007683163967116505
545.68,0.0008882043073571644
545.88,0.007063538206138811
546.08,0.004630770309577633
546.28,0.008069588480974655
546.48,0.004786710960435894
546.68,0.005536415968652663
546.88,0.002595460328905832
547.08,0.00047782386020942403
547.28,0.004686375244354501
547.48,0.004578582840524762
547.68,0.006373871329761584
547.88,0.005307233358120751
548.08,0.004883754249516411
548.28,0.006181235889727212
548.48,0.003875188284310938
548.68,0.009402710693414477
548.88,0.005595289492712577
549.08,0.006767036383223277
549.28,0.0012133119611861963
549.48,0.00402609375547024
549.68,0.002557485145872145
549.88,0.004323309609942154
550.08,0.006283069648225096
550.28,0.004959139799492479
550.48,0.008096510008326962
550.68,0.005182131746771005
550.88,0.00661677492127932
551.08,0.004539852087599427
551.28,0.00690719819087401
551.48,0.0034070952276888523
551.68,0.006690335240929342
551.88,0.005317016272841826
552.08,0.003707481548126393
552.28,0.003670650245957022
552.48,0.003483887339161508
552.68,0.0044606589077900455
552.88,0.003606092288316243
553.08,0.005388262557393153
553.28,0.008603296898555985
553.48,0.006338092163823282
553.68,0.004807962483080583
553.88,0.0008856043601066677
554.08,0.006597228229202061
554.28,0.00651932278925061
554.47,0.007743326836613676
554.67,0.001923790905845144
554.87,0.004825937161583915
555.07,0.0033932097463719537
555.27,0.006589810666573527
555.47,0.0008552928097658135
555.67,0.003961012819311525
555.87,0.0031104284724458526
556.07,0.008096526515730383
556.27,0.004097326340699007
556.47,0.003215788643770824
556.67,0.005970428838769042
556.87,0.005795206505219898
557.07,0.0034976737531393514
557.27,0.004212640992296377
557.47,0.0036252570234070105
557.67,0.004818204686623197
557.87,0.006307023497528532
558.07,0.001268629218137267
558.26,0.0042989368623914245
558.46,0.003184227718321961
558.66,0.002765520974975606
558.86,0.00308304869149678
559.06,0.0029680556355562455
559.26,0.0028702359613187243
559.46,0.004844471783603291
559.66,0.0031701147567773065
559.86,0.004200693229155854
560.06,0.005903517886515178
560.26,-5.359332292820394e-05
560.46,0.004288085861955381
560.66,0.007524124518438692
560.86,0.00671992594001758
561.05,0.005889131305935264
561.25,0.002133792241060973
561.45,0.00434735218013327
561.65,0.0030022473439272664
561.85,0.0027908938229744724
562.05,0.003847296041243522
562.25,0.004088061576582634
562.45,0.005404710874915015
562.65,0.0047780926137957315
562.85,0.003297179520705972
563.05,0.005201623069003972
563.24,0.004547362756232078
563.44,0.006804585810960556
563.64,0.005490313358362131
563.84,0.007446981826751993
564.04,0.0028305716038058083
564.24,0.0052298375997798
564.44,0.00860897305859108
564.64,0.0032596111236637996
564.84,0.004096541799543411
565.03,0.006754936852784965
565.23,0.005909737902368223
565.43,0.004566536081432027
565.63,0.001023933162595736
565.83,0.005585993195088453
566.03,0.004026930029078148
566.23,0.0021941401320417905
566.43,0.0032669286061116354
566.63,0.006630771346385602
566.82,0.0024027976009462887
567.02,0.004866820604018538
567.22,0.0015256907377695582
567.42,0.008760501645810199
567.62,0.006352693251101386
567.82,0.002077229506890288
568.02,0.006519291813817343
568.22,0.004950835905514431
568.41,0.003651286537839383
568.61,0.002673475739004079
568.81,0.00391955215868003
569.01,0.0020915964357711035
569.21,0.0037830111495366515
569.41,0.0031566921558980037
569.61,0.006351822052663487
569.8,0.0031585344987755336
570.0,0.006086340141732912
570.2,0.00399704477321131
570.4,0.007616737899372474
570.6,0.0029706369493091053
570.8,0.005196187993991791
571.0,0.004713507916769423
571.19,0.0037975748782698862
571.39,0.0033595036887766176
571.59,0.0056236003704553264
571.79,0.006865980172318172
571.99,0.0050018334346470595
572.19,0.005329942483903204
572.38,0.0068006194183701804
572.58,0.004814361765094422
572.78,0.004462177870236597
572.98,0.0004331962881037646
573.18,0.004593928022543216
573.38,0.004758005284212372
573.57,0.005386691280038296
573.77,0.0050223850251876765
573.97,4.53383678533705e-05
574.17,0.004635967331138119
574.37,0.0005268150962138969
574.57,0.003776257516466283
574.76,0.00316199650600236
574.96,0.0063212785819866
575.16,0.004418058673761646
575.36,0.004940855791167097
575.56,0.0025451945833942953
575.75,0.004208312668474626
575.95,0.004140324983820703
576.15,0.0035375336153987513
576.35,0.006015251660714456
576.55,0.005279217220223914
576.74,0.000423111918378549
576.94,0.004977127460115938
577.14,0.006055564306866969
577.34,0.005327739642231376
577.54,0.006916862044187309
577.74,0.003270678603522971
577.93,0.0037816844883387475
578.13,0.006992950303541268
578.33,0.004918806146703642
578.53,0.00304995170149599
578.72,0.005144097097709828
578.92,0.003567279491595133
579.12,0.0031068566643572644
579.32,0.00506429594703016
579.52,0.0021385947717228993
579.71,0.003849829613131649
579.91,0.00328595563428408
580.11,0.0055636693588825194
580.31,0.0047720285865973065
580.51,0.0072051095645041885
580.7,0.0031032935752850397
580.9,0.00230459004009235
581.1,0.003780777413324564
581.3,0.005089360822158598
581.49,0.006051095513992001
581.69,0.004065579377124173
581.89,0.006030154473292607
582.09,0.004281066348231105
582.29,0.006275327222708409
582.48,0.00543644510864554
582.68,0.0010825512361757497
582.88,0.001747766789708091
583.08,0.0066021775255217805
583.27,0.00394147245559376
583.47,0.004825968018223269
583.67,0.0014481457101924108
583.87,0.0022993929237644646
584.06,0.0026770062580728773
584.26,0.004437041171167307
584.46,0.005854588960120231
584.66,0.006585190162449932
584.85,0.001626520488565635
585.05,0.004256221790872409
585.25,0.004732651246001738
585.45,0.004593788107560441
585.64,0.007572675300423694
585.84,0.0024915332223051003
586.04,0.0056752422414168184
586.24,0.0048205442980362445
586.43,0.004492627862190678
586.63,0.003413160005803621
586.83,0.0024793981521256856
587.03,0.004982655398345957
587.22,0.003301653840294511
587.42,0.006038061042260367
587.62,0.004445923761351898
587.82,0.002294004128060938
588.01,0.003938913644480937
588.21,0.005586003265850579
588.41,0.0035929326561128434
588.6,0.0055179900733887625
588.8,0.007516095835069788
589.0,0.0035852314611351894
589.2,0.004698287942668233
589.39,0.005681011644926969
589.59,0.005515387609090503
589.79,0.003969840375902565
589.98,0.004999426570985303
590.18,0.003722832365333591
590.38,0.006662506527087043
590.58,0.0050003685059398055
590.77,0.005202473409898973
590.97,0.005807240542544135
591.17,0.0031943024550762714
591.36,0.006546041651282531
591.56,0.002729961704565034
591.76,0.0024701436201047373
591.96,0.0018910237346572419
592.15,0.00599371500976993
592.35,0.001550164004575679
592.55,0.006637081674953697
592.74,0.006228287866281403
592.94,0.00679366473144843
593.14,0.002919822521246226
593.33,0.00380209327841751
593.53,0.0070689295596886755
593.73,0.0021759871728474186
593.92,0.0036350626355115146
594.12,0.003019042341174196
594.32,0.003988745038823019
594.51,0.004288409212295678
594.71,0.006493564606012558
594.91,0.004682595701863731
595.11,0.00429912084160141
595.3,0.0012562371587907287
595.5,0.003961122330011807
595.7,0.004524324750826385
595.89,0.004264604524643858
596.09,0.004224194768093682
596.29,0.005368533031422848
596.48,0.007468693484432129
596.68,0.004711445377152365
596.88,0.002003759104448255
597.07,0.0023826099420885508
597.27,0.005176741355285057
597.47,0.00594201683691188
597.66,0.007507014231145975
597.86,0.0022668045253455304
598.06,0.004526014591400811
598.25,0.005367394581273013
598.45,0.005148394002209463
598.64,0.003306578249817171
598.84,0.0018023117403312655
599.04,0.0056899511048440704
599.23,0.004725828308005509
599.43,0.004141684955228065
599.63,0.005404758381864222
599.82,0.0050187835672372205
600.02,0.002378604983951726
600.22,0.0009732098171495587
600.41,0.002202325723468223
600.61,0.0026607447866714706
600.81,0.0033439984643794446
601.0,0.004667007936009008
601.2,0.007507299536569069
601.39,0.0025299346894560692
601.59,0.002811135561379229
601.79,0.004926647145676635
601.98,0.005081521456450026
602.18,0.0028776396316331867
602.38,0.0013620652470897447
602.57,0.0048345107241160494
602.77,0.003173087579604263
602.96,0.0014567360239201444
603.16,0.0007858662866032693
603.36,0.005002232749027235
603.55,0.0052553510078363315
603.75,0.00433666905566296
603.95,0.006863409108313769
604.14,0.004764709206403339
604.34,0.004793607540593575
604.53,0.002802087788606611
604.73,0.005374948540365024
604.93,0.00348133257804759
605.12,0.006522601936788312
605.32,0.005451114519012505
605.51,0.0053295661325536555
605.71,0.004776259496858834
605.91,0.005448841433210417
606.1,0.00650420077288329
606.3,0.004615790008694703
606.49,0.004816758767461868
606.69,0.00431852147333018
606.89,0.005212113817663774
607.08,0.004278144638311503
607.28,0.0032533175721183114
607.47,0.006045652799963333
607.67,0.003913339842073993
607.87,0.0049911913366920005
608.06,0.007964699534567977
608.26,0.005205976070822392
608.45,0.0025197244239062726
608.65,0.003933523613672977
608.84,0.003861908084167162
609.04,0.002854410699097352
609.24,0.0025311193367603944
609.43,0.0054110669532226475
609.63,0.004939349553549554
609.82,0.006735813008873966
610.02,0.005955372646561004
610.21,0.007132539135435109
610.41,0.0022462443372024857
610.61,0.006536311651339539
610.8,0.006255428911988584
611.0,0.0036408698296664134
611.19,0.0017934447090544885
611.39,0.0036284463394990834
611.58,0.005073217562227675
611.78,0.004718408012628133
611.98,0.00239182376483772
612.17,0.006871102031534315
612.37,0.004403555358600557
612.56,0.003489358402791242
612.76,0.005300715322443353
612.95,0.004552771132331997
613.15,0.003401380576762309
613.34,0.0037399518773258682
613.54,0.003521831291176241
613.73,0.005624350372161615
613.93,0.006746586626593702
