Wavelength [nm],#8-IR-cutoff-700.csv
580.51,0.9457293483068382
580.7,0.9460981936129288
580.9,0.9403868987630147
581.1,0.9385303592965086
581.3,0.9565029979810319
581.49,0.9404944659637272
581.69,0.9118706828088441
581.89,0.9344337196090879
582.09,0.9439813950905066
582.29,0.9424119275703831
582.48,0.9589461115823809
582.68,0.9420561819989619
582.88,0.9315889701790483
583.08,0.9541932698332825
583.27,0.9328103629980294
583.47,0.9384931067476875
583.67,0.9397199668014027
583.87,0.9342258028862908
584.06,0.9531755585100896
584.26,0.952164856394625
584.46,0.9357104306209127
584.66,0.9198241080951352
584.85,0.9432107588118263
585.05,0.9179105759081214
585.25,0.9290166400031301
585.45,0.9373547076015517
585.64,0.9308207164923771
585.84,0.9296906185428441
586.04,0.9333423885699446
586.24,0.9290094082983166
586.43,0.9121750317193758
586.63,0.9097840441586623
586.83,0.9166391234136518
587.03,0.908772993035679
587.22,0.9079440918610433
587.42,0.9146801727701404
587.62,0.9249822375289598
587.82,0.911131703083097
588.01,0.8962204510584892
588.21,0.9118017622618904
588.41,0.909876012748444
588.6,0.9052514767540029
588.8,0.9002219821903944
589.0,0.9019614350446234
589.2,0.8976957929712862
589.39,0.8906701958152197
589.59,0.9062394285576625
589.79,0.8718508493952104
589.98,0.8957502688053607
590.18,0.9018153430362882
590.38,0.891794703394945
590.58,0.9177583869380928
590.77,0.8990853079465496
590.97,0.8890073721559418
591.17,0.8890790722356351
591.36,0.8830520305225773
591.56,0.8959748975472995
591.76,0.889422555677252
591.96,0.8793586003699642
592.15,0.90647490434903
592.35,0.8960046122372567
592.55,0.8862419767272898
592.74,0.8915902441128878
592.94,0.8955703768297153
593.14,0.8882030693345214
593.33,0.8915422304756458
593.53,0.8999669480963822
593.73,0.8826307534851644
593.92,0.8901318633629878
594.12,0.8987492061092548
594.32,0.9042985040143245
594.51,0.8949842641041328
594.71,0.8878596427495379
594.91,0.893027501197264
595.11,0.9084136513642279
595.3,0.8901475114260556
595.5,0.8782629274021495
595.7,0.9044194007074399
595.89,0.8988977341694986
596.09,0.8967900998588816
596.29,0.8760498033409416
596.48,0.8873262571432673
596.68,0.9038503834870069
596.88,0.9138628641905185
597.07,0.8984142066945249
597.27,0.9029440723273449
597.47,0.9187708814829895
597.66,0.8860018395892904
597.86,0.8937517430870459
598.06,0.8977540555273974
598.25,0.9001631685265147
598.45,0.8878831290190008
598.64,0.8971798686690562
598.84,0.8991065022066915
599.04,0.9016982617830334
599.23,0.9068078151044857
