Wavelength [nm],#23-Edmund-46158.csv
493.59,0.005321867765116215
493.79,0.0052623570952628354
493.99,0.0009057609612857226
494.2,0.0034717960917429016
494.4,0.006424905658167857
494.6,0.0049615510543076415
494.81,0.008108515761935232
495.01,0.00396136576571751
495.22,0.008180802081262291
495.42,0.0029584861308359586
495.62,0.005554972665685486
495.83,0.0032584666598340657
496.03,0.005625467434071479
496.23,0.006975362520812405
496.44,0.0010320154245862965
496.64,0.006005056712552905
496.84,0.00561655999512446
497.05,0.004176937786387582
497.25,0.006639789587221828
497.45,0.001932482936794381
497.66,0.006786576897784668
497.86,0.009517921641032502
498.06,0.005563702161104193
498.27,0.003709182229729404
498.47,0.0048578162869271
498.67,0.005523874590231372
498.88,0.005411759669795406
499.08,0.0018986492591872614
499.28,0.009929058858020373
499.49,0.007610405665112275
499.69,0.011313566060285472
499.89,0.005922633874572729
500.1,0.010312803942364423
500.3,0.006848621146804082
500.5,0.0033875511426952427
500.7,0.005875905040919288
500.91,0.010989675978934734
501.11,0.008964714402042197
501.31,0.008714728937349925
501.52,0.0031825857269374563
501.72,0.007512307688189176
501.92,0.011305752133468341
502.13,0.011282538076012157
502.33,0.00620337421104923
502.53,0.008302795258537488
502.74,0.01446942023477725
502.94,0.013988543062054425
503.14,0.012099959588585736
503.34,0.010847795615059658
503.55,0.013394887880927388
503.75,0.016496575960339193
503.95,0.01456774707304944
504.16,0.017922256350328084
504.36,0.014282636018955868
504.56,0.01769183562862475
504.76,0.011660415020628591
504.97,0.01940569759130147
505.17,0.014534776316604287
505.37,0.021081346232740862
505.58,0.01631929469549847
505.78,0.019954797536808126
505.98,0.025315148454889056
506.18,0.026513042096608243
506.39,0.02227833190356078
506.59,0.0218103566053998
506.79,0.023486697832940103
507.0,0.022772707036412036
507.2,0.025978195735320595
507.4,0.027803431209774927
507.6,0.02624775131990196
507.81,0.02607345553529086
508.01,0.02734879994978307
508.21,0.028484375506458992
508.41,0.030993978828548135
508.62,0.030624234876285617
508.82,0.03640111080249986
509.02,0.036325827744674244
509.23,0.034887022112896154
509.43,0.03945499543339383
509.63,0.033636600611574564
509.83,0.04073125652152572
510.04,0.040858223053166054
510.24,0.04608765472555372
510.44,0.037600420766729405
510.64,0.0463583833605117
510.85,0.0449887044142432
511.05,0.044152495946905804
511.25,0.04619902868531088
511.45,0.04556882900070407
511.66,0.04802621774436571
511.86,0.05069491465443007
512.06,0.044223236594954037
512.26,0.040032646664535515
512.46,0.05149656510875377
512.67,0.05264870999834425
512.87,0.05367852947980785
513.07,0.05338897120048481
513.27,0.05042262659020364
513.48,0.05579544577489007
513.68,0.0538577726697663
513.88,0.05274250249874546
514.08,0.05782593013522434
514.29,0.05502336040688782
514.49,0.06049750349592268
514.69,0.056977923653024544
514.89,0.05606260845478546
515.09,0.05841843970047324
515.3,0.05783230619219373
515.5,0.06006366877302142
515.7,0.05204933085597119
515.9,0.05428712356405856
516.11,0.0565726212925468
516.31,0.05797213865868594
516.51,0.05954016723672851
516.71,0.0577701149930837
516.91,0.061243358677554184
517.12,0.055562258661354946
517.32,0.05732311334504812
517.52,0.05831230174198011
517.72,0.06075914061130604
517.92,0.06319691387261839
518.13,0.06417205775171675
518.33,0.06104938103317933
518.53,0.06030817377660298
518.73,0.06112783863950625
518.93,0.06490591311924249
519.14,0.06144795357515875
519.34,0.05652437780730792
519.54,0.060783323174572475
519.74,0.06355098358060877
519.94,0.0633175424696978
520.15,0.06724096190241613
520.35,0.06378491699575853
520.55,0.06371006195332679
520.75,0.06625247275522789
520.95,0.06863618305677403
521.16,0.06474924595620553
521.36,0.06338732734813794
521.56,0.06601605272085696
521.76,0.06729332203520083
521.96,0.06616721691365215
522.16,0.06670099607669643
522.37,0.06542275837248777
522.57,0.06841118486964276
522.77,0.07371549540517693
522.97,0.07111331777607988
523.17,0.06878244926295053
523.37,0.07011181470683153
523.58,0.07609064673230855
523.78,0.06802687821272052
523.98,0.07131155626991557
524.18,0.07116926410004525
524.38,0.07476292649095742
524.58,0.07368589330417123
524.79,0.0743047284109842
524.99,0.07655446642284128
525.19,0.0803371028111496
525.39,0.07458380842460316
525.59,0.07299889861024
525.79,0.07755747041927673
526.0,0.07667807343407468
526.2,0.06805767974521355
526.4,0.08301175584216873
526.6,0.07920879677905786
526.8,0.07359347355462191
527.0,0.0720389586823593
527.2,0.07950934771905693
527.41,0.07765523198731543
527.61,0.0807612103400796
527.81,0.08094074235373215
528.01,0.08132354130181871
528.21,0.07864269646402104
528.41,0.08046904730564827
528.61,0.08300408988876816
528.82,0.08008127352841102
529.02,0.0850777577293246
529.22,0.08729917673691633
529.42,0.08134446219364262
529.62,0.0789349918643648
529.82,0.08255127957231882
530.02,0.08153185595673038
530.22,0.08580213504073708
530.43,0.08531054887592691
530.63,0.08092542563999038
530.83,0.08685250526264973
531.03,0.08250998866934295
531.23,0.08301175584216873
531.43,0.08298010442734412
531.63,0.07924934039956263
531.83,0.08818391439102509
532.03,0.08346136866030303
532.24,0.0855018269952865
532.44,0.08874005200535813
532.64,0.08468964076223756
532.84,0.08642219740579966
533.04,0.07872273640715362
533.24,0.08845440878388133
533.44,0.0860468070620104
533.64,0.08846387677224034
533.84,0.08265378881934711
534.04,0.08626190254680333
534.25,0.084334502124775
534.45,0.07990648478176811
534.65,0.08096862055551951
534.85,0.08537408158196562
535.05,0.08544651268683316
535.25,0.08433581576875587
535.45,0.08599356493478866
535.65,0.0808673419358957
535.85,0.07789212104732256
536.05,0.08699336944430824
536.25,0.08181682756581728
536.46,0.08240561840183207
536.66,0.08158573607009639
536.86,0.08304791569940906
537.06,0.0805826542219596
537.26,0.08438335213172193
537.46,0.07936907214413844
537.66,0.08262310579118533
537.86,0.08121136677973466
538.06,0.07910619085078036
538.26,0.07406929152453924
538.46,0.0785186950108095
538.66,0.07963744706765152
538.86,0.08194348110687265
539.07,0.07646053287708096
539.27,0.07489886149205788
539.47,0.07801513283354151
539.67,0.07719523749577617
539.87,0.07612634076795745
540.07,0.07872432050206862
540.27,0.07427787403308887
540.47,0.07632123519292983
540.67,0.07634082099098734
540.87,0.07581757879209046
541.07,0.07594991666728598
541.27,0.07712581564696297
541.47,0.06987198385801109
541.67,0.07428776063926057
541.87,0.07419604752149371
542.07,0.07061875624736383
542.27,0.07820088790698757
542.47,0.07524880315862674
542.67,0.07183975435816468
542.87,0.06778753476344562
543.08,0.06878527737512864
543.28,0.07244389597330775
543.48,0.0701402059898429
543.68,0.06754649516180808
543.88,0.07028221568751107
544.08,0.06855909751993293
544.28,0.07120854240019955
544.48,0.06526410064420746
544.68,0.06743494069033965
544.88,0.06657822759952954
545.08,0.06740138166708076
545.28,0.06831943117221728
545.48,0.06323594410400016
545.68,0.06505615676447726
545.88,0.06667798117128823
546.08,0.06588262252190563
546.28,0.06716331512466127
546.48,0.061210904204058315
546.68,0.06525698769934153
546.88,0.06262640135972669
547.08,0.06780370549904916
547.28,0.06222382777125576
547.48,0.058188730056075805
547.68,0.06006890859260156
547.88,0.05798132184185271
548.08,0.06037233570017174
548.28,0.05523260346202447
548.48,0.058170631354894094
548.68,0.05785012745241468
548.88,0.05728801042195597
549.08,0.056769855182736834
549.28,0.0573772144655397
549.48,0.05645678904059259
549.68,0.056484595127507725
549.88,0.06103445185391571
550.08,0.06135103002949242
550.28,0.049879619577573135
550.48,0.05585753570911661
550.68,0.048305622784685774
550.88,0.05457104961287461
551.08,0.050386159781005205
551.28,0.051797445170212966
551.48,0.05345708633912204
551.68,0.04892571275419112
551.88,0.04942643927123175
552.08,0.04917404108721211
552.28,0.0480646356057913
552.48,0.04522436954290657
552.68,0.05032811772743732
552.88,0.047117631161961854
553.08,0.04600602428013091
553.28,0.046694766691029795
553.48,0.0425579513732898
553.68,0.04412316928799059
553.88,0.043225389882148815
554.08,0.0439470440199253
554.28,0.04241820440274828
554.47,0.04829452693445719
554.67,0.04504218290886926
554.87,0.04439197263496767
555.07,0.04111734220747709
555.27,0.04277328705550582
555.47,0.045582566989765184
555.67,0.04164452215445025
555.87,0.037816803069964634
556.07,0.03927180002499358
556.27,0.0388228134877093
556.47,0.03816199062058583
556.67,0.03425457791033155
556.87,0.03863434088985343
557.07,0.03738747896304175
557.27,0.03996875140448771
557.47,0.03346846401378194
557.67,0.03618089461541804
557.87,0.032778142541166906
558.07,0.03198943528618805
558.26,0.037701534283903146
558.46,0.03950749834856175
558.66,0.03538251786616356
558.86,0.03232378744397394
559.06,0.03418824783282671
559.26,0.033920278153606036
559.46,0.029231129299401304
559.66,0.028755683759584354
559.86,0.03235980291100863
560.06,0.0295292112457022
560.26,0.028629407276077438
560.46,0.03336586230403172
560.66,0.028678314389414768
560.86,0.026639309757524498
561.05,0.027872656841355363
561.25,0.03125188793604844
561.45,0.028348621311990244
561.65,0.028028181643229812
561.85,0.024454435793398403
562.05,0.026070663605098365
562.25,0.02676050994215583
562.45,0.026042761567055643
562.65,0.02528187200527062
562.85,0.02506742298047312
563.05,0.023838603125110325
563.24,0.02584848911075514
563.44,0.028451152530465262
563.64,0.023206996669354683
563.84,0.019879796250634015
564.04,0.0212230286579729
564.24,0.023471931109676707
564.44,0.023962591663064404
564.64,0.02098376850280334
564.84,0.015851403089550783
565.03,0.016028381025990985
565.23,0.021253050048389475
565.43,0.0196012172245259
565.63,0.020385450511245504
565.83,0.017145614179178596
566.03,0.021019743448685374
566.23,0.016547546668942648
566.43,0.018883584640485132
566.63,0.01911176581007862
566.82,0.017032914053452097
567.02,0.012870314197997846
567.22,0.01681097645980864
567.42,0.016150034367938347
567.62,0.015623039385048021
567.82,0.018620592934357253
568.02,0.019273566612550676
568.22,0.014473297698202112
568.41,0.014954606905723063
568.61,0.014157134000401183
568.81,0.017284559626069642
569.01,0.013294199560515961
569.21,0.01440303235137754
569.41,0.013655919505923654
569.61,0.014016165545910859
569.8,0.014247520356224752
570.0,0.012702842074219204
570.2,0.013442398906385811
570.4,0.013925903787140549
570.6,0.016911694827107953
570.8,0.01209577485072976
571.0,0.0151185547807563
571.19,0.016630146743690507
571.39,0.012357018385114755
571.59,0.012163652133179869
571.79,0.009844037302774559
571.99,0.012873193088108685
572.19,0.011095031688981046
572.38,0.016547329235582057
572.58,0.01483012827661221
572.78,0.011087574255938147
572.98,0.009540425089976231
573.18,0.010497075056436359
573.38,0.008797449020012825
573.57,0.011968480701892843
573.77,0.009808232139063637
573.97,0.010821333951688685
574.17,0.006931416238993667
574.37,0.009096479205697226
574.57,0.008655486448249651
574.76,0.010058241223123458
574.96,0.011076177239360576
575.16,0.010027238824472881
575.36,0.008300596293512182
575.56,0.011006349670791761
575.75,0.009412963699856731
575.95,0.009569169807455192
576.15,0.007785834040534427
576.35,0.0080373072371094
576.55,0.00870535080040684
576.74,0.005249242874751047
576.94,0.007158779134893567
577.14,0.010158041820286505
577.34,0.008535446827298638
577.54,0.007203190675986198
577.74,0.006781291158655732
577.93,0.008284690915444736
578.13,0.008683175068982049
578.33,0.00848103745771874
578.53,0.009061333187373535
578.72,0.0096880884513836
578.92,0.00987264195154037
579.12,0.005690225017372175
579.32,0.004496031860945646
579.52,0.007468135896451894
579.71,0.00784508430719663
579.91,0.006336342916199048
580.11,0.004802451231896686
580.31,0.00855400833736076
580.51,0.011256564465208974
580.7,0.00692611672330427
580.9,0.008331823024558472
581.1,0.009385911823977277
581.3,0.0074688467094106824
581.49,0.008491385553334419
581.69,0.006076829354515697
581.89,0.00715254443718839
582.09,0.007105533822659345
582.29,0.007313800659963796
582.48,0.0073283293675219996
582.68,0.004951763838850931
582.88,0.007519651740023523
583.08,0.013064537798004754
583.27,0.006354359972239112
583.47,0.008857669862505952
583.67,0.0072515029435977416
583.87,0.0069035867217241125
584.06,0.007096180454911811
584.26,0.006824024385008376
584.46,0.007166620988264869
584.66,0.008454092071654241
584.85,0.006281376323661841
585.05,0.006970695335529742
585.25,0.006420498643549502
585.45,0.006678805403726648
585.64,0.003665856259359591
585.84,0.008327117760917772
586.04,0.006506154295254075
586.24,0.009035025335735131
586.43,0.0063854073509972365
586.63,0.006501465548090078
586.83,0.005289315340429557
587.03,0.005728126343917527
587.22,0.0031154942687293807
587.42,0.006599991847286885
587.62,0.007068267518142317
587.82,0.005481263722127078
588.01,0.008854298893721394
588.21,0.006807065130169455
588.41,0.008262569301271186
588.6,0.0044799086434027385
588.8,0.006002874711890935
589.0,0.005542275058153162
589.2,0.007397853005300352
589.39,0.010671552157165462
589.59,0.0037231835271947155
589.79,0.007989106222734039
589.98,0.006214894288949707
590.18,0.005326232142838971
590.38,0.0033529137677140797
590.58,0.005953342006077781
590.77,0.004545965190220393
590.97,0.0017170599519758265
591.17,0.008012922541748766
591.36,0.009146949630129103
591.56,0.006527850574164963
591.76,0.0035899152081831976
591.96,0.0069716339794137295
592.15,0.005064042090774204
592.35,0.003526546939433244
592.55,0.00580130844274603
592.74,0.005853491821727861
592.94,0.007731094023820824
593.14,0.004775373237685705
593.33,0.004810576342464758
593.53,0.0016364229956345245
593.73,0.00403016168335035
593.92,0.004648096586062339
594.12,0.006459151959133401
594.32,0.004539280969708975
594.51,0.006595433287336699
594.71,0.004097796907974748
594.91,0.0051464833809736
595.11,0.0025414030395007345
595.3,0.00414709212126295
595.5,0.003232157823437851
595.7,0.0055510694697894335
595.89,0.005014899632847951
596.09,0.004317092968040684
596.29,0.00417493854507636
596.48,0.00468433410576493
596.68,0.006205031653082355
596.88,0.005736679399550375
597.07,0.006311342279869355
597.27,0.003683573237244209
597.47,0.006322481092260875
597.66,0.006667420578366608
597.86,0.0031931188837845377
598.06,0.00443263929964501
598.25,0.005554180047079347
598.45,0.00329215441643133
598.64,0.0028404851794139804
598.84,0.005134574052770812
599.04,0.004208945632648716
599.23,0.0050012731894700825
599.43,0.0035828941677719123
599.63,0.0032787648356544514
599.82,0.0007805081754502872
600.02,0.0071411895712229475
600.22,0.004040275039592024
600.41,0.00454809794999759
600.61,0.004997090493224433
600.81,0.003985819256536698
601.0,0.0010607289792554178
601.2,0.002318628168467119
601.39,0.004371814599548478
601.59,0.003456923520586403
601.79,0.003544600822267852
601.98,0.004615080538239266
602.18,0.008272432778055346
602.38,0.006727038129362684
602.57,0.0011490538616926293
602.77,0.0051638973904295895
602.96,0.004940573908608023
603.16,0.009413376678892369
603.36,0.001353782869111107
603.55,0.0012536651713069052
603.75,0.001961474395184681
603.95,0.00170234293441488
604.14,0.006853250418835157
604.34,0.005259266530140368
604.53,0.002526212305700471
604.73,0.0039041536398701847
604.93,0.0032955189163988946
605.12,0.005883768408730028
605.32,0.001349113116578736
605.51,0.0035676103015372953
605.71,0.004497875233781033
605.91,0.003158304448947889
606.1,0.003501053262166532
606.3,0.0034268893536150476
606.49,0.0026136042808295548
606.69,0.003590750634754268
606.89,0.004214514515265589
607.08,0.0035416639760617328
607.28,0.0031641152558101065
607.47,0.004198840560647026
607.67,0.004093382618424273
607.87,0.004716301712786491
608.06,0.006095286279922063
608.26,0.0012202779235920326
608.45,-0.0001402229776299773
608.65,0.003662066543436878
608.84,0.006044227956917503
609.04,0.002854410699097352
609.24,0.001997713518223903
609.43,0.0029950614478458605
609.63,0.002357089252614694
609.82,0.003433559893708932
610.02,0.002954349974742772
610.21,0.005031417624038446
610.41,0.0008352437988778646
610.61,0.005290812265928843
610.8,0.00362971664030985
611.0,-4.642274828353912e-05
611.19,0.0024067013254347428
611.39,0.001616104775204078
611.58,0.0022967584152835123
611.78,0.00374774594047093
611.98,0.00239182376483772
612.17,0.0040691160735911915
612.37,0.002309583342879447
612.56,0.001075247140918786
612.76,0.0013789618703096175
612.95,0.002872168915477039
613.15,0.0006438227884749245
613.34,0.0027075580450743922
613.54,0.0009741625455426369
613.73,0.002747497743898638
613.93,0.003096168098811098
614.13,0.0030901344584889127
614.32,0.003047784291781687
614.52,0.0018040814130651313
614.71,0.005656417120893178
