Wavelength [nm],#9-632-∆10.csv
400.08,0.03439866699700274
400.29,0.06504281981442235
400.5,0.04632879754240796
400.71,0.008489476063696247
400.92,0.0020707707418827857
401.13,0.020182477621431747
401.34,0.043620898543643385
401.54,0.042133574694142084
401.75,0.039500157752365046
401.96,0.06960544429472747
402.17,-0.008124924010551243
402.38,0.015855811062771962
402.59,0.024417614919709608
402.8,0.03662440972168351
403.01,0.018168234455122816
403.22,0.08540489503267785
403.43,0.017190513732081907
403.63,0.030265446423813198
403.84,0.013626044421560188
404.05,0.0633396207398022
404.26,0.020237809554730597
404.47,0.04693338818608802
404.68,0.021873123107133623
404.89,-0.025124745752791177
405.1,0.06463835553396574
405.31,0.01676627940814367
405.52,0.04095302735974916
405.72,0.060402443889603655
405.93,0.026743295379251086
406.14,0.023337832740229745
406.35,0.020996593040264536
406.56,0.012563388791782702
406.77,0.009380405475591574
406.98,0.019119876069464612
407.19,0.026890415587340965
407.39,0.02160241924450509
407.6,0.0420040636727253
407.81,0.052054946631072005
408.02,0.015952258234900776
408.23,-0.001856503221579072
408.44,0.0029022977580067124
408.65,-0.005466426415995437
408.86,0.05602511784833022
409.06,0.03469360965137013
409.27,-0.011933776326162807
409.48,-0.02769814484677302
409.69,0.03315893450274628
409.9,0.029150758656742683
410.11,0.043195926305270055
410.32,0.06679487679266781
410.52,0.05858724200276426
410.73,0.028994942980570444
410.94,0.0005297788274498668
411.15,0.023383090709628157
411.36,-0.007218335765958842
411.57,0.04330495798949446
411.78,0.03305908509496472
411.98,0.03849606765047809
412.19,-0.009653712261558148
412.4,-0.007218335765958842
412.61,0.0015610269954619948
412.82,0.0005291838853408425
413.03,0.021441485830246944
413.23,0.022681276319373198
413.44,0.021491380428823186
413.65,0.002549042161231595
413.86,0.013712608718007582
414.07,0.030780270271285687
414.28,0.04665425428247992
414.48,-0.003910126869865672
414.69,0.03890383206007287
414.9,0.016789697426308457
415.11,0.03325364051293201
415.32,0.03893230480589912
415.53,0.020125893730224574
415.73,0.03367810826728466
415.94,-0.010705729595289
416.15,0.008940876319775892
416.36,0.014113807411539067
416.57,0.011652166923046044
416.78,0.03143076586287122
416.98,0.01468457189161965
417.19,0.033623496337730985
417.4,0.04068999889667141
417.61,0.006751609089715002
417.82,0.008884613208081078
418.02,0.008747005404200831
418.23,0.0217877727121744
418.44,0.020725725859870703
418.65,0.011664014922916592
418.86,-0.000584625541375139
419.07,0.011771741176731194
419.27,0.02088391633419151
419.48,0.011526202213379307
419.69,0.050870273305225165
419.9,0.007071866094198519
420.11,0.006039567729438145
420.31,0.008526893205641185
420.52,0.03102925556598232
420.73,-0.010705729595289
420.94,0.023610132609608595
421.15,-0.0004818139804717486
421.35,0.03736138018856043
421.56,0.02731690642726083
421.77,0.04321010365207157
421.98,0.0094550745914765
422.19,0.006681894998792916
422.39,0.011639344812652578
422.6,0.005340533632019364
422.81,0.007683849559687722
423.02,0.012440479821448474
423.22,0.015502747429469138
423.43,0.003345849932562959
423.64,0.03360700154385682
423.85,0.024627460085585053
424.06,0.012836200484656578
424.26,0.021589628853874138
424.47,0.011815786872786919
424.68,0.008552719982858283
424.89,0.019405134607069628
425.09,0.022036791691906057
425.3,0.020701813686990735
425.51,-0.0023318064368471492
425.72,0.01043339996662886
425.93,0.0344585025169498
426.13,0.014634957060352054
426.34,-0.0188605516671971
426.55,0.024833787756613226
426.76,0.017148143102885725
426.96,0.023145742013722083
427.17,0.009867963003648303
427.38,0.014766156832773873
427.59,0.030176173033315924
427.79,0.010627634301479073
428.0,0.015016463386356291
428.21,0.014433406337385733
428.42,0.005486545915893328
428.62,0.0027759319508329546
428.83,0.021342134213421373
429.04,0.018662981387045068
429.25,0.018942892051855766
429.45,0.027897778871697407
429.66,0.00885486517780539
429.87,0.010302217771244926
430.08,0.03562054311027879
430.28,0.00849840069975441
430.49,-0.0012215838049604612
430.7,-0.008522073830798806
430.91,0.012024569216744163
431.11,0.04991264136285618
431.32,0.002830252317727383
431.53,0.011915657404856929
431.74,0.01348638449940443
431.94,0.010217305305086856
432.15,0.026512464134804726
432.36,0.00769098200958674
432.56,0.016421946918236948
432.77,0.020673032353759186
432.98,-0.004982007131269682
433.19,0.0011580136526695495
433.39,0.012206370243815252
433.6,0.0003466222849023793
433.81,0.0011066226903648363
434.02,0.013438784830268306
434.22,0.01979199444888214
434.43,-0.007140488917281894
434.64,0.005586081324952896
434.84,0.01720169881604862
435.05,0.026323835997220317
435.26,0.0018285428350132973
435.47,0.014536499692512644
435.67,0.01513616162260932
435.88,0.02466685714432804
436.09,0.03770916865074751
436.29,0.03201663407755468
436.5,0.024263806640538448
436.71,0.0010894145661919524
436.92,-0.010156637019043352
437.12,0.01281414621851678
437.33,0.0003357553855420422
