Wavelength [nm],#35-FBH650 ∆10.csv
436.92,0.03388479421431286
437.12,0.018364031552495604
437.33,0.00674842694757349
437.54,0.030839003373968988
437.74,0.023554424903833183
437.95,0.02215329736571642
438.16,0.05743797802260821
438.36,0.02684256747335438
438.57,0.009198694252105656
438.78,0.03848236588816884
438.99,0.03006929040757286
439.19,0.04207652227826069
439.4,0.011095683611876454
439.61,0.03164598821757079
439.81,0.0184581874829469
440.02,0.0028856444412459366
440.23,0.027714205907137367
440.43,0.024644480246799695
440.64,0.0383585961725829
440.85,0.012343186248705012
441.05,0.03933559030004431
441.26,0.02096985887682214
441.47,0.012302082609622723
441.67,0.025414100070701412
441.88,0.025165411033517975
442.09,0.037184288122759646
442.29,0.04805641893671654
442.5,0.02488702776870948
442.71,0.043375185140847906
442.91,0.0173074345062125
443.12,0.03281617301363425
443.33,0.004962713937890837
443.53,0.03813296507845949
443.74,0.01661230064223396
443.95,0.024230145678604598
444.15,0.03361443402864876
444.36,0.030060209651836988
444.57,-0.004724764946894339
444.77,0.03304794481000148
444.98,0.03273269632411983
445.19,0.03704294520469904
445.39,0.024451501900114338
445.6,0.034399881873218185
445.81,0.020512831489968363
446.01,0.0021540707472728366
446.22,0.017026162369438987
446.43,0.03536856427118255
446.63,0.019543656592817777
446.84,0.039334547882858666
447.05,0.019937786994519355
447.25,0.04550650139354309
447.46,0.01759142987320393
447.67,0.033369324661211244
447.87,0.013967048468333888
448.08,0.025325925910402617
448.28,0.020313924050632936
448.49,0.03570824463936982
448.7,0.012380755550237696
448.9,0.02398779296127809
449.11,0.01624102299092572
449.32,0.030542875614677844
449.52,0.02765096912917277
449.73,0.022770048038513836
449.93,0.023843761495502148
450.14,0.021140666508370442
450.35,0.03840988099358495
450.55,0.019465997786671095
450.76,0.026450857436772952
450.97,0.03653080533397377
451.17,0.020810034332322133
451.38,0.02260055734173124
451.58,0.02500555937946738
451.79,0.025991409531759876
452.0,0.029821022854070206
452.2,0.005228470042038271
452.41,0.02970934167802947
452.62,0.028021540298410173
452.82,0.022244500231908555
453.03,0.033504709098708625
453.23,0.02414983327766157
453.44,0.025829006703976844
453.65,0.02641000446270442
453.85,0.036566476009088904
454.06,0.01760462435862184
454.26,0.03976209583007304
454.47,0.024235682112794713
454.68,0.035689798693234624
454.88,0.034415819130256105
455.09,0.012745908123978151
455.29,0.019677253452107187
455.5,0.020769176898573074
455.71,0.016337958832035957
455.91,0.014523733000652324
456.12,0.008311287776165311
456.32,0.02760296272980339
456.53,0.007879907313643053
456.73,0.03464555584903502
456.94,0.006450172556534378
457.15,0.01873343655309329
457.35,0.01712191707810229
457.56,0.02106262250336506
457.76,0.022083748298263105
457.97,0.02320586415730277
458.18,0.021708074477062855
458.38,0.011610960746945136
458.59,0.02613797020841212
458.79,0.01612698639559087
459.0,0.026737320988989455
459.2,0.025065470820596833
459.41,0.0055164134490471445
459.62,0.012878420639073487
459.82,0.024400456322065462
460.03,0.027552474356517337
460.23,0.01533638687581072
460.44,0.015148812976484642
460.64,0.019257848713387305
460.85,0.017200696812331284
461.06,0.02323169361799888
461.26,0.015385734670897417
461.47,0.011928621150990096
461.67,0.013925959290101592
461.88,0.005716886333393263
462.08,0.020602384620887874
462.29,0.021877244446752007
462.49,0.01100658370823193
462.7,0.004519853538205913
462.91,0.009718254300297663
463.11,0.007206926455983308
463.32,0.021217699103896672
463.52,0.028930695786219884
463.73,0.022580334641537796
463.93,0.022998473653435814
464.14,0.02677179919994452
464.34,0.024785137013100925
464.55,0.03345648509832972
464.75,0.012888110300636925
464.96,0.021822354336869427
465.16,0.00798885967485862
465.37,0.00908489365569898
465.58,0.009759323575444335
465.78,0.017646375861386017
465.99,0.013650804637480548
466.19,0.026015797832132443
466.4,0.01312869222423046
466.6,0.01075422811122203
466.81,0.01952705149047644
467.01,0.0048068457691577285
467.22,0.008598228602495386
467.42,0.020038148644914315
467.63,0.014198793733147658
467.83,0.012474620011764942
468.04,0.0012835126482523757
468.24,0.016825793604840773
468.45,0.011009167598630666
468.65,0.00914228496250037
468.86,0.01697540193898015
469.06,0.010846643169119128
469.27,0.010130409017663915
469.47,0.030077296975363602
469.68,0.018942041357793444
469.88,0.007861273131107224
470.09,0.007486736121015007
470.29,0.015560579543962654
470.5,0.017435362936915003
470.7,0.018790833338233837
470.91,0.012255625740461224
471.11,0.021985068855774677
471.32,0.01648757187245332
471.52,0.020322082846248143
471.73,0.0010788668432356288
471.93,0.003902780576377777
472.14,0.01371099663407954
472.34,0.014019308295025436
472.55,0.011610087412801758
472.75,0.00798415104247474
472.96,0.020197996069375206
473.16,0.010556278303284542
473.37,0.015774863877012064
473.57,0.014617120300823813
473.78,0.015519277207803812
473.98,0.0026556286113977308
474.19,0.016136797954979784
474.39,0.015110628613338013
474.6,0.009168851298438148
474.8,0.022014828599194902
475.01,0.006627534587604845
475.21,0.024355656959063297
475.42,0.014739993828728738
475.62,0.01745545562118653
475.83,0.014700316960987595
476.03,0.014462687840969529
476.24,0.0077568304698885145
476.44,0.012748766883796479
476.64,0.008280873916619589
476.85,0.00954035897440473
477.05,0.008391993109637048
477.26,0.006892841896059528
477.46,0.006655289639398891
477.67,0.015153905301387938
477.87,0.010698051157664586
478.08,0.007315192301215639
478.28,0.004976629691004736
478.49,0.011902164648230318
478.69,0.0030229814601514986
478.9,0.008296447612741589
479.1,0.015679130609644043
479.3,0.006704678196623698
479.51,0.009115385697154423
479.71,0.011412448035580234
479.92,0.009636691143589131
480.12,0.006529391335336844
480.33,0.007775222007212961
480.53,0.011666827961676314
480.74,0.006509982933399141
480.94,0.0023329152625230993
481.14,0.008472999216249512
481.35,0.0076526680524466985
481.55,0.007336204742002915
481.76,0.015884360512386356
481.96,0.014182092741115454
482.17,0.0033047779820799825
482.37,0.012461943665876699
482.57,0.013335771989663934
482.78,0.009844615256829477
482.98,0.011352000347457642
483.19,0.008682709370075216
483.39,0.012262308809445144
483.6,0.00873710671271512
483.8,0.0066765529253834085
484.0,0.0076218806055030125
484.21,0.00825877938550212
484.41,0.006329091031412526
484.62,0.006698972440261804
484.82,0.008821704701443122
485.02,0.006242468047396815
485.23,0.0008536988235714356
485.43,0.003999479948135376
485.64,0.008141753535253241
485.84,0.005880805221149802
486.05,0.010154139376300426
486.25,0.005436062903111716
486.45,0.008929095969638732
486.66,0.011986904893276225
486.86,-0.001578096473543415
487.07,0.007275169547319107
487.27,0.009690577405087001
487.47,0.006759599210902302
487.68,0.005042005710796053
487.88,0.010727737222905294
488.09,0.006707273524940577
488.29,0.0013867773417808643
488.49,0.01148057583347712
488.7,-0.0002770792844443707
488.9,0.006055581428707747
489.1,0.003450832490228598
489.31,0.010867415495971705
489.51,0.00969357832651412
489.72,0.007331642182284384
489.92,0.007745614546192702
490.12,0.008911711746043851
490.33,0.00923913415048757
490.53,0.007608548520629971
490.74,0.013608187743710703
490.94,0.008597473883128039
491.14,0.006976027539528866
491.35,0.008815873377713572
491.55,0.006683839702361126
491.75,0.005799846878716451
491.96,0.008717329812853697
492.16,0.005153720309527423
492.36,0.003968439804089841
492.57,0.003630286159480807
492.77,0.008419628878648977
492.98,0.00720739955711917
493.18,0.005175786853891844
493.38,0.00466628817557271
493.59,0.009419240199763125
493.79,0.00769328975143277
493.99,0.0037201109304088615
494.2,0.005573835139415681
494.4,0.006750454509524945
494.6,0.005775688224120841
494.81,0.006662609808235429
495.01,0.007037057956592102
495.22,0.00493903317157529
495.42,0.0027983188193710326
495.62,0.005232676432551694
495.83,0.007237792487605408
496.03,0.001660656698162673
496.23,0.008857576333756688
496.44,0.00358365778620932
496.64,0.005068503688098652
496.84,0.007674997052459394
497.05,0.003230187925306664
497.25,0.008828496377555301
497.45,0.0033270812373018877
497.66,0.008503858830215408
497.86,0.0022406576605930035
498.06,0.0066616602186550244
498.27,0.005073341268209921
498.47,0.007481892155256903
498.67,0.004463665501308378
498.88,0.010293923144341586
499.08,0.0035733159550611084
499.28,0.005548906171659901
499.49,0.008841085676688636
499.69,0.00721176309218893
499.89,0.0038219420820057885
500.1,0.007714397404452485
500.3,0.0029326466472312743
500.5,0.008211571466917563
500.7,0.002898594184497962
500.91,0.006267454199066921
501.11,0.003924295597205912
501.31,0.008267599811926988
501.52,0.012224349633354826
501.72,0.008703054769547077
501.92,0.00845951111688287
502.13,0.010554362010373634
502.33,0.00415852518679213
502.53,0.004921173952525089
502.74,0.003301934911658579
502.94,0.007473375002996067
503.14,0.007461250668091935
503.34,0.0014853912712469433
503.55,0.004558753416199238
503.75,0.0071921828873845305
503.95,0.00810730835193744
504.16,0.0028493897736753923
504.36,0.00398452936170835
504.56,0.00902441064887732
504.76,0.007552115083065883
504.97,0.012478762121747748
505.17,0.0009361663597283041
505.37,0.007459088134425191
505.58,0.005627113116101713
505.78,0.006317409591241173
505.98,0.005405955217289099
506.18,0.007929590624149956
506.39,0.005762282173083577
506.59,0.010232476876999509
506.79,0.007498974660881388
507.0,0.004971808269003017
507.2,0.0032181141604421077
507.4,0.006041020818420949
507.6,0.00466142429681626
507.81,0.002832026633292118
508.01,0.0065745325416195315
508.21,0.004362840309273472
508.41,0.007932096762308907
508.62,0.0062289929995549735
508.82,0.007497273246225748
509.02,0.0035251988742861663
509.23,0.004096987014519619
509.43,0.007164390593032256
509.63,0.0026572909574052953
509.83,0.007629729457831887
510.04,0.0022323354694656636
510.24,0.004530809259503627
510.44,0.003587143607119308
510.64,0.00520763084689858
510.85,0.005379328480415013
511.05,0.005977739773220137
511.25,0.006143353798498571
511.45,0.0028569363629271276
511.66,0.005942807820379685
511.86,0.004784070399773518
512.06,0.0036106100971323666
512.26,0.0023894045380538896
512.46,0.004546172614137022
512.67,0.009372695920195526
512.87,0.004105582306155657
513.07,0.0028482198029770606
513.27,0.00448582889064792
513.48,0.0024720744188935404
513.68,0.005363563473982838
513.88,0.007220948893123614
514.08,0.006365820295220536
514.29,0.0023285584658631563
514.49,0.0034661942802574936
514.69,0.00589963248557503
514.89,0.00218404723693518
515.09,0.003535273453289953
515.3,0.005823847435843692
515.5,0.006389190060531331
515.7,0.0041831335873933305
515.9,0.005766754231103161
516.11,0.005709366339442803
516.31,0.005233364995627417
516.51,0.006177271988838562
516.71,0.003970329189418618
516.91,0.0016225558222025473
517.12,0.0059052692279782625
517.32,0.0026977970653737555
517.52,0.005773352284732972
517.72,0.0038498232032559134
517.92,0.00389041334402727
518.13,0.003279961483966761
518.33,0.007274758781011634
518.53,0.0013686407453233863
518.73,0.009920900641861111
518.93,0.005587169281872843
519.14,0.005669917728836415
519.34,0.0040962342974569825
519.54,0.008309823967125492
519.74,0.007641837517429364
519.94,0.0022726919664768533
520.15,0.001693834115410611
520.35,0.004557103753536816
520.55,0.0036690560892953267
520.75,0.009594729699134693
520.95,0.007164565536570972
521.16,0.0054744139489909275
521.36,0.006168472115310804
521.56,-5.9725385116998406e-05
521.76,0.003313804282100082
521.96,0.005355827511267047
522.16,0.005653473616518736
522.37,0.005370492224045382
522.57,0.0067195544195305665
522.77,0.006902635636244961
522.97,0.007136136850743141
523.17,0.00412067318437412
523.37,0.005322722911487961
523.58,0.002164558424882869
523.78,0.005246905113197897
523.98,0.008202154199548119
524.18,0.0038066735758540233
524.38,0.004214421241155926
524.58,0.00451733053937217
524.79,0.004438864903614182
524.99,0.004031987070917881
525.19,0.004548544438162643
525.39,0.002312595139327178
525.59,0.0026485523284718836
525.79,0.006373947396798326
526.0,0.0068889587306669
526.2,0.0034996307302237175
526.4,0.0056533303568764145
526.6,0.007139404808772984
526.8,0.0042227478776694265
527.0,-0.00016304395780191772
527.2,0.004523763455485551
527.41,0.0025979402072776737
527.61,0.005861866204829705
527.81,0.003760543995618995
528.01,0.0022666542932009573
528.21,0.003420981734561695
528.41,0.0031948954087569065
528.61,0.000694451146191814
528.82,0.0033944152189609306
529.02,0.006387262405882775
529.22,0.004267403192016036
529.42,0.003087456065081905
529.62,0.0019274042350344704
529.82,0.004645616533089979
530.02,0.005221528659179936
530.22,0.002058819166606132
530.43,0.002388911047384726
530.63,0.0018640999375563023
530.83,0.003297940140303589
531.03,0.0016293265134723486
531.23,0.004575914960145324
531.43,0.005160097036629991
531.63,0.003822135985249451
531.83,0.005272166541120641
532.03,0.006117250615563203
532.24,0.005337581768469345
532.44,0.00047777280231237843
532.64,0.0011347879357735799
532.84,0.005871541887993327
533.04,0.0032308027349120865
533.24,0.006686082884020509
533.44,0.0017574044912642185
533.64,0.004653075399842989
533.84,0.0037075912573117896
534.04,0.0046268273287949505
534.25,0.007182606268873343
534.45,0.00532426565091624
534.65,0.0032528760746759933
534.85,0.006859026586908115
535.05,0.007059294427381115
535.25,0.0032675263579559546
535.45,0.0008107260975346084
535.65,0.005074709397229736
535.85,0.0014423967588632338
536.05,0.002948672556804519
536.25,0.004498369164969035
536.46,0.004125391854366536
536.66,0.00015518458808357313
536.86,0.004787271735270809
537.06,0.007235154278854893
537.26,0.005700878199864779
537.46,0.001130011928981996
537.66,0.008697228927134395
537.86,0.0031555558465598014
538.06,0.007314933339379478
538.26,0.0037561636165216387
538.46,0.00676134180340602
538.66,0.002420041210818638
538.86,0.002708992393320756
539.07,0.0034652710892283355
539.27,0.006943236532976213
539.47,0.0006873697808707973
539.67,0.003409861980292257
539.87,0.0031357464764474596
540.07,0.005806874913479754
540.27,0.0078530041726515
540.47,0.006343954939616743
540.67,0.0028483676751490704
540.87,0.005331829116291877
541.07,0.0016822999437929589
541.27,0.005288510899454465
541.47,0.00466956951476276
541.67,0.004985395750277175
541.87,0.005934991046134062
542.07,0.0028346420296637875
542.27,0.002806988367342817
542.47,0.005588899595593099
542.67,0.002283572319690947
542.87,0.0032100411268756388
543.08,0.0012167868509182413
543.28,0.007524578458834519
543.48,0.0037442688309839143
543.68,0.0024189991531373264
543.88,0.0036188470065681567
544.08,0.004111723544547905
544.28,0.005384475166214159
544.48,0.005139851644237591
544.68,0.0032335455057305677
544.88,0.008820950517341615
545.08,0.005851161866946832
545.28,0.007898881935982129
545.48,0.006304946139293055
545.68,0.002775497026684226
545.88,0.0003688681405337965
546.08,0.006122119754747358
546.28,0.0035320344708344334
546.48,0.004891979977681458
546.68,0.002582041395403037
546.88,0.0056712505937358765
547.08,0.003470085266380079
547.28,0.005845554690867163
547.48,0.005842476291579011
547.68,0.005087762652807333
547.88,0.005521791763349801
548.08,0.006775410435334206
548.28,0.002798382953706711
548.48,0.005362734669806367
548.68,0.003202282084345037
548.88,0.006955624254008456
549.08,0.00484795165317798
549.28,0.006290274899432841
549.48,0.005909831310624337
549.68,0.0033935643703936267
549.88,0.0028638316845457754
550.08,0.0066986768963856035
550.28,0.006526133280123199
550.48,0.007573960493001036
550.68,0.0048741068107859
550.88,0.006408278074794123
551.08,0.006001921125657925
551.28,0.005244596450898493
551.48,0.004141581470414287
551.68,0.0044073418618341105
551.88,0.007383031401572033
552.08,0.007365710476558577
552.28,0.0033602027958882503
552.48,0.007728682139542362
552.68,0.004358047143092848
552.88,0.008485891040500798
553.08,0.0019336591119025702
553.28,0.007584808401431017
553.48,0.0018740198803035989
553.68,0.003152585354452794
553.88,0.0034991713676401338
554.08,0.006392571704321386
554.28,0.0027624630855124827
554.47,0.0038961616991259576
554.67,0.007027175466589544
554.87,0.0027489799188866056
555.07,0.003706706692032107
555.27,0.004852186094223671
555.47,-0.0003562812086540339
555.67,0.005196537715545581
555.87,0.005356135064050009
556.07,0.006873966770269081
556.27,0.002781200005681125
556.47,0.007711791237279188
556.67,0.002805054754947967
556.87,0.0026139153617085248
557.07,0.004410872097118757
557.27,0.007361616625188228
557.47,0.0036252570234070105
557.67,0.0036002361456991257
557.87,0.003228986399431047
558.07,0.005134161107494649
558.26,0.0042989368623914245
558.46,0.006725493657203277
558.66,0.004074227640362777
558.86,0.006624314630378097
559.06,0.004377999799303944
559.26,0.006096214370907017
559.46,0.00674343281966953
559.66,0.0020620783038998356
559.86,0.0055174861279475304
560.06,0.003480369849675483
560.26,0.004203247755369453
560.46,0.003480369849675483
560.66,0.002998111801857764
560.86,0.006620329020930045
561.05,0.008562803330513383
561.25,0.005115167226895867
561.45,0.002247241131095785
561.65,0.003790465747054906
561.85,0.003771144590866958
562.05,0.0036523542205079535
562.25,0.003792333989205592
562.45,0.004908603887123172
562.65,0.0034966064018285507
562.85,0.0049718136329957524
563.05,0.0050033573237262445
563.24,0.006347457941121351
563.44,4.615547772152988e-05
563.64,0.005589289242781084
563.84,0.004388114785955623
564.04,0.0037253397848193426
564.24,0.0034056282487901096
564.44,0.005065830303712621
564.64,0.004038694964505098
564.84,0.003602640064669152
565.03,0.004584556301609088
565.23,0.006593834622254521
565.43,0.005156131420376886
565.63,0.00552206345571639
565.83,0.004439584502451415
566.03,0.004415337192954885
566.23,0.004439911222849408
566.43,0.0062926557127715
566.63,0.004173882672430284
566.82,0.0054466473326756845
567.02,0.006602518009941762
567.22,0.004878592121958777
567.42,0.002507820111701767
567.62,0.002052017209579751
567.82,0.003818636183465758
568.02,0.00574630546237896
568.22,0.0024499873538994833
568.41,0.0015075533646200642
568.61,0.00773407090504348
568.81,0.005275422481458686
569.01,0.0017019406749104128
569.21,0.0015213399676631287
569.41,0.00208732640728428
569.61,0.008583213196267153
569.8,4.583671422838472e-05
570.0,0.0056068834799585425
570.2,0.004768094090205147
570.4,0.008878571076926089
570.6,0.0029706369493091053
570.8,0.0024752241631655503
571.0,0.00306036962996777
571.19,0.002119469326637959
571.39,0.002128264835593504
571.59,0.002834460648116919
571.79,0.004176122119002724
571.99,0.004710301595629962
572.19,0.004176924642887636
572.38,0.004195063328620472
572.58,0.0019527141903750546
572.78,0.005806461194871694
572.98,0.004017956561181225
573.18,0.0008197848369394041
573.38,0.0034115240389455555
573.57,0.003955867492678612
573.77,0.0038737817178574455
573.97,0.00350905123408615
574.17,0.006548841421017742
574.37,0.005630098217591611
574.57,0.005881022938019893
574.76,0.0043900948802841995
574.96,0.0031830454681197767
575.16,0.003942704423701372
575.36,0.0030210040755413348
575.56,0.005141230803391244
575.75,0.00345127251845541
575.95,0.0033783818506790205
576.15,0.0024046535020292377
576.35,0.007555865433205842
576.55,0.0033758096756778444
576.74,0.006100913043522664
576.94,0.0054513995633284655
577.14,0.002716338423851068
577.34,0.003629541720725179
577.54,0.003194589830801755
577.74,0.0034604414443409584
577.93,0.0036858758409535133
578.13,0.0030490925175127794
578.33,0.004450091500517444
578.53,0.0048345805801158865
578.72,0.002362061575052417
578.92,0.006534508884510539
579.12,0.0040636597580664905
579.32,0.0055378493521005875
579.52,0.004137172693496272
579.71,0.004040079836658553
579.91,0.002046735801006124
580.11,0.004707298966023457
580.31,0.00288103871121558
580.51,0.0038131938336815776
580.7,0.0022431583669807126
580.9,0.006730839263059658
581.1,0.0014453047422192673
581.3,0.004518284209218098
581.49,0.0030476616194167177
581.69,0.002968533934910614
581.89,0.0043465695274489315
582.09,0.0029629815268312596
582.29,0.0024990601781433638
582.48,0.0037337492756567272
582.68,0.005895474229747317
582.88,0.003829430214412017
583.08,0.0036561015189486602
583.27,0.0012501748408739442
583.47,0.0033257998901180847
583.67,0.0017289533182604107
583.87,0.004460545114643483
584.06,0.004369455950479277
584.26,0.00453252049972095
584.46,0.003699107771025469
584.66,0.003594947107723039
584.85,0.0012541320217579384
585.05,0.004162619254849743
585.25,0.004920189845729267
585.45,0.00411992054024994
585.64,0.004332874144419316
585.84,0.001173820584553852
586.04,0.005490595118341873
586.24,0.005288819968891676
586.43,0.00212665350118248
586.63,0.0009799495785476249
586.83,0.0043526762776616
587.03,0.0035848973753992612
587.22,0.0023708559824688613
587.42,0.004071303224667553
587.62,0.007442888054826662
587.82,0.002950204632721614
588.01,0.0036606842907503457
588.21,0.002392456851478134
588.41,0.0008845434019210048
588.6,0.004008053447954545
588.8,0.0061920273522882915
589.0,0.0033988463566572875
589.2,0.0030226958348276074
589.39,0.00586584647871358
589.59,0.004194816180325186
589.79,0.0024742995956862023
589.98,0.003596963819487913
590.18,0.006175090848577113
590.38,0.003904512560942907
590.58,0.003380313555705247
590.77,0.0035143094164397657
590.97,0.007480496238685716
591.17,0.0017116501207155035
591.36,0.0017157839762817545
591.56,0.0007847015518431193
591.76,0.002936715115137429
591.96,0.003923267832559837
592.15,0.004785140215075486
592.35,0.004561795143406254
592.55,0.005522717365343474
592.74,0.0016370363205005047
592.94,0.001356574835688544
593.14,0.003198155128712148
593.33,0.00316033132856926
593.53,0.00013780049520579305
593.73,0.0050499576641269625
593.92,0.0021615587074375877
594.12,0.0035768979548973104
594.32,0.0016030893383172054
594.51,0.007425961954351466
594.71,0.0057564053143086165
594.91,0.0016209370197385912
595.11,0.003651540598722214
595.3,0.0039605853494905485
595.5,0.004598966273264018
595.7,0.006857835475742404
595.89,0.0033267356393887424
596.09,0.0052460749675106964
596.29,0.0033486039006826378
596.48,0.00468433410576493
596.68,0.006018333368591106
596.88,0.005083418347907504
597.07,0.00659196601828227
597.27,0.0043368342888870795
597.47,0.005561552581562884
597.66,0.0010701295598374942
597.86,0.0031004874479406367
598.06,0.004806140466668216
598.25,0.003966503587725511
598.45,0.0038490262921647696
598.64,0.004145545776542914
598.84,0.004394071316673135
599.04,0.0014320603722824269
599.23,0.0033486039006826378
599.43,0.0035828941677719123
599.63,0.007253448422046629
599.82,0.002899645871343754
600.02,0.002752141030012214
600.22,0.004319099150723158
600.41,0.0054864068406093374
600.61,0.002941106271457826
600.81,0.004994394787069524
601.0,0.005684163539195919
601.2,0.00614185970285803
601.39,0.003911344622025375
601.59,0.0029033909841231107
601.79,0.003728873665389023
601.98,0.003962063252744203
602.18,0.0015060820520343327
602.38,0.005221080829075543
602.57,0.0027153730282225828
602.77,0.001845881039054045
602.96,0.002398313830592544
603.16,0.005980926307766598
603.36,0.004721582758264456
603.55,0.0030218519362850238
603.75,0.004245315414875334
603.95,0.007047732900238729
604.14,0.0034934232510100585
604.34,0.0051661347322310095
604.53,0.003261880260116844
604.73,0.005007249815241314
604.93,0.00617563067195367
605.12,0.0038760058919754207
605.32,0.0018152496395825734
605.51,0.006813318411304275
605.71,0.0017140326030030155
605.91,0.004257762201393902
606.1,0.003501053262166532
606.3,0.005987598456863536
606.49,0.0009612384158553193
606.69,0.003135893860644323
606.89,0.004123823669593026
607.08,0.002621063148249521
607.28,0.005126566214590614
607.47,0.004568203008510287
607.67,0.001932869302220909
607.87,0.0032502237186237755
608.06,0.004403912382861474
608.26,0.0037566312900113525
608.45,0.005821728094778858
608.65,0.0027572096426498804
608.84,0.002043308190208544
609.04,0.004940489337802169
609.24,0.003775732913345542
609.43,0.004784695155532369
609.63,0.0012885677487795796
609.82,0.004326060735645428
610.02,-0.00013493806977599615
610.21,0.005731791461170667
610.41,0.002422619404493063
610.61,0.0059135619586341915
610.8,-0.0003088517672082505
611.0,0.004869967355649731
611.19,0.00442168735068415
611.39,0.004853349900374304
611.58,0.0025570514603095273
611.78,0.0029535678814332188
611.98,0.006396883644992849
612.17,0.0027556851558053525
612.37,0.0037055646866935204
612.56,0.006075906183368873
612.76,0.0012898311100338507
612.95,0.0057026568596538095
613.15,0.0029705121723424053
