Wavelength [nm],#49.csv
400.08,0.0843668478656893
400.29,0.1350246446786123
400.5,0.11415156810905819
400.71,0.10469237509976954
400.92,0.08792927988820881
401.13,0.07561557904040274
401.34,0.06579780524408065
401.54,0.11647544650892508
401.75,0.03662440972168351
401.96,0.05337763227661225
402.17,0.016857763610701487
402.38,0.08082038533250471
402.59,0.07200699955777255
402.8,0.09270149631997357
403.01,0.08425306482833571
403.22,0.11821548175796295
403.43,0.0764623340820405
403.63,0.04104027479688194
403.84,0.10601727245067526
404.05,0.068676716917923
404.26,0.10395580713616884
404.47,0.10956347981957366
404.68,0.053845793417191
404.89,0.06165830150670437
405.1,0.06463835553396574
405.31,0.0690394645535335
405.52,0.08519671402157891
405.72,0.050433239050236056
405.93,0.06070930117809602
406.14,0.08777479332269841
406.35,0.08600853803368447
406.56,0.0473576314710516
406.77,0.04202439718362024
406.98,0.055104827361590766
407.19,0.07823854037616854
407.39,0.10291696348959985
407.6,0.07989759885501553
407.81,0.10864868116056024
408.02,0.05147744746829786
408.23,0.08072076007426017
408.44,0.05222868585478377
408.65,0.08144063565117343
408.86,0.07893127718534391
409.06,0.03822521839654804
409.27,0.05694785448811808
409.48,0.04057962422666665
409.69,0.036780062088878324
409.9,0.0720348969246657
410.11,0.0800847580621753
410.32,0.10291894607811293
410.52,0.07716012008902293
410.73,0.08818868619863648
410.94,0.052245898258200495
411.15,0.05308138268804882
411.36,0.04806258277223868
411.57,0.10035557976076313
411.78,0.058859132708440134
411.98,0.10520327826802865
412.19,0.06278780969442808
412.4,0.0768086604121014
412.61,0.05991824645906411
412.82,0.07464724440620321
413.03,0.10269782745762858
413.23,0.05995684146571415
413.44,0.05057903261583795
413.65,0.06650143035771933
413.86,0.0796850094726559
414.07,0.05480187995206201
414.28,0.08700141401659504
414.48,0.08362729037375397
414.69,0.07517161198233427
414.9,0.07213597273674804
415.11,0.03939821483170575
415.32,0.0534781942466747
415.53,0.08007599727837539
415.73,0.0914647994672477
415.94,0.032000146303103494
416.15,0.08387718918590573
416.36,0.06335573201478845
416.57,0.051267342144013364
416.78,0.043808647449288196
416.98,0.08774606604589708
417.19,0.03161439757751837
417.4,0.07347788206558341
417.61,0.05265804732506431
417.82,0.039299794390055307
418.02,0.0727654279718462
418.23,0.07556915035351751
418.44,0.08352701083190073
418.65,0.05131947111428105
418.86,0.027055833727723622
419.07,0.060003026913692394
419.27,0.06271682060166832
419.48,0.0478509631565402
419.69,0.04408385033600818
419.9,0.026002812403174716
420.11,0.020972306618009966
420.31,0.059862048988902405
420.52,0.09505394972483754
420.73,0.05538669739031843
420.94,0.05737855687706284
421.15,0.0751465927229701
421.35,0.08184910401465449
421.56,0.04883247716066704
421.77,0.04413992862422699
421.98,0.034737898576379565
422.19,0.0727654279718462
422.39,0.05830415383943952
422.6,0.06488344575022037
422.81,0.04668713518028501
423.02,0.0513443397072702
423.22,0.03715039256247316
423.43,0.056359368553171314
423.64,0.0629777691439945
423.85,0.046143030818991265
424.06,0.04713918965700442
424.26,0.0568794528807858
424.47,0.044028886821325025
424.68,0.054995260594659215
424.89,0.06097874180345193
425.09,0.06616220348481269
425.3,0.057552168769324105
425.51,0.06590421350457575
425.72,0.041357356217671705
425.93,0.05802958789854325
426.13,0.043067492113615116
426.34,0.05823293805482641
426.55,0.0649569056127812
426.76,0.05677926636486614
426.96,0.04495458126178782
427.17,0.0391159988488924
427.38,0.06317619098293785
427.59,0.07441375110548046
427.79,0.04727105525327614
428.0,0.03822288178824842
428.21,0.06482700416925452
428.42,0.05974814954878576
428.62,0.047559049681990415
428.83,0.04647889446478898
429.04,0.06212343393854883
429.25,0.045410260072039514
429.45,0.04284109780489947
429.66,0.048994699298330405
429.87,0.05610492820106935
430.08,0.0292127061874235
430.28,0.07938403540085794
430.49,0.05790882098479778
430.7,0.027901275545112868
430.91,0.048585476663727555
431.11,0.059302543379934874
431.32,0.054197132206511664
431.53,0.05802626005929694
431.74,0.042047420315931845
431.94,0.0663429140464076
432.15,0.03760182581268327
432.36,0.04423263979155777
432.56,0.044720848912035725
432.77,0.04019709470715314
432.98,0.0667479159289728
433.19,0.04602325653824704
433.39,0.039820409414315625
433.6,0.027563086578838075
433.81,0.02517634262553677
434.02,0.051999068314041004
434.22,0.04670846142053755
434.43,0.06929428033090468
434.64,0.05642829671585756
434.84,0.048715738302185764
435.05,0.05653168235517091
