Wavelength [nm],#16-IR-cutoff.csv
497.86,0.8704027669866413
498.06,0.8919295569067824
498.27,0.8796508581607189
498.47,0.8833058025613335
498.67,0.8827711664533717
498.88,0.8857268611739034
499.08,0.896779634563412
499.28,0.8912783529635525
499.49,0.8933923439971978
499.69,0.878465097241584
499.89,0.898416546888013
500.1,0.9055402799747307
500.3,0.9141497898170576
500.5,0.8730679652189002
500.7,0.9005578173955278
500.91,0.8843055663932385
501.11,0.9003776047985299
501.31,0.9102760888317974
501.52,0.9086930071089656
501.72,0.9159034873790982
501.92,0.9102685068981738
502.13,0.9027156776306932
502.33,0.9035999745707367
502.53,0.9170767644960438
502.74,0.9125703451676893
502.94,0.9296657993624382
503.14,0.9024421530158647
503.34,0.8957368607166312
503.55,0.9056996141551144
503.75,0.9293447651022505
503.95,0.9220440394319152
504.16,0.9296111764721364
504.36,0.9427077164843272
504.56,0.930371685996029
504.76,0.9641991005440964
504.97,0.9347713576617025
505.17,0.9580468416224038
505.37,0.9485542380329568
505.58,0.9415494073659644
505.78,0.9517009176927838
505.98,0.9686935149814552
506.18,0.9586875578804581
506.39,0.951590888721015
506.59,0.9457816363938328
506.79,0.9356283777546057
507.0,0.9341226581048643
507.2,0.9270580518202689
507.4,0.9505011842079008
507.6,0.9279991543810625
507.81,0.93995964200317
508.01,0.9400316147484346
508.21,0.9578566281612391
508.41,0.935698046474133
508.62,0.9312375874573472
508.82,0.9337964482639627
509.02,0.9461626808836247
509.23,0.9299493087936499
509.43,0.9430559873147151
509.63,0.9298530169064185
509.83,0.932580971409048
510.04,0.9566305823621609
510.24,0.9451774514210088
510.44,0.9523001053379173
510.64,0.9507273884376475
510.85,0.9389909276723921
511.05,0.934941612718085
511.25,0.9280848609292874
511.45,0.939591279571493
511.66,0.940011536785374
511.86,0.924443867740908
512.06,0.9352038030309835
512.26,0.9146235745584953
512.46,0.9275961643833017
512.67,0.9605270295832643
512.87,0.941686559508888
513.07,0.9617959674475532
513.27,0.9582274445848232
513.48,0.9291560923413189
513.68,0.9252380941565005
513.88,0.9341471907109684
514.08,0.9252062619237199
514.29,0.9212099253274153
514.49,0.9314867236634818
514.69,0.9307771090504394
514.89,0.9298703646329142
515.09,0.9195378015199666
515.3,0.9323263428230626
515.5,0.935312125891315
515.7,0.9251387671961406
515.9,0.9280260506058462
516.11,0.9196508001465459
516.31,0.917564860793023
516.51,0.908695596663014
516.71,0.9145317039164502
516.91,0.8978617357144683
517.12,0.9016409632377347
517.32,0.9020345976171115
517.52,0.9119486124836876
517.72,0.887604098119101
517.92,0.9161322214747196
518.13,0.9016174758340667
518.33,0.9286614071688245
518.53,0.9132610515916189
518.73,0.8950022876837276
518.93,0.887365004261185
519.14,0.909584639966454
519.34,0.8768977951949315
519.54,0.9066089632083191
519.74,0.895301661756426
519.94,0.8940177356464156
520.15,0.9166615089565215
520.35,0.8988624475629898
520.55,0.8939081255606435
520.75,0.8834269845129253
520.95,0.88198825666364
521.16,0.884909956530739
521.36,0.9015974122709646
521.56,0.8801599990248917
521.76,0.8690050295564808
521.96,0.8875158529978145
522.16,0.8803692587385876
522.37,0.8777903144617492
522.57,0.887124654176443
522.77,0.8762558462767008
522.97,0.8849960363643169
523.17,0.8633085243781115
523.37,0.8579032461302125
523.58,0.8618193567426615
523.78,0.8703505132997534
523.98,0.8713581472631952
524.18,0.8731153827667283
524.38,0.8635039789732102
524.58,0.8811607842891405
524.79,0.8906495040551838
524.99,0.877728868653617
525.19,0.8777073189784653
525.39,0.8499645303928622
525.59,0.86741665508436
525.79,0.8683159329078807
526.0,0.8702986126429669
526.2,0.8566574203840793
526.4,0.8618753461390741
526.6,0.8692869597200645
526.8,0.8766254815492174
527.0,0.8527164466084747
527.2,0.8606801928739327
527.41,0.8551935700311577
527.61,0.8724774097697254
527.81,0.8622842339736415
528.01,0.8799752583790733
528.21,0.8818410348108059
528.41,0.8489117328583169
528.61,0.8703650018239476
528.82,0.8775814568477837
529.02,0.872405210267493
529.22,0.8717764538746722
529.42,0.8545907302457265
529.62,0.8401414305580839
529.82,0.8529517251824706
530.02,0.8623669892171427
530.22,0.8315617396622593
530.43,0.8435119860466486
530.63,0.8570281019686078
530.83,0.8640614847232296
531.03,0.861512928730508
531.23,0.8766359370742901
531.43,0.8540475647979904
531.63,0.8837343520527944
531.83,0.8618848004968173
532.03,0.8930831309381537
532.24,0.8827206802670925
532.44,0.8720944936972812
532.64,0.8768893478458326
532.84,0.8546701050907384
533.04,0.8661926681258865
533.24,0.8467379022400514
533.44,0.8643900877627615
533.64,0.8729458221851396
533.84,0.8680286315958892
534.04,0.8752590506447121
534.25,0.865578489573191
534.45,0.8540002952233395
534.65,0.8664527522726164
534.85,0.8700990756789089
535.05,0.8792383982797988
535.25,0.8884774854666244
535.45,0.8824802363557374
535.65,0.8921371421276248
535.85,0.8785798496595058
536.05,0.8955613153620164
536.25,0.8910127483637358
536.46,0.8848315571068794
536.66,0.8816514523797689
536.86,0.89428892383386
537.06,0.8835447588622636
537.26,0.8808035151005199
537.46,0.8947819535037551
537.66,0.8740834565254254
537.86,0.9005297004706181
538.06,0.8913516236769424
538.26,0.8882826055075925
538.46,0.8969638005227026
538.66,0.9069514105156156
538.86,0.8944958217398075
539.07,0.8970169186764945
539.27,0.9066283251354614
539.47,0.9051460269147872
539.67,0.9019445450198048
539.87,0.910410961525581
540.07,0.88721248913344
540.27,0.9089773398323534
540.47,0.8952474249866563
540.67,0.915424497355419
540.87,0.9339330817258952
541.07,0.934648846777717
541.27,0.9144793991101089
541.47,0.9282451189764582
541.67,0.917716851594659
541.87,0.9321669125307555
542.07,0.9160462155660714
542.27,0.9123055486367283
542.47,0.9235232251402781
542.67,0.9195956060839662
542.87,0.9176189232890738
543.08,0.927552152232283
543.28,0.9304893491744702
543.48,0.9194593003939437
543.68,0.9519886558349303
543.88,0.9383757521012386
544.08,0.94314095695704
544.28,0.9497518060499074
544.48,0.9370126915238411
544.68,0.9294315243012148
544.88,0.9536872204137271
545.08,0.9550994906170053
545.28,0.9391494112674216
545.48,0.93575384587223
545.68,0.9473655030498787
545.88,0.9535623679576287
546.08,0.956750866090078
546.28,0.9399565527495398
546.48,0.9308382556696643
546.68,0.9442889366187214
546.88,0.9488782445638593
547.08,0.9499864879254334
547.28,0.9319245525048018
547.48,0.9254302863877993
547.68,0.9613095639682929
547.88,0.955693689320201
548.08,0.9480845469003338
548.28,0.9457686388694213
548.48,0.9483608897606587
548.68,0.9454572466422536
548.88,0.9427612988900888
549.08,0.958846294122362
549.28,0.932730241068232
549.48,0.932080795928055
549.68,0.9325911125229556
549.88,0.9315087859296128
550.08,0.9180214703003398
550.28,0.9318880167085847
550.48,0.9295603253340652
550.68,0.9156011675400811
550.88,0.9309875438133999
551.08,0.9308650212003767
551.28,0.946900656929532
551.48,0.9429199262796234
551.68,0.9433402552279092
551.88,0.924693748557784
552.08,0.9475305450836298
552.28,0.9404975720701522
552.48,0.9150030374495167
552.68,0.9201680470655803
552.88,0.9206016078029972
553.08,0.9402248918977235
553.28,0.9125118380969652
553.48,0.9123418533417953
553.68,0.915679227510522
553.88,0.9215929897739961
554.08,0.9023788376319178
554.28,0.9279935223450192
554.47,0.9127629310715623
554.67,0.9268862048644374
554.87,0.9123524043581736
555.07,0.905219423428747
555.27,0.8993199880138466
555.47,0.8902515868314688
555.67,0.901878731157412
555.87,0.8871022049857183
556.07,0.8795778650720618
556.27,0.874765517198683
556.47,0.8826952050602818
556.67,0.8637868055542802
556.87,0.893478057839845
557.07,0.8631217148857535
557.27,0.872923596233945
557.47,0.880116158220172
557.67,0.875868706204155
557.87,0.8908322842541425
558.07,0.8822030018980039
558.26,0.8639603305014796
558.46,0.8645212830810833
558.66,0.8691293334612828
558.86,0.8715026359320208
559.06,0.8750185209135076
559.26,0.8483790147493503
559.46,0.8526806017283349
559.66,0.8542428411533
559.86,0.8736891734774446
560.06,0.8607699523832525
560.26,0.8673284530597231
560.46,0.8422934486023499
560.66,0.8340134031984342
560.86,0.8359638742628306
561.05,0.8456201968030633
561.25,0.846657946561892
561.45,0.8510921260944374
561.65,0.8329962258373315
561.85,0.8370823223762689
562.05,0.8167546885085654
562.25,0.8272950889718077
562.45,0.8449169556162701
562.65,0.8347868545186927
562.85,0.8234738629868655
563.05,0.8397021449429576
563.24,0.84059157084925
563.44,0.8266315697125641
563.64,0.8246147328096156
563.84,0.8196255177233625
564.04,0.8362574228745232
564.24,0.8208434395291178
564.44,0.8258939018505557
564.64,0.8286015550149144
564.84,0.8345429188171231
565.03,0.8313022389767841
565.23,0.8237962305778579
565.43,0.828132958697574
565.63,0.8201725737163287
565.83,0.7937419693830527
566.03,0.8157008007404885
566.23,0.8260992037944189
566.43,0.8247030360141575
566.63,0.8302781304031666
566.82,0.8385777755173185
567.02,0.8380980030808282
567.22,0.8426108644362943
567.42,0.8364829041231643
567.62,0.828259670075236
567.82,0.8387263927860384
568.02,0.8376728661979395
568.22,0.84465883035161
568.41,0.8365890667505093
568.61,0.8407858905453758
568.81,0.8435906734794621
569.01,0.8620618606553155
569.21,0.849353032581294
569.41,0.8527191718954735
569.61,0.8456459430663725
569.8,0.8585667944146389
570.0,0.8258613404435492
570.2,0.8603436924594913
570.4,0.8533361591320375
570.6,0.8551299859691672
570.8,0.8708513953154259
571.0,0.8824326947798119
571.19,0.8662451163258081
571.39,0.8552820794104771
571.59,0.8480399737484592
571.79,0.8529224042990733
571.99,0.8680332542049273
572.19,0.8632713010195705
572.38,0.8747403035372177
572.58,0.8572037860215035
572.78,0.8755577722337796
572.98,0.866588786593847
573.18,0.8898724373021246
573.38,0.8839140812116394
573.57,0.8592069393238071
573.77,0.8749936733855599
573.97,0.8806943346075375
574.17,0.868202975207294
574.37,0.8859945808356375
574.57,0.8800283709714443
574.76,0.8631142658204319
574.96,0.8636295065065144
575.16,0.8681367310332799
575.36,0.888744593079487
575.56,0.8785631945979204
575.75,0.8842674870658125
575.95,0.8851370726788913
576.15,0.8931316426388092
576.35,0.8993786629841564
576.55,0.9011179780608317
576.74,0.9188074439104391
576.94,0.9006874215872966
577.14,0.9217667078836275
577.34,0.8984855020255185
577.54,0.9087566093334207
577.74,0.9077752593624583
577.93,0.9184668410751661
578.13,0.8974596975632593
578.33,0.9016636672301358
578.53,0.9090778550261022
578.72,0.8953027298306594
578.92,0.8999487339076336
579.12,0.9449838221117195
579.32,0.914949808449351
579.52,0.9282415355706132
579.71,0.9142922743011298
579.91,0.9256468100033226
580.11,0.9196914876029946
580.31,0.9219966676405038
580.51,0.8982425280753217
580.7,0.9123617793316592
580.9,0.9225877263557632
581.1,0.9277871850094243
581.3,0.9401321350767375
581.49,0.9173117105899742
581.69,0.8969691488854432
581.89,0.9009490856861971
582.09,0.9212915063792664
582.29,0.9313663464650304
582.48,0.947594806029122
582.68,0.9340346436763426
582.88,0.9348060863808634
583.08,0.940318202189422
583.27,0.9223235826372246
583.47,0.9208661312424515
583.67,0.9259603940060707
583.87,0.9306552036144037
584.06,0.9249680636366496
584.26,0.9316368007555919
584.46,0.9192163136956659
584.66,0.9317850803140427
584.85,0.9335286586748262
585.05,0.9197826266285747
585.25,0.935861798893185
585.45,0.951855055161253
585.64,0.9364427243807376
585.84,0.9527505897034909
586.04,0.9322345058314949
586.24,0.9184263781369838
586.43,0.9316706604540832
586.63,0.9233538715414361
586.83,0.9276914643543137
587.03,0.9179050121189307
587.22,0.9203237033701244
587.42,0.9158976895143645
587.62,0.9263870645415261
587.82,0.9183499086343645
588.01,0.9121722673390431
588.21,0.9351897933553828
588.41,0.918841715107148
588.6,0.9228988610637653
588.8,0.9307701336145675
589.0,0.9151947774625545
589.2,0.9198508441749568
589.39,0.9085991746925209
589.59,0.9184075510084286
589.79,0.9116696226684711
589.98,0.9151042547760246
590.18,0.9157743528639821
590.38,0.9108248617613396
590.58,0.9277646086895415
590.77,0.9252518498451673
590.97,0.9046244253199299
591.17,0.9141914961488705
591.36,0.8997721532437338
591.56,0.9102401386672602
591.76,0.9130310733259063
591.96,0.9076252682771547
592.15,0.9163294372903846
592.35,0.9200976613479013
592.55,0.9115937647709224
592.74,0.9219487237217248
592.94,0.9132877904555535
593.14,0.9166857728318674
593.33,0.8986932922025264
593.53,0.9126115754437496
593.73,0.9075694006514289
593.92,0.9055115606122595
594.12,0.9130675001948146
594.32,0.9010870444174898
594.51,0.8979372549201853
594.71,0.9125544790216199
594.91,0.9062946888198063
595.11,0.9038805896640736
595.3,0.8965819950522035
595.5,0.885917054721176
595.7,0.9071262731483425
595.89,0.9137160625565294
596.09,0.9072875964528928
596.29,0.8967081694507847
596.48,0.8989277545543807
596.68,0.9131852977115693
596.88,0.9104099129175491
597.07,0.9055233414009854
597.27,0.9119964040429676
597.47,0.9258094702069458
597.66,0.9023272717266669
597.86,0.9114443473332309
598.06,0.9140947315846627
598.25,0.9103429764129598
598.45,0.9141489191577613
598.64,0.9092050698854585
598.84,0.8954965513682153
599.04,0.9018833874670578
599.23,0.899738063146895
599.43,0.8924327734146907
599.63,0.8973052682678672
599.82,0.9083242605472174
600.02,0.916608077716996
600.22,0.9148657047346274
600.41,0.9062629418278865
600.61,0.9143962933118994
600.81,0.90886144751367
601.0,0.9237133297609817
601.2,0.9060577394406805
601.39,0.9123265162796014
601.59,0.9130953917752631
601.79,0.903072484518264
601.98,0.9196788738841072
602.18,0.9059111500395186
602.38,0.921219608728729
602.57,0.9026118024104611
602.77,0.9288996496133812
602.96,0.9285342444735649
603.16,0.9255065500536759
603.36,0.9223535025556311
603.55,0.9304823413979656
603.75,0.9144929922227819
603.95,0.9356709966181889
604.14,0.9179112497374625
604.34,0.9320137875261681
604.53,0.9302954613190487
604.73,0.9153373685402658
604.93,0.9294837154043202
605.12,0.9153089265659875
605.32,0.9174938354283207
605.51,0.93119098807294
605.71,0.939590614912117
605.91,0.917907154484031
606.1,0.9173679412202783
606.3,0.9309523081088354
606.49,0.9179324953729463
606.69,0.9150327545962622
606.89,0.91257402477165
607.08,0.9181585864074944
607.28,0.9170418458333695
607.47,0.9462577638358954
607.67,0.9238419056038314
607.87,0.9224811260586464
608.06,0.9108913015285447
608.26,0.9264457523738397
608.45,0.9544140048771201
608.65,0.9514996701178169
608.84,0.9363490037114484
609.04,0.9404107101900406
609.24,0.9406141522029372
609.43,0.9287725784340769
609.63,0.9354434924766285
609.82,0.9339549376966993
610.02,0.9204728991968169
610.21,0.9198071956483607
610.41,0.9250405964015045
610.61,0.9335437113641578
610.8,0.9270927225897205
611.0,0.9318728799883532
611.19,0.9259711655940979
611.39,0.9342051801587025
611.58,0.9024768724635863
611.78,0.9478489741231902
611.98,0.9376603723001941
612.17,0.9380060606805084
612.37,0.9493084274527515
612.56,0.9371468889319635
612.76,0.9578411503895623
612.95,0.9472821620397076
613.15,0.9387305128914897
613.34,0.9284206942972311
613.54,0.9211921134684005
613.73,0.9282479109186175
613.93,0.9405745821058645
614.13,0.9270491760809756
614.32,0.9185223461596385
614.52,0.9326973963983052
614.71,0.9370291612040617
614.91,0.9318286402511158
615.1,0.9399670637266985
615.3,0.9422332190159785
615.49,0.9441186139372633
615.69,0.9299026366650976
615.88,0.9343690168915364
616.08,0.9321286376564355
616.27,0.9231114583662329
616.47,0.9231504720569113
616.66,0.9302528114477658
616.86,0.9399856060489569
617.06,0.9304777984159822
617.25,0.9207778976871251
617.45,0.9273720771200384
617.64,0.9013104203140717
617.84,0.929719953495607
618.03,0.933736540215969
618.23,0.9270178891588132
618.42,0.9161086840989342
618.62,0.9300686276375957
