Wavelength [nm],#25-F495-Di03.csv
528.21,0.9872818777119267
528.41,0.9572213650285866
528.61,0.9822932328650259
528.82,0.9938521084055715
529.02,0.9689463011743733
529.22,0.9873506282490191
529.42,0.9741238547339297
529.62,0.9546093487550695
529.82,0.9939086107088669
530.02,0.9788906425179666
530.22,0.9804387456607143
530.43,0.9795885199191281
530.63,0.9887969781393312
530.83,0.9854970055357586
531.03,0.9907324241279731
531.23,0.9893335875723622
531.43,0.9691274936480067
531.63,0.9820052240897281
531.83,0.9800713408124265
532.03,1.0132156616266923
532.24,0.9875923442784873
532.44,0.9815140746947616
532.64,0.9894879108635967
532.84,0.9657051085574648
533.04,0.9634203411279166
533.24,0.9738855084822434
533.44,0.9891170644782075
533.64,0.9616803743405897
533.84,0.9867705963213483
534.04,0.9869085863731225
534.25,0.9802257745915546
534.45,0.9726778009124603
534.65,0.9748064344814847
534.85,0.9764880390868459
535.05,0.9718582338848459
535.25,0.9799473940214026
535.45,0.9884976039277084
535.65,0.9749852242397069
535.85,0.988114958829105
536.05,0.9876562705720779
536.25,0.9784991136227779
536.46,0.9683662098198598
536.66,0.9837560816991839
536.86,0.9993541074776
537.06,0.979411228086146
537.26,0.9953089039932226
537.46,1.0008633275609948
537.66,0.9721591562166769
537.86,0.9824401193511102
538.06,0.9849366557900185
538.26,0.9845395833214299
538.46,0.9948048975053464
538.66,0.9967691461984589
538.86,0.9937250539139603
539.07,0.9924230064518457
539.27,0.9839534261190124
539.47,0.9873598848856211
539.67,0.9939324801338222
539.87,0.9776559405230072
540.07,0.9955226129901744
540.27,0.9899224911957248
540.47,0.9930662755846564
540.67,0.9924678305532816
540.87,0.9964433796035147
541.07,1.010330049178231
541.27,0.9884547188798647
541.47,1.0004296699462487
541.67,0.9973180199346369
541.87,0.9895147593501799
542.07,0.9976441540082316
542.27,1.0047717657936484
542.47,0.9989348638598925
542.67,0.9772400260608052
542.87,0.99462732108407
543.08,0.999363562098673
543.28,0.9874005271929147
543.48,1.0083390763681237
543.68,1.0065665739777336
543.88,0.9923363371437656
544.08,1.0101534005433856
544.28,1.0028804697168843
544.48,0.9997879215202823
544.68,1.0008489440685568
544.88,1.0145462771910696
545.08,1.00687471913998
545.28,1.0046229245856906
545.48,0.9903524752052358
545.68,0.9843774102677927
545.88,0.9822538110959359
546.08,0.9986151755151995
546.28,0.9921911861220842
546.48,1.00094742115521
546.68,0.9936691973430365
546.88,1.00307579026483
547.08,0.9915575481754471
547.28,0.9809262291073826
547.48,0.9851492519501126
547.68,1.0055731376001351
547.88,1.0057930769411845
548.08,0.9891755229367093
548.28,1.001797140622261
548.48,1.0032938527107398
548.68,0.9930639273186681
548.88,1.0003139234064529
549.08,1.0070366440101661
549.28,1.0079327545910104
549.48,0.9857673162499468
549.68,0.9855776333770044
549.88,1.0086526191291356
550.08,0.9880512916153854
550.28,1.0028205882651353
550.48,1.0091968714697364
550.68,0.9878843525179192
550.88,1.006984644357254
551.08,1.0208867005436928
551.28,1.0028056404362087
551.48,1.0059808165479072
551.68,1.0007264069842576
551.88,1.0076442559763017
552.08,1.0130651033158293
552.28,0.9904796115312243
552.48,0.9735205657690528
552.68,0.9961007529415065
552.88,0.9859705785874694
553.08,1.0056529874562574
553.28,0.9770840088146883
553.48,1.0013189304474035
553.68,0.9837566119253398
553.88,1.0070043595801896
554.08,0.9781017518377677
554.28,0.9990607850740655
554.47,0.9918897599804313
554.67,1.0038535760968885
554.87,1.008411676832924
555.07,1.00700143178641
555.27,0.9984668018479266
555.47,0.99959614199386
555.67,0.999176316735844
555.87,0.9936711905145701
556.07,1.0065203186424603
556.27,1.0049607838781442
556.47,0.9998978181228748
556.67,0.9920355103697405
556.87,1.0060547154021668
557.07,0.999188268138685
557.27,0.986185139158926
557.47,1.010731290184895
557.67,0.9941131520522003
557.87,1.0220592658696988
558.07,1.0091552071063727
558.26,0.995445100351612
558.46,0.9810795219836913
558.66,0.9903357046248332
558.86,0.9786512253398869
559.06,0.9990936073233051
559.26,0.9971772688916103
559.46,0.9949027887979275
559.66,0.9808611885412073
559.86,1.00790075739275
560.06,1.0032308640491197
560.26,1.008108268720567
560.46,1.0032308640491197
560.66,0.988783359789343
560.86,0.9906378896057717
561.05,0.9943555812814462
561.25,0.9927453208678018
561.45,1.0083004389081005
561.65,0.9886693604550402
561.85,0.9859824140191374
562.05,0.9908377344254282
562.25,0.9879737447800003
562.45,1.005357955468152
562.65,0.9939868723900002
562.85,0.996453715997504
563.05,0.9940520276416682
563.24,1.0139007350388671
563.44,0.9887359494446016
563.64,0.9760478359706134
563.84,0.9770091606288531
564.04,1.0039767474711712
564.24,0.9770533665849191
564.44,0.986417952772966
564.64,0.9765300992946558
564.84,1.001284144510673
565.03,1.007004409960613
565.23,1.0063523266846586
565.43,1.0060924851690969
565.63,0.9965775095595821
565.83,0.9763075536855012
566.03,0.9930086710502187
566.23,0.9952155311543663
566.43,1.001171249202578
566.63,0.9990172445304178
566.82,1.0113898893187294
567.02,0.99276792747532
567.22,1.002465368664845
567.42,0.9855998849517503
567.62,0.9814593077321068
567.82,1.0032893237224203
568.02,1.0005797397635787
568.22,0.9921127084141375
568.41,1.0043849087634031
568.61,1.0001946382756168
568.81,0.9947702144692824
569.01,1.0026301763858096
569.21,1.0127833588540678
569.41,1.012735173915309
569.61,0.993305826569189
569.8,1.0173143814265435
570.0,0.9894519534409639
570.2,1.0018312421278603
570.4,1.024460150826424
570.6,1.0107238906752298
570.8,1.0080657142128064
571.0,1.0227549623006815
571.19,1.0153990862385047
571.39,0.9921390134758309
571.59,1.013176280757254
571.79,1.0107594322132618
571.99,1.0259463336725216
572.19,1.0070141918661781
572.38,1.0074306599596565
572.58,0.9923689398007484
572.78,1.0139229344337206
572.98,1.0210241345745354
573.18,1.0323221493331198
573.38,1.0314499548001608
573.57,1.0192684270031105
573.77,1.014548975226183
573.97,1.0105835670912668
574.17,1.0088948645179403
574.37,0.9990371163921928
574.57,1.0002870134665756
574.76,0.9931037552828789
574.96,1.011887246643435
575.16,1.000095070850012
575.36,1.0345573308812637
575.56,1.0098072479422107
575.75,1.00984152195025
575.95,0.9896185248109446
576.15,1.0117064278381516
576.35,1.0191613837953617
576.55,1.0073281190465024
576.74,1.003785200750096
576.94,1.0194451562317137
577.14,1.0182226326758868
577.34,0.9965092598280151
577.54,1.006776444285907
577.74,1.015845197208302
577.93,1.0182036430031944
578.13,0.9993426903689953
578.33,0.9981251414152552
578.53,0.9879772370282449
578.72,0.982844114276946
578.92,0.9890583416136245
579.12,1.0191360618741845
579.32,1.0029360311114366
579.52,1.0197002680860519
579.71,1.010083261846926
579.91,1.0176350514735708
580.11,1.0157001238690828
580.31,1.0104004443145995
580.51,1.0128139038719965
580.7,1.0100349107635505
580.9,0.9999058244846177
581.1,0.9927133252661515
581.3,0.9933374395156942
581.49,0.9947439906844933
581.69,0.9799789206796026
581.89,0.9858765929543114
582.09,0.9844654288906447
582.29,1.004625927129592
582.48,1.0160810162004499
582.68,1.0228377914596924
582.88,1.0135308122605755
583.08,1.0058921520131463
583.27,0.9944317980385107
583.47,0.9901551466593097
583.67,1.016006033659876
583.87,1.0118393554804677
584.06,1.0188990215652047
584.26,1.008020263598506
584.46,1.0090905076235737
584.66,0.9951408550360687
584.85,1.003630787551375
585.05,0.9902653362536427
585.25,0.998405921902316
585.45,1.0314648064694174
585.64,1.0096241151987189
585.84,1.0111064350896177
586.04,0.9969533224692634
586.24,0.9994380691949735
586.43,1.0117352328306006
586.63,0.9906414983567077
586.83,0.9974710745305265
587.03,0.9952476227219812
587.22,1.004281670145998
587.42,0.9905408314487203
587.62,1.0056193080502651
587.82,1.0010311722216096
588.01,0.9971249633447838
588.21,1.0025360515643547
588.41,1.0048564221109646
588.6,1.0139669137852665
588.8,1.0042559344089406
589.0,1.0022366212537348
589.2,0.9921805701634104
589.39,0.9875236487194038
589.59,1.0083007346950963
589.79,0.9934570090865534
589.98,1.0102847268443143
590.18,1.0222589616171336
590.38,0.9883244922099899
590.58,1.0299233679043325
590.77,1.0016881639934592
590.97,0.9935858531647906
591.17,0.9889727732631918
591.36,0.981793644148074
591.56,0.9970357940529951
591.76,0.9968273138337777
591.96,0.9989838779510487
592.15,1.0026960514650876
592.35,1.0156228365326836
592.55,1.0061290037028563
592.74,1.02089487948386
592.94,1.0220295883707513
593.14,1.0181843970211069
593.33,1.0115517150972684
593.53,1.0133939385975819
593.73,1.0021323006870784
593.92,0.9918957283955934
594.12,0.9910743101804301
594.32,1.0022938997120248
594.51,1.0007382477040132
594.71,0.9978806670363511
594.91,1.007143870258292
595.11,0.9956519612263826
595.3,0.9882500733783387
595.5,0.9741217600166245
595.7,1.0154011707844457
595.89,1.009003541298449
596.09,1.008453736195177
596.29,1.0032135236170867
596.48,0.9968443927041771
596.68,1.0021470302716493
596.88,1.0009332300737754
597.07,0.9938262777549158
597.27,1.0205310616230616
597.47,1.0224473910655907
597.66,1.0097019710987838
597.86,1.0039831517412878
598.06,1.0169009278078
598.25,1.00560356397419
598.45,0.9962875208284437
598.64,1.0032626514928222
598.84,0.9943536666372552
599.04,1.014995180405978
599.23,1.0072533818785672
599.43,1.0047497216933774
599.63,0.9889078597589055
599.82,1.0060810038229986
600.02,1.0226923147981746
600.22,1.0384777273360963
600.41,1.0293690682761476
600.61,1.0319612092656445
600.81,1.007610160821293
601.0,1.017014239180581
601.2,1.0050066127236073
601.39,1.0134457233436747
601.59,1.0129157591841436
601.79,1.0134519175478456
601.98,1.0304119478673415
602.18,1.0170073139870257
602.38,1.0438610063708629
602.57,1.0081080050973314
602.77,1.0403849990195995
602.96,1.0334260121368701
603.16,1.028201754400601
603.36,1.0103840496582228
603.55,1.0143316190424543
603.75,1.0076737058261607
603.95,1.0100456466599104
604.14,1.012349634995249
604.34,1.0234692130731584
604.53,1.025380544427365
604.73,1.0030335144822706
604.93,1.0199749686272348
605.12,1.015332004673399
605.32,1.0151960506499251
605.51,1.0217926115941498
605.71,1.0072379908400229
605.91,1.006047017638453
606.1,0.9967238390792181
606.3,1.0059445032753982
606.49,1.0111075705367711
606.69,1.008733250062911
606.89,1.001451053530761
607.08,1.0122439910099024
607.28,1.0048169250806431
607.47,1.0180987599452997
607.67,1.0041409838560564
607.87,1.015118929314803
608.06,0.9951929373451962
608.26,1.0096019091728732
608.45,1.0234809149928716
608.65,1.0287744494450266
608.84,1.0113662493372413
609.04,1.0215863789570325
609.24,1.01520206582829
609.43,1.00331082235922
609.63,1.0164730398507913
609.82,1.0045517542938762
610.02,1.0018535728267113
610.21,0.992033247602621
610.41,1.01984219507019
610.61,1.0117432799195865
610.8,1.007789613072647
611.0,1.016856194642057
611.19,0.9981602301508592
611.39,1.0103241871559483
611.58,1.0104984861493826
611.78,1.0213545655874585
611.98,1.013582376984874
612.17,1.017337288114773
612.37,1.0193692411454203
612.56,1.003362512114751
612.76,1.032443596740379
612.95,1.0214055650778369
613.15,0.9992244368720442
613.34,0.9990536389871029
613.54,1.0107851310231823
613.73,1.0228455944009118
613.93,1.0106965752209445
614.13,1.0058462332757407
614.32,1.0116993554232314
614.52,1.0076461135177956
614.71,1.0196571131917052
614.91,1.0141102814442828
615.1,1.0138731575421496
615.3,1.0203882756414193
615.49,1.0123903668502199
615.69,1.001598859427807
615.88,1.0137559888838445
616.08,1.0188719623474
616.27,1.001969397010897
616.47,1.0045842993892298
616.66,1.0081120830810153
616.86,1.0190269098140876
617.06,1.013407853162632
617.25,1.010973050897481
617.45,0.9998366075975704
617.64,1.0001643456780782
617.84,1.0084336055805272
618.03,1.013519748721679
