Wavelength [nm],#31-650cuton.csv
506.18,0.008501389130994828
506.39,0.005477522694971901
506.59,0.007832184738184814
506.79,0.006236785989403069
507.0,0.012540694359082442
507.2,0.005411856962840034
507.4,0.004476403077866088
507.6,0.005775557304459393
507.81,0.00933409305230367
508.01,0.007820988586109344
508.21,0.008105837150216053
508.41,0.003319720349061061
508.62,0.004620515513177129
508.82,0.0048821641339914235
509.02,0.00560118804329807
509.23,0.0007356294710287306
509.43,0.007164390593032256
509.63,0.00838914560707538
509.83,0.005738213625620811
510.04,0.009550924695851
510.24,0.008997831736310314
510.44,0.010498207890546061
510.64,0.002906437449755741
510.85,0.004050154791360376
511.05,0.008934939195125365
511.25,0.0072009293730678735
511.45,0.008844584863550064
511.66,0.0034596252472252295
511.86,0.00675167801068737
512.06,0.008736475577439956
512.26,0.008986673776715618
512.46,0.001908510114439452
512.67,0.007667883244389667
512.87,0.007497415533826596
513.07,0.012133922159474547
513.27,0.004225563747874234
513.48,0.007931371962483662
513.68,0.006500146502009013
513.88,0.007988166088723983
514.08,0.0040955213316909555
514.29,0.004597712616433596
514.49,0.0011950359486602076
514.69,0.00353834895228661
514.89,0.00730938600707871
515.09,0.010488796778724939
515.3,0.0049465963242908
515.5,0.00841464208741775
515.7,0.0010587081782172303
515.9,0.010606381862779018
516.11,0.005340792028188427
516.31,0.004740479260458646
516.51,0.002995080987817602
516.71,0.005804412796361746
516.91,0.004031477149691503
517.12,0.002682339625331218
517.32,0.0034181309064244066
517.52,0.010273216011395343
517.72,0.0040869453591227895
517.92,0.005687580026711849
518.13,0.008055812171633427
518.33,0.004628133077325528
518.53,0.0056638293872789845
518.73,0.0038136511559034325
518.93,0.0033509467959402573
519.14,0.008655893951872943
519.34,0.0067522856206432644
519.54,0.0038289408887367594
519.74,0.0072916758510628964
519.94,0.007758558072884854
520.15,0.0032154638676089534
520.35,0.006635272639228806
520.55,0.0034358871344835544
520.75,0.005522817980524297
520.95,0.0034946182219319825
521.16,0.004897810524796233
521.36,0.004322702591671218
521.56,0.009766928794745796
521.76,0.006574623288848626
521.96,0.006258408430040852
522.16,0.005877501221877186
522.37,0.006700062692276579
522.57,0.004233811068060844
522.77,0.006116601991904585
522.97,0.00780025983612726
523.17,0.007529712399401109
523.37,0.005103098871503745
523.58,0.004832567626955375
523.78,0.0024837020718456687
523.98,0.0035763341525054788
524.18,0.0038066735758540233
524.38,0.006734010714363122
524.58,0.0037548424459019443
524.79,0.0049872625763564896
524.99,0.002152593551127183
525.19,0.007400212336422645
525.39,0.0065131574614222055
525.59,0.008817736540873089
525.79,0.0021225578135262617
526.0,0.004501150762587629
526.2,0.002960748851968377
526.4,0.004468173420472214
526.6,0.0032727906345103083
526.8,0.00510085832927642
527.0,0.003889653383891031
527.2,0.0043107362274640414
527.41,0.006419810792965593
527.61,0.006830392206578626
527.81,0.0053507953354152826
528.01,0.0065848876172010865
528.21,0.00852997102977064
528.41,0.008542224780183582
528.61,0.0003725099255559222
528.82,0.00544371241710376
529.02,0.005014139668695199
529.22,0.004699860345895725
529.42,0.003925549838881752
529.62,0.0019274042350344704
529.82,0.004004417660339124
530.02,0.005538169021410436
530.22,0.0011071905771273714
530.43,0.0009005739581544814
530.63,0.00378461797081381
530.83,0.0055707974817145595
531.03,0.0005761928916511169
531.23,0.008131385769357923
531.43,0.0046278124443542455
531.63,0.005653939521025628
531.83,0.0019684850715229064
532.03,0.007308826663871519
532.24,0.006308615694500777
532.44,0.009026177567740538
532.64,0.005903158265688516
532.84,0.007247571482909861
533.04,0.0038669707152961443
533.24,0.005722843442791782
533.44,0.001544013598680051
533.64,0.0011208194033051702
533.84,0.0055360454242799105
534.04,0.005797604157214887
534.25,0.006102047503384524
534.45,0.0060627034640929915
534.65,0.003573133263470678
534.85,0.006859026586908115
535.05,0.0051184829711635954
535.25,0.0026241272356480184
535.45,0.004174634382827443
535.65,0.006785121415027558
535.85,0.005725294478104653
536.05,0.004344050666047876
536.25,0.00015582561094879165
536.46,0.006484521969495634
536.66,0.002792184312242019
536.86,0.005002569242737489
537.06,0.0029458267968019867
537.26,0.008366273658261024
537.46,0.0036120786668421313
537.66,0.007431736027892439
537.86,0.0029414109605977305
538.06,0.007208101110939893
538.26,0.0005793656688702411
538.46,0.0055707974817145595
538.66,0.003604687604717051
538.86,0.006537773055989035
539.07,0.0037854257461926014
539.27,0.008127882926874625
539.47,0.005785903608519416
539.67,0.008285547587042294
539.87,0.0068597563892796014
540.07,0.004207808124256313
540.27,0.007202842314311166
540.47,0.005810591523051856
540.67,0.00973492259786305
540.87,0.007595133004964308
541.07,0.004400733938064299
541.27,0.009564540943949018
541.47,0.0060659968400712085
541.67,0.005736350168578852
541.87,0.0033671770094434172
542.07,-0.00016370741440509268
542.27,4.9968131012629314e-05
542.47,0.006227981279657628
542.67,0.004623382724654896
542.87,0.00331538777228603
543.08,0.005141487242434387
543.28,0.0056026249797876135
543.48,0.0024775736864587825
543.68,0.005110217996470829
543.88,0.003408883640643927
544.08,0.007959327960988801
544.28,0.00677136799286215
544.48,0.005245890884096445
544.68,0.001641775377186541
544.88,0.0034730544912131033
545.08,0.006173414326633397
545.28,0.0024158783576049164
545.48,0.006835029919225151
545.68,0.008122826398110902
545.88,0.005469569142899522
546.08,0.005056870151054697
546.28,0.005325951172517778
546.48,0.004049827839716944
546.68,0.009123870807598636
546.88,0.004186386327955855
547.08,0.007531011460468825
547.28,0.0042648554456226236
547.48,0.00278806711819791
547.68,0.006373871329761584
547.88,0.004985395750277175
548.08,0.005409214301132465
548.28,0.005969807581225931
548.48,0.0018563753325671415
548.68,0.00603976636307173
548.88,0.009048446963694423
549.08,0.008899352749940272
549.28,0.004174873675163405
549.48,0.0021423562003161437
549.68,0.00485670301330622
549.88,0.003489322224001366
550.08,0.004516738843542936
550.28,0.006630599512165247
550.48,0.005274742625566961
550.68,0.007030281362681638
550.88,0.004010564340214359
551.08,0.006001921125657925
551.28,0.003685907319671446
551.48,0.0030923154093779517
551.68,0.005341293698736705
551.88,0.004387309464913234
552.08,0.00663406469087214
552.28,0.005119405012944621
552.48,0.0025742884533656108
552.68,0.0023058118491488984
552.88,0.0073676038264585035
553.08,0.004446097981350267
553.28,0.003918249811781131
553.48,0.002482757009874465
553.68,0.0033595074955312674
553.88,0.005067311572160213
554.08,0.0047553195052759826
554.28,0.004432178509396095
554.47,0.006287642730537242
554.67,0.00400680501227143
554.87,0.003995154264504992
555.07,0.00454269854712585
555.27,0.005056612514500124
555.47,0.006408340394190114
555.67,0.005196537715545581
555.87,0.004539514485284861
556.07,0.004326967300558035
556.27,0.008653148269607064
556.47,0.004646334923523485
556.67,0.005051449266046794
556.87,0.008566008468923351
557.07,0.0037006067184681083
557.27,0.007158456906937141
557.47,0.0021944183320876647
557.67,0.00725414176847134
557.87,0.004870606185083039
558.07,0.007270376098981624
558.26,0.004703816831137022
558.46,0.00520780825482557
558.66,0.00437623687083674
558.86,0.00510662922800039
559.06,0.006492916044925491
559.26,0.0028702359613187243
559.46,0.005044362418978685
559.66,0.004378881796280001
559.86,0.005618777889393044
560.06,0.005600624381910216
560.26,0.0001491133950859702
560.46,0.0037832633542804446
560.66,0.0045723770945815655
560.86,0.006122344425492372
561.05,0.005790106416136074
561.25,0.005711442224062846
561.45,0.0030472834354910174
561.65,0.0031993019447091762
561.85,-0.00014985848070298404
562.05,0.005309359696760288
562.25,0.0019193926024843283
562.45,0.0038171685139811195
562.65,0.005172396063631787
562.85,0.005858384633619754
563.05,0.00569728743219829
563.24,0.005947436788923735
563.44,0.0014174311975091584
563.64,0.003510795669983075
563.84,0.0035000566128211928
564.04,0.007204993822094198
564.24,0.00465377148894095
564.44,0.002014790709233948
564.64,0.005596862646187695
564.84,0.004195322146518263
565.03,0.004880517285860343
565.23,0.0046392725654365264
565.43,0.005057865530552742
565.63,0.004250852720704031
565.83,0.0009048243668205444
566.03,0.0012109780909718077
566.23,0.0045375534441888694
566.43,0.005999843412126997
566.63,0.0012256162636839017
566.82,0.0054466473326756845
567.02,0.005059675871343342
567.22,0.0035966004162393695
567.42,0.005065735284746126
567.62,0.0012874525799759049
567.82,0.006527491013694267
568.02,0.002171243586976435
568.22,0.006489819629585167
568.41,0.00423594103962647
568.61,0.00549573073544913
568.81,0.005662814002252588
569.01,0.004039875240074557
569.21,0.0021113411455431783
569.41,0.0048093483128464854
569.61,0.004508498934034372
569.8,0.002574903664172943
570.0,0.0035931655005061926
570.2,0.002744089633096325
570.4,0.004996007453684197
570.6,0.005310394914813807
570.8,0.005876428951698352
571.0,0.004713507916769423
571.19,0.003501438604452487
571.39,0.0036436357318188747
571.59,0.00860509455640328
571.79,0.0015823304247342576
571.99,0.004613124315957597
572.19,0.0061947058646648805
572.38,0.0030370383998428235
572.58,0.0055774677850195875
572.78,0.001677590983492467
572.98,0.004793039863468244
573.18,0.004206836413763338
573.38,0.00610448652947919
573.57,0.0064359620574353975
573.77,0.00693672387073806
573.97,0.006010621637476491
574.17,0.0047316110356321
574.37,0.005533809856810899
574.57,0.001958505561488165
574.76,0.002122836343148496
574.96,0.005655592769954244
575.16,0.0033722793236290426
575.36,0.004940855791167097
575.56,0.008025715492276745
575.75,0.002410342312178989
575.95,0.006330911491603041
576.15,0.0031599069109422466
576.35,0.004859791331345917
576.55,0.00708745438754268
576.74,0.00345127251845541
576.94,0.0038388744124058702
577.14,0.0036704029618556113
577.34,0.005516428300176509
577.54,0.0032900327080680513
577.74,0.002986034342295991
577.93,0.0015780855984783694
578.13,0.003612500772659706
578.33,0.0037001480666195292
578.53,0.007464559980187312
578.72,0.0035676103015372953
578.92,0.004772716432467017
579.12,0.004637741614292026
579.32,0.0045907425419597315
579.52,0.0045178542024054864
579.71,0.006132832295454495
579.91,0.003667254044523451
580.11,0.0037557763072911658
580.31,0.003731984155137357
580.51,0.006828230038857232
580.7,0.0013830231586763856
580.9,0.005035679986178561
581.1,0.0032202639722592927
581.3,0.0051845402576486815
581.49,0.0030476616194167177
581.69,0.004705522551748748
581.89,0.006217219467275237
582.09,0.0057874490012594995
582.29,0.005897700518251905
582.48,0.005909416173364655
582.68,0.004763021760671654
582.88,0.0034509459553749397
583.08,0.004036240358506482
583.27,0.0037558657235441176
583.47,0.003982123446164103
583.67,0.00397541418280441
583.87,0.0055881027794499275
584.06,0.0013606564973123435
584.26,0.006060189756579234
584.46,0.005573439239803523
584.66,0.006585190162449932
584.85,0.004326336872921435
585.05,0.004162619254849743
585.25,0.0037011889475003267
585.45,0.004499014594098341
585.64,0.005571621645244519
585.84,0.006256426473022952
586.04,0.004567359502967144
586.24,0.005569785371404935
586.43,0.005344378632153629
586.63,0.005659200400193772
586.83,0.003978020652554417
587.03,0.003491713507202815
587.22,0.0012538985530780818
587.42,0.006599991847286885
587.62,0.0022918556754169123
587.82,0.0023877470572981774
588.01,0.004680858587762516
588.21,0.0029560238657791536
588.41,0.0015382925322431728
588.6,0.003913682408864907
588.8,0.004489653588712081
589.0,0.0037716165656130917
589.2,0.004977553293975004
589.39,4.35492144353382e-05
589.59,0.005421061078464408
589.79,0.008456462716551653
589.98,0.0006985407997266411
590.18,0.004854643972984448
590.38,0.005651242072834193
590.58,0.00480977380591221
590.77,0.005296260298424485
590.97,0.005807240542544135
591.17,0.004769620560334587
591.36,0.005895814656570888
591.56,0.0031931188837845377
591.76,0.0028434008161308906
591.96,0.004385141491174064
592.15,0.0019961214580883086
592.35,0.005502929874290809
592.55,0.0029225339762529536
592.74,0.006415685888558175
592.94,0.008199808670007021
593.14,0.004218708022753861
593.33,0.0057273791279622574
593.53,0.0030413815897864602
593.73,0.004215579134400643
593.92,0.0034508746445022736
594.12,0.0037628498261383487
594.32,0.004172257015785004
594.51,0.0029041947672710663
594.71,0.006124984960160587
594.91,0.002827044985424252
595.11,0.002818937429306104
595.3,0.004706612436580154
595.5,0.005236810216516228
595.7,0.0062977929017625596
595.89,0.003701883193490789
596.09,0.0015301469696306464
596.29,0.00279771413775349
596.48,0.006262137753676343
596.68,0.0030311608167311248
596.88,0.004803449325774845
597.07,0.007433837233521014
597.27,0.004710126318397291
597.47,0.004895740134702142
597.66,0.003215757783606988
597.86,0.0039341703705357434
598.06,0.0056465180924704286
598.25,0.0073286419722395175
598.45,0.004498710147187116
598.64,0.004425201618784828
598.84,0.007541207945088263
599.04,0.002727940160453362
599.23,0.0069293873597221015
599.43,0.005724925519687161
599.63,0.004295544357754776
599.82,0.0064008298906460025
600.02,0.004246285214254166
600.22,0.001530858039411825
600.41,0.006049392174976386
600.61,0.004997090493224433
600.81,0.003527375833567231
601.0,0.007348599980774499
601.2,0.007143182247579458
601.39,0.0051085665635854415
601.59,0.005025265707232398
601.79,0.0064008298906460025
601.98,0.0009768413761953424
602.18,0.003792011351365756
602.38,0.007668261442042147
602.57,0.005387329253479562
602.77,0.002888686178057788
602.96,0.0027749449532615037
603.16,0.005424312734070527
603.36,0.0035989827952133398
603.55,0.006651287927555899
603.75,0.004793437259601091
603.95,0.0021631524142272807
604.14,0.004946321485745236
604.34,0.006563111700871389
604.53,0.006204552077782336
604.73,0.005191099177803169
604.93,0.0022735437773310713
605.12,0.005336196813251499
605.32,0.0065698421742217145
605.51,0.002640265127318158
605.71,0.005425822777373705
605.91,0.0037080333251708958
606.1,0.003501053262166532
606.3,0.005896144560318947
606.49,0.005092153078290908
606.69,0.007502518892099796
606.89,0.00231000675614178
607.08,0.0018845824859997512
607.28,0.0020044851438034425
607.47,0.003829478112783764
607.67,0.0028330831839723106
607.87,0.0059991199576788674
608.06,0.002356459770630234
608.26,0.0018543662651968626
608.45,0.0036203923141971345
608.65,0.005200323274774774
608.84,0.0053167879993340555
609.04,0.0061195772640266315
609.24,0.004398039701638116
609.43,0.006753292233987529
609.63,0.005117436470855407
609.82,0.004504560904032727
610.02,0.004278330565250815
610.21,0.004943870894396918
610.41,0.004274557611044128
610.61,0.005468740749558942
610.8,0.002929526701195521
611.0,0.004606589314367591
611.19,0.0037208226462495738
611.39,0.002053570332659514
611.58,0.0038585166854396037
611.78,0.005865554097904827
611.98,0.0056132849727885846
612.17,0.006608415847977146
612.37,0.0033565693507400024
612.56,0.006679433998836987
612.76,0.004676800000512986
612.95,0.0048181293770985685
613.15,0.004952506832673963
613.34,0.004772345709577344
613.54,0.0038615204572607217
613.73,0.004016697432838187
613.93,0.002077446649197348
