Wavelength [nm],#29-jaune.csv
455.09,0.032838538156658464
455.29,0.03586309957012413
455.5,0.038659476729550245
455.71,0.033948276704608205
455.91,0.05576147378710571
456.12,0.03302292415877441
456.32,0.03690034722563767
456.53,0.040551260530537356
456.73,0.057238957733419304
456.94,0.04989534981069946
457.15,0.06520892502635905
457.35,0.04401396763014992
457.56,0.046043480621301515
457.76,0.060692389923890123
457.97,0.05229534469180316
458.18,0.0518644086494
458.38,0.04277638090357299
458.59,0.05652445809449236
458.79,0.050396162538298706
459.0,0.06954049640099201
459.2,0.07327651896683106
459.41,0.07476478698064154
459.62,0.07320521996916461
459.82,0.07520265702925821
460.03,0.09102332286207099
460.23,0.0909387582883241
460.44,0.09264687803551983
460.64,0.08984156414689352
460.85,0.09477803555063863
461.06,0.12043892410889995
461.26,0.11789226182700847
461.47,0.10649490013308577
461.67,0.11272901297234339
461.88,0.12948656853255594
462.08,0.13508373045024422
462.29,0.12146967454981267
462.49,0.12917933899771772
462.7,0.13861856933675057
462.91,0.15593435098079061
463.11,0.1533474670305543
463.32,0.1415956654484532
463.52,0.16624456227855663
463.73,0.18972436179664287
463.93,0.1804840265174239
464.14,0.21276080807146547
464.34,0.17148412494959173
464.55,0.19078094782383317
464.75,0.18990938203602734
464.96,0.20439887918640784
465.16,0.20467399528613764
465.37,0.22214579167424106
465.58,0.21634195361488043
465.78,0.20978821343932907
465.99,0.24340128049835613
466.19,0.24849754155773007
466.4,0.26376890115456303
466.6,0.2760427246382742
466.81,0.26661886540632257
467.01,0.2696006865734136
467.22,0.2791196691189121
467.42,0.29023030727857274
467.63,0.2876838906420722
467.83,0.30718482956665843
468.04,0.30448511191831273
468.24,0.32284200312264155
468.45,0.3137753017551006
468.65,0.32826132598538277
468.86,0.3373791996336596
469.06,0.34895097872699166
469.27,0.3662984394178503
469.47,0.3822261785067019
469.68,0.3713443432438906
469.88,0.3674940697535409
470.09,0.3863009627173245
470.29,0.40967119106666877
470.5,0.40321742030256996
470.7,0.414413323061905
470.91,0.4210902177353034
471.11,0.4466625026025401
471.32,0.42026184348392215
471.52,0.4417601057659927
471.73,0.42874391949529156
471.93,0.46142528601066485
472.14,0.4545966717867104
472.34,0.4801865396452198
472.55,0.48442607694511036
472.75,0.4745844910659748
472.96,0.4900463751582737
473.16,0.4968566899573805
473.37,0.5183579121100271
473.57,0.5180931104079891
473.78,0.5260445105189693
473.98,0.5267030365746527
474.19,0.5360802124438488
474.39,0.5415368774129924
474.6,0.5462337828545426
474.8,0.545795182874956
475.01,0.5710822129160238
475.21,0.5551237984328009
475.42,0.563519805011189
475.62,0.5765501054261603
475.83,0.5736021543814495
476.03,0.5674586241079811
476.24,0.6101318024169167
476.44,0.6178299194175594
476.64,0.6024177236635745
476.85,0.5957813683345717
477.05,0.6206566588052796
477.26,0.6226293163748543
477.46,0.6374580935611271
477.67,0.6466582713676735
477.87,0.6409473772733912
478.08,0.6331747554622146
478.28,0.6457979353676506
478.49,0.6594205522781053
478.69,0.6766429995788578
478.9,0.64892758676102
479.1,0.6584479705542211
479.3,0.6721984144261973
479.51,0.6720745322345437
479.71,0.6599186463507577
479.92,0.6660835113029886
480.12,0.6764111198462974
480.33,0.6835436773075971
480.53,0.6720379237893077
480.74,0.7098414656714577
480.94,0.6936596155618511
481.14,0.6945349811397972
481.35,0.6969677610495727
481.55,0.7185735674296162
481.76,0.7168556177264634
481.96,0.7300968770721665
482.17,0.7242319906504212
482.37,0.6906730754262272
482.57,0.7274907360031078
482.78,0.7250274519904503
482.98,0.7341639926415541
483.19,0.7176718543287428
483.39,0.7371981014611046
483.6,0.7252521542733742
483.8,0.7579917828178796
484.0,0.7242183385511799
484.21,0.7480817983780442
484.41,0.7622912336772171
484.62,0.7742406691341155
484.82,0.7557460415382887
485.02,0.7584038575013432
485.23,0.7527432715414724
485.43,0.7843105974622875
485.64,0.7705345340126978
485.84,0.7763183562902956
486.05,0.7846141851663387
486.25,0.7888293886678521
486.45,0.7776911523917938
486.66,0.7867423748424139
486.86,0.7779616264976442
487.07,0.7567031607505498
487.27,0.7951603323605959
487.47,0.7736990988312207
487.68,0.7727802994041626
487.88,0.7990999392171887
488.09,0.8135567050629339
488.29,0.8060314465282827
488.49,0.8004216221147343
488.7,0.8071580336367732
488.9,0.7934113403605798
489.1,0.7949480016345714
489.31,0.7936876271463448
489.51,0.794843878763954
489.72,0.8141951123657313
489.92,0.7826341104008511
490.12,0.8135419147699665
490.33,0.8189191860114599
490.53,0.8170989300183524
490.74,0.8238090574450792
490.94,0.8155173649854687
491.14,0.821252237555718
491.35,0.8025167966138765
491.55,0.8194894260352399
491.75,0.8213165404273476
491.96,0.8296206447619564
492.16,0.8254536959128582
492.36,0.8439420930129308
492.57,0.8447874771244533
492.77,0.8303436679962292
492.98,0.8224313835881221
493.18,0.8381704371407224
493.38,0.8305326761030039
493.59,0.8306965710003897
493.79,0.8379378229220044
493.99,0.834946651810837
494.2,0.8216500715705326
494.4,0.8243663946928511
494.6,0.832287743018481
494.81,0.841432313744255
495.01,0.840225884610883
495.22,0.830941751359823
495.42,0.8323048248962225
495.62,0.8385295871999703
495.83,0.8506956949420192
496.03,0.8550465194951741
496.23,0.8492660438133788
496.44,0.8671551195480013
496.64,0.8381324189401567
496.84,0.8540093102413224
497.05,0.8745556434067784
497.25,0.8527313002504191
497.45,0.845819410110559
497.66,0.8554360845971941
497.86,0.8491903166606793
498.06,0.8712252049643954
498.27,0.8467594680106887
498.47,0.8525886791614729
498.67,0.83612196654076
498.88,0.852009419677819
499.08,0.8486710276637633
499.28,0.8679696833111343
499.49,0.8655482087352826
499.69,0.8432199754416433
499.89,0.8325448542496638
500.1,0.8580047250752829
500.3,0.8724295999562243
500.5,0.842013334381719
500.7,0.863043700604619
500.91,0.862317721230729
501.11,0.858720025852677
501.31,0.8686930801674644
501.52,0.847920495606816
501.72,0.8608314348662953
501.92,0.8569389383768882
502.13,0.8617921827418081
502.33,0.8608042057059274
502.53,0.8601773103470525
502.74,0.8693698098387829
502.94,0.8695485668174906
503.14,0.8653324816519143
503.34,0.852187495056775
503.55,0.8577527205842124
503.75,0.8717738329633435
503.95,0.87796949082344
504.16,0.887758362482596
504.36,0.8587273819132524
504.56,0.8688329686398223
504.76,0.8883422766969564
504.97,0.8783456958159628
505.17,0.8774678443247451
505.37,0.8781242653118779
505.58,0.8672743859944216
505.78,0.8685980848994851
505.98,0.8793906844446843
506.18,0.8722030337201715
506.39,0.8715734753716342
506.59,0.8644540909845819
506.79,0.8720982146235303
507.0,0.8679649870952811
507.2,0.8661816890537265
507.4,0.8896233303026753
507.6,0.8718747041210397
507.81,0.8819944115868754
508.01,0.8822791513537399
508.21,0.8750948091226198
508.41,0.8665124002754153
508.62,0.8627432544957573
508.82,0.8711714668920354
509.02,0.8809766209766509
509.23,0.8685036928986365
509.43,0.8700336651653497
509.63,0.8943701071703656
509.83,0.8752950633477984
510.04,0.8998437511426155
510.24,0.8773599283640345
510.44,0.9085300315428813
510.64,0.8927914605566395
510.85,0.8618988537072232
511.05,0.8813087686571675
511.25,0.875734869988107
511.45,0.8711990278088222
511.66,0.8900864976830054
511.86,0.8602998596251165
512.06,0.8801336072297302
512.26,0.8648206597176176
512.46,0.8785356418889269
512.67,0.8729258859341633
512.87,0.9005931954044132
513.07,0.8902960593025225
513.27,0.8979760640327148
513.48,0.8622479573303423
513.68,0.8623471666057188
513.88,0.8922059840181483
514.08,0.8748813015654809
514.29,0.8632204303683929
514.49,0.8735721862077511
514.69,0.868886624862143
514.89,0.8888676544717659
515.09,0.865896335866611
515.3,0.8843281748623829
515.5,0.8877140032594841
515.7,0.8925197659243421
515.9,0.895637773378477
516.11,0.8766504638335352
516.31,0.8692620587464834
516.51,0.8837276365011573
516.71,0.8884877166978579
516.91,0.8775063504971866
517.12,0.8726345968139112
517.32,0.8656577386440536
517.52,0.8926113602528953
517.72,0.8627062717530791
517.92,0.8807879433819229
518.13,0.8874093200382583
518.33,0.8806612409974265
518.53,0.8774678129086556
518.73,0.8760933036983587
518.93,0.8814802082455729
519.14,0.8775749748555024
519.34,0.8826718198105539
519.54,0.8865629073313168
519.74,0.8913331628709394
519.94,0.8814119156572228
520.15,0.8981678550451878
520.35,0.8860470727678892
520.55,0.8801511572267489
520.75,0.8928505516331379
520.95,0.8924246693396446
521.16,0.8834107876278328
521.36,0.8988287579855052
521.56,0.9024111584896385
521.76,0.888794827666403
521.96,0.8810849639515512
522.16,0.8827215485948513
522.37,0.87313681782294
522.57,0.8866727008398122
522.77,0.8926502622872287
522.97,0.8963968142800776
523.17,0.8813434415156736
523.37,0.888870235767987
523.58,0.8910562909153726
523.78,0.9056089841074079
523.98,0.9021969475768128
524.18,0.892219855161294
524.38,0.8979018526509084
524.58,0.8976087417339982
524.79,0.9005206621645453
524.99,0.8898896502522626
525.19,0.9072111137720015
525.39,0.8852923365889435
525.59,0.8927427797457966
525.79,0.893497240439569
526.0,0.89602181666273
526.2,0.8938402699836978
526.4,0.880514632502522
526.6,0.897427318432754
526.8,0.897919660000687
527.0,0.8725533335967612
527.2,0.877083289431589
527.41,0.8855562085730118
527.61,0.8961524898124767
527.81,0.8739460771321476
528.01,0.9119744745492281
528.21,0.9042336261898068
528.41,0.8776405220302955
528.61,0.8875352002578618
528.82,0.8959172738837984
529.02,0.8904670555028065
529.22,0.8988050259921527
529.42,0.8808859223986968
529.62,0.8856364281277154
529.82,0.8932403876869827
530.02,0.887170484258532
530.22,0.8832668930239387
530.43,0.8978362898035525
530.63,0.8901036903191537
530.83,0.9031329847351038
531.03,0.8960557115262444
531.23,0.8987229527072774
531.43,0.902272548858173
531.63,0.9112114050894371
531.83,0.8985450077723535
532.03,0.9067320929460491
532.24,0.9028966073968567
532.44,0.9001973743636262
532.64,0.8992139907540707
532.84,0.8826140907105818
533.04,0.8933358352889397
533.24,0.8776685909639517
533.44,0.8931978582616241
533.64,0.8918915588938425
533.84,0.8943798828257239
534.04,0.8968652048419165
534.25,0.912258628242308
534.45,0.8952473216450695
534.65,0.8854546788077677
534.85,0.885312697446244
535.05,0.9160059930892529
535.25,0.9074577595747085
535.45,0.9058105680118006
535.65,0.9036824232477602
535.85,0.8968892374092629
536.05,0.8953466418067483
536.25,0.9055231987759498
536.46,0.8916944810781641
536.66,0.8939926110888304
536.86,0.9035467166549273
537.06,0.8939463780062419
537.26,0.9005274414926522
537.46,0.9153938990225067
537.66,0.8719743016933554
537.86,0.8957114405364714
538.06,0.8815230586605006
538.26,0.8900827910112616
538.46,0.9196923739368124
538.66,0.890689446381192
538.86,0.898856377494513
539.07,0.9008587745600657
539.27,0.9042590323476647
539.47,0.9037651740031323
539.67,0.895768676584588
539.87,0.9072189530288678
540.07,0.9013908813312211
540.27,0.9230641800963939
540.47,0.9021811494019999
540.67,0.9052022673920154
540.87,0.9018157217818769
541.07,0.9087693551522538
541.27,0.9071032472833558
541.47,0.8997794850374783
541.67,0.8932571933985473
541.87,0.9059538109062051
542.07,0.879530602693661
542.27,0.8873863272698977
542.47,0.8916756545510623
542.67,0.892262366353251
542.87,0.9076109919750867
543.08,0.8931845055606281
543.28,0.8932248067196165
543.48,0.9011977787270398
543.68,0.9066685305131942
543.88,0.8973279140630517
544.08,0.904023645389891
544.28,0.9066514443602314
544.48,0.8923701715432638
544.68,0.8813600664191852
544.88,0.8976412700599002
545.08,0.9122399134786922
545.28,0.9058213503008149
545.48,0.9005562828847388
545.68,0.9057402136291651
545.88,0.9010676534749481
546.08,0.9105190332898165
546.28,0.9033395471328269
546.48,0.895888941944137
546.68,0.9160113514176178
546.88,0.9041201931239187
547.08,0.9045682344389144
547.28,0.9049472853859617
547.48,0.8995204706411872
547.68,0.9084719324900892
547.88,0.8994793871501897
548.08,0.8983760260174551
548.28,0.901157265775651
548.48,0.9159536292195083
548.68,0.9135092755039975
548.88,0.8843715452898503
549.08,0.9204645995214561
549.28,0.9179224324983459
549.48,0.9191039372147713
549.68,0.9126297210375052
549.88,0.9039872021935669
550.08,0.9005659658775984
550.28,0.9096367092836285
550.48,0.9036418693738992
550.68,0.8945527969144322
550.88,0.886786212358538
551.08,0.8960886647951282
551.28,0.8999321577752236
551.48,0.9011591370503772
551.68,0.8990294291881973
551.88,0.8948398299476324
552.08,0.9214003384519713
552.28,0.8988976137609368
552.48,0.8917577325902882
552.68,0.902826658831754
552.88,0.8992524882621897
553.08,0.9247315188694628
553.28,0.8859292883220036
553.48,0.9038195335278032
553.68,0.9118511679005702
553.88,0.9228475019376121
554.08,0.8925553244376455
554.28,0.9248628059252374
554.47,0.9088117884979262
554.67,0.9225118752409421
554.87,0.9194140589833444
555.07,0.9176548022732663
555.27,0.9113811468101574
555.47,0.8947949894005433
555.67,0.9091889201267969
555.87,0.9035366941333669
556.07,0.9157452575419586
556.27,0.9006830819498044
556.47,0.8929133927728008
556.67,0.9137180290055223
556.87,0.9152339843696647
557.07,0.9030995090555186
557.27,0.9025849150986037
557.47,0.9148650978664989
557.67,0.9008370612930985
557.87,0.9184320169004166
558.07,0.9226893622128524
558.26,0.9082946870791223
558.46,0.9070164743476592
558.66,0.9132226811104814
558.86,0.8874889221703993
559.06,0.9187267899896863
559.26,0.9004987284292612
559.46,0.9037526590667481
559.66,0.9098461249704239
559.86,0.9147123368628776
560.06,0.9149878897075407
560.26,0.9151672385110681
560.46,0.8982277824527328
560.66,0.8990502381040862
560.86,0.9077732529249429
561.05,0.8953306914822565
561.25,0.8950556004986118
561.45,0.9076951191304
561.65,0.9031476637156913
561.85,0.8892316632281492
562.05,0.8820601984549808
562.25,0.8949181306186912
562.45,0.913280498533986
562.65,0.9040856858273795
562.85,0.8970592560386577
563.05,0.9103838831344673
563.24,0.9198957642724274
563.44,0.8992112345956094
563.64,0.9042903197668726
563.84,0.9044844098228746
564.04,0.9149970228037142
564.24,0.8775859514467444
564.44,0.8869146937401292
564.64,0.8826504964732794
564.84,0.9179135316638981
565.03,0.9071669046065227
565.23,0.909406048666486
565.43,0.9024219714046261
565.63,0.9108196776668253
565.83,0.8916643785457998
566.03,0.9013445803753088
566.23,0.9052870453007222
566.43,0.9006390259812986
566.63,0.9058520260140321
566.82,0.911630169078824
567.02,0.8922903331990978
567.22,0.9085841299075469
567.42,0.887262257188045
567.62,0.8732734126431625
567.82,0.8916458067908596
568.02,0.8999948907826592
568.22,0.8993889390388756
568.41,0.9146404427390853
568.61,0.9153323501066485
568.81,0.9056701646866849
569.01,0.9124248677465597
569.21,0.916219832741033
569.41,0.9055069538497692
569.61,0.8978410924254496
569.8,0.9279215919265801
570.0,0.8792728125652138
570.2,0.9130641895089449
570.4,0.913710023473449
570.6,0.9213256384099044
570.8,0.9208005170670219
571.0,0.932415817098403
571.19,0.932480929569633
571.39,0.9069941112441678
571.59,0.9153640360118
571.79,0.9168065330653151
571.99,0.930906954152948
572.19,0.9114097958819705
572.38,0.9118936033355006
572.58,0.9013685469246725
572.78,0.9090688351121831
572.98,0.9009831081328333
573.18,0.9287751439845024
573.38,0.9116131239714139
573.57,0.8981253463399905
573.77,0.9121318469892373
573.97,0.916389819978992
574.17,0.9005305473262596
574.37,0.9088149223406662
574.57,0.9027024348309081
574.76,0.901090846317455
574.96,0.9052824187451104
575.16,0.8966579860368964
575.36,0.9071751695494944
575.56,0.904715855777149
575.75,0.905369981247598
575.95,0.8949470905180905
576.15,0.9065373906470151
576.35,0.907852038732859
576.55,0.9076847340895157
576.74,0.9076411016976558
576.94,0.9129236418501798
577.14,0.9171871981012056
577.34,0.9086746895545557
577.54,0.9162011537601918
577.74,0.8925942320970194
577.93,0.8925026976337677
578.13,0.8968962893081124
578.33,0.9016636672301358
578.53,0.8940494013114083
578.72,0.890387800407298
578.92,0.8890998014397867
579.12,0.9231687115751491
579.32,0.9202536065861399
579.52,0.9287173874567497
579.71,0.9183826541069583
579.91,0.9317475845671526
580.11,0.9209284670593466
580.31,0.9170800939645113
580.51,0.919065121867316
580.7,0.9212498431508038
580.9,0.922493550840381
581.1,0.9137743489827924
581.3,0.9277588084630267
581.49,0.9020129691894814
581.69,0.8919410239419645
581.89,0.9011361506801797
582.09,0.9194085280629809
582.29,0.9156004315539712
582.48,0.9258381370520428
582.68,0.9023259745422241
582.88,0.9163549787528059
583.08,0.9245424403477723
583.27,0.8958746233201506
583.47,0.912615206537873
583.67,0.9144472820752827
583.87,0.910828981341557
584.06,0.909736016404992
584.26,0.9143550422873825
584.46,0.9166859662128155
584.66,0.9083303613535286
584.85,0.9246844325881434
585.05,0.9152897048994867
585.25,0.9207649416151189
585.45,0.9274982622014932
585.64,0.9291055276450807
585.84,0.926396336948466
586.04,0.9043527902471781
586.24,0.9065321760972558
586.43,0.9166230635180711
586.63,0.9183002806540582
586.83,0.9167327873199286
587.03,0.9121276122907511
587.22,0.914645836437388
587.42,0.9046590734138341
587.62,0.9130880354892319
587.82,0.8988513793530186
588.01,0.8910268364555182
588.21,0.9082325045046507
588.41,0.9097826200155408
588.6,0.914594209623877
588.8,0.9040050349983415
589.0,0.9005635467610392
589.2,0.893879166503427
589.39,0.899819520087657
589.59,0.9188791836615591
589.79,0.9032572057797541
589.98,0.9138887870580603
590.18,0.9242629399213635
590.38,0.9117441930833876
590.58,0.9516842435430046
590.77,0.9279716696124072
590.97,0.9156865046444215
591.17,0.9273500356163223
591.36,0.9085966624576776
591.56,0.9162611819971138
591.76,0.9147107307080239
591.96,0.8961708015435219
592.15,0.9257191337722415
592.35,0.9278149661411547
592.55,0.9102936730763771
592.74,0.9177322682204974
592.94,0.9097255591445385
593.14,0.9159435525452916
593.33,0.9053859525366581
593.53,0.9054931185667131
593.73,0.910814206044809
593.92,0.9169312160548324
594.12,0.9104641739974402
594.32,0.9018210923253377
594.51,0.9023667411442641
594.71,0.9172538695062326
594.91,0.907315241713848
595.11,0.9168321945216575
595.3,0.9050680531678477
595.5,0.8951202316166722
595.7,0.8930318683698497
595.89,0.918780554536907
596.09,0.9085881712521507
596.29,0.9070832599859503
596.48,0.9121998675926943
596.68,0.9165458668324118
596.88,0.9207687667364575
597.07,0.9188997395986677
597.27,0.918995629596284
597.47,0.9256192380792714
597.66,0.9048460526850051
597.86,0.9080169842070066
598.06,0.9283811512233003
598.25,0.9353722288310086
598.45,0.9204601337494069
598.64,0.9157303728711031
598.84,0.911232234510291
599.04,0.9188223875552921
599.23,0.9137857521015883
599.43,0.9139462187317526
599.63,0.9095990570350803
599.82,0.9162479928014278
600.02,0.924265566661236
600.22,0.928806910291184
600.41,0.9239969798604485
600.61,0.9177606311293357
600.81,0.8906153992794853
601.0,0.9073463714187924
601.2,0.8964086312824558
601.39,0.9023803647651023
601.59,0.9165088424167868
601.79,0.9119175809880803
601.98,0.9057789345214265
602.18,0.9035337835682139
602.38,0.931667187499471
602.57,0.9100748525568686
602.77,0.9359148841848609
602.96,0.936820129172282
603.16,0.918548880382475
603.36,0.9177695527065057
603.55,0.9087987879116549
603.75,0.9140362240188439
603.95,0.9052575709505704
604.14,0.8963901946354477
604.34,0.9050986979303636
604.53,0.9201800269458236
604.73,0.8963089595151138
604.93,0.919542684506115
605.12,0.901710898611604
605.32,0.9241129740549753
605.51,0.9195064388777789
605.71,0.9131441099197258
605.91,0.9102109502169089
606.1,0.9253763345821896
606.3,0.9140333372480864
606.49,0.932344797639666
606.69,0.9222194916271994
606.89,0.9231848537153398
607.08,0.9212886292220559
607.28,0.9140089670788905
607.47,0.9330530563247839
607.67,0.9138495315163908
607.87,0.9116688008516964
608.06,0.8986065858551573
608.26,0.9111370481265231
608.45,0.9314834238293939
608.65,0.933673989172313
608.84,0.9137074350316636
609.04,0.9211825070854571
609.24,0.9070095856351382
609.43,0.9141870637164319
609.63,0.9261829727767241
609.82,0.9019141574711791
610.02,0.9165009574252927
610.21,0.9007220085865076
610.41,0.9148990300322963
610.61,0.9188646114646747
610.8,0.908887784172748
611.0,0.9012332345191977
611.19,0.898812658297258
611.39,0.8929959246464003
611.58,0.898225419394828
611.78,0.918111417912556
611.98,0.9050104276250164
612.17,0.9186548451584637
612.37,0.9279324631255985
612.56,0.9153336693157589
612.76,0.9388562984508241
612.95,0.941090469661821
613.15,0.9367485182311581
613.34,0.9205917077359906
613.54,0.9308732547018082
613.73,0.9210557793479601
613.93,0.9215584483797412
614.13,0.9166276298068292
614.32,0.9103327973633765
614.52,0.9181613783919466
614.71,0.9143086018006623
614.91,0.9166133367660158
615.1,0.9093620373912898
615.3,0.9153037049396037
615.49,0.9152631958364156
615.69,0.9168593097540414
615.88,0.920861630216436
616.08,0.9228195979335028
616.27,0.9014480912463668
616.47,0.9247341391186452
616.66,0.9148649425105824
616.86,0.9083020293541325
617.06,0.9041586792448898
617.25,0.9196140892586044
617.45,0.9114413178831515
617.64,0.8942435561567113
617.84,0.9137622488187271
618.03,0.917379313367518
618.23,0.9054754703583283
618.42,0.8942839607165486
