Description=Generated by CoatingRecipeMaker v4.1.0.76, Engine=MultiThread; AOI=0, POL=A, CHA=0, ConeSteps=21, Data is clipped beyond OD=7
DateTimeCreated=1/26/2023 4:00:55 PM
X(nm)	Y(FractionT)
696.6	9.35592468066075E-07
696.7	9.24961689631271E-07
696.8	9.14212361476921E-07
696.9	9.03362965970916E-07
697	8.92431626805451E-07
697.1	8.81436041825402E-07
697.2	8.70393422918175E-07
697.3	8.59320443028924E-07
697.4	8.48233190270414E-07
697.5	8.37147129009502E-07
697.6	8.26077067736611E-07
697.7	8.15037133460506E-07
697.8	8.04040752315484E-07
697.9	7.93100636025271E-07
698	7.82228773834718E-07
698.1	7.71436429495163E-07
698.2	7.6073414287703E-07
698.3	7.50131735772574E-07
698.4	7.39638321454745E-07
698.5	7.29262317562786E-07
698.6	7.19011461895953E-07
698.7	7.08892830713676E-07
698.8	6.98912859158302E-07
698.9	6.89077363438946E-07
699	6.79391564438195E-07
699.1	6.69860112428667E-07
699.2	6.60487112611797E-07
699.3	6.5127615121708E-07
699.4	6.42230321925694E-07
699.5	6.33352252407782E-07
699.6	6.24644130786079E-07
699.7	6.16107731862531E-07
699.8	6.07744442966377E-07
699.9	5.99555289301489E-07
700	5.91540958692194E-07
700.1	5.83701825236691E-07
700.2	5.76037971446757E-07
700.3	5.68549212032213E-07
700.4	5.61235115935847E-07
700.5	5.54095027078689E-07
700.6	5.47128084214523E-07
700.7	5.40333239883271E-07
700.8	5.33709278460395E-07
700.9	5.27254833306849E-07
701	5.20968403029507E-07
701.1	5.14848366867669E-07
701.2	5.08892999225681E-07
701.3	5.03100483374633E-07
701.4	4.97468924349267E-07
701.5	4.91996361069028E-07
701.6	4.8668077771295E-07
701.7	4.81520114380073E-07
701.8	4.76512277067889E-07
701.9	4.71655147001441E-07
702	4.66946589346211E-07
702.1	4.62384461337853E-07
702.2	4.57966619861345E-07
702.3	4.53690928511842E-07
702.4	4.49555264168775E-07
702.5	4.45557523113911E-07
702.6	4.4169562672357E-07
702.7	4.37967526763534E-07
702.8	4.34371210315224E-07
702.9	4.30904704359497E-07
703	4.27566080044452E-07
703.1	4.24353456661787E-07
703.2	4.2126500535553E-07
703.3	4.18298952585841E-07
703.4	4.15453583369645E-07
703.5	4.12727244318616E-07
703.6	4.10118346494332E-07
703.7	4.07625368099347E-07
703.8	4.05246857022029E-07
703.9	4.02981433252314E-07
704	4.008277911848E-07
704.1	3.98784701824448E-07
704.2	3.96851014910209E-07
704.3	3.95025660970706E-07
704.4	3.93307653325839E-07
704.5	3.9169609004787E-07
704.6	3.90190155894538E-07
704.7	3.8878912422735E-07
704.8	3.87492358927057E-07
704.9	3.86299316318539E-07
705	3.85209547117434E-07
705.1	3.84222698671629E-07
705.2	3.83338517873268E-07
705.3	3.8255685265659E-07
705.4	3.81877653960164E-07
705.5	3.81300978011222E-07
705.6	3.80826988706431E-07
705.7	3.80455960101695E-07
705.8	3.8018827902458E-07
705.9	3.80024447822809E-07
706	3.79965087263594E-07
706.1	3.80010939598477E-07
706.2	3.80162871809827E-07
706.3	3.80421879055426E-07
706.4	3.80789088328694E-07
706.5	3.81265762353303E-07
706.6	3.81853303731709E-07
706.7	3.82553259368667E-07
706.8	3.83367325191807E-07
706.9	3.84297351193189E-07
707	3.85345346816904E-07
707.1	3.86513486719835E-07
707.2	3.87804116934282E-07
707.3	3.89219761463443E-07
707.4	3.90763129342566E-07
707.5	3.9243712220125E-07
707.6	3.94244842364766E-07
707.7	3.96189601535056E-07
707.8	3.98274930095063E-07
707.9	4.00504587083515E-07
708	4.02882570890151E-07
708.1	4.05413130726382E-07
708.2	4.08100778929138E-07
708.3	4.10950304161437E-07
708.4	4.13966785577347E-07
708.5	4.17155608024606E-07
708.6	4.20522478364048E-07
708.7	4.24073442991269E-07
708.8	4.27814906652797E-07
708.9	4.31753652656512E-07
709	4.35896864584274E-07
709.1	4.40252149623667E-07
709.2	4.44827563644995E-07
709.3	4.49631638160597E-07
709.4	4.54673409314691E-07
709.5	4.59962449064203E-07
709.6	4.65508898724456E-07
709.7	4.7132350506839E-07
709.8	4.77417659183082E-07
709.9	4.8380343830482E-07
710	4.9049365087199E-07
710.1	4.97501882586873E-07
710.2	5.04842540727469E-07
710.3	5.12530916862891E-07
710.4	5.20583249837823E-07
710.5	5.29016791163873E-07
710.6	5.37849875526956E-07
710.7	5.47101996818168E-07
710.8	5.56793890127352E-07
710.9	5.66947620167482E-07
711	5.77586676632057E-07
711.1	5.88736077017738E-07
711.2	6.00422477478059E-07
711.3	6.12674292302521E-07
711.4	6.25521822645231E-07
711.5	6.38997395150613E-07
711.6	6.531355111416E-07
711.7	6.67973007047201E-07
711.8	6.83549226742374E-07
711.9	6.99906206457517E-07
712	7.17088872874805E-07
712.1	7.35145254961966E-07
712.2	7.54126709991403E-07
712.3	7.74088164040953E-07
712.4	7.95088367062903E-07
712.5	8.17190162316681E-07
712.6	8.40460769576806E-07
712.7	8.64972081011366E-07
712.8	8.90800967960777E-07
712.9	9.18029595977158E-07
713	9.46745744373469E-07
713.1	9.77043125109127E-07
713.2	1.00902169404215E-06
713.3	1.04278794530296E-06
713.4	1.0784551767042E-06
713.5	1.11614371054786E-06
713.6	1.15598104979281E-06
713.7	1.19810194411916E-06
713.8	1.24264833377942E-06
713.9	1.28976913104946E-06
714	1.33961978934484E-06
714.1	1.39236159844114E-06
714.2	1.44816063051659E-06
714.3	1.50718624579748E-06
714.4	1.56960904841591E-06
714.5	1.63559816289669E-06
714.6	1.70531768001541E-06
714.7	1.77892209866446E-06
714.8	1.85655056964407E-06
714.9	1.93831973077175E-06
715	2.02431491462224E-06
715.1	2.11457953795383E-06
715.2	2.20910251513179E-06
715.3	2.30780340208656E-06
715.4	2.41051541869607E-06
715.5	2.51696648877491E-06
715.6	2.62675867675441E-06
715.7	2.73934675176277E-06
715.8	2.8540170325501E-06
715.9	2.96986817038449E-06
716	3.08579607790719E-06
716.1	3.20048574385831E-06
716.2	3.31241308146614E-06
716.3	3.41986009879003E-06
716.4	3.52094638443087E-06
716.5	3.61367901128235E-06
716.6	3.69602137343581E-06
716.7	3.76597921009289E-06
716.8	3.82169934180443E-06
716.9	3.86157386206624E-06
717	3.88434027128611E-06
717.1	3.889166935711E-06
717.2	3.87571378860786E-06
717.3	3.84416052541045E-06
717.4	3.79519839702565E-06
717.5	3.72998637636482E-06
717.6	3.65007702091362E-06
717.7	3.55732086647892E-06
717.8	3.45376004249777E-06
717.9	3.34152181811473E-06
718	3.22272122815814E-06
718.1	3.09937934479166E-06
718.2	2.97336080767443E-06
718.3	2.84633147416472E-06
718.4	2.71973488092209E-06
718.5	2.5947847808339E-06
718.6	2.47247031485746E-06
718.7	2.35357026297228E-06
718.8	2.23867311083591E-06
718.9	2.12820019170377E-06
719	2.02242977280252E-06
719.1	1.92152055124289E-06
719.2	1.82553354773278E-06
719.3	1.73445181046828E-06
719.4	1.648197662801E-06
719.5	1.56664745601825E-06
719.6	1.48964393848172E-06
719.7	1.41700644169792E-06
719.8	1.34853912870381E-06
719.9	1.28403756409107E-06
720	1.22329385882542E-06
720.1	1.16610061913679E-06
720.2	1.11225390703792E-06
720.3	1.06155544043316E-06
720.4	1.01381413830126E-06
720.5	9.6884715316117E-07
720.6	9.26480507007109E-07
720.7	8.86549420698282E-07
720.8	8.48898409860394E-07
720.9	8.13381206051558E-07
721	7.79860550026479E-07
721.1	7.48207894098442E-07
721.2	7.1830304257495E-07
721.3	6.90033752732793E-07
721.4	6.63295313570064E-07
721.5	6.37990115392363E-07
721.6	6.14027219974416E-07
721.7	5.9132193842446E-07
721.8	5.69795421831984E-07
721.9	5.4937426818766E-07
722	5.29990147838629E-07
722.1	5.11579448804295E-07
722.2	4.94082942570661E-07
722.3	4.77445470453813E-07
722.4	4.61615650238517E-07
722.5	4.46545602521312E-07
722.6	4.3219069599791E-07
722.7	4.18509310810648E-07
722.8	4.05462618996637E-07
722.9	3.93014381040321E-07
723	3.81130757526093E-07
723.1	3.69780134897341E-07
723.2	3.58932964355231E-07
723.3	3.48561612966859E-07
723.4	3.38640226095645E-07
723.5	3.29144600314153E-07
723.6	3.20052066008402E-07
723.7	3.1134137893354E-07
723.8	3.02992620029132E-07
723.9	2.9498710285156E-07
724	2.87307288026394E-07
724.1	2.79936704168672E-07
724.2	2.72859874760405E-07
724.3	2.66062250514172E-07
724.4	2.59530146788647E-07
724.5	2.53250685656059E-07
724.6	2.47211742253759E-07
724.7	2.41401895081664E-07
724.8	2.35810379934358E-07
724.9	2.30427047182745E-07
725	2.25242322142401E-07
725.1	2.20247170688056E-07
725.2	2.15433072481275E-07
725.3	2.10791982395554E-07
725.4	2.06316298728634E-07
725.5	2.01998835828717E-07
725.6	1.97832798619983E-07
725.7	1.93811758883579E-07
725.8	1.89929633161004E-07
725.9	1.86180662158316E-07
726	1.82559391538833E-07
726.1	1.7906065400156E-07
726.2	1.75679552550123E-07
726.3	1.72411444865472E-07
726.4	1.69251928701613E-07
726.5	1.66196828230812E-07
726.6	1.63242181269971E-07
726.7	1.60384227325546E-07
726.8	1.57619396399289E-07
726.9	1.5494429850133E-07
727	1.52355713821768E-07
727.1	1.49850583515101E-07
727.2	1.47426001055968E-07
727.3	1.45079204127426E-07
727.4	1.42807567006135E-07
727.5	1.40608593411515E-07
727.6	1.38479909788438E-07
727.7	1.36419258995348E-07
727.8	1.34424494371619E-07
727.9	1.32493574160247E-07
728	1.3062455626354E-07
728.1	1.28815593311028E-07
728.2	1.27064928020635E-07
728.3	1.25370888835314E-07
728.4	1.23731885818669E-07
728.5	1.22146406794396E-07
728.6	1.20613013715422E-07
728.7	1.19130339249402E-07
728.8	1.17697083568719E-07
728.9	1.16312011333339E-07
729	1.14973948856154E-07
729.1	1.13681781441023E-07
729.2	1.12434450884344E-07
729.3	1.11230953131714E-07
729.4	1.10070336081796E-07
729.5	1.08951697530076E-07
729.6	1.07874183245692E-07
729.7	1.06836985174884E-07
729.8	1.05839339765334E-07
729.9	1.04880526405767E-07
730	1.03959865975714E-07
