Description=Generated by CoatingRecipeMaker v4.1.0.76, Engine=MultiThread; AOI=0, POL=A, CHA=0, ConeSteps=21, Data is clipped beyond OD=7
DateTimeCreated=1/26/2023 4:00:55 PM
X(nm)	Y(FractionT)
576.9	0.986952691923297
577	0.986941995974525
577.1	0.986941007770196
577.2	0.986936105004091
577.3	0.986914056629826
577.4	0.986863268648582
577.5	0.986774825206998
577.6	0.98664325809311
577.7	0.986467001821113
577.8	0.986248517278105
577.9	0.985994092428632
578	0.985713351881781
578.1	0.985418526528418
578.2	0.985123548695996
578.3	0.984843046669708
578.4	0.984591314917271
578.5	0.984381333390829
578.6	0.984223901709852
578.7	0.984126942914858
578.8	0.984095017925966
578.9	0.984129076863932
579	0.98422645786322
579.1	0.984381128636217
579.2	0.984584151420014
579.3	0.984824338582327
579.4	0.985089054603548
579.5	0.985365110946878
579.6	0.985639694057657
579.7	0.985901263954795
579.8	0.986140362022902
579.9	0.986350271907179
580	0.986527486747281
580.1	0.986671948762285
580.2	0.986787042820152
580.3	0.986879343945603
580.4	0.986958134067888
580.5	0.987034720669119
580.6	0.987121603801357
580.7	0.987231548236578
580.8	0.987376623940602
580.9	0.98756728023805
581	0.98781151703885
581.1	0.988114210644792
581.2	0.988476642415348
581.3	0.988896266471355
581.4	0.989366738207152
581.5	0.989878209225643
581.6	0.990417877033636
581.7	0.990970760182002
581.8	0.991520652430324
581.9	0.992051194099106
582	0.992546986352073
582.1	0.992994666103058
582.2	0.993383856831479
582.3	0.993707914749329
582.4	0.993964400881908
582.5	0.99415522738211
582.6	0.994286449728229
582.7	0.994367703605394
582.8	0.994411314024348
582.9	0.994431132182154
583	0.99444118044278
583.1	0.994454205695827
583.2	0.994480254852973
583.3	0.994525392477165
583.4	0.994590679043369
583.5	0.994671518866678
583.6	0.994757469160606
583.7	0.994832575921931
583.8	0.994876268457374
583.9	0.994864802923607
584	0.994773197664372
584.1	0.994577552095236
584.2	0.994257590623642
584.3	0.99379922921044
584.4	0.993196931132575
584.5	0.99245560650938
584.6	0.991591821897088
584.7	0.990634123566182
584.8	0.989622339131123
584.9	0.988605801520249
585	0.987640528679684
585.1	0.986785483358745
585.2	0.986098120782218
585.3	0.985629498517867
585.4	0.985419289390514
585.5	0.985491078889613
585.6	0.985848363927433
585.7	0.986471695604373
585.8	0.987317418303105
585.9	0.988318438356369
586	0.989387386810964
586.1	0.990422397318834
586.2	0.991315480589302
586.3	0.991963135429196
586.4	0.992278415941836
586.5	0.99220323436046
586.6	0.991719311913084
586.7	0.990856002278841
586.8	0.989693289678653
586.9	0.988358636574086
587	0.987016979376653
587.1	0.985853938335861
587.2	0.985053101817644
587.3	0.984769003216623
587.4	0.98509817767403
587.5	0.986051623905022
587.6	0.987533292227502
587.7	0.989330906389395
587.8	0.991127099931197
587.9	0.992539376725549
588	0.993194878806914
588.1	0.992838238963369
588.2	0.991456954171849
588.3	0.989390380951731
588.4	0.987369101783175
588.5	0.986410806377571
588.6	0.987463334896538
588.7	0.990603431244717
588.8	0.99345371046919
588.9	0.988449423194523
589	0.959628382837522
589.1	0.88386626676728
589.2	0.746453813602347
589.3	0.565692076213707
589.4	0.38792979955226
589.5	0.248654387254638
589.6	0.154329452277629
589.7	0.0951230635410349
589.8	0.0590612336602045
589.9	0.0371914901126852
590	0.0238139743459962
590.1	0.0155120156954452
590.2	0.0102735897660957
590.3	0.00691167045949702
590.4	0.00471826990933424
590.5	0.00326478698674379
590.6	0.0022874916327205
590.7	0.00162141288978757
590.8	0.00116169600754986
590.9	0.000840675322617454
591	0.000614054500922333
591.1	0.000452443596585908
591.2	0.000336096268992268
591.3	0.000251588610707954
591.4	0.000189693857154647
591.5	0.00014400436405101
591.6	0.000110026972859715
591.7	8.4582179969635E-05
591.8	6.54006804120183E-05
591.9	5.08496330458778E-05
592	3.97451189314227E-05
592.1	3.12224639827962E-05
592.2	2.46457881154045E-05
592.3	1.95443925514327E-05
592.4	1.55676705000907E-05
592.5	1.24529088666717E-05
592.6	1.0002132191419E-05
592.7	8.06533683964179E-06
592.8	6.52827361529507E-06
592.9	5.30348995542626E-06
593	4.3237233165376E-06
593.1	3.53700110156966E-06
593.2	2.90298662896053E-06
593.3	2.39024011893663E-06
593.4	1.97415530575975E-06
593.5	1.63539754933688E-06
593.6	1.3587160864538E-06
593.7	1.13203676992506E-06
593.8	9.45766076047547E-07
593.9	7.92254965359349E-07
594	6.65384224139178E-07
594.1	5.60242516023304E-07
594.2	4.72875476354919E-07
594.3	4.00089461203871E-07
594.4	3.39297504433026E-07
594.5	2.88397991639503E-07
594.6	2.45678785264168E-07
594.7	2.09741217798413E-07
594.8	1.79439647262981E-07
594.9	1.53833242383801E-07
595	1.32147409253744E-07
595.1	1.13742842631125E-07
595.2	1E-07
595.3	1E-07
595.4	1E-07
595.5	1E-07
595.6	1E-07
595.7	1E-07
595.8	1E-07
595.9	1E-07
596	1E-07
596.1	1E-07
596.2	1E-07
596.3	1E-07
596.4	1E-07
596.5	1E-07
596.6	1E-07
596.7	1E-07
596.8	1E-07
596.9	1E-07
597	1E-07
597.1	1E-07
597.2	1E-07
597.3	1E-07
597.4	1E-07
597.5	1E-07
597.6	1E-07
597.7	1E-07
597.8	1E-07
597.9	1E-07
598	1E-07
598.1	1E-07
598.2	1E-07
598.3	1E-07
598.4	1E-07
598.5	1E-07
598.6	1E-07
598.7	1E-07
598.8	1E-07
598.9	1E-07
599	1E-07
599.1	1E-07
599.2	1E-07
599.3	1E-07
599.4	1E-07
599.5	1E-07
599.6	1E-07
599.7	1E-07
599.8	1E-07
599.9	1E-07
600	1E-07
600.1	1E-07
600.2	1E-07
600.3	1E-07
600.4	1E-07
600.5	1E-07
600.6	1E-07
600.7	1E-07
600.8	1E-07
600.9	1E-07
601	1E-07
601.1	1E-07
601.2	1E-07
601.3	1E-07
601.4	1E-07
601.5	1E-07
601.6	1E-07
601.7	1E-07
601.8	1E-07
601.9	1E-07
602	1E-07
602.1	1E-07
602.2	1E-07
602.3	1E-07
602.4	1E-07
602.5	1E-07
602.6	1E-07
602.7	1E-07
602.8	1E-07
602.9	1E-07
603	1E-07
603.1	1E-07
603.2	1E-07
603.3	1E-07
603.4	1E-07
603.5	1E-07
603.6	1E-07
603.7	1E-07
603.8	1E-07
603.9	1E-07
604	1E-07
604.1	1E-07
604.2	1E-07
604.3	1E-07
604.4	1E-07
604.5	1E-07
604.6	1E-07
604.7	1E-07
604.8	1E-07
604.9	1E-07
605	1E-07
605.1	1E-07
605.2	1E-07
605.3	1E-07
605.4	1E-07
605.5	1E-07
605.6	1E-07
605.7	1E-07
605.8	1E-07
605.9	1E-07
606	1E-07
606.1	1E-07
606.2	1E-07
606.3	1E-07
606.4	1E-07
606.5	1E-07
606.6	1E-07
606.7	1E-07
606.8	1E-07
606.9	1E-07
607	1E-07
607.1	1E-07
607.2	1E-07
607.3	1E-07
607.4	1E-07
607.5	1E-07
607.6	1E-07
607.7	1E-07
607.8	1E-07
607.9	1E-07
608	1E-07
608.1	1E-07
608.2	1E-07
608.3	1E-07
608.4	1E-07
608.5	1E-07
608.6	1E-07
608.7	1E-07
608.8	1E-07
608.9	1E-07
609	1E-07
609.1	1E-07
609.2	1E-07
609.3	1E-07
609.4	1E-07
609.5	1E-07
609.6	1E-07
609.7	1E-07
609.8	1E-07
609.9	1E-07
610	1E-07
610.1	1E-07
610.2	1E-07
610.3	1E-07
610.4	1E-07
610.5	1E-07
610.6	1E-07
610.7	1E-07
610.8	1E-07
610.9	1E-07
611	1E-07
611.1	1E-07
611.2	1E-07
611.3	1E-07
611.4	1E-07
611.5	1E-07
611.6	1E-07
611.7	1E-07
611.8	1E-07
611.9	1E-07
612	1E-07
612.1	1E-07
612.2	1E-07
612.3	1E-07
612.4	1E-07
612.5	1E-07
612.6	1E-07
612.7	1E-07
612.8	1E-07
612.9	1E-07
613	1E-07
613.1	1E-07
613.2	1E-07
613.3	1E-07
613.4	1E-07
613.5	1E-07
613.6	1E-07
613.7	1E-07
613.8	1E-07
613.9	1E-07
614	1E-07
614.1	1E-07
614.2	1E-07
614.3	1E-07
614.4	1E-07
614.5	1E-07
614.6	1E-07
614.7	1E-07
614.8	1E-07
614.9	1E-07
615	1E-07
615.1	1E-07
615.2	1E-07
615.3	1E-07
615.4	1E-07
615.5	1E-07
615.6	1E-07
615.7	1E-07
615.8	1E-07
615.9	1E-07
616	1E-07
616.1	1E-07
616.2	1E-07
616.3	1E-07
616.4	1E-07
616.5	1E-07
616.6	1E-07
616.7	1E-07
616.8	1E-07
616.9	1E-07
617	1E-07
617.1	1E-07
617.2	1E-07
617.3	1E-07
617.4	1E-07
617.5	1E-07
617.6	1E-07
617.7	1E-07
617.8	1E-07
617.9	1E-07
618	1E-07
618.1	1E-07
618.2	1E-07
618.3	1E-07
618.4	1E-07
618.5	1E-07
618.6	1E-07
618.7	1E-07
618.8	1E-07
618.9	1E-07
619	1E-07
619.1	1E-07
619.2	1E-07
619.3	1E-07
619.4	1E-07
619.5	1E-07
619.6	1E-07
619.7	1E-07
619.8	1E-07
619.9	1E-07
620	1E-07
620.1	1E-07
620.2	1E-07
620.3	1E-07
620.4	1E-07
620.5	1E-07
620.6	1E-07
620.7	1E-07
620.8	1E-07
620.9	1E-07
621	1E-07
621.1	1E-07
621.2	1E-07
621.3	1E-07
621.4	1E-07
621.5	1E-07
621.6	1E-07
621.7	1E-07
621.8	1E-07
621.9	1E-07
622	1E-07
622.1	1E-07
622.2	1E-07
622.3	1E-07
622.4	1E-07
622.5	1E-07
622.6	1E-07
622.7	1E-07
622.8	1E-07
622.9	1E-07
623	1E-07
623.1	1E-07
623.2	1E-07
623.3	1E-07
623.4	1E-07
623.5	1E-07
623.6	1E-07
623.7	1E-07
623.8	1E-07
623.9	1E-07
624	1E-07
624.1	1E-07
624.2	1E-07
624.3	1E-07
624.4	1E-07
624.5	1E-07
624.6	1E-07
624.7	1E-07
624.8	1E-07
624.9	1E-07
625	1E-07
625.1	1E-07
625.2	1E-07
625.3	1E-07
625.4	1E-07
625.5	1E-07
625.6	1E-07
625.7	1E-07
625.8	1E-07
625.9	1E-07
626	1E-07
626.1	1E-07
626.2	1E-07
626.3	1E-07
626.4	1E-07
626.5	1E-07
626.6	1E-07
626.7	1E-07
626.8	1E-07
626.9	1E-07
627	1E-07
627.1	1E-07
627.2	1E-07
627.3	1E-07
627.4	1E-07
627.5	1E-07
627.6	1E-07
627.7	1E-07
627.8	1E-07
627.9	1E-07
628	1E-07
628.1	1E-07
628.2	1E-07
628.3	1E-07
628.4	1E-07
628.5	1E-07
628.6	1E-07
628.7	1E-07
628.8	1E-07
628.9	1E-07
629	1E-07
629.1	1E-07
629.2	1E-07
629.3	1E-07
629.4	1E-07
629.5	1E-07
629.6	1E-07
629.7	1E-07
629.8	1E-07
629.9	1E-07
630	1E-07
630.1	1E-07
630.2	1E-07
630.3	1E-07
630.4	1E-07
630.5	1E-07
630.6	1E-07
630.7	1E-07
630.8	1E-07
630.9	1E-07
631	1E-07
631.1	1E-07
631.2	1E-07
631.3	1E-07
631.4	1E-07
631.5	1E-07
631.6	1E-07
631.7	1E-07
631.8	1E-07
631.9	1E-07
632	1E-07
632.1	1E-07
632.2	1E-07
632.3	1E-07
632.4	1E-07
632.5	1E-07
632.6	1E-07
632.7	1E-07
632.8	1E-07
632.9	1E-07
633	1E-07
633.1	1E-07
633.2	1E-07
633.3	1E-07
633.4	1E-07
633.5	1E-07
633.6	1E-07
633.7	1E-07
633.8	1E-07
633.9	1E-07
634	1E-07
634.1	1E-07
634.2	1E-07
634.3	1E-07
634.4	1E-07
634.5	1E-07
634.6	1E-07
634.7	1E-07
634.8	1E-07
634.9	1E-07
635	1E-07
635.1	1E-07
635.2	1E-07
635.3	1E-07
635.4	1E-07
635.5	1E-07
635.6	1E-07
635.7	1E-07
635.8	1E-07
635.9	1E-07
636	1E-07
636.1	1E-07
636.2	1E-07
636.3	1E-07
636.4	1E-07
636.5	1E-07
636.6	1E-07
636.7	1E-07
636.8	1E-07
636.9	1E-07
637	1E-07
637.1	1E-07
637.2	1E-07
637.3	1E-07
637.4	1E-07
637.5	1E-07
637.6	1E-07
637.7	1E-07
637.8	1E-07
637.9	1E-07
638	1E-07
638.1	1E-07
638.2	1E-07
638.3	1E-07
638.4	1E-07
638.5	1E-07
638.6	1E-07
638.7	1E-07
638.8	1E-07
638.9	1E-07
639	1E-07
639.1	1E-07
639.2	1E-07
639.3	1E-07
639.4	1E-07
639.5	1E-07
639.6	1E-07
639.7	1E-07
639.8	1E-07
639.9	1E-07
640	1E-07
640.1	1E-07
640.2	1E-07
640.3	1E-07
640.4	1E-07
640.5	1E-07
640.6	1E-07
640.7	1E-07
640.8	1E-07
640.9	1E-07
641	1E-07
641.1	1E-07
641.2	1E-07
641.3	1E-07
641.4	1E-07
641.5	1E-07
641.6	1E-07
641.7	1E-07
641.8	1E-07
641.9	1E-07
642	1E-07
642.1	1E-07
642.2	1E-07
642.3	1E-07
642.4	1E-07
642.5	1E-07
642.6	1E-07
642.7	1E-07
642.8	1E-07
642.9	1E-07
643	1E-07
643.1	1E-07
643.2	1E-07
643.3	1E-07
643.4	1E-07
643.5	1E-07
643.6	1E-07
643.7	1E-07
643.8	1E-07
643.9	1E-07
644	1E-07
644.1	1E-07
644.2	1E-07
644.3	1E-07
644.4	1E-07
644.5	1E-07
644.6	1E-07
644.7	1E-07
644.8	1E-07
644.9	1E-07
645	1E-07
645.1	1E-07
645.2	1E-07
645.3	1E-07
645.4	1E-07
645.5	1E-07
645.6	1E-07
645.7	1E-07
645.8	1E-07
645.9	1E-07
646	1E-07
646.1	1E-07
646.2	1E-07
646.3	1E-07
646.4	1E-07
646.5	1E-07
646.6	1E-07
646.7	1E-07
646.8	1E-07
646.9	1E-07
647	1E-07
647.1	1E-07
647.2	1E-07
647.3	1E-07
647.4	1E-07
647.5	1E-07
647.6	1E-07
647.7	1E-07
647.8	1E-07
647.9	1E-07
648	1E-07
648.1	1E-07
648.2	1E-07
648.3	1E-07
648.4	1E-07
648.5	1E-07
648.6	1E-07
648.7	1E-07
648.8	1E-07
648.9	1E-07
649	1E-07
649.1	1E-07
649.2	1E-07
649.3	1E-07
649.4	1E-07
649.5	1E-07
649.6	1E-07
649.7	1E-07
649.8	1E-07
649.9	1E-07
650	1E-07
650.1	1E-07
650.2	1E-07
650.3	1E-07
650.4	1E-07
650.5	1E-07
650.6	1E-07
650.7	1E-07
650.8	1E-07
650.9	1E-07
651	1E-07
651.1	1E-07
651.2	1E-07
651.3	1E-07
651.4	1E-07
651.5	1E-07
651.6	1E-07
651.7	1E-07
651.8	1E-07
651.9	1.26278909045999E-07
652	1.87767051608044E-07
652.1	2.7936358369784E-07
652.2	4.00180829436036E-07
652.3	5.1804150971165E-07
652.4	5.72864697128909E-07
652.5	5.44009917011037E-07
652.6	4.71516381603096E-07
652.7	3.96379287918966E-07
652.8	3.34665964912658E-07
652.9	2.87964543272146E-07
653	2.53590873608284E-07
653.1	2.28527341617122E-07
653.2	2.10383114732482E-07
653.3	1.97439690612436E-07
653.4	1.88500970636097E-07
653.5	1.8274321417462E-07
653.6	1.79602227311775E-07
653.7	1.78695180287338E-07
653.8	1.79767633120676E-07
653.9	1.82657478072684E-07
654	1.87269769537108E-07
654.1	1.93558246233806E-07
654.2	2.01510582839738E-07
654.3	2.11135171016256E-07
654.4	2.22447690034907E-07
654.5	2.35456038855572E-07
654.6	2.50142516489276E-07
654.7	2.66442623939364E-07
654.8	2.84220706333021E-07
654.9	3.03244029475846E-07
655	3.2315884660041E-07
655.1	3.43474351540087E-07
655.2	3.63562308011643E-07
655.3	3.8268015350673E-07
655.4	4.00023007841498E-07
655.5	4.14802758539576E-07
655.6	4.26342776280735E-07
655.7	4.34168230102412E-07
655.8	4.38069263139874E-07
655.9	4.38120370457995E-07
656	4.34652388101427E-07
656.1	4.28187590408374E-07
656.2	4.19357151530068E-07
656.3	4.08820861873849E-07
656.4	3.97203212623553E-07
656.5	3.85051853267182E-07
656.6	3.72817590408001E-07
656.7	3.60851176741896E-07
656.8	3.49411000316023E-07
656.9	3.386764334683E-07
657	3.28763000442666E-07
657.1	3.19736968253038E-07
657.2	3.11628121540761E-07
657.3	3.04440269014108E-07
657.4	2.98159495028084E-07
657.5	2.92760404009623E-07
657.6	2.8821069245421E-07
657.7	2.84474387389725E-07
657.8	2.8151405421358E-07
657.9	2.79292226211506E-07
658	2.77772256639057E-07
658.1	2.76918748465252E-07
658.2	2.76697679051834E-07
658.3	2.77076307317431E-07
658.4	2.78022928493194E-07
658.5	2.79506525252483E-07
658.6	2.81496352618539E-07
658.7	2.8396148656026E-07
658.8	2.86870361664062E-07
658.9	2.90190320937477E-07
659	2.93887199967531E-07
659.1	2.97924967702732E-07
659.2	3.02265446441659E-07
659.3	3.06868133618547E-07
659.4	3.11690147104166E-07
659.5	3.16686313473519E-07
659.6	3.21809414604435E-07
659.7	3.27010601799475E-07
659.8	3.32239978338391E-07
659.9	3.3744734123956E-07
660	3.42583061637435E-07
660.1	3.47599066116868E-07
660.2	3.52449875935009E-07
660.3	3.57093693651013E-07
660.4	3.61493424475394E-07
660.5	3.65617587121989E-07
660.6	3.69441067731E-07
660.7	3.72945672713237E-07
660.8	3.76120449430834E-07
660.9	3.78961759392224E-07
661	3.81473105427378E-07
661.1	3.83664730346698E-07
661.2	3.85553018268655E-07
661.3	3.87159739916608E-07
661.4	3.88511189065504E-07
661.5	3.89637258869358E-07
661.6	3.90570504440116E-07
661.7	3.9134523257502E-07
661.8	3.9199665195001E-07
661.9	3.92560108452674E-07
662	3.93070421567103E-07
662.1	3.93561329594934E-07
662.2	3.94065044520682E-07
662.3	3.94611911789524E-07
662.4	3.95230166241119E-07
662.5	3.95945772860105E-07
662.6	3.96782339682106E-07
662.7	3.97761089902483E-07
662.8	3.98900880721785E-07
662.9	4.00218257492486E-07
663	4.01727533097702E-07
663.1	4.03440884026582E-07
663.2	4.05368456183263E-07
663.3	4.07518474984849E-07
663.4	4.09897355709174E-07
663.5	4.12509811307487E-07
663.6	4.15358955987629E-07
663.7	4.184464037926E-07
663.8	4.21772362154856E-07
663.9	4.25335721007373E-07
664	4.29134138489246E-07
664.1	4.3316412460884E-07
664.2	4.37421124432274E-07
664.3	4.41899602458762E-07
664.4	4.46593129836869E-07
664.5	4.51494475973798E-07
664.6	4.56595705903335E-07
664.7	4.61888284513973E-07
664.8	4.673631884083E-07
664.9	4.73011025779358E-07
665	4.78822164262492E-07
665.1	4.84786867462578E-07
665.2	4.90895439379074E-07
665.3	4.97138366145426E-07
665.4	5.03506465237401E-07
665.5	5.09991037524967E-07
665.6	5.16584018267796E-07
665.7	5.23278124406568E-07
665.8	5.30066995406835E-07
665.9	5.36945324927254E-07
666	5.43908980712455E-07
666.1	5.50955110345123E-07
666.2	5.58082230825716E-07
666.3	5.65290300359954E-07
666.4	5.72580771209111E-07
666.5	5.79956622965478E-07
666.6	5.87422376137133E-07
666.7	5.94984086429383E-07
666.8	6.02649320578781E-07
666.9	6.10427115004084E-07
667	6.18327918873819E-07
667.1	6.26363523442008E-07
667.2	6.34546979663967E-07
667.3	6.42892506176732E-07
667.4	6.51415389714136E-07
667.5	6.60131879936615E-07
667.6	6.69059080497766E-07
667.7	6.78214837961987E-07
667.8	6.87617629937516E-07
667.9	6.97286453516982E-07
668	7.07240714832333E-07
668.1	7.1750012024691E-07
668.2	7.280845694328E-07
668.3	7.39014050326821E-07
668.4	7.503085357292E-07
668.5	7.61987881107677E-07
668.6	7.74071723004573E-07
668.7	7.86579377311285E-07
668.8	7.99529736576656E-07
668.9	8.12941165455211E-07
669	8.26831393369948E-07
669.1	8.41217403470958E-07
669.2	8.56115317004511E-07
669.3	8.71540272273199E-07
669.4	8.87506297460891E-07
669.5	9.04026176717737E-07
669.6	9.21111309047436E-07
669.7	9.38771559711185E-07
669.8	9.57015104060929E-07
669.9	9.75848263935005E-07
670	9.95275336991806E-07
670.1	1.01529841045689E-06
670.2	1.03591715101594E-06
670.3	1.05712864622198E-06
670.4	1.07892722579972E-06
670.5	1.1013042730251E-06
670.6	1.12424803740848E-06
670.7	1.14774345116256E-06
670.8	1.17177195225835E-06
670.9	1.19631131718072E-06
671	1.22133550677988E-06
671.1	1.24681452887387E-06
671.2	1.27271432146888E-06
671.3	1.29899666063105E-06
671.4	1.32561909714508E-06
671.5	1.35253492612288E-06
671.6	1.37969319367314E-06
671.7	1.40703874459012E-06
671.8	1.43451231477162E-06
671.9	1.46205067170721E-06
672	1.48958680589936E-06
672.1	1.5170501754773E-06
672.2	1.54436700553744E-06
672.3	1.57146064290607E-06
672.4	1.5982519660655E-06
672.5	1.62465984893387E-06
672.6	1.65060167605781E-06
672.7	1.67599390558008E-06
672.8	1.70075267511958E-06
672.9	1.72479444446837E-06
673	1.7480366678133E-06
673.1	1.77039848706516E-06
673.2	1.79180143686259E-06
673.3	1.81217015096268E-06
673.4	1.83143305906573E-06
673.5	1.84952306269205E-06
673.6	1.86637817856829E-06
673.7	1.88194213810598E-06
673.8	1.89616493199404E-06
673.9	1.90900328967496E-06
674	1.92042108452924E-06
674.1	1.93038965693337E-06
674.2	1.93888804895146E-06
674.3	1.94590314622011E-06
674.4	1.95142972454209E-06
674.5	1.95547040074653E-06
674.6	1.95803548943773E-06
674.7	1.95914276927006E-06
674.8	1.95881716427934E-06
674.9	1.95709034751913E-06
675	1.9540002757227E-06
675.1	1.94959066735775E-06
675.2	1.94391043871174E-06
675.3	1.93701308930865E-06
675.4	1.92895606457583E-06
675.5	1.91980010658871E-06
675.6	1.9096086019074E-06
675.7	1.89844693695753E-06
675.8	1.88638187051977E-06
675.9	1.87348093183326E-06
676	1.85981185163159E-06
676.1	1.84544203215862E-06
676.2	1.83043806091902E-06
676.3	1.81486527162931E-06
676.4	1.79878735460207E-06
676.5	1.78226601764208E-06
676.6	1.76536069748312E-06
676.7	1.74812832087381E-06
676.8	1.73062311361977E-06
676.9	1.71289645524385E-06
677	1.69499677640107E-06
677.1	1.67696949579973E-06
677.2	1.65885699311373E-06
677.3	1.64069861421748E-06
677.4	1.62253070501399E-06
677.5	1.60438667015599E-06
677.6	1.58629705305197E-06
677.7	1.56828963370194E-06
677.8	1.55038954109965E-06
677.9	1.53261937716342E-06
678	1.51499934940294E-06
678.1	1.49754740978269E-06
678.2	1.48027939750726E-06
678.3	1.46320918370608E-06
678.4	1.44634881624869E-06
678.5	1.42970866315618E-06
678.6	1.41329755330296E-06
678.7	1.39712291330621E-06
678.8	1.38119089969673E-06
678.9	1.36550652563563E-06
679	1.35007378159938E-06
679.1	1.33489574959793E-06
679.2	1.31997471061155E-06
679.3	1.30531224504592E-06
679.4	1.29090932609834E-06
679.5	1.27676640601239E-06
679.6	1.26288349527079E-06
679.7	1.24926023483701E-06
679.8	1.2358959616106E-06
679.9	1.22278976730188E-06
680	1.20994055097368E-06
680.1	1.19734706595568E-06
680.2	1.18500796155612E-06
680.3	1.17292181660036E-06
680.4	1.1610871692925E-06
680.5	1.1495025428264E-06
680.6	1.13816646657138E-06
680.7	1.1270774931795E-06
680.8	1.11623421196301E-06
680.9	1.10563525888561E-06
681	1.09527932350707E-06
681.1	1.08516515321137E-06
681.2	1.07529155503914E-06
681.3	1.06565739543211E-06
681.4	1.05626159818425E-06
681.5	1.04710314087827E-06
681.6	1.0381810500695E-06
681.7	1.02949439546255E-06
681.8	1.02104228330657E-06
681.9	1.01282384921756E-06
682	1.00483825061614E-06
682.1	9.97084658951081E-07
682.2	9.89562251859286E-07
682.3	9.82270205395879E-07
682.4	9.75207686448226E-07
682.5	9.68373845433093E-07
682.6	9.61767809358132E-07
682.7	9.55388675314606E-07
682.8	9.49235504453921E-07
682.9	9.43307316488017E-07
683	9.37603084741173E-07
683.1	9.32121731770796E-07
683.2	9.26862125566193E-07
683.3	9.21823076323859E-07
683.4	9.17003333794111E-07
683.5	9.12401585185485E-07
683.6	9.08016453609376E-07
683.7	9.03846497043993E-07
683.8	8.99890207793292E-07
683.9	8.96146012414413E-07
684	8.9261227208559E-07
684.1	8.89287283386234E-07
684.2	8.86169279459764E-07
684.3	8.83256431530363E-07
684.4	8.80546850745156E-07
684.5	8.78038590313818E-07
684.6	8.75729647918488E-07
684.7	8.73617968367749E-07
684.8	8.71701446469611E-07
684.9	8.69977930098786E-07
685	8.68445223434752E-07
685.1	8.67101090352676E-07
685.2	8.65943257949185E-07
685.3	8.64969420138901E-07
685.4	8.64177241343024E-07
685.5	8.63564360241063E-07
685.6	8.63128393557452E-07
685.7	8.62866939859216E-07
685.8	8.62777583340179E-07
685.9	8.62857897564998E-07
686	8.63105449145849E-07
686.1	8.6351780132254E-07
686.2	8.640925174148E-07
686.3	8.64827164113982E-07
686.4	8.6571931457906E-07
686.5	8.66766551299835E-07
686.6	8.67966468688281E-07
686.7	8.69316675356842E-07
686.8	8.70814796040529E-07
686.9	8.72458473118371E-07
687	8.74245367687285E-07
687.1	8.76173160141222E-07
687.2	8.78239550206554E-07
687.3	8.80442256384559E-07
687.4	8.82779014751403E-07
687.5	8.85247577065969E-07
687.6	8.87845708136735E-07
687.7	8.90571182400321E-07
687.8	8.9342177966495E-07
687.9	8.96395279975631E-07
688	8.99489457559532E-07
688.1	9.02702073813856E-07
688.2	9.06030869302672E-07
688.3	9.09473554733475E-07
688.4	9.1302780088999E-07
688.5	9.16691227502699E-07
688.6	9.20461391047132E-07
688.7	9.24335771464641E-07
688.8	9.28311757811692E-07
688.9	9.32386632849E-07
689	9.36557556594791E-07
689.1	9.40821548874139E-07
689.2	9.45175470909264E-07
689.3	9.49616006006484E-07
689.4	9.54139639409547E-07
689.5	9.58742637401061E-07
689.6	9.63421025750108E-07
689.7	9.68170567618083E-07
689.8	9.72986741051679E-07
689.9	9.77864716208921E-07
690	9.82799332481651E-07
690.1	9.87785073551157E-07
690.2	9.9281603744977E-07
690.3	9.97885919187683E-07
690.4	1.00298799125175E-06
690.5	1.00811508324917E-06
690.6	1.01325956288825E-06
690.7	1.01841331859718E-06
690.8	1.02356774409828E-06
690.9	1.02871372527216E-06
691	1.03384162965873E-06
691.1	1.03894129895442E-06
691.2	1.04400204487213E-06
691.3	1.04901264873475E-06
691.4	1.05396136517329E-06
691.5	1.05883593029417E-06
691.6	1.0636235746684E-06
691.7	1.06831104147838E-06
691.8	1.07288461012914E-06
691.9	1.07733012560029E-06
692	1.08163303376857E-06
692.1	1.08577842288252E-06
692.2	1.08975107130775E-06
692.3	1.09353550159185E-06
692.4	1.0971160408197E-06
692.5	1.10047688714164E-06
692.6	1.10360218226275E-06
692.7	1.10647608957971E-06
692.8	1.10908287754629E-06
692.9	1.11140700773807E-06
693	1.11343322697826E-06
693.1	1.11514666277664E-06
693.2	1.1165329212296E-06
693.3	1.1175781864322E-06
693.4	1.11826932036521E-06
693.5	1.11859396214556E-06
693.6	1.11854062547095E-06
693.7	1.11809879304814E-06
693.8	1.11725900677531E-06
693.9	1.11601295245381E-06
694	1.11435353782992E-06
694.1	1.11227496282172E-06
694.2	1.10977278086198E-06
694.3	1.10684395039132E-06
694.4	1.1034868756572E-06
694.5	1.099701436123E-06
694.6	1.09548900394912E-06
694.7	1.09085244918793E-06
694.8	1.0857961325181E-06
694.9	1.08032588553644E-06
695	1.07444897881688E-06
695.1	1.0681740836218E-06
695.2	1.06151123190541E-06
695.3	1.05447173174099E-06
695.4	1.04706808620971E-06
695.5	1.03931390961583E-06
695.6	1.03122383632341E-06
695.7	1.02281342342106E-06
695.8	1.01409904847647E-06
695.9	1.00509780367093E-06
696	9.95827387607787E-07
696.1	9.86305996065908E-07
696.2	9.76552212927447E-07
696.3	9.66584902443119E-07
696.4	9.56423103917559E-07
696.5	9.46085929801102E-07
