Wavelength [nm],#34-Bleu.csv
452.0,0.38196881236623476
452.2,0.37012524101995875
452.41,0.37931941024710375
452.62,0.39789446231772146
452.82,0.370327770995002
453.03,0.3782154297946265
453.23,0.3749562927671611
453.44,0.3763033523970651
453.65,0.3540925801035428
453.85,0.35547693525477597
454.06,0.3678405033124465
454.26,0.3680010086112184
454.47,0.3215022033290999
454.68,0.3589162692871504
454.88,0.3297529774628402
455.09,0.3564927948992927
455.29,0.34609181683211554
455.5,0.36331580013287124
455.71,0.31873227430106227
455.91,0.3497125491366965
456.12,0.3263393038306128
456.32,0.36012118469846455
456.53,0.32697012373197737
456.73,0.34273739972700257
456.94,0.32504813908707825
457.15,0.3187115894259905
457.35,0.2865697177074423
457.56,0.30261771087427386
457.76,0.30453644229627125
457.97,0.2901146066054379
458.18,0.3268492863564743
458.38,0.32771736519274197
458.59,0.3140623964076642
458.79,0.31113989405890186
459.0,0.31158226212362555
459.2,0.31871458225675076
459.41,0.30559269875262285
459.62,0.28580853696311476
459.82,0.27249275686301644
460.03,0.281899159243736
460.23,0.2586385639669901
460.44,0.26641583136664837
460.64,0.2639790199861358
460.85,0.2609496132031076
461.06,0.25803176726751836
461.26,0.2732608993999481
461.47,0.26150560485631474
461.67,0.25995534543944626
461.88,0.27525974978934753
462.08,0.2689686942167796
462.29,0.2658065297716397
462.49,0.25626194488442666
462.7,0.22547254184683999
462.91,0.24708204761278624
463.11,0.2237924581458415
463.32,0.23877351464296795
463.52,0.23714518615368474
463.73,0.24368424457899962
463.93,0.23241625976747896
464.14,0.22947410610369892
464.34,0.2131599737951857
464.55,0.21977298973530807
464.75,0.21094554213014322
464.96,0.23974968695909749
465.16,0.22964988552249052
465.37,0.20233557534993638
465.58,0.2099610229572917
465.78,0.19345995451472126
465.99,0.1972202803253158
466.19,0.18487624569165795
466.4,0.1959116927900129
466.6,0.1931654607921507
466.81,0.19438595494849534
467.01,0.18904477284984814
467.22,0.1830788182425039
467.42,0.16918721818194074
467.63,0.16293630257835226
467.83,0.16123645609973625
468.04,0.1787673756356048
468.24,0.17815961144010212
468.45,0.1723940274625497
468.65,0.1500519913881887
468.86,0.1535761281882743
469.06,0.15663475116196324
469.27,0.16099478952683377
469.47,0.16324583255950972
469.68,0.16782518440269495
469.88,0.15479296046712096
470.09,0.14142105370387906
470.29,0.15485540910508902
470.5,0.14004826489034022
470.7,0.1430359127555851
470.91,0.13752254472768088
471.11,0.12683144463281879
471.32,0.1283503272760976
471.52,0.1297005375606471
471.73,0.1341025896158228
471.93,0.12501167907368907
472.14,0.11175410481487438
472.34,0.12624475287933148
472.55,0.11881476131724394
472.75,0.11445468758306654
472.96,0.10565301971193915
473.16,0.1116136686344254
473.37,0.11172821947871334
473.57,0.1135986089662583
473.78,0.10375104009955724
473.98,0.09770756617134604
474.19,0.10858958131685405
474.39,0.10121645377258127
474.6,0.10658599188038138
474.8,0.09551801704067825
475.01,0.09980914731815925
475.21,0.08189224490927655
475.42,0.09050840957384161
475.62,0.09299415164810551
475.83,0.07697719310788591
476.03,0.09554790056093208
476.24,0.07995464483712617
476.44,0.08413185004046272
476.64,0.08827095466200235
476.85,0.07773675388728372
477.05,0.0788450525119612
477.26,0.07639528828180776
477.46,0.07252628789666983
477.67,0.07404419340677568
477.87,0.06779209397642623
478.08,0.07453447794950091
478.28,0.06623875754780092
478.49,0.060521292729654376
478.69,0.0670156711986684
478.9,0.07121348902598983
479.1,0.06568536696496527
479.3,0.059689848278596115
479.51,0.05460793613860501
479.71,0.050304730500786134
479.92,0.05866687841921154
480.12,0.05308399280323311
480.33,0.055593283597226796
480.53,0.05702565070539241
480.74,0.049496432463553564
480.94,0.04689151663534476
481.14,0.05076155066773227
481.35,0.050054981341480856
481.55,0.05204881552421343
481.76,0.054111074602691135
481.96,0.046674443013326544
482.17,0.042181445450417195
482.37,0.042961866941638435
482.57,0.04085983797547186
482.78,0.04098557408379697
482.98,0.039797885661409904
483.19,0.04098382958445511
483.39,0.031323557623223044
483.6,0.037076131034188595
483.8,0.0438927698412405
484.0,0.03733973205472931
484.21,0.03713477878090417
484.41,0.036696285375524385
484.62,0.04032270256922332
484.82,0.042578804600043416
485.02,0.033813784802169636
485.23,0.03388490656359095
485.43,0.033500476128565264
485.64,0.03919723013503851
485.84,0.03135619518636204
486.05,0.022152271020224056
486.25,0.030639065340583256
486.45,0.03313904825886431
486.66,0.022026932581601984
486.86,0.02876714790511188
487.07,0.02220474831944446
487.27,0.026070219946105526
487.47,0.027332408408064057
487.68,0.024497004307854828
487.88,0.028707833987029047
488.09,0.023347243052792323
488.29,0.03294147025105545
488.49,0.028939089552722272
488.7,0.03089662204494944
488.9,0.025730691870557293
489.1,0.026844837489568778
489.31,0.02783912740167085
489.51,0.0203533086462746
489.72,0.02324262209387733
489.92,0.027078638380732392
490.12,0.01756364941296775
490.33,0.022543735941630307
490.53,0.0189851700984358
490.74,0.020371422743358257
490.94,0.012856075799437625
491.14,0.019559042639270992
491.35,0.01018609508377514
491.55,0.020230599474575773
491.75,0.017745727885927678
491.96,0.018201667678987336
492.16,0.01953011163453425
492.36,0.021214275679150584
492.57,0.014113049142360867
492.77,0.0179283908493618
492.98,0.0173210182323055
493.18,0.015043443125799017
493.38,0.013352717737024159
493.59,0.015811141197812306
493.79,0.013851652480396603
493.99,0.014811960808717703
494.2,0.016245725689139026
494.4,0.017493566604308845
494.6,0.016522298865655073
494.81,0.009554421715635034
495.01,0.010922142829275798
495.22,0.01612313590999544
495.42,0.012568524818731516
495.62,0.009744823696424779
495.83,0.016947347507367483
496.03,0.01212775704096192
496.23,0.01168089705317311
496.44,0.017936646070338826
496.64,0.011468282688536047
496.84,0.0162254279060045
497.05,0.013013269823142819
497.25,0.011329875566507844
497.45,0.014019001541192773
497.66,0.015060753481314597
497.86,0.012304958910136991
498.06,0.010426087844543588
498.27,0.014774027764071372
498.47,0.01597154937632391
498.67,0.012339504447593479
498.88,0.01410811335883079
499.08,0.011337679726839854
499.28,0.014152777519867972
499.49,0.011302445699841356
499.69,0.00994629840425329
499.89,0.007873276253384888
500.1,0.0115355834896171
500.3,0.010162138031057996
500.5,0.010623581629028721
500.7,0.01659422412403606
500.91,0.011727523132039081
501.11,0.009261209625856096
501.31,0.01080133152265696
501.52,0.005257744656279147
501.72,0.012424139398790519
501.92,0.016099421214033342
502.13,0.008515469026585766
502.33,0.00766398065694716
502.53,0.007714687205317941
502.74,0.014322479638420427
502.94,0.014432759066081132
503.14,0.004851976900314172
503.34,0.007301430333312418
503.55,0.009194102643597612
503.75,0.0044299411938511155
503.95,0.014280616463222241
504.16,0.007385883597716494
504.36,0.010221410858351213
504.56,0.006568640237948882
504.76,0.011366965025088396
504.97,0.008438049764508078
505.17,0.008024803464908338
505.37,0.01325579370817654
505.58,0.0051994258529258425
505.78,0.005465072844643238
505.98,0.011176735865868797
506.18,0.011217432038507962
506.39,0.00206040895763179
506.59,0.010232476876999509
506.79,0.00497459731792475
507.0,0.003149669025095007
507.2,0.009936451492785757
507.4,0.006609972724077262
507.6,0.01078915583885349
507.81,0.00808901650398231
508.01,0.00574356184529299
508.21,0.009908020814373591
508.41,0.006982489853699056
508.62,0.0055587940468975385
508.82,0.00598326270756377
509.02,0.007815576490244102
509.23,0.006651618747572694
509.43,0.005556559646624211
509.63,0.0037490727954376927
509.83,0.009115920468854875
510.04,0.009415395265732754
510.24,0.009674653323705268
510.44,0.006026342765975809
510.64,0.006832002656646467
510.85,0.00883518007195707
511.05,0.009607029972831098
511.25,0.009844868309491129
511.45,0.004586701485329309
511.66,0.0067269707382179335
511.86,0.010424545551059894
512.06,0.0041363398899844275
512.26,0.006658225810129126
512.46,0.005073705114076536
512.67,0.00819244099079147
512.87,0.008019236030391357
513.07,0.008817599889296873
513.27,0.005526889461742668
513.48,0.009074015634397872
513.68,0.00713158151757911
513.88,0.005047166838922571
514.08,0.008888374699142292
514.29,0.0058583538111949525
514.49,0.0034661942802574936
514.69,0.006148188646973811
514.89,0.004184179439918021
515.09,0.00577033452217977
515.3,0.004194666800102606
515.5,0.005882827053809726
515.7,0.0010587081782172303
515.9,0.004649917085331808
516.11,0.005709366339442803
516.31,0.009176450876977587
516.51,0.0032398649109730603
516.71,0.0062935017582132465
516.91,0.004272369282440398
517.12,0.009605669882869313
517.32,0.0036582421867746235
517.52,0.005773352284732972
517.72,0.005509678294324042
517.92,0.0035309800074903542
518.13,0.0024441876136250943
518.33,0.005831144760819212
518.53,0.00805004529947654
518.73,0.00510556931639448
518.93,0.005940257042809567
519.14,0.005789356777757876
519.34,0.005712961189831241
519.54,0.0070127262339077
519.74,0.0006386041901000022
519.94,0.005657588074686045
520.15,0.006258723372005638
520.35,0.0067507264662116945
520.55,0.0021534578830188045
520.75,-0.0005268794299825737
520.95,0.007049879682988504
521.16,0.004551848470279417
521.36,0.004784144972581115
521.56,0.007733827929946597
521.76,0.009385674156735302
521.96,0.00682252150427448
522.16,0.007221666854027887
522.37,0.007032455309334378
522.57,0.0028779510581682685
522.77,0.006116601991904585
522.97,0.006582701029589709
523.17,0.00412067318437412
523.37,0.005542346951472176
523.58,0.00927924963040955
523.78,0.004473208261619273
523.98,0.008862985634839926
524.18,0.004910978338545683
524.38,0.0028998528203521717
524.58,0.0024477199999529855
524.79,0.006851814663680337
524.99,0.004031987070917881
525.19,0.002025915143548027
525.39,0.00414360948485578
525.59,0.004596715763967001
525.79,0.004302757599819628
526.0,0.0030901733269044235
526.2,0.0057629346188961495
526.4,0.003713982642760451
526.6,0.0012320775980938963
526.8,0.002137235555102817
527.0,0.0028231540834455183
527.2,0.007293117419765176
527.41,0.0025979402072776737
527.61,0.005000954203275109
527.81,0.0038665607516054144
528.01,0.006363439754431849
528.21,0.0042905969337461965
528.41,0.00665493206085652
528.61,0.0029480396906430566
528.82,0.00296298422987823
529.02,0.005119764494632705
529.22,0.006645917538354326
529.42,0.006230307716831331
529.62,0.009544685938206711
529.82,0.00582114779979988
530.02,0.004271607572488437
530.22,0.005125177954926584
530.43,0.008767498572657201
530.63,0.004851572433734648
530.83,0.00015923238311701124
531.03,0.0048940407411181665
531.23,0.0029597918650486874
531.43,0.00398907093362335
531.63,0.004468654880229278
531.83,0.0017553443315488587
532.03,0.005467300043758666
532.24,0.00727964962053221
532.44,0.005606815661569274
532.64,0.006986878795214637
532.84,0.0047072091538331836
533.04,0.005987530649909671
533.24,0.004973657210724994
533.44,0.00773234948362091
533.64,0.002833428371323507
533.84,0.00263202998262466
534.04,0.0026045764433423307
534.25,0.007182606268873343
534.45,0.004480336721571381
534.65,0.005601428792503682
534.85,0.009093194818474792
535.05,0.003932431525697333
535.25,0.0032675263579559546
535.45,0.006778950474667058
535.65,0.002509091370533004
535.85,0.0035838456184839433
536.05,0.005739428775291233
536.25,0.007887671451033616
536.46,0.003053059983853309
536.66,-0.0001612553788154404
536.86,0.004249027966604108
537.06,0.003803692293212568
537.26,0.006767036383223277
537.46,0.007281220801070158
537.66,0.0027915953973385995
537.86,0.0028343385176166948
538.06,0.003362140887114846
538.26,0.0011088319934788075
538.46,0.00676134180340602
538.66,0.0032816022245629383
538.86,0.004197962651025087
539.07,0.005706353687978197
539.27,0.004143163238307239
539.47,0.0065294397917181725
539.67,0.006010227637225611
539.87,0.003667747892566337
540.07,0.007725755060547882
540.27,0.008936607269885388
540.47,0.0013303388239068105
540.67,0.005646030612501625
540.87,0.004361841735432263
541.07,0.0016822999437929589
541.27,0.0051816101483421004
541.47,0.005314074434135891
541.67,0.004234441331975497
541.87,0.005186045285432624
542.07,0.005190488021432194
542.27,0.003337184566637084
542.47,0.007186603805754421
542.67,0.004197962651025087
542.87,0.005211627389673077
543.08,0.002701808620681107
543.28,0.00432132266042301
543.48,0.004799848118088191
543.68,0.007263193071137631
543.88,0.005718480665810453
544.08,0.003256700340894372
544.28,0.005917895484155694
544.48,0.003337184566637084
544.68,0.0012173033429081338
544.88,0.006147002504277359
545.08,0.0029508897297677466
545.28,0.00456607583932147
545.48,0.006729013163238732
545.68,0.005396736914638479
545.88,0.006744744393490953
546.08,0.004524245349208367
546.28,0.003954132518289338
546.48,0.0028918686500157375
546.68,0.005008849080572373
546.88,0.0034439541950658445
547.08,0.002294553999670179
547.28,0.004054095546256685
547.48,0.005210529566051887
547.68,0.0077671557297953565
547.88,0.005843629371193378
548.08,0.005409214301132465
548.28,0.003749810341962477
548.48,0.003662681657811591
548.68,0.006355042394041363
548.88,0.006955624254008456
549.08,0.003888409288155332
549.28,0.0034344832466691034
549.48,0.006537743829009035
549.68,0.007364940686870666
549.88,0.003697819070486563
550.08,0.0023348007907002684
550.28,0.006212734583997055
550.48,0.010918277391086964
550.68,0.009289130893239078
550.88,0.005053048572640343
551.08,0.005270886606628677
551.28,0.008361974713352587
551.48,0.0070795264413160254
551.68,0.0039922521565440685
551.88,0.004800512490659274
552.08,0.0033939190685464914
552.28,0.004291545146094564
552.48,0.004292419682091195
552.68,0.005999835378248008
552.88,0.005232691872377761
553.08,0.008005386379734504
553.28,0.004121947511206125
553.48,0.006743916916870526
553.68,0.005014884624159058
553.88,0.005067311572160213
554.08,0.00270875425646923
554.28,0.00651932278925061
554.47,0.0048319586244608085
554.67,0.0049441613601632585
554.87,0.00679904654214636
555.07,0.0052741914203328745
555.27,0.004647759673947217
555.47,0.007518949911074975
555.67,0.006946864651877161
555.87,0.0014771873149155568
556.07,0.004836367194500244
556.27,0.003591123904153668
556.47,0.004748516800648675
556.67,0.005970428838769042
556.87,0.00528209503046
557.07,0.002077142995838053
557.27,0.0040094812740452904
557.47,0.0018878100410906619
557.67,0.006746654876419644
557.87,0.0055888148413057856
558.07,0.005032436584090508
558.26,0.005614796760814614
558.46,0.007130209764503999
558.66,0.004980255331784665
558.86,0.004803092147524848
559.06,0.00709717782938879
559.26,0.00448322516611287
559.46,0.0052442530543540785
559.66,0.0053861876625322476
559.86,0.0023774415231366092
560.06,0.005297730877305254
560.26,0.004912721268419063
560.46,0.005701588883445203
560.66,0.0030965033826530017
560.86,0.0043295998819167505
561.05,0.005394006856939315
561.25,0.003425721401589427
561.45,0.0036473151637874414
561.65,0.0030022473439272664
561.85,0.00435929505160245
562.05,0.0026776451168301096
562.25,0.007341065037730092
562.45,0.007389138826082383
562.65,0.0021165443274023562
562.85,0.005858384633619754
563.05,0.0019302382719214735
563.24,0.004647368044281482
563.44,0.004453827434181764
563.64,0.0022241091725366882
563.84,0.005966884871527943
564.04,0.005017782712950003
564.24,0.005613881673672366
564.44,0.0031958382941934343
564.64,0.003356996603768962
564.84,0.0034050793707194483
565.03,0.004091287994523661
565.23,0.003955175845550229
565.43,0.007612778665980459
565.63,0.004837565367632812
565.83,0.006254731599126726
566.03,0.007231289131061225
566.23,0.0068809667563359475
566.43,0.0030717204056819668
566.63,0.005353189235928837
566.82,0.004759326425510983
567.02,0.002841840297108111
567.22,0.006456428067459585
567.42,0.0044025720917346255
567.62,0.006448263829801867
567.82,0.003915380998831062
568.02,0.0036205929959234042
568.22,0.0026423603194083256
568.41,0.0030666320360522963
568.61,0.0036466671170885794
568.81,0.0016920509141150947
569.01,0.003747633419429039
569.21,0.004668012916356726
569.41,0.007045294878129726
569.61,0.00421744791530346
569.8,0.004228524362213616
570.0,0.003880839497570814
570.2,0.00409342593783554
570.4,0.004704815181941055
570.6,0.00618780415187807
570.8,0.004030060637923402
571.0,0.003546586773144727
571.19,0.004192423243359751
571.39,0.0034542143697907034
571.59,0.0037000557343598735
571.79,0.00254299401520406
571.99,0.006945379028094375
572.19,0.004465179103141528
572.38,0.004484569560814884
572.58,0.007962174097285727
572.78,0.0041741171578147905
572.98,0.006149435642470526
573.18,0.00169074095669413
573.38,0.004854182516017145
573.57,0.004051255745169258
573.77,0.006075271390240388
573.97,0.002835551510096443
574.17,0.006166266603041818
574.37,0.001874852147143859
574.57,0.0052113248493437445
574.76,0.007413106263131804
574.96,0.002897751548677338
575.16,0.005368767173882194
575.36,0.003308981832885199
575.56,0.003410539990059945
575.75,0.005154612855998645
575.95,0.004807025225319676
576.15,0.003348720263170499
576.35,0.0044746378882230715
576.55,0.002899957789541327
576.74,0.00591165300601786
576.94,0.005071981880758443
577.14,0.0019530867934474336
577.34,0.003440853062780046
577.54,0.0037672470943995325
577.74,0.0027962715014780036
577.93,0.005697857436043423
578.13,0.005678331041531772
578.33,0.005949978368313275
578.53,0.0026742403586286437
578.72,0.0021765925402085894
578.92,0.0031036498989521007
579.12,0.006072946254855866
579.32,0.0046854532229738165
579.52,0.007468135896451894
579.71,0.00289857849549713
579.91,0.003667254044523451
580.11,0.004707298966023457
580.31,0.004582929599059134
580.51,0.0032478745452111427
580.7,0.0018608760521787895
580.9,0.0033405207092974645
581.1,0.005555736643364589
581.3,0.004899001951178431
581.49,0.0010766581261016876
581.69,0.004156999830641969
581.89,0.006591349455240498
582.09,0.0032454282742740833
582.29,0.006841767279393166
582.48,0.0047742856180387795
582.68,0.003630569291595991
582.88,0.004302535538208364
583.08,0.004416379198064304
583.27,0.004498292651742688
583.47,0.004919728526229843
583.67,0.000605722885988411
583.87,0.007373402415393464
584.06,0.0036172560871875438
584.26,0.0038641651998454507
584.46,0.0027619420366364416
584.66,0.002940831439501531
584.85,0.004512531106325283
585.05,0.005192247151099076
585.25,0.003607419647636562
585.45,0.003835599999863639
585.64,0.001760090873474663
585.84,0.003997490522592241
586.04,0.0023515940260677936
586.24,0.005288819968891676
586.43,0.0038301550411083828
586.63,0.007156560663120539
586.83,0.0024793981521256856
587.03,0.0036780812435957076
587.22,0.005628648484858634
587.42,0.007068267518142317
587.62,0.0007933735286795303
587.82,0.003981376854331247
588.01,0.004031656762391134
588.21,0.0014531784943097674
588.41,0.004713645450950846
588.6,0.0043855376043131
588.8,0.000612024460566271
589.0,0.005076312296958406
589.2,0.004698287942668233
589.39,0.0020767323860880573
589.59,0.002213959037177211
589.79,0.0035959551808484743
589.98,0.0042514464368533615
590.18,0.004760326339013543
590.38,0.0039964456931477115
590.58,0.0028085294556224618
590.77,0.0038894569705418118
590.97,0.005435405943401562
591.17,0.004769620560334587
591.36,0.0023660109709933977
591.56,0.0049531161648186505
591.76,0.003683229507189736
591.96,0.0025376468567171583
592.15,0.004041401879878905
592.35,0.005502929874290809
592.55,0.0052441262879409185
592.74,0.0025740264318843617
592.94,0.006418693014499472
593.14,0.001713714555560565
593.33,0.004993936899564258
593.53,0.004071684558831213
593.73,0.0014343173686462462
593.92,0.00483228457707158
594.12,0.003948801697379387
594.32,0.004722792946670961
594.51,0.009456143140387563
594.71,0.00280776814749285
594.91,0.004311485558575835
595.11,0.0034665176721853006
595.3,0.0007899702293597252
595.5,0.00733258317291635
595.7,0.004617665179823026
595.89,0.0019199323115060693
596.09,0.004688685767828688
596.29,0.004634013347517317
596.48,0.003941838271453676
596.68,0.0012575271140642607
596.88,0.005830002406927928
597.07,0.0023826099420885508
597.27,0.005456710377417716
597.47,0.001091097581212186
597.66,0.002376164130827621
597.86,0.005323641908194254
598.06,0.0050862663419356195
598.25,0.0043400745193381786
598.45,0.005055582022920556
598.64,0.003213359635736533
598.84,0.00319075437051441
599.04,0.004023819948624297
599.23,0.0050012731894700825
599.43,0.005259266530140368
599.63,0.003371199337663572
599.82,0.0023468273419802407
600.02,0.0040595171912239224
600.22,0.0027390958543134026
600.41,0.00473575972811994
600.61,0.002754198614933589
600.81,0.0064614137405718175
601.0,0.0015230724352494679
601.2,0.0035020093576833534
601.39,0.006489976496154748
601.59,0.0052097765527201615
601.79,0.006308693469085417
601.98,0.007693590598430279
602.18,0.00397488569531227
602.38,0.0025856555535730464
602.57,0.0017018723910561422
602.77,0.0066807048653441245
602.96,0.002398313830592544
603.16,0.003568934155083624
603.36,0.005095782745948162
603.55,0.0024634771683971967
603.75,0.006163741871415482
603.95,0.006126113940613928
604.14,0.002494555714629624
604.34,0.006097452711324596
604.53,0.0018825028455861448
604.73,0.0057426472654887335
604.93,0.004503307717115414
605.12,0.00460610135261346
605.32,0.0028407499901910156
605.51,0.00468042451060026
605.71,0.005054643759936636
605.91,0.003982897763282399
606.1,0.003319044322123092
606.3,0.004981605594873059
606.49,0.0009612384158553193
606.69,0.0028629797961783558
606.89,0.002854151830177154
607.08,0.0024369429826870785
607.28,0.004858959265666
607.47,0.004660543620476102
607.67,0.004543489559299974
607.87,0.0048079315874216605
608.06,0.00769764049818999
608.26,0.005296560119623083
608.45,0.005913450418969764
608.65,0.003209638093043379
608.84,0.002134238184906475
609.04,0.0048497902665541335
609.24,0.0023533173972482306
609.43,0.0025476530209242332
609.63,0.00574074068142589
609.82,0.004415310819839077
610.02,0.003572207583646525
610.21,0.0034555764904909483
610.41,0.0012761814671043087
610.61,0.005201848024113793
610.8,0.005030096518538508
611.0,0.006011272201205668
611.19,0.0033703902940322855
611.39,0.0023160496671327754
611.58,0.003077637550361558
611.78,0.005424344065106099
611.98,0.002478890283971527
612.17,0.0042442401959626366
612.37,0.005450541366461112
612.56,0.0024547392905601892
612.76,0.00538984608271912
612.95,0.0043758656358209485
613.15,0.003229033214994348
613.34,0.00829969130310322
613.54,0.0013987740031482377
613.73,0.006132030247737434
613.93,0.001652979378524952
614.13,0.002327582292087961
614.32,0.004217719834104827
614.52,0.004912940755465518
614.71,0.005996800033303655
