Wavelength [nm],#12-Oriel-56470-577-∆10.csv
400.08,0.02494522737319717
400.29,0.05944427382528715
400.5,0.029719139444452796
400.71,0.04728096761049999
400.92,-0.007781845061793971
401.13,0.01418970990046191
401.34,0.0034252551491008626
401.54,0.00782194154885762
401.75,0.039500157752365046
401.96,0.03985445559484957
402.17,0.028614322491291005
402.38,0.013091361093847164
402.59,0.05085616194085569
402.8,0.039500157752365046
403.01,0.023562914485589174
403.22,0.05806273942827361
403.43,0.021325757012311576
403.63,0.03161229997044679
403.84,0.029241463243382455
404.05,0.027314221537486912
404.26,0.03201065296462035
404.47,0.057825578035389874
404.68,0.015952258234900776
404.89,0.041318524805260104
405.1,0.004934420780814619
405.31,0.026723076578694112
405.52,0.027940178341563933
405.72,0.010556419692765651
405.93,0.046339067955507775
406.14,0.04355334978571011
406.35,0.03756826529348922
406.56,0.02216180056537412
406.77,0.06964623632118296
406.98,0.04117516879689677
407.19,0.06320982092577998
407.39,0.05439054192397878
407.6,0.014768085260454205
407.81,0.007037203255342727
408.02,0.007663047413774789
408.23,0.03214589931200179
408.44,-0.005318766924789463
408.65,0.05247161496211714
408.86,0.0391468951789517
409.06,0.008795145520065427
409.27,0.020628449149679064
409.48,0.012326754265243342
409.69,-0.016329809174391547
409.9,0.07560857511365929
410.11,0.043195926305270055
410.32,0.047528706507097084
410.52,0.021441485830246944
410.73,0.028994942980570444
410.94,0.0016540422933357499
411.15,0.02795205870630826
411.36,-0.020485756215126247
411.57,0.036722193938963456
411.78,0.0252068966908635
411.98,0.0499973108604006
412.19,0.020907554813623545
412.4,0.043640109289182875
412.61,0.048246802566343686
412.82,0.015128195806116762
413.03,0.06903448592628476
413.23,0.023846137730196355
413.44,0.0575600691407215
413.65,0.019052884276454237
413.86,0.015911688743162525
414.07,0.00780307840271703
414.28,0.018987630464800984
414.48,0.0171431760115112
414.69,0.02610343914633355
414.9,0.038494119116676925
415.11,0.01174763039722393
415.32,0.04516625742337437
415.53,0.01392415888041587
415.73,0.026187240889511673
415.94,0.03098333973409415
416.15,0.03004969684544627
416.36,-0.009983304628348925
416.57,0.043141152355096996
416.78,0.014926923747648577
416.98,0.05223006194312333
417.19,0.037641693858156224
417.4,0.0618434719088727
417.61,0.013011577939989907
417.82,0.053982985305491143
418.02,0.03662599587720768
418.23,0.05628903384058319
418.44,0.0334988685660463
418.65,0.024882500320038078
418.86,0.011577176537028316
419.07,0.028190902278675434
419.27,-0.01755713083051691
419.48,0.007123200886935562
419.69,0.05183976230082759
419.9,0.00423222414785209
420.11,-0.007026578798062198
420.31,0.023625468436012133
420.52,0.03198484801611449
420.73,0.014714434629944626
420.94,0.0023842659272087807
421.15,0.029587311576318387
421.35,0.021270075825930667
421.56,0.024627460085585053
421.77,0.009736404654476408
421.98,0.011260990590398149
422.19,0.012877226215016661
422.39,0.017239121895867012
422.6,0.039504499601478955
422.81,-0.003200788287920822
423.02,0.0343862469365274
423.22,0.024914767052514365
423.43,0.01684020012689963
423.64,-0.0005009866369482384
423.85,-0.0031634854450646372
424.06,0.009977618053627593
424.26,0.012767172847146223
424.47,0.03455444565999029
424.68,0.03278361073684138
424.89,0.03115419751039506
425.09,0.0031259009235175
425.3,0.03267817908874908
425.51,0.04192939568731906
425.72,0.020438209341966253
425.93,-0.008318652434830907
426.13,0.028851224586983585
426.34,0.0363313784747061
426.55,0.040534138222070255
426.76,0.026835751011369827
426.96,0.024054443649058156
427.17,0.015029381093985496
427.38,0.026420424313368905
427.59,0.014012442583871187
427.79,0.04301019235190439
428.0,0.016735457342052003
428.21,0.021868527328972934
428.42,0.014812759040296716
428.62,0.013971711383622321
428.83,0.04145154241451546
429.04,0.028224280948375893
429.25,0.024236365655892513
429.45,-0.007494292285886425
429.66,0.028152862351134723
429.87,0.004015571241661183
430.08,-0.025253907656846472
430.28,0.04977358039913115
430.49,0.011563368582014294
430.7,0.026282460017294573
430.91,0.016179217790265002
431.11,0.04137636680187556
431.32,0.035444144310606295
431.53,0.030030537019101217
431.74,0.014258304386337604
431.94,0.021594117887787007
432.15,0.01383890793151496
432.36,0.020683571443176438
432.56,0.007243924649977883
432.77,0.0042728199769082615
432.98,0.004175004323229359
433.19,0.0027322327012863036
433.39,0.012995342791543834
433.6,0.015058224605948701
433.81,-0.016945667261014114
434.02,0.030900045275750285
434.22,0.012315198067866748
434.43,0.0003531159109716912
434.64,0.019044314810780602
434.84,0.03039362232187347
435.05,0.007356118516646688
435.26,0.0040483459273001465
435.47,0.022748695528408372
435.67,0.012178612558412953
435.88,0.016079918249046997
436.09,0.028366539220172248
436.29,0.0017025642550724045
436.5,-0.002558064945122829
436.71,0.007013272745191555
436.92,0.0059219807328168535
437.12,0.028076330886958545
437.33,0.030974075070803405
437.54,0.01591840020687824
437.74,0.0030552175890081255
437.95,0.04541805162913432
438.16,0.004298470088717199
438.36,0.005080835928383968
438.57,-0.0037752718465917895
438.78,0.003101846884053839
438.99,0.03071634224852845
439.19,0.024840528907488908
439.4,0.02524213500434961
439.61,0.012578539321714235
439.81,0.021699739043439147
440.02,0.029346284297497662
440.23,0.031629450715565
440.43,0.014121426763285736
440.64,0.0028362224164250154
440.85,0.0163526185102123
441.05,0.021171767427566157
441.26,0.022907253615192545
441.47,0.02096025720576224
441.67,0.015994777584271338
441.88,0.026440538030204023
442.09,0.004751262161240981
442.29,0.02131285344865105
442.5,0.016016160981440916
442.71,0.008137981864999193
442.91,0.00619248200229075
443.12,0.027715665026890067
443.33,0.011605152429627213
443.53,0.01590368319707473
443.74,0.0009232818266984456
443.95,-0.000988558309821127
444.15,0.0027592116157703723
444.36,0.026339213013672678
444.57,0.00594376784766981
444.77,0.0035128886753800106
444.98,0.03082487126755991
445.19,0.027540079532376995
445.39,0.018578634687472884
445.6,0.027453118433457165
445.81,0.028248756879172745
446.01,0.013944538816801329
446.22,0.015166817153239944
446.43,0.000280244475867979
446.63,0.008108008634109085
446.84,0.01890764020807267
447.05,0.03260827455761542
447.25,0.021387903829261173
447.46,0.01882716392367789
447.67,0.029479462788620545
447.87,0.0163473332034737
448.08,0.007848207905209598
448.28,0.02656990154711676
448.49,0.0265477783123214
448.7,0.014799908629110355
448.9,0.017302777844574516
449.11,0.0209706334573155
449.32,0.025701641535350393
449.52,0.003935139107933081
449.73,0.006040609663730425
449.93,-0.0021870715312844622
450.14,0.016063010023399455
450.35,0.018439790416359216
450.55,0.031097480612451985
450.76,0.01123915208422253
450.97,0.019839881412041422
451.17,0.019602648431375554
451.38,-0.005456017169255969
451.58,0.01735161751469267
451.79,0.005985364539747901
452.0,0.03336613482902488
452.2,0.016821257017131056
452.41,0.006801973690664229
452.62,0.005931120759737675
452.82,0.017040597512858986
453.03,0.0020594970558796204
453.23,0.015461128398664679
453.44,0.015604471497371352
453.65,0.00805087883257256
453.85,0.02260367131356845
454.06,-0.0008288429547373525
454.26,0.00971989025349364
454.47,0.0033748736063873297
454.68,0.006159141080833678
454.88,0.023194027276513703
455.09,0.005686335409793176
455.29,0.015361027820636005
455.5,-0.000804419956428809
455.71,0.008287527804574358
455.91,0.022982756751719687
456.12,0.007774078289586853
456.32,0.021040103085685078
456.53,0.013325132849792103
456.73,0.010511694745260891
456.94,0.017311466870075648
457.15,0.00447391168061402
457.35,-0.00502447749417223
457.56,0.013256104341509917
457.76,0.008875528794759127
457.97,0.02320586415730277
458.18,0.01710795570501143
458.38,0.011610960746945136
458.59,0.02464355277139178
458.79,0.01811360530241451
459.0,0.027756444213084756
459.2,0.013377943997267324
459.41,-0.006024982139551922
459.62,0.011905407746652661
459.82,0.014042726080793154
460.03,-0.004414595328761512
460.23,0.007088855448991079
460.44,0.012742040769682307
460.64,-0.0021030125362264188
460.85,0.014905509275694973
461.06,0.019944492586905605
461.26,0.023200133602080772
461.47,0.002179520225000852
461.67,0.02762143207773907
461.88,0.02267791685698222
462.08,0.030304193589477394
462.29,0.016103770237878925
462.49,0.019916434305455068
462.7,0.006428732054911175
462.91,0.005445706020672868
463.11,0.015082763971978152
