Wavelength [nm],#12-Oriel-56470-577-∆10.csv
463.32,0.031723412530330695
463.52,0.02085340952196478
463.73,0.018193352301508793
463.93,0.0027322362875606718
464.14,0.0002019407897272426
464.34,0.010198589917143033
464.55,0.010433392992158485
464.75,0.000980849870005284
464.96,0.017663435775376525
465.16,-0.005669830298146866
465.37,0.017170696237047825
465.58,0.0017831602534583854
465.78,-0.004757514290982836
465.99,0.01288112130126321
466.19,0.0102068697684418
466.4,0.00685288104600617
466.6,0.016848144570495816
466.81,0.012027459694308589
467.01,0.004421410775265071
467.22,0.007067697114425136
467.42,-0.002446635707401227
467.63,-0.0009333101444041739
467.83,0.010364523045978116
468.04,0.0027625448398136457
468.24,0.012755444989730969
468.45,0.007618729366195393
468.65,0.013632055020181617
468.86,0.012326686124213598
469.06,0.014293170544836482
469.27,0.006572286835843871
469.47,0.012986148023387632
469.68,0.00152681132272469
469.88,0.022554441864708598
470.09,0.0018228470690033435
470.29,0.012212146141050963
470.5,0.008795971471362008
470.7,0.007020246867116348
470.91,0.0027706632061808858
471.11,0.0024710746259778245
471.32,0.002976059281563704
471.52,0.008344038814123763
471.73,-0.006691210421518295
471.93,0.011100467050378189
472.14,0.008161386737053418
472.34,0.00723645175421573
472.55,0.008821526530894302
472.75,0.005571221035889091
472.96,0.009091928014745959
473.16,0.008412636690199737
473.37,0.0007723848252802688
473.57,0.014912587431168392
473.78,-0.0021851225829756598
473.98,0.006861466556528187
474.19,0.0015099396917578843
474.39,0.008199124252729858
474.6,0.006909903111030768
474.8,0.004059851269977597
475.01,0.0026743752596419313
475.21,0.011141512358057382
475.42,0.009598565617453222
475.62,0.005813291000550272
475.83,0.0038349896332308675
476.03,0.004815894044703887
476.24,0.002307938819530955
476.44,0.013264168206227282
476.64,0.00538649599491166
476.85,0.0045806211625589845
477.05,0.008893438372287042
477.26,0.014420182659858977
477.46,0.004141129400571755
477.67,0.011144353770808347
477.87,0.006760530963267231
478.08,0.007315192301215639
478.28,0.004247318645090496
478.49,0.012147715800156703
478.69,0.005689343532589703
478.9,0.0031508159729963805
479.1,0.007895140988296873
479.3,0.006940167841432464
479.51,0.005561280193916097
479.71,0.005533382081537481
479.92,0.012192767257484138
480.12,0.002630730128665728
480.33,0.0007829582841449008
480.53,0.002550593978870629
480.74,0.006509982933399141
480.94,0.005229224351756507
481.14,0.006111709541293622
481.35,0.002102627046028615
481.55,0.005144410095816125
481.76,0.009883655393559444
481.96,0.004001156322489312
482.17,0.006081682801246926
482.37,0.009782896351113844
482.57,0.004091047536415471
482.78,0.004972220338324358
482.98,0.0011196675007122225
483.19,0.006229459733540034
483.39,0.005570593800352902
483.6,0.0006976671888928571
483.8,0.0066765529253834085
484.0,0.0076218806055030125
484.21,0.006068186327919897
484.41,-0.0007096626245074421
484.62,0.0062986899387265476
484.82,0.008821704701443122
485.02,0.011002983170523058
485.23,0.012882404532364672
485.43,0.006343929975719208
485.64,0.0029658407686223636
485.84,0.006459791356722807
486.05,0.0020263727788037726
486.25,0.011164018002537066
486.45,-0.0010623129116289667
486.66,0.0013890978889323682
486.86,0.00489802275360863
487.07,0.009671274782351571
487.27,-0.001982271302305509
487.47,-0.00046868510161398956
487.68,0.0030230907620446704
487.88,-9.701491059778284e-05
488.09,0.0051945490224086
488.29,0.0021292407043520313
488.49,0.005967360974768125
488.7,0.005341436652830095
488.9,0.004298875139256895
489.1,0.0007924228312126689
489.31,0.007154853516600017
489.51,0.0032278402637085845
489.72,0.0007904615519628381
489.92,0.011403213650024535
490.12,0.0037911772084766445
490.33,0.007338476751752894
490.53,0.006383373889173958
490.74,0.00042855030850008695
490.94,-0.00043076217944828686
491.14,0.0038733662820582045
491.35,0.006589263105363525
491.55,0.0016038047877806345
491.75,0.0051268394980284945
491.96,-0.001613823934184732
492.16,0.0014327719665844791
492.36,-0.0014420185096547056
492.57,0.0031230556925672557
492.77,0.007585526951393467
492.98,0.006875805502195028
493.18,0.004353482164566247
493.38,0.002043969817398688
493.59,0.0022078647147845644
493.79,0.0031555487932488926
493.99,0.0017335109522042928
494.2,0.006705702318931793
494.4,0.00447161255002533
494.6,0.0017050023750548435
494.81,0.006180641157002161
495.01,0.004770758447526613
495.22,-0.00089615086586131
495.42,0.005040661179879996
495.62,0.007811046297622028
495.83,0.0016667363287255284
496.03,0.001660656698162673
496.23,-0.00023979042880734394
496.44,0.006135300147832343
496.64,0.004288042834386775
496.84,0.006566607867740584
497.05,0.0021256464207122594
497.25,0.010079185972031572
497.45,0.009990162006393308
497.66,0.0038203626508588437
497.86,-0.0002367088008332089
498.06,0.0036814883481599107
498.27,-0.0006864413387078159
498.47,0.0026968126306554977
498.67,0.0011315797932646818
498.88,0.0034283807582610208
499.08,-0.0016029265594580547
499.28,0.0044538680000697824
499.49,0.002226180614465698
499.69,0.0017426924680602072
499.89,0.002021349116948411
500.1,0.0009891098945627606
500.3,-0.00083271344851181
500.5,0.00655331448046614
500.7,-0.001716237642955093
500.91,0.008480995658379958
501.11,0.008519971566321349
501.31,0.001858749014198232
501.52,0.0017003293488362479
501.72,0.004833126755133898
501.92,0.005313665782762088
502.13,0.005311494337776261
502.33,0.0012373122949962728
502.53,0.0009514445932931411
502.74,0.0024202913335176317
502.94,0.0018466389519911214
503.14,6.830832605493914e-05
503.34,0.00276208277267595
503.55,0.008324974663460417
503.75,0.0025399863509071997
503.95,0.004948871643838239
504.16,0.0025567127527695147
504.36,0.00021339171257545584
504.56,0.001079271084108843
504.76,0.004764340125434045
504.97,0.0019440477618014656
505.17,0.0025274930568095363
505.37,0.00354631187214303
505.58,0.003916364063398232
505.78,0.003192174853715412
505.98,-0.0005090949475050917
506.18,0.005642396596770475
506.39,0.0040537253044135215
506.59,0.0033139877710042123
506.79,0.004273381389325683
507.0,-0.0007749385771683982
507.2,0.0018470249089434035
507.4,0.009596970228772907
507.6,0.004104357792994694
507.81,0.002970368471994492
508.01,0.0013117181315514346
508.21,0.0013129910314684061
508.41,0.004404985387472318
508.62,0.006497072580617948
508.82,0.0048821641339914235
509.02,0.0033867995963520396
509.23,0.004096987014519619
509.43,0.005824531471025552
509.63,0.003339654606175544
509.83,0.0035764812459510094
510.04,-0.00020719427266278234
510.24,0.002364980179839779
510.44,0.004264698929023892
510.64,0.0008759726875708829
510.85,-0.0002032010136144627
511.05,0.00261728588469147
511.25,0.0033672179152541538
511.45,0.002723877507357729
511.66,0.003198237607945813
511.86,0.005308765762683879
512.06,0.0034791776489193514
512.26,0.0029068374195175546
512.46,0.0009853282395453026
512.67,0.0041271184561774985
512.87,0.0020183003198966172
513.07,0.004572707383469451
513.27,-0.000329076250665286
513.48,0.0023451140109030724
513.68,0.0032166844210445075
513.88,0.0017225589913209755
514.08,0.0015729669277692003
514.29,0.0032110073021961055
514.49,0.00939644103498374
514.69,0.0037869051136853907
514.89,0.0008089563473844768
515.09,0.005397824344031467
515.3,-0.0015701262186735426
515.5,0.0029712397651604997
515.7,-0.00031603900182025386
515.9,0.0016716846966082035
516.11,0.004726501509431132
516.31,0.004247593525289874
516.51,0.002138337256773497
516.71,0.005682140555898871
516.91,0.0035496928841937114
517.12,0.0022048685730872114
517.32,0.004858798588525708
517.52,0.003827465267797893
517.72,0.0025456513459880983
517.92,0.00041589109083708356
518.13,-0.0006601153333582387
518.33,-0.0015072265084922624
518.53,0.00435141063557033
518.73,0.0012298148349213383
518.93,0.0009970283896954305
519.14,0.003281136750407193
519.34,0.0032878708512698537
519.54,0.004182694815977975
519.74,0.004957264741953109
519.94,0.005190705852864088
520.15,0.0032154638676089534
520.35,0.002709842521810603
520.55,0.002969549224860009
520.75,0.0027306499449057417
520.95,0.002806503100437172
521.16,0.004551848470279417
521.36,0.002130851282349211
521.56,0.0026510757679486
521.76,0.0024142680043763454
521.96,0.005919940585500675
522.16,0.004981390800443386
522.37,-0.0013881576561298695
522.57,0.003442892728956842
522.77,0.002523305332062866
522.97,0.00027353266844058543
523.17,0.00313095212194693
523.37,0.003126482511645806
523.58,0.002164558424882869
523.78,0.0048047926265815406
523.98,0.0018141169917273298
524.18,0.0043588259571998526
524.38,0.00552898966195968
524.58,-0.0016915010788853839
524.79,0.004000146765420335
524.99,0.0018209358711641188
525.19,0.0009291197980634109
525.39,0.005543796925554122
525.59,0.0013497767048084718
525.79,-0.0011477418659137876
526.0,0.004501150762587629
526.2,0.0018829850954576951
526.4,0.004144948801452887
526.6,0.0021987311416595654
526.8,0.004552039297022049
527.0,-0.0017627929084701869
527.2,0.0037781681574102673
527.41,0.001430146417206365
527.61,0.000481166195113477
527.81,0.004078594263578253
528.01,0.0018237585676624828
528.21,0.0004860304373140038
528.41,0.0061306840832656695
528.61,0.0030553534308550207
528.82,0.0047965659334797085
529.02,0.002901643149945083
529.22,0.003726831749666425
529.42,0.004658881890956618
529.62,0.0014056726115295223
529.82,0.0035769517451718883
530.02,0.002688405761335938
530.22,0.001635873126837794
530.43,0.005578204810020964
530.63,-0.003150586038171635
530.83,0.0029732462343877364
531.03,0.0021558933243829644
531.23,0.0006972195319133971
531.43,0.0013276479722446177
531.63,0.0003740352120237053
531.83,-0.0010154852881137577
532.03,0.0031924730424427897
532.24,0.002424479990375048
532.44,0.0013326132788551944
532.64,0.003518973100731048
532.84,0.003437027989294844
533.04,0.0014283267904905896
533.24,0.0022979920962007522
533.44,0.0018640999375563023
533.64,-0.0029466268957383792
533.84,0.0011262441980626784
534.04,0.0042010903002786095
534.25,0.0031845388365647135
534.45,0.004902301186243811
534.65,0.00058406616805362
534.85,0.0015395784165112651
535.05,0.004687191536448591
535.25,0.0032675263579559546
535.45,0.0016788314614811465
535.65,0.0011193816060722744
535.85,0.0017636140878063403
536.05,0.0017679680028293708
536.25,0.005451610432924699
536.46,0.004661557789623149
536.66,0.0018428644115449787
536.86,0.004571974227804128
537.06,-0.000271168814737693
537.26,0.001756092921438336
537.46,0.0014537597643550571
537.66,0.0026861376557351033
537.86,0.004654570048294298
538.06,0.00069133517612523
538.26,0.0020618713777742267
538.46,0.006328416595518216
538.66,0.002420041210818638
538.86,0.0017517972276536863
539.07,0.005599635468990108
539.27,0.002958516844408826
539.47,0.003449075604180466
539.67,0.0007011477543200137
539.87,0.003667747892566337
540.07,0.0035681814085669374
540.27,0.005143996429566778
540.47,0.003037101756914447
540.67,0.0016647410478076048
540.87,0.004469618111083332
541.07,0.002552198821959788
541.27,0.002509091370533004
541.47,0.00209154983727024
541.67,-5.6726772605518196e-05
541.87,0.0011203397273391032
542.07,0.003477145481964262
542.27,0.0029130276072016708
542.47,0.008784308015915744
542.67,0.001645442209246234
542.87,0.0038421209993379874
543.08,0.005141487242434387
543.28,-0.000483561037194251
543.48,0.004694290189377763
543.68,0.003064891675537367
543.88,-0.0032049623859693073
544.08,-0.0023009504828535895
544.28,0.0007970604319169595
544.48,0.0035492630463547906
544.68,0.0027029554628825586
544.88,0.004435675775916235
545.08,0.0023063848103946167
545.28,0.003921016594806504
545.48,-0.00334257865547109
545.68,0.0019367002625388654
545.88,0.0028129540375007064
546.08,0.003672045666254238
546.28,-0.00016132344439598
546.48,0.0027865996327701733
546.68,0.0004717738430818753
546.88,0.002489398595635831
547.08,0.004859349490673597
547.28,0.004159475495939654
547.48,0.0015241736671436617
547.68,-0.0008069021165663169
547.88,0.004556278939819073
548.08,0.0024666380120825612
548.28,0.006498378352479134
548.48,-0.0011187174384237164
548.68,0.003097190074021826
548.88,0.0031885433765737148
549.08,-0.002615155630331506
549.28,0.005338344348511595
549.48,0.005386570878637088
549.68,0.006006311947023258
549.88,0.00025762110348081396
550.08,0.0012957826702989983
550.28,0.000258159357600317
550.48,0.00485670301330622
550.68,0.003333982130860372
550.88,0.002968080107788374
551.08,0.003182216552259393
551.28,0.00015287862222347225
551.48,0.00214797595444525
551.68,0.0039922521565440685
551.88,0.003664204169857661
552.08,0.0034984398950731253
552.28,0.0035671677626007646
552.48,0.003382820796295297
552.68,0.0012796942021769237
552.88,0.004216067132339313
553.08,0.000782124630072376
553.28,0.0012701797192562142
553.48,0.002482757009874465
553.68,0.006980644964404557
553.88,0.00015380559799729726
554.08,-0.0002587653543005621
554.28,0.0007796760196506927
554.47,0.004935936060609125
554.67,0.0025486951377730297
554.87,-0.0024434131878566696
555.07,0.0029752138188250824
555.27,0.003932267202979629
555.47,0.0029755473420005466
555.67,0.004063973227331029
555.87,0.002395885466026348
556.07,0.0003536481278088039
556.27,0.005210971701098755
556.47,0.0025005155038944934
556.67,0.002805054754947967
556.87,0.003845382901132282
557.07,0.004816738027776271
557.27,0.005533179160928444
557.47,0.004034068078069681
557.67,0.0031942466320577685
557.87,0.0010743604307628073
558.07,0.0020824254053704
558.26,0.0026794169874090378
558.46,0.0047019131206996675
558.66,0.005382934305749949
558.86,0.004499555067049307
559.06,0.002565214445914046
559.26,0.006499461672105553
559.46,0.0038450186067263237
559.66,0.0026664618236511835
559.86,0.0005541898171173643
560.06,0.003884227855815432
560.26,0.004507307832390715
560.46,0.005701588883445203
560.66,0.003490069705833952
560.86,0.00193927382381592
561.05,0.002720334832361195
561.25,0.0028294464044224484
561.45,0.0037473204518368454
561.65,-0.0005447354701471101
561.85,0.005829671203441178
562.05,0.0021902905649911876
562.25,0.0035951822642875646
562.45,0.003916389911539488
562.65,0.0047780926137957315
562.85,0.0038882268544553067
563.05,0.0031198327435878366
563.24,0.004047336315985058
563.44,0.002201017323102089
563.64,0.004797482167429461
563.84,4.649705063174262e-05
564.04,0.0014387099888958665
564.24,0.0027335511194781182
564.44,0.0027037351337936485
564.64,0.004623007845136072
564.84,0.0034050793707194483
565.03,0.003992634333106575
565.23,0.005030184976800125
565.43,0.00397694074248717
565.63,0.00610877610264517
565.83,0.0024333692903365962
566.03,0.005483456893615911
566.23,0.005513975657583485
566.43,0.0052190106104083225
566.63,0.00653249579942739
566.82,0.007214043951099205
567.02,0.006795373277266565
567.22,0.011387165397149611
567.42,0.005634160878755983
567.62,0.010271086977821097
567.82,0.010590773259037031
568.02,0.011350456510307241
568.22,0.011780076181078323
568.41,0.014467394820900491
568.61,0.012891985208891333
568.81,0.014282275339916902
569.01,0.020502831136438738
569.21,0.025514721201451804
569.41,0.024835652332339853
569.61,0.03128519265727835
569.8,0.029811009278960496
570.0,0.036771566495292535
570.2,0.04958533564047191
570.4,0.05809006500151707
570.6,0.06819139023775266
570.8,0.07487229751907803
571.0,0.09048221197318461
571.19,0.10349678706346087
571.39,0.12023248406015832
571.59,0.13892524365187026
571.79,0.15922722562082886
571.99,0.18429391443016188
572.19,0.19990170315528033
572.38,0.24245869242462165
572.58,0.2608364314499872
572.78,0.28042434037032726
572.98,0.3073661839937631
573.18,0.33400888709421955
573.38,0.36446085223406216
573.57,0.35670162520308607
573.77,0.3795627801571204
573.97,0.3976988182606333
574.17,0.4076785380687747
574.37,0.41812943580216
574.57,0.43180900733605043
574.76,0.4225103567703935
574.96,0.43911215437616585
575.16,0.4479235739799975
575.36,0.46282548996791156
575.56,0.4542554968628635
575.75,0.46893633476152047
575.95,0.46244911956854284
576.15,0.47764786106054014
576.35,0.47792450784698187
576.55,0.4738981546874663
576.74,0.4711128251928257
576.94,0.4646416498936982
577.14,0.4840418978471431
577.34,0.46704888563397184
577.54,0.47124645994471864
577.74,0.4798600533178975
577.93,0.4642380438217725
578.13,0.45950368056238144
578.33,0.4626655296121437
578.53,0.4604785116424904
578.72,0.45054798427516135
578.92,0.4520825474144645
579.12,0.4552919987513375
579.32,0.4326830207256269
579.52,0.4353541519104084
579.71,0.42240032137232003
579.91,0.41117992998785124
580.11,0.39492674131213606
580.31,0.38854842379531873
580.51,0.36684239691311266
580.7,0.34897321789232494
580.9,0.32297221991676645
581.1,0.3000121310163204
581.3,0.27873023785614826
581.49,0.25589925261897345
581.69,0.22768000868165458
581.89,0.21273697282409937
582.09,0.19634485460935142
582.29,0.17507446411476593
582.48,0.15726015688348138
582.68,0.13169206933623553
582.88,0.11822629750836869
583.08,0.1047730328413293
583.27,0.09061981632277678
583.47,0.07889676934341674
583.67,0.06696992092605905
583.87,0.0589591655802883
584.06,0.05420269689355662
584.26,0.043392607221053536
584.46,0.039779988545003
584.66,0.03396460313229305
584.85,0.02750751893170054
585.05,0.027095240580403065
585.25,0.022548818220117027
585.45,0.0217477940442006
585.64,0.013575836265961217
585.84,0.014162702299530441
586.04,0.011491626618277611
586.24,0.013530471775947276
586.43,0.011306634021894288
586.63,0.009215431024644843
586.83,0.01025350237309973
587.03,0.009082745598989595
587.22,0.007397164414727368
587.42,0.009690611274932735
587.62,0.006506336713115799
587.82,0.007356122306871866
588.01,0.0052373172952237
588.21,0.005961714608717926
588.41,0.005554180047079347
588.6,0.0043855376043131
588.8,0.004395077268513403
589.0,0.002560113386506728
589.2,0.004512111041797053
589.39,0.0024464020536612793
589.59,0.005043754955960033
589.79,0.004717610766010746
589.98,0.004064451403320376
590.18,0.004948961606955352
590.38,0.0006868529337747482
590.58,0.002522637405581069
590.77,0.005671407852526531
590.97,0.004319902145973841
591.17,0.0018043158916130513
591.36,0.003852244101762867
591.56,0.0025446988328772326
591.76,0.002750086517124352
591.96,0.004754640418065444
592.15,0.0035765654203810423
592.35,0.004750022089583166
592.55,0.005336989980408437
592.74,0.006134588855143018
592.94,0.00023165968484167087
593.14,0.0055175935242614965
593.33,0.004902256621014509
593.53,0.005101987527875966
593.73,0.003937452957825204
593.92,0.003727156631016135
594.12,0.0035768979548973104
594.32,0.0024288932346461407
594.51,0.0031810376562759887
594.71,0.002439188501640879
594.91,0.0038475978794659652
595.11,0.0015237769435477117
595.3,0.0019090108599941335
595.5,0.0035055195134030847
595.7,0.003497580031863337
595.89,0.002201292977082604
596.09,0.001437248769683645
596.29,0.0002268952440841312
596.48,0.0028280945199867964
596.68,0.005831635084099858
596.88,0.0008838830159176189
597.07,0.003785728634153124
597.27,0.005736679399550375
597.47,0.002232490347259173
597.66,0.0036821987018177474
597.86,0.0031931188837845377
598.06,-4.9374704633459686e-05
598.25,0.0036863253890160102
598.45,0.003941838271453676
598.64,0.003306578249817171
598.84,0.003375880054538829
599.04,0.0037461314225876678
599.23,0.0043585684660527434
599.43,0.0035828941677719123
599.63,0.002077116309535886
599.82,0.0038210100869496087
600.02,0.00536689335243563
600.22,0.0020885062616740916
600.41,0.006049392174976386
600.61,0.0053709058062729065
600.81,0.0016936021416893642
601.0,0.0014306037440506578
601.2,0.004048185291167769
601.39,0.0018852767209237263
601.59,0.0009660271065015884
601.79,0.0026232366066619973
601.98,0.003495622334533444
602.18,0.005712191962804152
602.38,0.005032836166539651
602.57,0.0005962353323291162
602.77,0.001371878703143253
602.96,0.0013625782432529043
603.16,0.003476165226134279
603.36,0.0005118328968227698
603.55,0.003952476549431402
603.75,0.003514486288574325
603.95,0.005112333085026646
604.14,0.0016773004575910866
604.34,-0.0010736957276960195
604.53,0.002526212305700471
604.73,0.001697961289127926
604.93,0.0025522642698041138
605.12,0.005244934880671744
605.32,0.0006032946797725961
605.51,0.0028257341621619855
605.71,0.0028275696553142224
605.91,0.0011426319027968647
606.1,0.001498954921688693
606.3,0.0010490880434557372
606.49,0.0012366327266843584
606.69,0.0005886959256286304
606.89,0.0021286250647966553
607.08,0.003909904307186618
607.28,0.00503736389828241
607.47,4.3513022185333894e-05
607.67,0.004363446782949694
607.87,0.0033418535932589455
608.06,0.004670971419239461
608.26,0.0027602067532037627
608.45,-0.002616725730784417
608.65,0.002485752572413781
608.84,0.002770748147791991
609.04,0.0061195772640266315
609.24,0.003509030004077296
609.43,0.005142621897069671
609.63,0.0008433504555149485
609.82,0.002005558546610539
610.02,0.004013534447149207
610.21,0.003368029760849421
610.41,0.0065674334858216365
610.61,0.0023549922860322016
610.8,0.002229336762081192
611.0,0.0030263210666747545
611.19,-0.0013604464609011057
