Wavelength [nm],#28-IR750-cutoff.csv
538.46,0.5887210525065864
538.66,0.6006664701295169
538.86,0.6103152125550951
539.07,0.6321422991480585
539.27,0.6533293870946373
539.47,0.661584817189823
539.67,0.6721372300883197
539.87,0.6925031814832888
540.07,0.7018273460361358
540.27,0.73971853604442
540.47,0.7553995371633431
540.67,0.7740349165984475
540.87,0.7774417842805442
541.07,0.792746592276753
541.27,0.8229723561579255
541.47,0.8162086804920957
541.67,0.8310352558821226
541.87,0.8279564595417268
542.07,0.847512513987354
542.27,0.856104751511536
542.47,0.843211960176169
542.67,0.8406801824256366
542.87,0.8434548849201582
543.08,0.8335714888030046
543.28,0.8290529155581059
543.48,0.8173847833309602
543.68,0.814198251056255
543.88,0.8000098939571713
544.08,0.7944737974217821
544.28,0.7658284804236662
544.48,0.7668197115503814
544.68,0.7413904131158805
544.88,0.7490767184540502
545.08,0.7332823808660863
545.28,0.7143462645539559
545.48,0.6942476757351671
545.68,0.6810475304337266
545.88,0.6747240464949691
546.08,0.6667899239649356
546.28,0.6435381989243333
546.48,0.6460855640204131
546.68,0.6386166816650011
546.88,0.6251778346238147
547.08,0.6227613298649138
547.28,0.604509048839816
547.48,0.6001883716498394
547.68,0.6190974801753827
547.88,0.615296779424312
548.08,0.6100035496905645
548.28,0.5942690759860412
548.48,0.6039939015184669
548.68,0.6054845932466665
548.88,0.6013172738048232
549.08,0.6173558279926351
549.28,0.6151027472441762
549.48,0.6202175784636547
549.68,0.6188523835212695
549.88,0.6383622197714259
550.08,0.6445519010107255
550.28,0.6515006499077277
550.48,0.6555353594971495
550.68,0.6615832703310308
550.88,0.659628898112916
551.08,0.6828354522440243
551.28,0.6980299589769468
551.48,0.7176425029751222
551.68,0.7196069040765766
551.88,0.7290421158670334
552.08,0.7581388074173694
552.28,0.769337544598903
552.48,0.7546104339208402
552.68,0.7867727529592237
552.88,0.802063163114514
553.08,0.8195231412113405
553.28,0.8056723947485561
553.48,0.8303652532262521
553.68,0.8411872567222715
553.88,0.8728761007535722
554.08,0.8541822260225188
554.28,0.880093561122358
554.47,0.8675327463470445
554.67,0.8792893325325968
554.87,0.8718517381255759
555.07,0.8853646168702706
555.27,0.843613788488513
555.47,0.8394664425593702
555.67,0.8426764965461968
555.87,0.8345322552277119
556.07,0.8177367179474776
556.27,0.8133125414020788
556.47,0.8142333473864044
556.67,0.7840398004102719
556.87,0.7740257065157405
557.07,0.7499865867149715
557.27,0.7430029564123748
557.47,0.7367256807972404
557.67,0.7035261576633989
557.87,0.7164101820286184
558.07,0.6940126336003419
558.26,0.6795375047378602
558.46,0.6777447995618002
558.66,0.6636623869954971
558.86,0.6498193881580504
559.06,0.648521062037181
559.26,0.6248791980600613
559.46,0.6111127688771719
559.66,0.621051533115905
559.86,0.6239036897528081
560.06,0.6082577340442493
560.26,0.6080665607195943
560.46,0.6055316925028047
560.66,0.5993494830017927
560.86,0.5967320746145724
561.05,0.6009296941092658
561.25,0.5973156185799003
561.45,0.6032790223080141
561.65,0.5966292321994306
561.85,0.5931959313246185
562.05,0.6004667384024518
562.25,0.6007677570409937
562.45,0.6194859403636571
562.65,0.6185114122836163
562.85,0.6436969656381096
563.05,0.6424277283916191
563.24,0.6575818937188406
563.44,0.6612948972124558
