Wavelength [nm],#48.csv
400.08,0.03845014112149084
400.29,0.10423264173836871
400.5,0.044944659367578355
400.71,0.11245067340913029
400.92,0.052741366303648965
401.13,0.07411738711016028
401.34,0.07411414525674462
401.54,0.11504579512787157
401.75,0.0668197640438397
401.96,0.08853789164919522
402.17,0.08151883745394384
402.38,0.036589185829707944
402.59,0.14603493121698158
402.8,0.05963039396713584
403.01,0.08425306482833571
403.22,0.08540489503267785
403.43,0.05992136096112182
403.63,0.053161956716584274
403.84,0.07999157441430482
404.05,0.08735655354134575
404.26,0.058172527208819796
404.47,0.08777910012096997
404.68,0.13792207460289743
404.89,0.09013398888872635
405.1,0.13713599059136353
405.31,0.06032726702930186
405.52,0.05006202167247881
405.72,0.05292554026007795
405.93,0.05548376182442757
406.14,0.10167296129146616
406.35,0.049040961468798626
406.56,0.0953496903390087
406.77,0.02946901575745537
406.98,0.09341138841449925
407.19,0.06947178736344188
407.39,0.09242476423216826
407.6,0.05502996639163757
407.81,0.08035181389581612
408.02,0.09292350157392779
408.23,0.08800698918859894
408.44,0.05457756147843981
408.65,0.051264572433406465
408.86,0.011418386507829859
409.06,0.0523516533772597
409.27,0.028142808874873346
409.48,0.05352885629231901
409.69,0.06816316783535598
409.9,0.09585941818462294
410.11,0.028209838404027295
410.32,0.051141113435641594
410.52,0.03537114439494094
410.73,0.047208402432283074
410.94,0.04325179053111343
411.15,0.08849088466231961
411.36,0.06354123996293398
411.57,0.029042302546677286
411.78,0.058859132708440134
411.98,0.07760029456421463
412.19,0.04354553042486924
412.4,0.07349180529980955
412.61,0.06416240787459881
412.82,0.07689324624016873
413.03,0.05626563224198193
413.23,0.08558379250382356
413.44,0.005202295204094917
413.65,0.05206056850689952
413.86,0.07528684942234602
414.07,0.04435770182998535
414.28,0.04204315031286676
414.48,0.04152068461100021
414.69,0.039970531469551145
414.9,0.03632367694764008
415.11,0.04349459771088824
415.32,0.06179013106997504
415.53,0.043899210654491275
415.73,0.06578182560059746
415.94,0.07979005504654271
416.15,0.040604107108281454
416.36,0.031924716310586715
416.57,0.06345662682738792
416.78,0.04999758824249669
416.98,0.04005314625074376
417.19,0.05974178022049501
417.4,0.0618434719088727
417.61,0.04326809404965195
417.82,0.03195819893233739
418.02,0.0676026519583264
418.23,0.07049543548169268
418.44,0.07607601091996496
418.65,0.027932920027066113
418.86,0.05248505625529448
419.07,0.08360557099773723
419.27,0.04236567798505798
419.48,0.06546296846231518
419.69,0.03148049339317665
419.9,0.04304066408125329
420.11,0.04523800731193917
420.31,0.04476347375853146
420.52,0.07498650827206202
420.73,0.0838572813225801
420.94,0.0477304356577902
421.15,0.05327813777257728
421.35,0.04777340065849734
421.56,0.06317619098293785
421.77,0.05715747823440289
421.98,0.021193528584467207
422.19,0.04075621668802351
422.39,0.04150482258979622
422.6,0.029743366467347643
422.81,0.037616603640611215
423.02,0.04436159562519963
423.22,0.04844481611012744
423.43,0.01394855365668463
423.64,0.030764669195456396
423.85,0.03717820968007201
424.06,0.04046916398460345
424.26,0.07275987369289605
424.47,0.03360700154385682
424.68,0.056004881042741844
424.89,0.03476929378834135
425.09,0.05985857322868317
425.3,0.053867133261090765
425.51,0.051150479463187015
425.72,0.0804670655939906
425.93,0.09120370806523033
426.13,0.03507084162988488
426.34,0.017058006044200217
426.55,0.040534138222070255
426.76,0.039165433803985954
426.96,0.03950237144977139
427.17,0.05029907137795632
427.38,0.03807469179396394
427.59,0.04804134879322852
427.79,0.02000153268449693
428.0,0.058850809256596984
428.21,0.03673876931214733
428.42,0.020747621937644324
428.62,0.05155754233655805
428.83,0.045641002456410056
429.04,0.04387004386691725
429.25,0.055114961679440216
429.45,0.06564932143978683
429.66,0.025837102690335203
429.87,0.04353163514190186
430.08,0.033217604264208056
430.28,0.06502745115759646
430.49,0.019553963823873515
430.7,0.03113890660074946
430.91,0.05024733609313589
431.11,0.06186342574822906
431.32,0.02892136591203051
431.53,0.05473264558397979
431.74,0.04590701975059771
431.94,0.04814001391408736
432.15,0.05819635464302914
432.36,0.019871534603577084
432.56,0.05007469523518685
432.77,0.04019709470715314
432.98,0.0514862301714744
433.19,0.047597475586863794
433.39,0.04692116234387286
433.6,0.0606641918011923
433.81,0.023671985129588523
434.02,0.04108578053561477
434.22,0.022782713001288295
434.43,0.0453147448804932
434.64,0.03848398540142062
434.84,0.05018150758061075
435.05,0.017191231284351533
435.26,0.0647229637831407
435.47,0.022748695528408372
435.67,0.026966357879394793
435.88,0.008208557595039372
436.09,0.04848912568602667
436.29,0.0113479501076804
436.5,0.030788045674888485
436.71,0.03515159909543967
436.92,0.04996341196617307
437.12,0.04125730855515825
437.33,0.03524918944549104
437.54,0.032873631078572274
437.74,0.017404662709385666
437.95,0.02288032093644823
438.16,0.04083188179326727
438.36,0.02140213458711178
438.57,0.031049584523596088
438.78,0.044725986888895015
438.99,0.05336315668197404
439.19,0.050031596141693814
439.4,0.037367664769326604
439.61,0.01938834249880586
439.81,0.022348049355537598
440.02,0.03515471743667487
440.23,0.04076502193522948
440.43,0.016094499291444603
440.64,0.03962725237815997
440.85,0.027712676584482947
441.05,0.01309895726202031
441.26,0.006762297462105838
441.47,-0.00035217256935041907
441.67,0.019762506578843368
441.88,0.0481176969738668
442.09,0.014290387444040587
442.29,0.03532138775192345
442.5,0.02147515592745234
442.71,0.04402772594225251
442.91,0.04149880172063042
443.12,0.026440538030204023
443.33,0.054781002625913656
443.53,0.042939296296056195
443.74,0.020377665157962483
443.95,0.02617004598540658
444.15,0.02991180733910336
444.36,0.03440137239636201
444.57,0.02728083343679811
444.77,0.042678941375638914
444.98,0.031460812953079884
445.19,0.03577589644838944
445.39,0.04468026674365712
445.6,0.02492702263718043
445.81,0.03479453990080722
446.01,0.03442272020071924
446.22,0.043676777134958614
446.43,0.040126302548513335
446.63,0.023154913842936314
446.84,0.042939296296056195
447.05,0.03070770142315101
447.25,0.008725640108013168
447.46,0.02809516930223257
447.67,0.029479462788620545
447.87,0.02229804504132322
448.08,0.03930810031455703
448.28,0.045337834036568235
448.49,0.02715847606745796
448.7,0.016009485168546684
448.9,0.049512396134146285
449.11,0.038115471397978454
449.32,0.04204080655308054
449.52,0.03129955836320964
449.73,0.03488446893059838
449.93,0.038718523225094496
450.14,0.023397402723913104
450.35,0.03719957247375309
450.55,0.017721275362803962
450.76,0.033144007791895136
450.97,0.013508841303722251
451.17,0.03710974399510099
451.38,0.034052220407440305
451.58,0.016762852755863845
451.79,0.053428271235090585
