Wavelength [nm],#5-Filtre-vert.csv
576.15,0.8820860615334565
576.35,0.8719364801616536
576.55,0.8465853519095867
576.74,0.8195405542391695
576.94,0.8121882471278389
577.14,0.7966888469512319
577.34,0.7609314703835165
577.54,0.7254108421048656
577.74,0.7091884464464349
577.93,0.6876638095241377
578.13,0.6589502028843935
578.33,0.62680939870655
578.53,0.5954528115675847
578.72,0.5583982280368469
578.92,0.5429539475724988
579.12,0.5187280438642592
579.32,0.49254017112652904
579.52,0.47256576940628403
579.71,0.4535062329189688
579.91,0.43034017510237965
580.11,0.40644016548279677
580.31,0.38136266226886817
580.51,0.3565724298392331
580.7,0.3350199134020548
580.9,0.31524982765541926
581.1,0.29450041551251194
581.3,0.2915794616473095
581.49,0.2635016946646171
581.69,0.25181500841035287
581.89,0.23855194199370236
582.09,0.2324038893662186
582.29,0.21633018157663902
582.48,0.2084356260860896
582.68,0.19831802293352035
582.88,0.18824588543022802
583.08,0.18279652966057225
583.27,0.16885305388170108
583.47,0.16234362146926765
583.67,0.15561152253952434
583.87,0.14606299518658614
584.06,0.14183398096704358
584.26,0.13553015927531878
584.46,0.13218452995576105
584.66,0.12404567515594071
584.85,0.11660145961544194
585.05,0.11442640668955104
585.25,0.10450318630104735
585.45,0.10969761453702968
585.64,0.1028609445946701
585.84,0.09397843921474891
586.04,0.09356727282509103
586.24,0.09135788827212005
586.43,0.0903301776795681
586.63,0.08370910410525151
586.83,0.08050143208069652
587.03,0.07813199193255634
587.22,0.07785856225212903
587.42,0.07206493063287625
587.62,0.06850603553437498
587.82,0.06941394146192435
588.01,0.06774617876669668
588.21,0.0602520036530495
588.41,0.06215017618639846
588.6,0.06421677638714396
588.8,0.058776461382753435
589.0,0.05791648941644366
589.2,0.05533840497962937
589.39,0.05336839876187257
589.59,0.0514524080239983
589.79,0.05220103053788026
589.98,0.046418826498541545
590.18,0.045882814750327995
590.38,0.04757275035822506
590.58,0.04311930851145882
590.77,0.04421781903651178
590.97,0.04233998990830198
591.17,0.042669920857431716
591.36,0.04221563678974981
591.56,0.03968990460628141
591.76,0.03914266312967432
591.96,0.036531548130724206
592.15,0.037509626963725035
592.35,0.0361839221011273
592.55,0.03551769003235198
592.74,0.03330730208527487
592.94,0.033416656634824425
593.14,0.030010862981262612
593.33,0.025530319294708236
593.53,0.029360939253566056
593.73,0.03360424512587211
593.92,0.030434415327356062
594.12,0.02812254495871434
594.32,0.027570034078438173
594.51,0.02874286440773049
594.71,0.02317179358081424
594.91,0.02500087604687602
595.11,0.025299223003541062
595.3,0.0245695836303409
595.5,0.019816100347995334
595.7,0.024499176556107505
595.89,0.025366654442883958
596.09,0.023082529357334933
596.29,0.02281337552417921
596.48,0.023617977880701888
596.68,0.022447782403821004
596.88,0.020015099528315983
597.07,0.017910456800936492
597.27,0.017868670358632266
597.47,0.020685006731685458
597.66,0.0185150199009199
597.86,0.016902571388681842
598.06,0.0167581778114108
598.25,0.01788202079029737
598.45,0.014336779951811223
598.64,0.016450402835187148
598.84,0.016242115094235968
599.04,0.01670492930429702
599.23,0.014641844040730177
599.43,0.016155686885535328
599.63,0.017328809141040756
599.82,0.016443699840749823
600.02,0.015452366596068806
600.22,0.01342735344767351
600.41,0.014588003079543284
600.61,0.012940665895504504
600.81,0.011871046131611525
601.0,0.01456115789428168
601.2,0.011148472426465175
601.39,0.012476086203955076
601.59,0.012036677835767432
601.79,0.010270559596190594
601.98,0.010212371556768381
602.18,0.010009739045547228
602.38,0.011997888680367677
602.57,0.0076907397924942
602.77,0.011799930093180679
602.96,0.01162577633598206
603.16,0.012196444547372724
603.36,0.008837782622785216
603.55,0.01046684884145605
603.75,0.008995704735831892
603.95,0.008798808923525853
604.14,0.005400352184099979
604.34,0.008705143052786638
604.53,0.006480427560688475
604.73,0.010430806010816033
604.93,0.007383419472670189
605.12,0.007891530925484636
605.32,0.009366661312244739
605.51,0.011357309764978046
605.71,0.007003333601481248
605.91,0.0075561354587319425
606.1,0.004957124782514051
606.3,0.006993591318854014
606.49,0.008580481015458738
606.69,0.004773378247440126
606.89,0.008930438490238831
607.08,0.005474925714467378
607.28,0.006107791693980869
607.47,0.004937565456373549
607.67,0.008504430639006142
607.87,0.006732158954760225
608.06,0.007341561783019339
608.26,0.004662471778018253
608.45,0.0065555066883061005
608.65,0.007100522766427469
608.84,0.00267981815309406
609.04,0.005575382836538418
609.24,0.003953534852857706
609.43,0.008184999200136737
609.63,0.005295523388161259
609.82,0.0035228099779025814
610.02,0.002954349974742772
610.21,0.006081978379736778
610.41,0.00489187034656115
610.61,0.004934955298668644
610.8,0.005205144003317091
611.0,0.00513334539693187
611.19,0.0029323498537606753
611.39,0.005553294792303001
611.58,0.006114389742331736
611.78,0.004718408012628133
611.98,0.0028271563605067555
612.17,0.00301837133936252
612.37,0.0030948228487748634
612.56,0.004868850552432646
612.76,0.00512245380189182
612.95,0.005260393118376189
613.15,0.0009885175120108475
613.34,0.00330978778055442
613.54,0.0038615204572607217
613.73,0.003593630869858337
613.93,0.004794037181500682
614.13,0.005547246994669758
614.32,0.00254638334507177
614.52,0.0037366155988815875
614.71,0.004039598286943411
614.91,0.0013150801874807212
