Wavelength [nm],#40-46833.csv
400.08,0.0843668478656893
400.29,0.07763954828997655
400.5,0.03248741579411199
400.71,0.08452079949543159
400.92,0.045703783586737
401.13,0.08909930641258487
401.34,0.020057935174428804
401.54,0.12362370341419268
401.75,0.12145897662678899
401.96,0.05337763227661225
402.17,0.1020928154949755
402.38,0.1029359850839031
402.59,0.024417614919709608
402.8,0.09557724435065511
403.01,0.09099641486641866
403.22,0.03618901494475021
403.43,0.08059757736227018
403.63,0.03161229997044679
403.84,0.05266459147611585
404.05,-0.016716821932009567
404.26,0.055556339784399854
404.47,0.08369452892748176
404.68,0.02424146905602676
404.89,0.05081042059926743
405.1,0.0745890113261576
405.31,0.07775166207776514
405.52,0.0318440330470195
405.72,0.06289474509944555
405.93,0.048951837632342
406.14,0.10672684055283627
406.35,0.08090956195576918
406.56,0.06295505060313765
406.77,0.09224592288827974
406.98,0.08180333961058758
407.19,0.06446221421331236
407.39,0.09373628913934721
407.6,0.10121271239505378
407.81,0.08678292009234888
408.02,0.07397673398278268
408.23,0.06250518728841328
408.44,0.021693302747255113
408.65,0.07661246553633072
408.86,0.0716977531841817
409.06,0.013503957180302647
409.27,0.06571460750084474
409.48,0.06530088544291206
409.69,0.06454204024922393
409.9,0.03629811503472986
410.11,0.03743204634325361
410.32,0.05716179164988244
410.52,0.04930080295963493
410.73,0.06656020309972774
410.94,0.06236426945117344
411.15,0.026809816707138234
411.36,0.09118169923203275
411.57,0.05756761343231163
411.78,0.04315475590023771
411.98,0.013193332588648566
412.19,0.024303251155310398
412.4,0.05801314810911423
412.61,0.058857206105180436
412.82,0.056679229734478996
413.03,0.04930080295963493
413.23,0.07393517839559201
413.44,0.06570461175308563
413.65,0.053092058639100936
413.86,0.08188408949781084
414.07,0.042268866205570015
414.28,0.054723686229302945
414.48,0.051493301765336626
414.69,0.05810442143068185
414.9,0.047175887792824306
415.11,0.05373555490884447
415.32,0.07529702840783807
415.53,0.06973977252869422
415.73,0.05829095822282447
415.94,0.04318501856220629
416.15,0.07015645584421998
416.36,0.0329724168340601
416.57,0.029936093948107888
416.78,0.07681633167973348
416.98,0.018743543789079508
417.19,0.07681911968230226
417.4,0.06395881921009283
417.61,0.0860445478598638
417.82,0.06656857751872186
418.02,0.029398109458279982
418.23,0.05933326276367808
418.44,0.06756058244918123
418.65,0.05843711709734647
