Wavelength [nm],#6-632-∆10.csv
400.08,0.014141296374562235
400.29,0.030051907382327377
400.5,-0.021493973024242278
400.71,0.04883262727237214
400.92,0.01051587000217715
401.13,0.023178861481916665
401.34,0.06302569190652599
401.54,0.03641496916992801
401.75,0.022245669568275797
401.96,0.052025314608435985
402.17,0.0580057196927648
402.38,0.037971410814170346
402.59,0.03234917902605343
402.8,-0.006511810738539622
403.01,0.022214244477972583
403.22,-0.014393972923397651
403.43,0.01994734258556835
403.63,0.01814376450411086
403.84,-0.0032906593020806
404.05,0.040656961982788876
404.26,0.04770777751114002
404.47,0.05101795937957621
404.68,-0.000626163407351197
404.89,-0.002072998824487672
405.1,0.04189399943752722
405.31,0.06530566561457708
405.52,-0.000688089498443556
405.72,0.050433239050236056
405.93,-0.004609940742759616
406.14,-0.012039322089360897
406.35,0.04139249735192569
406.56,0.03176021233896554
406.77,-0.018241433661971146
406.98,0.036531949275332105
407.19,0.031899988737470485
407.39,0.03340614340911562
407.6,0.023057296081580192
407.81,0.01604075193048858
408.02,-0.004178682330690906
408.23,0.01635906956426782
408.44,0.045182058983815616
408.65,-0.0006382563011527216
408.86,0.010212799174302822
409.06,0.05941487086761553
409.27,0.011861696136952407
409.48,-0.008862898205824143
409.69,-0.023572064346655618
409.9,0.03748934109772772
410.11,-0.009831769345281243
410.32,0.0222418580072855
410.52,0.024923900471420443
410.73,-0.014262023217247052
410.94,0.007275359622765166
411.15,0.006249460722077774
411.36,0.04695696440147473
411.57,0.04111070330598412
411.78,0.018476449487348175
411.98,0.04424668925543934
412.19,0.007324769446876126
412.4,0.01931650513237597
412.61,0.017476632303717116
412.82,0.0005291838853408425
413.03,0.014476656547899949
413.23,0.029670444784312126
413.44,0.012183331728978461
413.65,0.010800963218842916
413.86,-0.0038800314832319713
414.07,0.020336092149209024
414.28,-0.004067889383264798
414.48,-0.002802058297161627
414.69,0.007969549185202849
414.9,0.0037670444120873753
415.11,0.0148199175566108
415.32,-0.019251252957203202
415.53,0.022193138680160807
415.73,0.031537860445063806
415.94,0.006579982077869867
416.15,-0.000558092916775776
416.36,0.046592523639214185
416.57,0.027904546500878792
416.78,-0.0036398986319768956
416.98,0.010625599994159792
417.19,0.00549611369475434
417.4,0.012132810330199667
417.61,-0.017244938169672135
417.82,0.017275008016901554
418.02,0.04282132709343143
418.23,0.01671405784034958
418.44,0.026047868654110535
418.65,0.019798467474991352
418.86,0.038112017435363126
419.07,0.04050527310513361
419.27,0.033320725711008935
419.48,0.05115321415137301
419.69,0.006273779507513577
419.9,0.029789001664969953
420.11,0.04057152640926048
420.31,0.00047431974944334745
420.52,0.044407549867832664
420.73,0.007596788646879212
420.94,-0.016911976511336503
421.15,0.03232086844511749
421.35,0.03168209629586757
421.56,-0.007645896014524265
421.77,0.02089430432034146
421.98,0.014872822588241442
422.19,0.02526788864746415
422.39,0.03403845314551031
422.6,0.033647819721000165
422.81,0.00949795586762248
423.02,0.014435549559182921
423.22,-0.002380089854316796
423.43,0.0187679644403763
423.64,0.006131122175986077
423.85,0.033592281224504306
424.06,0.020459086967400543
424.26,0.021589628853874138
424.47,0.015605563337320815
424.68,0.0004757563981972497
424.89,0.011271167981690483
425.09,0.00042434509946199167
425.3,-0.006014693747700959
425.51,-0.012474998590301904
425.72,0.04317641246773305
425.93,0.010887417135356348
426.13,0.003972756415378405
426.34,-0.025869050732835602
426.55,-0.000461221326623104
426.76,-0.0013463810860384687
426.96,0.027689250190402446
427.17,0.004706544913311108
427.38,0.008490782035530395
427.59,0.014012442583871187
427.79,0.014888497202850827
428.0,0.011578475474964866
428.21,0.012781157228144135
428.42,0.028378159948519825
428.62,0.02436779228549816
428.83,0.002908510029085133
429.04,0.023878235693225516
429.25,0.023354120055219724
429.45,0.00037061241579887036
429.66,-0.015074651317122986
429.87,0.0058117559643993955
430.08,0.019600950803140563
430.28,0.007601114184550568
430.49,0.009965249533642449
430.7,0.010903712503020753
430.91,0.010362709787335826
431.11,0.031132837328698804
431.32,0.0003842104182614652
431.53,-0.00866943306587522
431.74,0.0073110254039390424
431.94,0.007183488616366816
432.15,-0.0012109400598916396
432.36,0.02880393983917
432.56,-0.0019340976182811818
432.77,0.015206294894808877
432.98,-0.012612850010018882
433.19,0.0066677803228281885
433.39,0.009050480052900925
