XF3017R,,
Wavelength (nm),%T,
297,0.0009913166286,
296,-0.0005734213046,
295,-0.00130155927,
294,-0.0007941757794,
293,-0.0003178258194,
292,-0.001451417105,
291,-0.0008801049553,
290,-0.001747784903,
289,-0.000593203411,
288,-0.0009779878892,
287,-0.001001330791,
286,-0.0006463501486,
285,-0.001952891937,
284,-0.0009653032175,
283,-3.278614895E-5,
282,-0.0006297382643,
281,6.506388308E-5,
280,-0.0004622736888,
279,-0.0005562171573,
278,-0.0004192217602,
277,-0.001021452015,
276,-0.0003774357028,
275,-1.816188524E-5,
274,-0.001338722417,
273,0.0001785357454,
272,-0.0004688074696,
271,0.0008751150453,
270,-0.0002053760254,
269,-0.0005628342624,
268,-0.000512393075,
267,-0.0002598085557,
266,0.0007514350582,
265,-0.001392180682,
264,-5.756604514E-5,
263,-0.0009888320928,
262,-0.0002765598183,
261,0.0001861383062,
260,-0.0008759535267,
259,8.351655561E-5,
258,-0.0002489319304,
257,-0.0005698458408,
256,-0.0004307944037,
255,-0.0003568942484,
254,0.0003298087395,
253,3.604558151E-5,
252,-6.631866563E-5,
251,-0.0009078101139,
250,0.0008690253017,
249,-0.00111024105,
248,-0.000521332433,
247,0.0002172461973,
246,-0.0006219040952,
245,0.0001947058772,
244,-0.0005204053014,
243,-0.001298132236,
242,-0.0004867032985,
241,0.0002821745875,
240,-0.001197673148,
239,-0.001534152543,
238,-0.0006150175468,
237,-0.0004115432967,
236,-0.0004064917448,
235,-0.0001470552816,
234,-0.00194560457,
233,-0.001676839776,
232,-0.0008210485103,
231,-0.002183259232,
230,-0.001926455065,
229,-0.0006707112188,
228,0.0006867360207,
227,-0.00046672186,
226,-0.002093152842,
225,-0.001864666003,
224,-0.001163281268,
223,-0.001008577878,
222,-0.001848609652,
221,-0.0006976349396,
220,0.0001100949594,
219,-0.002865304938,
218,-0.002120277612,
217,0.001179242274,
216,-0.003862111364,
215,-2.850977035E-5,
214,-0.004222646821,
213,0.0009290751186,
212,-0.001805719687,
211,-0.002472108463,
210,-0.001674488536,
209,-0.005547184963,
208,-0.0001820894686,
207,-0.003562768688,
206,-0.004593142308,
205,-0.001760117942,
204,-0.004943346139,
203,-0.003689977108,
202,-0.004542341921,
201,-0.01015330292,
200,-0.004315794911,

XF3017R,
XF3017R
Collection Time: 8/27/2020 1:32:46 PM
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 5000
Instrument Version                1.12
Start (nm)                        1200.00
Stop (nm)                         200.00
X Mode                            Nanometers
Y Mode                            %T
UV-Vis Data Interval (nm)         1.000
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.000
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         On
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          880.00
Grating Changeover (nm)           880.00
Baseline Correction               On
Baseline Type                     Zero/baseline correction
Baseline File Name                C:\Documents and Settings\jasco\Desktop\scan\200-1200 T BASELINE.MSW
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    : C:\Documents and Settings\jasco\Desktop\scan\200-1200 T BASELINE.MSW
Date/Time stamp: 8/27/2020 1:27:48 PM
Method Modifications:
X Start nm Changed: 8/27/2020 12:22:22 PM, Old: 800.00, New:1200.00
Y Min Abs Changed: 8/27/2020 12:22:22 PM, Old:    -0.05, New:     0.00
Y Max Abs Changed: 8/27/2020 12:22:22 PM, Old:     1.00, New:     6.00
Detector changeover Changed: 8/27/2020 12:22:22 PM, Old:   800.00, New:   880.00
Grating changeover Changed: 8/27/2020 12:22:22 PM, Old:   800.00, New:   880.00
Idpt Control Changed: 8/27/2020 12:22:22 PM, Old:0, New:1
Baseline Correction Changed: 8/27/2020 12:22:22 PM, Old:0, New:2
Storage Changed: 8/27/2020 12:22:22 PM, Old:1, New:0
Use RBA Changed: 8/27/2020 12:22:22 PM, Old:0, New:1
Abs Attenuation Value Changed: 8/27/2020 12:22:22 PM, Old:     0.00, New:     1.70
Saved as C:\Documents and Settings\jasco\Desktop\scan\200-1200 OD BASELINE.MSW
Baseline file Changed: 8/27/2020 1:21:16 PM, Old:, New:C:\Documents and Settings\jasco\Desktop\scan\200-1200 OD BASELINE.MSW
Use RBA Changed: 8/27/2020 1:21:37 PM, Old:1, New:0
Y Min %T Changed: 8/27/2020 1:21:59 PM, Old:    -5.00, New:     0.00
Y Max %T Changed: 8/27/2020 1:21:59 PM, Old:   105.00, New:   100.00
Y mode Changed: 8/27/2020 1:21:59 PM, Old:Abs, New:%T
Baseline file Changed: 8/27/2020 1:22:06 PM, Old:C:\Documents and Settings\jasco\Desktop\scan\200-1200 OD BASELINE.MSW, New:
Saved as C:\Documents and Settings\jasco\Desktop\scan\200-1200 T BASELINE.MSW
Baseline file Changed: 8/27/2020 1:27:48 PM, Old:, New:C:\Documents and Settings\jasco\Desktop\scan\200-1200 T BASELINE.MSW
End Method Modifications
<SBW (nm)> , 2.00
<Energy> , 724.44
<Slit height> , Full
<Current Wavelength> , 200.00

